DLiP-ID,C000E2
DLiP-Mol-ID,30685
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H8OS3/c1-11-8-4-2-7(3-5-8)9-6-10(12)14-13-9/h2-6H,1H3"
Standard Inchi Key(RDKit),KYLIZBIRMBGUOP-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2cc(=S)ss2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),240.374
MW Monoisotopic(RDKit),239.973727876
MolLogP(RDKit),4.21469
XLogP(SDF),
XLogP(CDK),2.494
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),1
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),9.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.574072769646392
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2661.5933941138164
qed,0.5740727696463919
Chi0,9.966255326250886
Chi1,6.792024997884274
TPSA,9.23
Chi0n,7.5197445078035825
Chi0v,9.96923425058676
Chi1n,4.040129012293801
Chi1v,6.598207217018723
Chi2n,2.7227921380263136
Chi2v,5.634023064444793
Chi3n,1.8370608815565788
Chi3v,4.747321520803238
Chi4n,1.1278377729465818
Chi4v,3.5303080324738145
MolMR,65.01800000000001
MolWt,240.374
fr_SH,0
Kappa1,9.830243805095
Kappa2,4.209934233457788
Kappa3,2.026140986138909
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,466.6123750441448
MolLogP,4.214690000000002
NOCount,1
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.378384342190392
SMR_VSA1,4.736862953800049
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,34.155643808599585
SMR_VSA8,0.0
SMR_VSA9,16.1901105186822
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,94.99687493227661
NHOHCount,0
PEOE_VSA1,4.736862953800049
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,32.89873251777682
PEOE_VSA7,35.89528683400505
PEOE_VSA8,4.877147193701299
PEOE_VSA9,7.109797541277533
RingCount,2
SMR_VSA10,32.89873251777682
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,239.973727876
NumHDonors,0
PEOE_VSA10,9.573320299575435
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,7.109797541277533
SlogP_VSA3,0.0
SlogP_VSA4,3.82380846629153
SlogP_VSA5,0.0
SlogP_VSA6,30.33183534230805
SlogP_VSA7,0.0
SlogP_VSA8,10.440598685398296
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,9.573320299575435
EState_VSA5,10.440598685398296
EState_VSA6,27.79065661600766
EState_VSA7,30.33183534230805
