DLiP-ID,C002JF
DLiP-Mol-ID,31689
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H27ClN4O2/c1-30-9-11-31(12-10-30)16-17-13-19(4-8-25(17)32)28-26-21-6-3-18(27)14-24(21)29-23-7-5-20(33-2)15-22(23)26/h3-8,13-15,32H,9-12,16H2,1-2H3,(H,28,29)"
Standard Inchi Key(RDKit),SUSDGTMJKOGWSZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(O)c(CN4CCN(C)CC4)c3)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),462.981
MW Monoisotopic(RDKit),462.182253784
MolLogP(RDKit),5.24660000000001
XLogP(SDF),
XLogP(CDK),4.217
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),60.86
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.311946608969624
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,39116625.31456665
qed,0.3119466089696238
Chi0,22.949018510446816
Chi1,15.995534936090944
TPSA,60.86
Chi0n,18.806753474112295
Chi0v,19.56268242013075
Chi1n,11.068182496765521
Chi1v,11.446146969774748
Chi2n,8.579269238420919
Chi2v,9.015705018892902
Chi3n,6.281758890655896
Chi3v,6.516855993443634
Chi4n,4.339214642585367
Chi4v,4.505558197626662
MolMR,134.97449999999995
MolWt,462.98100000000034
fr_SH,0
Kappa1,21.768333059588333
Kappa2,9.058457567583304
Kappa3,4.550327178329874
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1318.926245768952
MolLogP,5.246600000000005
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.5483323059399972
SMR_VSA1,9.843390348640755
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,45.65328375161135
SMR_VSA7,65.18338842159281
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,197.90081274982433
NHOHCount,2
PEOE_VSA1,20.06008868349756
PEOE_VSA2,4.899909730850478
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,61.64497559883168
PEOE_VSA8,59.76970153861434
PEOE_VSA9,23.830585251193618
RingCount,5
