DLiP-ID,J000D9
AATSC4m,-10.326208956777744
AATSC4p,-0.04246913454743499
AATSC4s,-0.6111143023167198
AATSC4v,-8.612553648171998
AATSC5Z,-0.12021683673469377
AATSC5c,-0.004092249905970268
AATSC5d,0.043125
AATSC5i,0.19588614595903608
AATSC5m,-0.6403819851338315
AATSC5p,0.025500493002327478
AATSC5s,-0.3676271004801096
AATSC5v,-0.24707911782520842
AATSC6Z,3.4144968332160452
AATSC6c,-0.0003560834518041611
AATSC6d,0.09172413793103448
AATSC6i,-0.5955719691100874
AATSC6m,16.302228320247636
AATSC6p,-0.024692875092887586
AATSC6s,-0.704568315122274
AATSC6v,7.995600667461878
AATSC7Z,0.7377994676131322
AATSC7c,0.006810959020387932
AATSC7d,-0.0034782608695652145
AATSC7i,0.8816173888270873
AATSC7m,4.2862559086328735
AATSC7p,0.03975754085847478
AATSC7s,0.28828606787141414
AATSC7v,9.51500930585498
AATSC8Z,-6.7312925170068025
AATSC8c,-0.00768584357258423
AATSC8d,-0.17428571428571424
AATSC8i,0.04842414579889056
AATSC8m,-30.81091091603109
AATSC8p,-0.08636755429845047
AATSC8s,-0.7114321640864849
AATSC8v,-12.316308078200935
ATS0are,252.9734
ATS1are,249.154
ATS2are,428.42650000000003
ATS3are,454.279
ATS4are,507.189
ATS5are,446.281
ATS6are,386.364
ATS7are,302.42500000000007
ATS8are,281.99800000000005
ATSC0dv,185.4603174603175
ATSC0pe,9.24941714285714
ATSC0se,6.3615644
ATSC1dv,36.17687074829932
ATSC1pe,-0.37502955102040825
ATSC1se,-0.37954628000000057
ATSC2dv,51.988662131519305
ATSC2pe,5.45630775510204
ATSC2se,3.7876576
ATSC3dv,-11.160997732426294
ATSC3pe,-0.657076163265307
ATSC3se,-1.0705693200000006
ATSC4dv,-76.8390022675737
ATSC4pe,-3.2715638367346935
ATSC4se,-1.9172658799999989
ATSC5dv,-8.133786848072564
ATSC5pe,-1.434545632653061
ATSC5se,-1.1915663599999993
ATSC6dv,9.256235827664376
ATSC6pe,-0.5065998367346937
ATSC6se,-0.21098372000000107
ATSC7dv,41.718820861678005
ATSC7pe,2.304140326530612
ATSC7se,1.149705759999999
ATSC8dv,-50.74603174603173
ATSC8pe,-2.752703428571427
ATSC8se,-1.7327140799999998
AXp-0dv,0.5484916812989307
AXp-1dv,0.2931071499321279
AXp-2dv,0.1548509888915962
AXp-3dv,0.08830812678506073
AXp-4dv,0.049100831174645455
AXp-5dv,0.02709174624876931
AXp-6dv,0.01507219142431912
AXp-7dv,0.008065443260665476
BertzCT,905.7190689787942
ECIndex,486
ETA_eta,17.162567776837843
GATS1dv,0.4266633973925997
GATS1pe,0.5664771847629394
GATS1se,0.627077413749258
GATS2dv,0.6545475293849137
GATS2pe,0.5020401028100817
GATS2se,0.5330799344471515
GATS3dv,0.8113445737761039
GATS3pe,0.7041822094735856
GATS3se,0.7728190647570901
GATS4dv,1.1821519932291067
GATS4pe,1.1622121217144734
GATS4se,1.155268447019101
GATS5dv,1.0092567827798697
GATS5pe,1.0217270495577173
GATS5se,1.036527820794363
GATS6dv,0.9563240033526541
GATS6pe,0.8625389724996544
GATS6se,0.834964460888767
GATS7dv,0.7242326927943079
GATS7pe,0.49150876157944373
GATS7se,0.5356982836540618
GATS8dv,1.0994807714253108
GATS8pe,1.063444358089797
GATS8se,1.0504403901776407
LogEE_A,4.111802111905238
LogEE_D,122.6534311287239
MATS1dv,0.18452122098133733
MATS1pe,-0.03835459877292322
MATS1se,-0.05643741732220229
MATS2dv,0.16352133972383892
MATS2pe,0.3441131631666263
MATS2se,0.3473150304559259
MATS3dv,-0.030974988420565047
MATS3pe,-0.036564570627861746
MATS3se,-0.0866183680339051
MATS4dv,-0.20140315341017156
MATS4pe,-0.17193986466208566
MATS4se,-0.14650551163519177
MATS5dv,-0.023984455237932217
MATS5pe,-0.08481800860965448
MATS5se,-0.1024335858527188
MATS6dv,0.030117815108193852
MATS6pe,-0.033051466195968736
MATS6se,-0.020013593208137007
MATS7dv,0.1711556494946638
MATS7pe,0.18954169991144518
MATS7se,0.13750959146764744
MATS8dv,-0.22801837270341196
MATS8pe,-0.24800692718037928
MATS8se,-0.22697693667928598
MAXaaCH,1.7281425448862526
MAXaaaC,0.5540061780885195
MAXaasC,0.39858220249634435
MAXdssC,-0.4420824278785582
MAXsCH3,1.4468925448862524
MAXssNH,2.587790296674225
MDEC-12,1.2290512781611753
MDEC-13,1.3673436802930128
MDEC-14,0.09090909090909091
MDEC-22,5.115503797956418
MDEC-23,13.296413074584995
MDEC-24,1.3186339795536814
MDEC-33,6.752229392204037
MDEC-34,1.6033004985359383
MDEN-22,0.4999999999999999
MDEO-12,0.25
MINaaCH,0.9628869047619046
MINaaaC,0.1853256225329638
MINaasC,-0.7750878311736902
MINdssC,-0.4420824278785582
MINsCH3,1.4468925448862524
MINssNH,2.587790296674225
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.410714285714286
SM1_Dzi,1.7709766279517303
SM1_Dzm,2.512257136347115
SM1_Dzp,-8.771428237598123
SM1_Dzv,-2.919038333333563
SddssSe,0
SpAD_Dt,442.2546800697166
SpAbs_A,30.263533360124796
SpAbs_D,245.30686225744773
SpMAD_A,1.2609805566718666
SpMAD_D,10.221119260726994
SpMax_A,2.4468782644030385
SpMax_D,122.6534311287239
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,79.46
TpiPC10,8.684901328967097
VAdjMat,5.700439718141092
VE1_DzZ,4.8162123800859975
VE1_Dzi,4.826720476667694
VE1_Dzm,4.817035330345474
VE1_Dzp,4.767437018052452
VE1_Dzv,4.808537411407334
VE2_DzZ,0.20067551583691656
VE2_Dzi,0.20111335319448723
VE2_Dzm,0.20070980543106143
VE2_Dzp,0.19864320908551883
VE2_Dzv,0.20035572547530558
VE3_DzZ,2.44745654324316
VE3_Dzi,2.4496359840620925
VE3_Dzm,2.447627399487329
VE3_Dzp,2.4372775850726467
VE3_Dzv,2.4458617027596743
VR1_DzZ,137.8488369253247
VR1_Dzi,137.05018330475153
VR1_Dzm,137.75289090640723
VR1_Dzp,142.93745941136655
VR1_Dzv,138.85866194114675
VR2_DzZ,5.743701538555196
VR2_Dzi,5.710424304364647
VR2_Dzm,5.739703787766968
VR2_Dzp,5.955727475473606
VR2_Dzv,5.785777580881114
VR3_DzZ,5.8016264375398325
VR3_Dzi,5.795815897604548
VR3_Dzm,5.800930171783095
VR3_Dzp,5.837875925176153
VR3_Dzv,5.808925332604563
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06846531968814577
Xch-6dv,0.16512364034229457
Xch-7dv,0.19953090191886422
Xpc-4dv,1.4810949176989654
Xpc-5dv,1.8910706094433012
Xpc-6dv,2.194475816519374
Zagreb1,128.0
Zagreb2,150.0
fragCpx,124.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,26
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,7.227811428571428
AATS1are,6.733891891891892
AATS2are,7.140441666666667
AATS3are,6.680573529411765
AATS4are,7.044291666666667
AATS5are,6.973140625
AATS6are,6.661448275862068
AATS7are,6.5744565217391315
AATS8are,6.7142380952380964
AATSC0dv,5.298866213151928
AATSC0pe,0.26426906122448973
AATSC0se,0.18175898285714284
AATSC1dv,0.9777532634675492
AATSC1pe,-0.010135933811362385
AATSC1se,-0.010258007567567583
AATSC2dv,0.8664777021919884
AATSC2pe,0.090938462585034
AATSC2se,0.06312762666666667
AATSC3dv,-0.16413231959450433
AATSC3pe,-0.009662884753901575
AATSC3se,-0.015743666470588245
AATSC4dv,-1.0672083648274127
AATSC4pe,-0.04543838662131519
AATSC4se,-0.02662869277777776
AATSC5dv,-0.1270904195011338
AATSC5pe,-0.02241477551020408
AATSC5se,-0.01861822437499999
AATSC6dv,0.1595902728907651
AATSC6pe,-0.008734479943701615
AATSC6se,-0.0036376503448276045
AATSC7dv,0.9069308882973479
AATSC7pe,0.05009000709849157
AATSC7se,0.024993603478260847
AATSC8dv,-1.2082388510959936
AATSC8pe,-0.06554055782312922
AATSC8se,-0.04125509714285714
AETA_eta,0.7151069907015768
ATSC0are,10.724074285714277
ATSC1are,-0.48352424489795803
ATSC2are,6.519698367346935
ATSC3are,-0.9427214693877528
ATSC4are,-3.5874042448979586
ATSC5are,-1.5570329795918374
ATSC6are,-1.3987859591836722
ATSC7are,2.689942367346939
ATSC8are,-2.7765005714285693
BCUTZ-1h,16.00450455790632
BCUTZ-1l,5.6916684318330875
BCUTc-1h,0.5031010070228931
BCUTc-1l,-0.5281505930370811
BCUTd-1h,4.02210658143264
BCUTd-1l,0.9778240036040595
BCUTi-1h,17.430698779845745
BCUTi-1l,10.311297012228712
BCUTm-1h,32.06224623967802
BCUTm-1l,11.70424085572039
BCUTp-1h,2.936532138975746
BCUTp-1l,0.5269818440063897
BCUTs-1h,8.007388486182332
BCUTs-1l,0.6048557602086407
BCUTv-1h,24.440719840396557
BCUTv-1l,13.302787876518591
BalabanJ,1.523317482345185
Diameter,12
ETA_beta,32.0
GATS1are,0.5845471469157671
GATS2are,0.5059647284019101
GATS3are,0.7120451422247305
GATS4are,1.1572953061194409
GATS5are,1.0110077183485173
GATS6are,0.8930847214766203
GATS7are,0.47379766019677483
GATS8are,1.0359779749665152
HybRatio,0.125
Lipinski,True
LogEE_Dt,221.1273400348583
MATS1are,-0.042650562374142845
MATS2are,0.35463735886449704
MATS3are,-0.045246263014110236
MATS4are,-0.1626132957522601
MATS5are,-0.07940101756368725
MATS6are,-0.07871028798204902
MATS7are,0.19085053170785507
MATS8are,-0.21575293256525283
MAXssssC,-4.431921821306065
MINssssC,-4.431921821306065
NsssssAs,0
RotRatio,0.11538461538461539
SM1_Dzpe,1.9293276357306732
SM1_Dzse,1.789371690821668
SMR_VSA1,22.702645280896327
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.176298517443475
SMR_VSA6,12.426586145283864
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,176.2439702753632
SpAD_Dzi,177.7428569347957
SpAD_Dzm,175.78545358367245
SpAD_Dzp,272.8500126295482
SpAD_Dzv,235.01789355352918
SpAbs_Dt,442.2546800697166
SpDiam_A,4.7957580842844525
SpDiam_D,187.7417222073691
SpMAD_Dt,18.427278336238192
SpMax_Dt,221.1273400348583
SsssssAs,0
VE1_Dzpe,4.829278942236042
VE1_Dzse,4.827810815004217
VE2_Dzpe,0.20121995592650174
VE2_Dzse,0.20115878395850906
VE3_Dzpe,2.4501659065521895
VE3_Dzse,2.4498618548595905
VMcGowan,222.64999999999995
VR1_Dzpe,136.68541809081373
VR1_Dzse,136.8333740620996
VR2_Dzpe,5.695225753783905
VR2_Dzse,5.701390585920817
VR3_Dzpe,5.793150804514863
VR3_Dzse,5.794232675230601
mZagreb1,8.590277777777779
mZagreb2,5.166666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,8
nBondsKS,29
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.30640212244897935
AATSC1are,-0.013068222835079947
AATSC2are,0.10866163945578225
AATSC3are,-0.01386355102040813
AATSC4are,-0.04982505895691609
AATSC5are,-0.02432864030612246
AATSC6are,-0.02411699929627021
AATSC7are,0.05847700798580302
AATSC8are,-0.06610715646258498
AETA_beta,1.3333333333333333
BCUTdv-1h,7.014090644978023
BCUTdv-1l,0.6531834618601514
BCUTpe-1h,4.007149512204126
BCUTpe-1l,2.226900032127158
BCUTse-1h,4.03059230152362
BCUTse-1l,2.428418745251999
ETA_alpha,11.15714285714286
ETA_dBeta,1.0
ETA_eta_B,0.5338536013718898
ETA_eta_F,24.81068993833387
ETA_eta_L,4.817387248902235
ETA_eta_R,41.97325771517171
ETA_psi_1,0.4905778894472365
LabuteASA,138.4465351737814
LogEE_DzZ,88.04030585824415
LogEE_Dzi,88.94521916022917
LogEE_Dzm,87.81909281989458
LogEE_Dzp,134.1168699980179
LogEE_Dzv,116.9008137906534
PEOE_VSA1,4.736862953800049
PEOE_VSA2,10.111325788078153
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,13.171245143024459
PEOE_VSA5,0.0
PEOE_VSA6,23.469520014857956
PEOE_VSA7,30.33183534230805
PEOE_VSA8,0.0
PEOE_VSA9,28.453321158756886
SM1_Dzare,2.0889056196972113
SpAD_Dzpe,179.76106872689616
SpAD_Dzse,181.40200009556628
SpAbs_DzZ,174.23504170393468
SpAbs_Dzi,176.11946169250666
SpAbs_Dzm,173.69190597004985
SpAbs_Dzp,277.06426852022685
SpAbs_Dzv,236.72066591464056
SpDiam_Dt,317.08441441222175
SpMAD_DzZ,7.343498761473467
SpMAD_Dzi,7.405952372283154
SpMAD_Dzm,7.324393899319685
SpMAD_Dzp,11.368750526231175
SpMAD_Dzv,9.79241223139705
SpMax_DzZ,88.04030585824415
SpMax_Dzi,88.94521916022917
SpMax_Dzm,87.81909281989458
SpMax_Dzp,134.1168699980179
SpMax_Dzv,116.9008137906534
VE1_Dzare,4.830156492958089
VE2_Dzare,0.20125652053992038
VE3_Dzare,2.4503476046918684
VR1_Dzare,136.58982452873727
VR2_Dzare,5.691242688697386
VR3_Dzare,5.792451190711145
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4648809523809525
AETA_dBeta,0.041666666666666664
AETA_eta_B,0.022243900057162074
AETA_eta_F,1.033778747430578
AETA_eta_L,0.20072446870425978
AETA_eta_R,1.7488857381321548
BCUTare-1h,4.12452878718906
BCUTare-1l,2.1692383710304894
ETA_beta_s,15.5
ETA_dPsi_A,0.22342211055276345
ETA_dPsi_B,0.0
ETA_eta_BR,0.7918536013718898
ETA_eta_FL,6.562972712098971
ETA_eta_RL,11.380359961001206
LogEE_Dzpe,89.96092301493687
LogEE_Dzse,90.77555720156737
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.131558479839333
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.05365155780638
SlogP_VSA2,18.000955791576246
SlogP_VSA3,6.176298517443475
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
SpAD_Dzare,177.6176942238443
SpAbs_Dzpe,177.99251839414305
SpAbs_Dzse,179.76174271231315
SpDiam_DzZ,135.4329373282883
SpDiam_Dzi,135.8942287802322
SpDiam_Dzm,135.20036884147788
SpDiam_Dzp,200.25075896486385
SpDiam_Dzv,180.44649983379747
SpMAD_Dzpe,7.4900445302873395
SpMAD_Dzse,7.558416670648595
SpMax_Dzpe,89.96092301493687
SpMax_Dzse,90.77555720156737
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6458333333333334
AETA_eta_BR,0.03299390005716207
AETA_eta_FL,0.27345719633745713
AETA_eta_RL,0.47418166504171694
DetourIndex,2599
EState_VSA1,17.646929738491977
EState_VSA2,10.648259197455594
EState_VSA3,16.01288324145
EState_VSA4,23.469520014857956
EState_VSA5,13.176164609739143
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,10.30076712495354
EState_VSA9,4.736862953800049
ETA_beta_ns,16.5
ETA_shape_p,0.15151515151515146
ETA_shape_x,0.04481434058898846
ETA_shape_y,0.31370038412291923
GhoseFilter,True
LogEE_Dzare,88.8958848460762
SlogP_VSA10,18.30280362286379
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,175.70286407245527
SpDiam_Dzpe,138.41792260138615
SpDiam_Dzse,139.70884726516258
SpMAD_Dzare,7.400737259326846
SpMax_Dzare,88.8958848460762
TopoPSA(NO),51.22
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.18829495468533
VSA_EState9,31.459864058920104
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6875
EState_VSA10,17.96578232709628
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.035119047619047494
FilterItLogS,-5.400957865963415
SpDiam_Dzare,136.6994797084339
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.7440816326530612
ETA_epsilon_2,0.9476190476190473
ETA_epsilon_3,0.44117647058823567
ETA_epsilon_4,0.6306990881458968
ETA_epsilon_5,0.9217142857142854
AETA_beta_ns_d,0.041666666666666664
ETA_dEpsilon_A,0.3029051620648255
ETA_dEpsilon_B,0.11338254450716434
ETA_dEpsilon_C,-0.18952261755766114
ETA_dEpsilon_D,0.025904761904761875
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7083333333333334
MDEDescriptor,"0.0,1.2290512781611753,1.3673436802930128,0.09090909090909091,5.115503797956418,13.296413074584995,1.3186339795536814,6.752229392204037,1.6033004985359383,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,43.869723
BCUTDescriptor,"11.99795273868897,31.973198748095456,-0.34795757159693974,0.41677928070002923,3.6500624999999984,11.13562319317135"
BPolDescriptor,22.768276999999998
TPSADescriptor,79.46
ALOGPDescriptor,"4.279,18.309841,84.0293"
XLogPDescriptor,3.742
VAdjMaDescriptor,5.700439718141093
WeightDescriptor,352.04933334
ChiPathDescriptor,"17.319626477379405,11.380359961001208,11.063216345110435,8.565032311639996,7.050164695870933,5.447076665481974,3.687378656128069,2.753125121333564,13.163800351174336,7.620785898235325,5.884337577880656,4.238790085682916,2.9951507016533747,1.9776974761601593,1.175630931096892,0.7258898934598933"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.355498860309242,0.5083013331299879,0.0,0.0,0.06846531968814577,0.16512364034229454,0.19953090191886422"
AtomCountDescriptor,35
BondCountDescriptor,26
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.586272140197247,0.2886751345948129,0.6806124618344676,0.14433756729740646,0.7778560949992762,0.01349873117890097,0.11309956888376359,0.004499577059633658"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,10,2,1,0,0,0"
ZagrebIndexDescriptor,128.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.34
WeightedPathDescriptor,"48.54929487125274,2.0228872863021974,21.922281920840327,5.3677906094390035,6.244518954420749"
FractionalPSADescriptor,0.2257070031808855
WienerNumbersDescriptor,"1426.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.533046263927384,6.51951038723708,8.2316490092571,1.4810949176989654,1.8910706094433023,1.9947656335007244"
FractionalCSP3Descriptor,0.125
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,1,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.781065088757398,7.7091412742382275,4.411458333333333"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,817.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.125
AutocorrelationDescriptorMass,"36.90278412921281,32.745929407800915,54.226232332135794,48.65589167786836,46.42762222324412"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6645469792296451,-0.4157682107572678,0.16971351203168844,-0.20612875267287198,0.15495565309296408"
EccentricConnectivityIndexDescriptor,486
AutocorrelationDescriptorPolarizability,"1562.6199807114847,1853.0732543676882,2611.199340577627,2438.285062346539,2062.930394082352"
