DLiP-ID,I0009A
AATSC5m,3.2610244559529296
AATSC5p,0.005256181974862389
AATSC5s,-0.14833466648075988
AATSC5v,4.25714564348866
AATSC6Z,-1.077764439108977
AATSC6c,-0.005323138662531428
AATSC6d,-0.11599973322662396
AATSC6i,0.03063960477431229
AATSC6m,-4.9313699747832445
AATSC6p,0.0025302477598332894
AATSC6s,-0.35517021623464207
AATSC6v,-1.433239238862787
AATSC7Z,-1.4722681865539002
AATSC7c,0.009432507573542649
AATSC7d,-0.046592510878225156
AATSC7i,-0.09881719753406619
AATSC7m,-7.138852031286387
AATSC7p,-0.02206013004484356
AATSC7s,0.12767018719399656
AATSC7v,-10.282998493042934
AATSC8Z,-0.3739829265039347
AATSC8c,-0.006900138517950859
AATSC8d,-0.017890489529144973
AATSC8i,-0.17257334336372565
AATSC8m,-1.7109211464919312
AATSC8p,-0.01403819453310649
AATSC8s,-0.38496324455708214
AATSC8v,-2.0761855229097734
ATS0are,271.70489999999995
ATS1are,294.67500000000007
ATS2are,494.576
ATS3are,640.6190000000001
ATS4are,654.5250000000002
ATS5are,637.924
ATS6are,552.9139999999998
ATS7are,486.415
ATS8are,417.0
ATSC0dv,179.61904761904762
ATSC0pe,6.2588119047619015
ATSC0se,4.592460285714284
ATSC1dv,36.455782312925194
ATSC1pe,-0.5120889455782315
ATSC1se,-0.5256200204081634
ATSC2dv,-13.548752834467118
ATSC2pe,-1.6095120181405895
ATSC2se,-1.312700326530612
ATSC3dv,-4.569160997732431
ATSC3pe,-1.7890854875283446
ATSC3se,-1.3427527755102036
ATSC4dv,76.80045351473922
ATSC4pe,3.9304276643990925
ATSC4se,3.0140959591836736
ATSC5dv,-8.065759637188206
ATSC5pe,-0.6347625283446725
ATSC5se,-1.099924510204082
ATSC6dv,-99.22902494331065
ATSC6pe,-2.9321288548752817
ATSC6se,-2.165096387755102
ATSC7dv,-48.32879818594103
ATSC7pe,0.6036195011337885
ATSC7se,1.3093710204081637
ATSC8dv,-32.14512471655328
ATSC8pe,-1.1161716553287975
ATSC8se,-0.983037795918367
AXp-0dv,0.5374505866786015
AXp-1dv,0.2871185579768786
AXp-2dv,0.1490707007923138
AXp-3dv,0.07992894315261916
AXp-4dv,0.041386883893646954
AXp-5dv,0.021700312234495377
AXp-6dv,0.010620235940513088
AXp-7dv,0.005644229179419796
BertzCT,971.5112780650646
ECIndex,570
ETA_eta,17.974646585450333
GATS1dv,0.5681159420289854
GATS1pe,0.8135830587046609
GATS1se,0.8912586792794173
GATS2dv,0.9595966819221966
GATS2pe,0.9912943693482068
GATS2se,1.0282230624043216
GATS3dv,0.9655434782608696
GATS3pe,1.0322169923471707
GATS3se,1.0405583767082582
GATS4dv,0.7407504180602006
GATS4pe,0.6225115487722761
GATS4se,0.6101254846793965
GATS5dv,1.0493351625158294
GATS5pe,1.0156450857009545
GATS5se,1.0580947031873658
GATS6dv,1.3641943734015345
GATS6pe,1.4297967345401221
GATS6se,1.4835689393957223
GATS7dv,1.1521004700352526
GATS7pe,1.1431216047033896
GATS7se,1.1046602670002976
GATS8dv,1.1547314578005115
GATS8pe,1.1160767909589522
GATS8se,1.1135690520758457
LogEE_A,4.1675879279989845
LogEE_D,126.23583996934494
MATS1dv,0.1894308943089432
MATS1pe,-0.07636428284033325
MATS1se,-0.10682262996161851
MATS2dv,-0.04168527097170285
MATS2pe,-0.14211437912730127
MATS2se,-0.15796318509099697
MATS3dv,-0.010683987274655367
MATS3pe,-0.1200572754375641
MATS3se,-0.12280044477871215
MATS4dv,0.1726741577616445
MATS4pe,0.2536085313620683
MATS4se,0.26504988278853225
MATS5dv,-0.018310700202823042
MATS5pe,-0.0413553258464037
MATS5se,-0.0976628820217985
MATS6dv,-0.2729711184579876
MATS6pe,-0.23148428690466819
MATS6se,-0.23294971893408914
MATS7dv,-0.1527113009085437
MATS7pe,0.05473800095097857
MATS7se,0.16182100200370902
MATS8dv,-0.11053583681616866
MATS8pe,-0.11014872319960671
MATS8se,-0.1322102676097304
MAXaaCH,1.766244855967078
MAXaaaC,0.34168535315360726
MAXaasC,0.7998457640376835
MAXsssN,2.079900984957803
MDEC-22,11.78992023043366
MDEC-23,22.844825534627194
MDEC-33,10.017026940316
MDEO-11,0.4749571257964983
MDEO-12,0.8824771772440528
MDEO-22,0.14285714285714285
MINaaCH,1.3884745842781556
MINaaaC,0.15517077664399115
MINaasC,-0.10336094314268895
MINsssN,2.079900984957803
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.3928571428571428
SM1_Dzi,1.0909205148491539
SM1_Dzm,1.3888280739756562
SM1_Dzp,-5.929653139877578
SM1_Dzv,-2.314297018533557
SddssSe,0
SpAD_Dt,516.8111983780223
SpAbs_A,33.11053983536684
SpAbs_D,252.47167993869
SpMAD_A,1.3244215934146737
SpMAD_D,10.0988671975476
SpMax_A,2.4898845237057845
SpMax_D,126.23583996934494
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,83.14
TpiPC10,9.433926169235237
VAdjMat,5.807354922057604
VE1_DzZ,4.899064383252118
VE1_Dzi,4.898826515184055
VE1_Dzm,4.89904665720808
VE1_Dzp,4.87137759629626
VE1_Dzv,4.883890660220686
VE2_DzZ,0.19596257533008474
VE2_Dzi,0.1959530606073622
VE2_Dzm,0.1959618662883232
VE2_Dzp,0.1948551038518504
VE2_Dzv,0.19535562640882745
VE3_DzZ,2.5053349765655093
VE3_Dzi,2.505286421612086
VE3_Dzm,2.5053313583080787
VE3_Dzp,2.4996675029501567
VE3_Dzv,2.5022329005298114
VR1_DzZ,151.8758706776857
VR1_Dzi,151.9509655499034
VR1_Dzm,151.87808057771173
VR1_Dzp,155.4905856180617
VR1_Dzv,153.84950976665485
VR2_DzZ,6.0750348271074275
VR2_Dzi,6.078038621996136
VR2_Dzm,6.075123223108469
VR2_Dzp,6.219623424722467
VR2_Dzv,6.153980390666194
VR3_DzZ,5.939354278809725
VR3_Dzi,5.939848605609025
VR3_Dzm,5.939368829402512
VR3_Dzp,5.962875919011543
VR3_Dzv,5.952265647200047
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10898604884459469
Xch-7dv,0.1159396304872072
Xpc-4dv,1.4252156321363025
Xpc-5dv,1.8961875372187926
Xpc-6dv,2.419251604115757
Zagreb1,136.0
Zagreb2,163.0
fragCpx,184.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,28
nBondsS,27
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.469164285714284
AATS1are,6.548333333333335
AATS2are,6.507578947368422
AATS3are,6.406190000000001
AATS4are,6.293509615384617
AATS5are,6.1934368932038835
AATS6are,6.504870588235291
AATS7are,6.573175675675676
AATS8are,6.132352941176471
AATSC0dv,4.276643990929705
AATSC0pe,0.14901933106575957
AATSC0se,0.10934429251700677
AATSC1dv,0.8101284958427821
AATSC1pe,-0.011379754346182921
AATSC1se,-0.011680444897959186
AATSC2dv,-0.17827306361140946
AATSC2pe,-0.021177789712376178
AATSC2se,-0.017272372717508054
AATSC3dv,-0.04569160997732431
AATSC3pe,-0.017890854875283448
AATSC3se,-0.013427527755102036
AATSC4dv,0.7384658991801848
AATSC4pe,0.037792573696145124
AATSC4se,0.02898169191522763
AATSC5dv,-0.0783083459921185
AATSC5pe,-0.006162742993637597
AATSC5se,-0.010678878739845457
AATSC6dv,-1.1674002934507135
AATSC6pe,-0.03449563358676802
AATSC6se,-0.02547172220888355
AATSC7dv,-0.6530918673775815
AATSC7pe,0.008157020285591737
AATSC7se,0.0176942029784887
AATSC8dv,-0.47272242230225414
AATSC8pe,-0.016414289048952903
AATSC8se,-0.014456438175270104
AETA_eta,0.7189858634180133
ATSC0are,6.849640476190475
ATSC1are,-0.6571433673469378
ATSC2are,-1.9102732426303821
ATSC3are,-2.022146371882084
ATSC4are,4.512911678004532
ATSC5are,-1.066951643990931
ATSC6are,-3.2112533446712
ATSC7are,1.1477691609977354
ATSC8are,-1.3117179138321995
BCUTZ-1h,8.024450650597588
BCUTZ-1l,5.6677162718131155
BCUTc-1h,0.48212287926592706
BCUTc-1l,-0.533119655465757
BCUTd-1h,3.299358314061773
BCUTd-1l,0.9778807502689202
BCUTi-1h,14.543286614330412
BCUTi-1l,10.92897957513944
BCUTm-1h,16.012358881934137
BCUTm-1l,11.68127616350049
BCUTp-1h,2.0204140677679336
BCUTp-1l,0.7497640361563174
BCUTs-1h,7.008280784318785
BCUTs-1l,1.366337277433768
BCUTv-1h,20.920374570913825
BCUTv-1l,14.701727110480492
BalabanJ,1.3913252607046325
Diameter,14
ETA_beta,33.5
GATS1are,0.8449635695165091
GATS2are,1.0178551895530583
GATS3are,1.0434927971541084
GATS4are,0.6067645104070459
GATS5are,1.030260791635341
GATS6are,1.4484269871000406
GATS7are,1.124137615730153
GATS8are,1.1130702273870596
HybRatio,0.21052631578947367
Lipinski,True
LogEE_Dt,258.4055991890111
MATS1are,-0.08954248206979223
MATS2are,-0.1541215662289574
MATS3are,-0.12399212471700799
MATS4are,0.2660755743523555
MATS5are,-0.06351686080003797
MATS6are,-0.23165258852552173
MATS7are,0.09510521801851683
MATS8are,-0.11828047242782971
MAXssCH2,0.7229869295762429
MINssCH2,0.6275176314581353
NsssssAs,0
RotRatio,0.07142857142857142
SM1_Dzpe,1.4547888616891065
SM1_Dzse,1.3827369942067755
SMR_VSA1,19.367068680534807
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,31.203186471701468
SMR_VSA7,52.884692982381075
SMR_VSA8,0.0
SMR_VSA9,22.6259266499618
SpAD_DzZ,181.75857340200122
SpAD_Dzi,181.57576583965295
SpAD_Dzm,181.79953676072807
SpAD_Dzp,241.0791948862049
SpAD_Dzv,218.01266557203962
SpAbs_Dt,516.8111983780219
SpDiam_A,4.979769047411569
SpDiam_D,190.04310258329957
SpMAD_Dt,20.67244793512089
SpMax_Dt,258.4055991890111
SsssssAs,0
VE1_Dzpe,4.899462624683547
VE1_Dzse,4.899003196968334
VE2_Dzpe,0.1959785049873419
VE2_Dzse,0.19596012787873335
VE3_Dzpe,2.505416262544785
VE3_Dzse,2.5053224871060755
VMcGowan,240.06
VR1_Dzpe,151.83228444136026
VR1_Dzse,151.88267904581295
VR2_Dzpe,6.07329137765441
VR2_Dzse,6.075307161832518
VR3_Dzpe,5.939067251702352
VR3_Dzse,5.939399106309294
mZagreb1,7.25
mZagreb2,5.416666666666665
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1630866780045351
AATSC1are,-0.014603185941043062
AATSC2are,-0.025135174245136605
AATSC3are,-0.02022146371882084
AATSC4are,0.04339338151927435
AATSC5are,-0.01035875382515467
AATSC6are,-0.037779451113778825
AATSC7are,0.015510394067536964
AATSC8are,-0.019289969321061758
AETA_beta,1.34
BCUTdv-1h,6.02276163642598
BCUTdv-1l,1.8944473263237784
BCUTpe-1h,3.49427699594461
BCUTpe-1l,2.2124688239431447
BCUTse-1h,3.70716303649675
BCUTse-1l,2.408585437131195
ETA_alpha,11.566666666666666
ETA_dBeta,0.5
ETA_eta_B,0.2831832692378633
ETA_eta_F,25.512744451188798
ETA_eta_L,5.354292403571149
ETA_eta_R,43.48739103663913
ETA_psi_1,0.5322085889570555
LabuteASA,143.05228448950848
LogEE_DzZ,90.8800965187047
LogEE_Dzi,90.75549905136934
LogEE_Dzm,90.90069848371935
LogEE_Dzp,119.35366681512694
LogEE_Dzv,108.5293688726941
PEOE_VSA1,24.26697841138529
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,17.696185628620217
PEOE_VSA8,30.909633223431932
PEOE_VSA9,18.777215420722833
SM1_Dzare,1.6142391810144252
SpAD_Dzpe,180.75207464218087
SpAD_Dzse,181.91138067298363
SpAbs_DzZ,180.70000197342983
SpAbs_Dzi,180.73107981950358
SpAbs_Dzm,180.7440274245065
SpAbs_Dzp,244.63698677013144
SpAbs_Dzv,219.3730347639217
SpDiam_Dt,346.0877824804948
SpMAD_DzZ,7.2703429360800484
SpMAD_Dzi,7.2630306335861174
SpMAD_Dzm,7.271981470429123
SpMAD_Dzp,9.643167795448196
SpMAD_Dzv,8.720506622881585
SpMax_DzZ,90.8800965187047
SpMax_Dzi,90.75549905136934
SpMax_Dzm,90.90069848371935
SpMax_Dzp,119.35366681512694
SpMax_Dzv,108.5293688726941
VE1_Dzare,4.9002643265851615
VE2_Dzare,0.19601057306340647
VE3_Dzare,2.505579879736853
VR1_Dzare,151.73667746333507
VR2_Dzare,6.069467098533403
VR3_Dzare,5.938437365296401
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46266666666666667
AETA_dBeta,0.02
AETA_eta_B,0.011327330769514532
AETA_eta_F,1.0205097780475518
AETA_eta_L,0.21417169614284595
AETA_eta_R,1.7394956414655653
BCUTare-1h,3.5481571816083877
BCUTare-1l,2.163420114244842
ETA_beta_s,16.5
ETA_dPsi_A,0.1817914110429445
ETA_dPsi_B,0.0
ETA_eta_BR,0.6271832692378633
ETA_eta_FL,6.7767378895640835
ETA_eta_RL,12.131030293135233
LogEE_Dzpe,90.3692504979752
LogEE_Dzse,90.95754487496913
PEOE_VSA10,28.731431018313906
PEOE_VSA11,0.0
PEOE_VSA12,5.428790391900541
PEOE_VSA13,0.0
SlogP_VSA1,10.32870012275102
SlogP_VSA2,36.5163315305324
SlogP_VSA3,4.736862953800049
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,51.873053527533884
SlogP_VSA7,0.0
SlogP_VSA8,22.09614733950103
SlogP_VSA9,0.0
SpAD_Dzare,178.83090753179783
SpAbs_Dzpe,179.6464351072971
SpAbs_Dzse,180.8605005573865
SpDiam_DzZ,135.13296116556504
SpDiam_Dzi,135.03147428407027
SpDiam_Dzm,135.1641257063866
SpDiam_Dzp,174.09846564474586
SpDiam_Dzv,160.3015394917188
SpMAD_Dzpe,7.230082985687235
SpMAD_Dzse,7.276455226919345
SpMax_Dzpe,90.3692504979752
SpMax_Dzse,90.95754487496913
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.66
AETA_eta_BR,0.02508733076951453
AETA_eta_FL,0.2710695155825633
AETA_eta_RL,0.4852412117254093
DetourIndex,3184
EState_VSA1,0.0
EState_VSA2,22.314038272933146
EState_VSA3,29.92368705406207
EState_VSA4,18.776899086508713
EState_VSA5,18.395897132562276
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,4.899909730850478
EState_VSA9,9.154013890853395
ETA_beta_ns,17.0
ETA_shape_p,0.08645533141210375
ETA_shape_x,0.0
ETA_shape_y,0.3804034582132565
GhoseFilter,True
LogEE_Dzare,89.3983595092817
SlogP_VSA10,5.687386274683562
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,177.60408575422684
SpDiam_Dzpe,134.36329826686912
SpDiam_Dzse,135.24984440478784
SpMAD_Dzare,7.153236301271914
SpMax_Dzare,89.3983595092817
TopoPSA(NO),83.14
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.640170304232804
VSA_EState9,55.693163029100525
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.68
EState_VSA10,15.007591973753234
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03733333333333334
FilterItLogS,-4.072392213637381
SpDiam_Dzare,132.90022148190107
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.638888888888889
ETA_epsilon_2,0.869333333333333
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.5541666666666669
ETA_epsilon_5,0.8271604938271602
AETA_beta_ns_d,0.06
ETA_dEpsilon_A,0.19396135265700454
ETA_dEpsilon_B,0.08472222222222203
ETA_dEpsilon_C,-0.1092391304347825
ETA_dEpsilon_D,0.04217283950617279
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.88
MDEDescriptor,"0.0,0.0,0.0,0.0,11.78992023043366,22.844825534627194,0.0,10.017026940316,0.0,0.0,0.4749571257964983,0.8824771772440528,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,49.88548099999998
BCUTDescriptor,"11.850000000000001,15.998941110613773,-0.37817056488519074,0.24032479717121735,4.824556558446206,10.336732385899936"
BPolDescriptor,25.354518999999996
TPSADescriptor,83.14
ALOGPDescriptor,"3.326,11.062276,88.1442"
XLogPDescriptor,3.666
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,339.11067277999996
ChiPathDescriptor,"17.388540578131757,12.131030293135238,11.064561626695067,9.617198471060822,8.32367627398423,6.808737257239607,4.686603918684729,3.5337625311705723,13.436264666965037,8.039319623352602,5.962828031692553,4.396091873394053,3.062629408129874,2.1049302867460526,1.1363652456349007,0.716817105786315"
ChiChainDescriptor,"0.0,0.0,0.0,0.2965065170604102,0.5083500119275477,0.0,0.0,0.0,0.10898604884459469,0.11593963048720718"
AtomCountDescriptor,42
BondCountDescriptor,28
SmallRingDescriptor,"4,3,3,2,0,0,0,4,0,0,0"
ChiClusterDescriptor,"1.6306880259859362,0.0,0.4282151408065017,0.0,0.6533830382006642,0.0,0.11968203307686369,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,11,3,4,0,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"51.77741759019895,2.071096703607958,17.342973907239752,13.873492665235553,3.4694812420042114"
FractionalPSADescriptor,0.24517069698345226
WienerNumbersDescriptor,"1514.0,43.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.067174079658519,6.991809208385135,10.0883935555932,1.4252156321363028,1.8961875372187924,2.1931912793671375"
FractionalCSP3Descriptor,0.21052631578947367
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,7.935,3.84"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1425.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21052631578947367
AutocorrelationDescriptorMass,"29.23232547898121,30.823189639469284,44.317739481179984,48.20302116615083,46.24952398239471"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.6284101120213886,-0.2405618849664655,-0.1344540568024694,-0.13517836403058153,0.37062909358808666"
EccentricConnectivityIndexDescriptor,570
AutocorrelationDescriptorPolarizability,"1688.4316006358122,2022.8296422276483,2899.7207415702173,3055.598000669383,2634.3976031434586"
