DLiP-ID,P000HM
ATS8s,116.83333333333334
ATS8v,5980.066797835019
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,5
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.35714285714285715
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.41529863885589513
Kier1,13.005
Kier2,5.551020408163265
Kier3,2.6592797783933517
MAXdS,5.584542705971277
MID_C,29.226136849303657
MID_N,4.2604816344161796
MID_O,1.7593962233907845
MID_X,0.0
MID_h,7.815068138430442
MINdS,5.584542705971277
MPC10,56
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.43372200355424
MWC04,6.311734809152915
MWC05,7.1891677384203225
MWC06,8.073714641109857
MWC07,8.957639268419648
MWC08,9.84548760823814
MWC09,10.732672357496405
MWC10,11.62245228949747
NaaCH,5
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.3001000000000005
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,2.3978952727983707
SRW06,6.55250788703459
SRW07,4.727387818712341
SRW08,8.16194579946869
SRW09,6.842683282238422
SRW10,9.815257251141714
SaaCH,10.17743697323333
SaaNH,3.253381912950365
SaaSe,0
SaaaC,2.292144536827077
SaasC,1.0944349962207105
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.8882870370370372
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,2.1921296296296298
SsssP,0
VE1_A,3.759884395622965
VE1_D,4.182946081118368
VE2_A,0.20888246642349806
VE2_D,0.2323858933954649
VE3_A,1.9121748759863029
VE3_D,2.018802467276323
VR1_A,116.28907074126091
VR1_D,90.83449396577151
VR2_A,6.46050393007005
VR2_D,5.046360775876195
VR3_A,5.343865745301129
VR3_D,5.0968257678605
WPath,601
Xc-3d,1.0866240846339301
Xc-4d,0.0
Xc-5d,0.29838940229630895
Xc-6d,0.0
Xp-0d,12.535169427003234
Xp-1d,8.754020195423491
Xp-2d,7.828664861677635
Xp-3d,6.868035201932739
Xp-4d,5.593056282893604
Xp-5d,4.419445655258148
Xp-6d,2.9111546548744127
Xp-7d,1.848310719406091
ZMIC0,59.42192553164003
ZMIC1,33.551479789811864
ZMIC2,26.481388137134452
ZMIC3,24.718912181031286
ZMIC4,24.537296719781267
ZMIC5,24.537296719781267
nAcid,0
nAtom,34
nBase,0
nRing,3
piPC1,3.295836866004329
piPC2,3.876395827784995
piPC3,4.501197595605113
piPC4,5.094133562896947
piPC5,5.545909598264556
piPC6,5.830919770628376
piPC7,6.150452837164503
piPC8,6.464959389424148
piPC9,6.217922910855906
AATS0Z,27.58823529411765
AATS0d,3.2941176470588234
AATS0i,160.26660694913485
AATS0m,109.1811299117647
AATS0p,1.6950473669877648
AATS0s,3.1123315581376585
AATS0v,227.24626163411372
AATS1Z,25.583333333333332
AATS1d,4.055555555555555
AATS1i,146.19887456725138
AATS1m,97.0446079722222
AATS1p,1.9022472396111114
AATS1s,2.7590877914951992
AATS1v,269.20920322943755
AATS2Z,21.984375
AATS2d,3.640625
AATS2i,152.06893817396949
AATS2m,81.72216428125
AATS2p,1.6697908307093123
AATS2s,2.530864197530864
AATS2v,229.1086200089777
AATS3Z,17.795454545454547
AATS3d,2.9204545454545454
AATS3i,157.82967330854356
AATS3m,64.478787625
AATS3p,1.4459668599594657
AATS3s,2.328633557800224
AATS3v,184.1172323495335
AATS4Z,17.558139534883722
AATS4d,2.5813953488372094
AATS4i,159.16200802143584
AATS4m,62.03292336046512
AATS4p,1.4238897994898951
AATS4s,2.2122451909273617
AATS4v,168.94289874905837
AATS5Z,16.808823529411764
AATS5d,2.6029411764705883
AATS5i,157.75226312153995
AATS5m,58.957157397058815
AATS5p,1.4531083222416619
AATS5s,1.9742193173565727
AATS5v,171.50846622618474
AATS6Z,17.63157894736842
AATS6d,2.736842105263158
AATS6i,156.15747155459357
AATS6m,61.91181498245614
AATS6p,1.4572100172621578
AATS6s,2.2452891487979207
AATS6v,182.0950616710731
AATS7Z,11.60344827586207
AATS7d,2.3793103448275863
AATS7i,159.67428715504394
AATS7m,37.81204301724138
AATS7p,1.2220040765204825
AATS7s,2.140485312899106
AATS7v,148.40453373912263
AATS8Z,9.44
AATS8d,1.98
AATS8i,164.26313636638565
AATS8m,30.471434059999993
AATS8p,1.0053640621686597
AATS8s,2.336666666666667
AATS8v,119.60133595670038
AMID_C,1.6236742694057587
AMID_N,0.2366934241342322
AMID_O,0.09774423463282136
AMID_X,0.0
AMID_h,0.4341704521350246
ATS0dv,200.44444444444446
ATS0pe,205.44819999999999
ATS0se,255.56148500000003
ATS1dv,216.66666666666669
ATS1pe,231.4395
ATS1se,277.43099799999993
ATS2dv,292.0
ATS2pe,401.7511999999999
ATS2se,488.78367599999996
ATS3dv,260.33333333333337
ATS3pe,530.2515
ATS3se,660.8894600000001
ATS4dv,212.0
ATS4pe,512.0283999999999
ATS4se,645.333046
ATS5dv,152.0
ATS5pe,396.66
ATS5se,501.903786
ATS6dv,129.33333333333334
ATS6pe,343.79320000000007
ATS6se,428.3127840000001
ATS7dv,104.0
ATS7pe,337.26800000000003
ATS7se,425.80121199999996
ATS8dv,85.0
ATS8pe,285.1876
ATS8se,364.68778000000003
ATSC0Z,377.88235294117646
ATSC0c,0.5625063946351827
ATSC0d,19.764705882352942
ATSC0i,54.61229498410442
ATSC0m,1718.4900045
ATSC0p,10.688743663662116
ATSC0s,26.911734446865164
ATSC0v,1832.4245149088808
ATSC1Z,4.183391003460226
ATSC1c,-0.24331921547498242
ATSC1d,6.484429065743947
ATSC1i,-3.9054074283864555
ATSC1m,24.184074500000126
ATSC1p,0.3744253016424622
ATSC1s,-3.178459970286833
ATSC1v,81.50092496323253
ATSC2Z,1.6920415224913652
ATSC2c,-0.07544015235925183
ATSC2d,-1.851211072664357
ATSC2i,-7.549139910807785
ATSC2m,-1.5539509999998042
ATSC2p,-0.5847865857910464
ATSC2s,-2.696820073950666
ATSC2v,-105.4952366440057
ATSC3Z,56.833910034602084
ATSC3c,-0.06984065373938701
ATSC3d,-4.979238754325259
ATSC3i,4.477335357382609
ATSC3m,253.22059600000006
ATSC3p,3.03360848142046
ATSC3s,-6.009262819143637
ATSC3v,160.20369421423405
ATSC4Z,-68.64359861591694
ATSC4c,0.2245810347915684
ATSC4d,-0.9342560553633223
ATSC4i,3.9011649039818073
ATSC4m,-304.7948209999999
ATSC4p,-0.46678664858047436
ATSC4s,-4.412835044451089
ATSC4v,-169.52838847170582
ATSC5Z,-94.94117647058822
ATSC5c,-0.12277524628611305
ATSC5d,-2.5294117647058822
ATSC5i,-4.309409165789935
ATSC5m,-401.49546200000003
ATSC5p,-1.8241292796093533
ATSC5s,1.8503893326878083
ATSC5v,-17.91894317475095
ATSC6Z,-113.80276816608996
ATSC6c,-0.01041201464949306
ATSC6d,-7.252595155709343
ATSC6i,-12.095760698071059
ATSC6m,-535.7615522499999
ATSC6p,-4.517882172835962
ATSC6s,-3.509785825489721
ATSC6v,-654.770236966634
ATSC7Z,-120.85813148788927
ATSC7c,-0.0644537572025342
ATSC7d,-4.422145328719724
ATSC7i,-11.247516719499739
ATSC7m,-563.70871
ATSC7p,-3.9532979081645534
ATSC7s,0.14039353335137117
ATSC7v,-666.9253212267236
ATSC8Z,37.467128027681646
ATSC8c,0.13720924444837207
ATSC8d,-0.8892733564013862
ATSC8i,-5.698694246324772
ATSC8m,160.62093549999983
ATSC8p,-0.7800436816536421
ATSC8s,5.376372928740609
ATSC8v,-154.68730967680185
AXp-0d,0.6963983015001797
AXp-1d,0.43770100977117454
AXp-2d,0.2795951736313441
AXp-3d,0.18073776847191417
AXp-4d,0.11414400577333886
AXp-5d,0.07490585856369741
AXp-6d,0.0493416043199053
AXp-7d,0.030300175727968705
GATS1Z,0.6598173515981735
GATS1c,1.4612835532756026
GATS1d,0.7884424603174602
GATS1i,1.1528848573160442
GATS1m,0.6738125498312533
GATS1p,0.7798462716808614
GATS1s,0.9915525639550494
GATS1v,0.8776889598717441
GATS2Z,0.7327429366438356
GATS2c,1.1600366297817202
GATS2d,1.2522321428571428
GATS2i,1.133815137912259
GATS2m,0.7502487773143897
GATS2p,0.8522271903026484
GATS2s,0.8379152405779764
GATS2v,0.9496393467507558
GATS3Z,0.8261499844333748
GATS3c,1.0524181821934526
GATS3d,1.1953125
GATS3i,0.9420523200968971
GATS3m,0.8340893690080232
GATS3p,0.802435802994609
GATS3s,1.1464471277149566
GATS3v,0.9201549007802634
GATS4Z,1.3962448231920994
GATS4c,0.867981447136766
GATS4d,1.0192587209302324
GATS4i,0.999625720203087
GATS4m,1.3642706704150038
GATS4p,1.2263379183184273
GATS4s,1.0229910486012754
GATS4v,1.0396511021552342
GATS5Z,1.5263270547945205
GATS5c,0.9128694443198333
GATS5d,1.0926339285714284
GATS5i,1.07979008445162
GATS5m,1.480247707255688
GATS5p,1.3714561050594856
GATS5s,0.39413371577246603
GATS5v,1.0448780657138623
GATS6Z,1.2923125450612833
GATS6c,0.9678301452252963
GATS6d,1.15703320802005
GATS6i,1.1795014538904127
GATS6m,1.283722383688181
GATS6p,1.3240681211154373
GATS6s,0.7654389166436516
GATS6v,1.1872500825494359
GATS7Z,1.0080449929145017
GATS7c,0.8616465295060277
GATS7d,0.9211822660098521
GATS7i,1.0431887579101056
GATS7m,1.0261906475298206
GATS7p,1.0892098810031554
GATS7s,0.6992455332354917
GATS7v,1.1815300882916158
GATS8Z,0.6060616438356164
GATS8c,0.6162683381154035
GATS8d,0.7513392857142857
GATS8i,0.8703685506521631
GATS8m,0.6404292906086555
GATS8p,0.8013485039933859
GATS8s,1.1315386128973137
GATS8v,1.0187032838298777
MATS1Z,0.010455583229555879
MATS1c,-0.40853132244117357
MATS1d,0.3098544973544974
MATS1i,-0.0675386440014143
MATS1m,0.013291037332626904
MATS1p,0.03308376616775391
MATS1s,-0.11154535084884243
MATS1v,0.04200614823276148
MATS2Z,0.002378774906600271
MATS2c,-0.07124822281681814
MATS2d,-0.04975818452380944
MATS2i,-0.07343548881774581
MATS2m,-0.0004803847951330322
MATS2p,-0.02906495688147639
MATS2s,-0.05323646705547731
MATS2v,-0.030584803909324956
MATS3Z,0.05810950413223142
MATS3c,-0.04797081278029514
MATS3d,-0.09733495670995669
MATS3i,0.03167564319355795
MATS3m,0.056930927742691616
MATS3p,0.10965517006173651
MATS3s,-0.0862731697673832
MATS3v,0.03377868029591244
MATS4Z,-0.07181644414839698
MATS4c,0.157843273980365
MATS4d,-0.018687707641196025
MATS4i,0.028241278067509493
MATS4m,-0.0701198597339688
MATS4p,-0.01726522447801789
MATS4s,-0.0648270815493061
MATS4v,-0.03657605031527783
MATS5Z,-0.12562266500622662
MATS5c,-0.1091323116119771
MATS5d,-0.06398809523809523
MATS5i,-0.03945456940643349
MATS5m,-0.11681635067665591
MATS5p,-0.08532945203891158
MATS5s,0.034378856857800046
MATS5v,-0.004889408275473216
MATS6Z,-0.17963885429638854
MATS6c,-0.011041075202333918
MATS6d,-0.21888053467000834
MATS6i,-0.13211338500488556
MATS6m,-0.1859638784150903
MATS6p,-0.25212290334109966
MATS6s,-0.07779344216714087
MATS6v,-0.21314095045898712
MATS7Z,-0.18748658049555547
MATS7c,-0.0671694354786855
MATS7d,-0.13115763546798032
MATS7i,-0.12073054010952392
MATS7m,-0.19229086732129194
MATS7p,-0.21681224387184658
MATS7s,0.0030581327875515286
MATS7v,-0.21335461275877987
MATS8Z,0.06742216687422165
MATS8c,0.16586884542957922
MATS8d,-0.03059523809523816
MATS8i,-0.07095677060685224
MATS8m,0.06355709713410782
MATS8p,-0.04962507477167282
MATS8s,0.13584905122937843
MATS8v,-0.05740338536425649
MAXsOH,9.53494817835817
MINsOH,9.53494817835817
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.795277723929303
SpAD_D,137.9539794210035
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.309528376165281
SssNH2,0
SsssAs,0
SsssCH,-0.16016767972621215
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,509
TMWC10,110.74130169439239
TSRW10,65.24168729949088
VE1_Dt,4.199532812512581
VE2_Dt,0.23330737847292118
VE3_Dt,2.0227599488883055
VR1_Dt,89.17139458011371
VR2_Dt,4.953966365561873
VR3_Dt,5.078346964492762
Xc-3dv,0.5943398340709714
Xc-4dv,0.0
Xc-5dv,0.1496604571069172
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.35830498571017655
Xch-7d,0.5490195012369298
Xp-0dv,10.911700802275451
Xp-1dv,6.697830774533588
Xp-2dv,5.158006881369131
Xp-3dv,4.04945888081298
Xp-4dv,2.8392100705254606
Xp-5dv,1.941733548732456
Xp-6dv,1.0550194209906658
Xp-7dv,0.5787143130647882
Xpc-4d,2.825115392497264
Xpc-5d,4.420076232139221
Xpc-6d,6.541771224602257
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,36
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.420484679941823
AATS0dv,5.895424836601308
AATS0pe,6.042594117647059
AATS0se,7.516514264705883
AATS1dv,6.018518518518519
AATS1pe,6.428875000000001
AATS1se,7.706416611111109
AATS2dv,4.5625
AATS2pe,6.277362499999999
AATS2se,7.637244937499999
AATS3dv,2.958333333333334
AATS3pe,6.025585227272727
AATS3se,7.510107500000001
AATS4dv,2.4651162790697674
AATS4pe,5.953818604651162
AATS4se,7.5038726279069765
AATS5dv,2.235294117647059
AATS5pe,5.833235294117648
AATS5se,7.380938029411765
AATS6dv,2.2690058479532165
AATS6pe,6.031459649122808
AATS6se,7.514259368421054
AATS7dv,1.793103448275862
AATS7pe,5.8149655172413794
AATS7se,7.341400206896551
AATS8dv,1.7
AATS8pe,5.703752
AATS8se,7.293755600000001
AATSC0Z,11.114186851211073
AATSC0c,0.016544305724564196
AATSC0d,0.5813148788927336
AATSC0i,1.6062439701207183
AATSC0m,50.543823661764705
AATSC0p,0.31437481363712105
AATSC0s,0.7915216013783872
AATSC0v,53.894838673790616
AATSC1Z,0.11620530565167295
AATSC1c,-0.00675886709652729
AATSC1d,0.1801230296039985
AATSC1i,-0.10848353967740154
AATSC1m,0.6717798472222257
AATSC1p,0.010400702823401727
AATSC1s,-0.0882905547301898
AATSC1v,2.263914582312015
AATSC2Z,0.02643814878892758
AATSC2c,-0.0011787523806133099
AATSC2d,-0.028925173010380577
AATSC2i,-0.11795531110637164
AATSC2m,-0.02428048437499694
AATSC2p,-0.0091372904029851
AATSC2s,-0.04213781365547915
AATSC2v,-1.648363072562589
AATSC3Z,0.6458398867568419
AATSC3c,-0.0007936437924930342
AATSC3d,-0.05658225857187794
AATSC3i,0.05087881087934783
AATSC3m,2.877506772727273
AATSC3p,0.03447282365250523
AATSC3s,-0.0682870774902686
AATSC3v,1.8204965251617506
AATSC4Z,-0.7981813792548482
AATSC4c,0.002611407381297307
AATSC4d,-0.010863442504224679
AATSC4i,0.045362382604439616
AATSC4m,-3.544125825581394
AATSC4p,-0.005427751727679934
AATSC4s,-0.051312035400594064
AATSC4v,-1.9712603310663468
AATSC5Z,-1.3961937716262973
AATSC5c,-0.0018055183277369566
AATSC5d,-0.037197231833910036
AATSC5i,-0.06337366420279317
AATSC5m,-5.904345029411765
AATSC5p,-0.02682543058249049
