DLiP-ID,T006VW
DLiP-Mol-ID,24651
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H24N4O5S/c24-21-8-4-5-18(26-21)14-11-16-9-12-17(13-10-16)22(28)25-15-20(23(29)30)27-33(31,32)19-6-2-1-3-7-19/h1-10,12-13,20,27H,11,14-15H2,(H2,24,26)(H,25,28)(H,29,30)/t20-/m0/s1"
Standard Inchi Key(RDKit),WBIUNXVKIMTWNG-FQEVSTJZSA-N
Canonical SMILES(RDKit),Nc1cccc(CCc2ccc(C(=O)NC[C@H](NS(=O)(=O)c3ccccc3)C(=O)O)cc2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),468.535
MW Monoisotopic(RDKit),468.146740868
MolLogP(RDKit),1.6105
XLogP(SDF),
XLogP(CDK),0.0790000000000006
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),151.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.352728157443362
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,19240359.97352073
qed,0.35272815744336194
Chi0,23.846724214874857
Chi1,15.742020625571204
TPSA,151.47999999999996
Chi0n,17.639892755533637
Chi0v,18.456389336461363
Chi1n,10.13165191696429
Chi1v,11.614815164558685
Chi2n,7.285902235511444
Chi2v,8.999882592084546
Chi3n,4.829999099983152
