DLiP-ID,T007KD
nCl,0
AMID,2.023257109205846
BIC0,0.25401448668706955
BIC1,0.5924922933135471
BIC2,0.8012260852632392
BIC3,0.8851385688746648
BIC4,0.8851385688746648
BIC5,0.8851385688746648
CIC0,4.355236891304601
CIC1,2.2876369314501313
CIC2,1.0125814583693913
CIC3,0.5000000000000009
CIC4,0.5000000000000009
CIC5,0.5000000000000009
GGI1,5.5
GGI2,2.88888888888889
GGI3,1.375
GGI4,1.2844444444444445
GGI5,1.2986111111111107
GGI6,0.5126530612244897
GGI7,0.3559027777777778
GGI8,0.3403880070546737
GGI9,0.23375
JGI1,0.171875
JGI2,0.06878306878306881
JGI3,0.03273809523809524
JGI4,0.03211111111111112
JGI5,0.03020025839793281
JGI6,0.011922164214523016
JGI7,0.009365862573099414
JGI8,0.01031478809256587
JGI9,0.008060344827586207
MIC0,14.694001530669105
MIC1,33.14054609796606
MIC2,39.0531444436854
MIC3,39.56982655372173
MIC4,39.56982655372173
MIC5,39.56982655372173
MPC2,42
MPC3,51
MPC4,62
MPC5,76
MPC6,71
MPC7,75
MPC8,76
MPC9,82
Mare,0.9818666666666668
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1660999406622719
RPCG,0.10538669635566619
SIC0,0.26268536367636386
SIC1,0.6127172334712148
SIC2,0.8285762294087188
SIC3,0.9153530962006091
SIC4,0.9153530962006091
SIC5,0.9153530962006091
SaaN,4.018201910123868
SaaO,0
SaaS,0
Sare,58.912000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.213673315366284
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,93.09922225823503
TIC1,217.15521984950325
TIC2,293.6585482343476
TIC3,324.4134357365111
TIC4,324.4134357365111
TIC5,324.4134357365111
Vabc,401.79149459202597
WPol,42
apol,64.35178999999998
bpol,36.69021000000001
nRot,7
ABCGG,17.843844093899957
ATS0Z,1274.0
ATS0d,178.0
ATS0i,9923.770789157472
ATS0m,5012.948782000002
ATS0p,82.10700314546997
ATS0s,299.19444444444446
ATS0v,12088.703972157324
ATS1Z,1438.0
ATS1d,229.0
ATS1i,9210.166341197057
ATS1m,5395.073428000002
ATS1p,106.94686895600005
ATS1s,185.94444444444446
ATS1v,15500.667194159763
ATS2Z,2080.0
ATS2d,364.0
ATS2i,17648.680201067942
ATS2m,7543.719417999998
ATS2p,164.71793525364103
ATS2s,337.6111111111111
ATS2v,22772.200064886525
ATS3Z,2259.0
ATS3d,437.0
ATS3i,26527.75470197781
ATS3m,7851.1872859999985
ATS3p,198.315151927715
ATS3s,415.3611111111112
ATS3v,26168.82644501228
ATS4Z,2243.0
ATS4d,415.0
ATS4i,28106.447156392504
ATS4m,7764.206859999997
ATS4p,189.47478706020502
ATS4s,483.86111111111114
ATS4v,24944.72167032717
ATS5Z,2261.0
ATS5d,384.0
ATS5i,24941.927722242912
ATS5m,8062.880155000001
ATS5p,173.97385883880895
ATS5s,481.47222222222234
ATS5v,23948.44625727702
ATS6Z,2356.0
ATS6d,371.0
ATS6i,23186.635929614436
ATS6m,8404.533447000002
ATS6p,169.593116935225
ATS6s,614.5833333333334
ATS6v,23689.315132458632
ATS7Z,2087.0
ATS7d,372.0
ATS7i,23831.711272094828
ATS7m,7253.124402
ATS7p,175.34651506262102
ATS7s,428.74999999999994
ATS7v,23455.00294434283
ATS8Z,1922.0
ATS8d,366.0
ATS8i,25913.32805841282
ATS8m,6484.895248999997
ATS8p,176.59536933311105
ATS8s,410.61111111111114
ATS8v,22690.597198612075
C1SP1,0
C1SP2,5
C1SP3,4
C2SP1,0
C2SP2,4
C2SP3,6
C3SP2,1
C3SP3,2
C4SP3,0
FCSP3,0.5454545454545454
GGI10,0.09101112131415162
JGI10,0.003957005274528331
JGT10,0.3793276985125108
Kier1,24.638671875
Kier2,12.88888888888889
Kier3,8.13840830449827
MAXdO,12.849305202440124
MID_C,45.463588958632506
MID_N,8.262445105822387
MID_O,6.971679211720483
MID_X,0.0
MID_h,15.234124317542868
MINdO,11.248428743468
MPC10,81
MWC01,32.0
MWC02,5.003946305945459
MWC03,5.814130531825066
MWC04,6.655440350367647
MWC05,7.484930283289661
MWC06,8.330140460246382
MWC07,9.167328481382892
MWC08,10.014357861367552
MWC09,10.855666527972762
MWC10,11.703901133350067
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,2
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.5080000000000005
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.4510384535657
SRW05,0.0
SRW06,6.914730892718563
SRW07,0.0
SRW08,8.45807992692373
SRW09,0.0
SRW10,10.042597108240328
SaaCH,6.63543191055698
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.6545342800447769
SaasN,0
SdCH2,0
SddsN,0
SdsCH,3.650092005006778
SdssC,-1.2657713198887997
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.163523013071075
SssPH,0
SssSe,0
SsssB,0
SsssN,1.723807712899975
SsssP,0
VE1_A,4.6432713303687345
VE1_D,5.393293845339046
VE2_A,0.15477571101229115
VE2_D,0.17977646151130153
VE3_A,2.634031434587428
VE3_D,2.7837685899729574
VR1_A,315.7377643809623
VR1_D,187.37837992398588
VR2_A,10.524592146032075
VR2_D,6.245945997466196
VR3_A,6.853524298177048
VR3_D,6.331742283214966
WPath,2784
Xc-3d,1.750443623153493
Xc-4d,0.0
Xc-5d,0.31903559372884915
Xc-6d,0.0
Xp-0d,21.346724214874857
Xp-1d,14.524877143252587
Xp-2d,12.746140235928559
Xp-3d,9.884991098514101
Xp-4d,7.872749051859062
Xp-5d,6.405863998927177
Xp-6d,3.871206611088164
Xp-7d,2.6435727503601734
ZMIC0,100.68457686784117
ZMIC1,45.95203493039877
ZMIC2,28.657851277957406
ZMIC3,25.365489446173086
ZMIC4,25.365489446173086
ZMIC5,25.365489446173086
nAcid,1
nAtom,60
nBase,1
nRing,3
piPC1,3.6888794541139363
piPC2,4.085976312551584
piPC3,4.427836170705175
piPC4,4.763241740558586
piPC5,5.154374822623197
piPC6,5.1176194908701795
piPC7,5.278752211053197
piPC8,5.378167748035771
piPC9,5.542733053137786
AATS0Z,21.233333333333334
AATS0d,2.966666666666667
AATS0i,165.3961798192912
AATS0m,83.5491463666667
AATS0p,1.3684500524244996
AATS0s,4.986574074074074
AATS0v,201.4783995359554
AATS1Z,23.193548387096776
AATS1d,3.693548387096774
AATS1i,148.55107001930736
AATS1m,87.01731335483875
AATS1p,1.7249494992903234
AATS1s,2.99910394265233
AATS1v,250.0107611961252
AATS2Z,18.4070796460177
AATS2d,3.2212389380530975
AATS2i,156.18301062891985
AATS2m,66.75857892035397
AATS2p,1.4576808429525754
AATS2s,2.9877089478859387
AATS2v,201.52389437952678
AATS3Z,13.774390243902438
AATS3d,2.6646341463414633
AATS3i,161.7546018413281
AATS3m,47.87309320731706
AATS3p,1.209238731266555
AATS3s,2.5326897018970196
AATS3v,159.56601490861146
AATS4Z,13.194117647058823
AATS4d,2.4411764705882355
AATS4i,165.3320420964265
AATS4m,45.67180505882351
AATS4p,1.1145575709423825
AATS4s,2.8462418300653596
AATS4v,146.73365688427748
AATS5Z,14.875
AATS5d,2.526315789473684
AATS5i,164.0916297515981
AATS5m,53.04526417763159
AATS5p,1.1445648607816379
AATS5s,3.167580409356726
AATS5v,157.55556748208565
AATS6Z,16.591549295774648
AATS6d,2.612676056338028
AATS6i,163.28616851841153
AATS6m,59.18685526056339
AATS6p,1.1943177248959507
AATS6s,4.328051643192489
AATS6v,166.82616290463827
AATS7Z,14.197278911564625
AATS7d,2.5306122448979593
AATS7i,162.1204848441825
AATS7m,49.340982326530614
AATS7p,1.1928334358001431
AATS7s,2.916666666666666
AATS7v,159.55784315879475
AATS8Z,12.164556962025317
AATS8d,2.3164556962025316
AATS8i,164.00840543299253
AATS8m,41.04364081645568
AATS8p,1.1176922109690572
AATS8s,2.598804500703235
AATS8v,143.61137467475996
AMID_C,1.5154529652877502
AMID_N,0.27541483686074625
AMID_O,0.23238930705734942
AMID_X,0.0
AMID_h,0.5078041439180956
ATS0dv,396.0
ATS0pe,372.5558
ATS0se,461.6586799999999
ATS1dv,356.0
ATS1pe,400.81750000000005
ATS1se,480.5467839999998
ATS2dv,461.0
ATS2pe,711.1572999999997
ATS2se,867.5818799999997
ATS3dv,445.0
ATS3pe,991.0755
ATS3se,1237.3240079999998
ATS4dv,507.0
ATS4pe,1032.9289999999999
ATS4se,1294.938568
ATS5dv,540.0
ATS5pe,935.1755000000002
ATS5se,1167.3181000000002
ATS6dv,582.0
ATS6pe,911.5777000000002
ATS6se,1124.822444
ATS7dv,397.0
ATS7pe,904.0697000000002
ATS7se,1126.0920399999998
ATS8dv,358.0
ATS8pe,950.0827999999999
ATS8se,1194.752428
ATSC0Z,452.6
ATSC0c,1.2783802601775138
ATSC0d,30.73333333333333
ATSC0i,85.98405804946827
ATSC0m,2149.361714733333
ATSC0p,13.087788542068333
ATSC0s,121.80509259259259
ATSC0v,2931.35080763138
ATSC1Z,11.279999999999983
ATSC1c,-0.7606656060175813
ATSC1d,5.17555555555556
ATSC1i,-13.443447263341561
ATSC1m,55.910530508888954
ATSC1p,-0.17412921355328448
ATSC1s,-2.1532253086419733
ATSC1v,37.77830803881591
ATSC2Z,-54.53000000000002
ATSC2c,0.2534313197214574
ATSC2d,-8.814444444444442
ATSC2i,-10.370778799549132
ATSC2m,-272.5168277811111
ATSC2p,-2.504018741579202
ATSC2s,30.341612654321
ATSC2v,-615.3543607253381
ATSC3Z,-76.44
ATSC3c,-0.321578257618112
ATSC3d,-3.3377777777777773
ATSC3i,-23.01133955249691
ATSC3m,-362.04139043777775
ATSC3p,-2.637907690766947
ATSC3s,-20.53716049382716
ATSC3v,-514.4642568015847
ATSC4Z,0.8000000000000044
ATSC4c,0.583526220824137
ATSC4d,1.9222222222222212
ATSC4i,17.06336856063054
ATSC4m,3.2083746222221854
ATSC4p,0.42563417155555666
ATSC4s,-24.85563271604938
ATSC4v,31.9209235621343
ATSC5Z,112.77999999999997
ATSC5c,-0.7989759588216075
ATSC5d,-1.1911111111111106
ATSC5i,-10.389108052053453
ATSC5m,543.4916902755554
ATSC5p,0.6054010020848897
ATSC5s,-18.847901234567903
ATSC5v,644.3590853846237
ATSC6Z,-21.620000000000005
ATSC6c,0.528869027005873
ATSC6d,-4.268888888888889
ATSC6i,3.579756401817621
ATSC6m,-115.5715226022221
ATSC6p,-0.3032189789623907
ATSC6s,61.48581790123462
ATSC6v,-306.52834961028265
ATSC7Z,-103.77
ATSC7c,-0.105428804246575
ATSC7d,-5.096666666666668
ATSC7i,-6.795643818919225
ATSC7m,-490.84456493
ATSC7p,-2.1781387034925848
ATSC7s,-24.739143518518528
ATSC7v,-573.2148799874526
ATSC8Z,-114.48
ATSC8c,0.16095831377234912
ATSC8d,-2.8977777777777796
ATSC8i,0.008416073865730844
ATSC8m,-541.8901402644445
ATSC8p,-1.2476003834826104
ATSC8s,-31.84970679012346
ATSC8v,-566.6650523764085
AXp-0d,0.7115574738291619
AXp-1d,0.45390241072664333
AXp-2d,0.30347952942687045
AXp-3d,0.1938233548728255
AXp-4d,0.12697982341708164
AXp-5d,0.08428768419641022
AXp-6d,0.054524036775889635
AXp-7d,0.035247636671468976
GATS1Z,0.8630956623380326
GATS1c,1.5871353250069777
GATS1d,1.0527604786229097
GATS1i,1.4833181591692737
GATS1m,0.8701947612280856
GATS1p,1.2180692628467789
GATS1s,0.5948417062190132
GATS1v,1.0914005517328813
GATS2Z,0.9799917096500455
GATS2c,0.8489952642616424
GATS2d,1.4185687136467475
GATS2i,1.2737765639117886
GATS2m,0.989229523581884
GATS2p,1.1934739836240245
GATS2s,0.44199116541042954
GATS2v,1.1554545352289436
GATS3Z,1.0102739726027397
GATS3c,0.9651319413180297
GATS3d,1.1354557959896303
GATS3i,1.127916830637499
GATS3m,1.0133077857659147
GATS3p,1.0916825930864051
GATS3s,0.8290009816392031
GATS3v,1.0741812302188707
GATS4Z,0.9911036884926308
GATS4c,0.8152292928603363
GATS4d,0.9937476075028713
GATS4i,0.8972122672436835
GATS4m,0.9905039680620962
GATS4p,0.9517432726223085
GATS4s,1.1050917312941695
GATS4v,0.967394125885432
GATS5Z,0.9086462427611228
GATS5c,1.3348651844463042
GATS5d,1.124058111656582
GATS5i,1.018008369439033
GATS5m,0.9050040263583764
GATS5p,0.9578549602807422
GATS5s,1.2664529321662188
GATS5v,0.8862120951427399
GATS6Z,1.068567836537564
GATS6c,1.0532135166876528
GATS6d,1.1896978399682259
GATS6i,0.9895152831457867
GATS6m,1.064398013160475
GATS6p,0.983025844608895
GATS6s,1.3550238599736653
GATS6v,0.9926391534312228
GATS7Z,1.077448213045713
GATS7c,1.0429141016425512
GATS7d,1.0904643853202887
GATS7i,1.0400156586875995
GATS7m,1.0766594978405923
GATS7p,1.0749699354088462
GATS7s,1.158915814338841
GATS7v,1.071245877630447
GATS8Z,1.0729777879704885
GATS8c,0.8408741595480264
GATS8d,0.9537947225349407
GATS8i,0.9553307289858533
GATS8m,1.0731229187743403
GATS8p,1.023401092699607
GATS8s,1.0528120497164735
GATS8v,1.0622860078250687
MATS1Z,0.024118711958148582
MATS1c,-0.5758286706658379
MATS1d,0.16296970121055224
MATS1i,-0.15130464843514052
MATS1m,0.025173503667490025
MATS1p,-0.012875524509483628
MATS1s,-0.0171073834711305
MATS1v,0.012471947351238691
MATS2Z,-0.06397256363430173
MATS2c,0.10526234384148188
MATS2d,-0.15228533584166776
MATS2i,-0.0640421996480083
MATS2m,-0.06732194009033651
MATS2p,-0.10158839815689498
MATS2s,0.13226533018443515
MATS2v,-0.11146288866317318
MATS3Z,-0.06178933640860933
MATS3c,-0.09203097522725363
MATS3d,-0.03973334744193429
MATS3i,-0.09791097273247022
MATS3m,-0.06162488441354165
MATS3p,-0.07373959140971612
MATS3s,-0.06168539543540088
MATS3v,-0.06420883848059504
MATS4Z,0.0006238465337527002
MATS4c,0.16110263690281734
MATS4d,0.022074773510271775
MATS4i,0.07004048786433653
MATS4m,0.0005268389708271917
MATS4p,0.011478167206937596
MATS4s,-0.07202142427710614
MATS4v,0.003843350405798355
MATS5Z,0.09836151359397165
MATS5c,-0.2467069124326687
MATS5d,-0.015298550062792548
MATS5i,-0.04769446566942187
MATS5m,0.09981390850094377
MATS5p,0.018259316996313942
MATS5s,-0.06108086989868333
MATS5v,0.08676964554511518
MATS6Z,-0.020183851673896677
MATS6c,0.17480384594470308
MATS6d,-0.05869053802205861
MATS6i,0.01759132055221632
MATS6m,-0.02271978577849908
MATS6p,-0.009789331094737707
MATS6s,0.21329094296373968
MATS6v,-0.04418407398558569
MATS7Z,-0.09358175439862201
MATS7c,-0.03366147486713121
MATS7d,-0.06768781265217587
MATS7i,-0.03225867950302668
MATS7m,-0.09321126314211296
MATS7p,-0.06792868043745749
MATS7s,-0.08289973255198191
MATS7v,-0.07981482684659867
MATS8Z,-0.0960526242189991
MATS8c,0.04781316811385185
MATS8d,-0.0358054861473407
MATS8i,3.716941826038771e-05
MATS8m,-0.09574054683891939
MATS8p,-0.03619956847577316
MATS8s,-0.09929654914997825
MATS8v,-0.07340958981637
MAXaaN,4.018201910123868
MAXsOH,9.213673315366284
MINaaN,4.018201910123868
MINsOH,9.213673315366284
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,3
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.83843294812918
SpAD_D,384.56222698442576
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.233706145793034
SssNH2,0
SsssAs,0
SsssCH,-0.5621512483754078
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,678
TMWC10,137.0298419357475
TSRW10,65.04083365134396
VE1_Dt,5.3816337981170586
VE2_Dt,0.1793877932705686
VE3_Dt,2.781604296687789
VR1_Dt,188.0856374019776
VR2_Dt,6.2695212467325865
VR3_Dt,6.335509665876812
Xc-3dv,0.7972746655251082
Xc-4dv,0.0
Xc-5dv,0.08983578725616456
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2874574785652648
Xch-7d,0.2273193936125198
Xp-0dv,17.126499111277028
Xp-1dv,10.625725107725101
Xp-2dv,8.01534732845468
Xp-3dv,5.78065002141407
Xp-4dv,4.0503365464655525
Xp-5dv,2.845471559655284
Xp-6dv,1.3737117887513668
Xp-7dv,0.8514140142957742
Xpc-4d,3.5348758738796855
Xpc-5d,5.013969672961075
Xpc-6d,7.377284697798004
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,62
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,3
nSpiro,0
naRing,1
piPC10,5.353633807218745
AATS0dv,6.6
AATS0pe,6.209263333333333
AATS0se,7.6943113333333315
AATS1dv,5.741935483870968
AATS1pe,6.464798387096775
AATS1se,7.750754580645157
AATS2dv,4.079646017699115
AATS2pe,6.293427433628317
AATS2se,7.677715752212387
AATS3dv,2.7134146341463414
AATS3pe,6.043143292682927
AATS3se,7.544658585365853
AATS4dv,2.9823529411764707
AATS4pe,6.07605294117647
AATS4se,7.617285694117648
AATS5dv,3.5526315789473686
AATS5pe,6.152470394736843
AATS5se,7.679724342105264
AATS6dv,4.098591549295775
AATS6pe,6.419561267605635
AATS6se,7.921284816901408
AATS7dv,2.7006802721088436
AATS7pe,6.150134013605443
AATS7se,7.660490068027209
AATS8dv,2.2658227848101267
AATS8pe,6.013182278481012
AATS8se,7.561724227848101
AATSC0Z,7.543333333333334
AATSC0c,0.021306337669625232
AATSC0d,0.5122222222222221
AATSC0i,1.4330676341578046
AATSC0m,35.82269524555555
AATSC0p,0.2181298090344722
AATSC0s,2.0300848765432096
AATSC0v,48.85584679385634
AATSC1Z,0.18193548387096747
AATSC1c,-0.012268800097057763
AATSC1d,0.08347670250896064
AATSC1i,-0.21682979457002519
AATSC1m,0.9017827501433702
AATSC1p,-0.0028085357024723303
AATSC1s,-0.03472944046196731
AATSC1v,0.6093275490131598
AATSC2Z,-0.48256637168141614
AATSC2c,0.002242755041782809
AATSC2d,-0.07800393313667647
AATSC2i,-0.09177680353583303
AATSC2m,-2.4116533431956735
AATSC2p,-0.022159457890081433
AATSC2s,0.2685098464984159
AATSC2v,-5.445613811728656
AATSC3Z,-0.4660975609756097
AATSC3c,-0.0019608430342567804
AATSC3d,-0.02035230352303523
AATSC3i,-0.14031304605181041
AATSC3m,-2.2075694538888886
AATSC3p,-0.016084802992481384
AATSC3s,-0.12522658837699488
AATSC3v,-3.136977175619419
AATSC4Z,0.004705882352941202
AATSC4c,0.003432507181318453
AATSC4d,0.011307189542483654
AATSC4i,0.10037275623900317
AATSC4m,0.01887279189542462
AATSC4p,0.0025037304209150394
AATSC4s,-0.14620960421205517
AATSC4v,0.18777013860079
