DLiP-ID,J000DW
AATSC5Z,0.2657122830865954
AATSC5c,0.0010774815570207634
AATSC5d,-0.054634565960791005
AATSC5i,-0.19743011303988486
AATSC5m,1.2233746407202493
AATSC5p,-0.015637899318619444
AATSC5s,0.07914861267461039
AATSC5v,-0.999790262848654
AATSC6Z,-1.3920431088803424
AATSC6c,-0.0006346273176092433
AATSC6d,0.003634052538947903
AATSC6i,0.2197694608359185
AATSC6m,-6.520529106484798
AATSC6p,0.0051145497093279865
AATSC6s,-0.22655987827342372
AATSC6v,-3.262971085232449
AATSC7Z,-0.23762032027464525
AATSC7c,-0.00040034352018169936
AATSC7d,-0.034346956956304464
AATSC7i,0.07277853197973198
AATSC7m,-1.1552790145307779
AATSC7p,-0.006750235176805942
AATSC7s,-0.0012836275099165227
AATSC7v,-1.7556061327466523
AATSC8Z,0.4702667000706037
AATSC8c,-0.0001936217918716774
AATSC8d,-0.0007914455553784096
AATSC8i,-0.09656270472146453
AATSC8m,2.174098666926684
AATSC8p,-0.004566767236254345
AATSC8s,0.1401382151162938
AATSC8v,0.1733573082337944
ATS0are,273.4146999999999
ATS1are,304.229
ATS2are,519.9699000000002
ATS3are,642.3130000000002
ATS4are,635.97
ATS5are,529.9000000000002
ATS6are,527.0159
ATS7are,504.1149
ATS8are,475.289
ATSC0dv,158.6086956521739
ATSC0pe,3.5435934782608665
ATSC0se,1.9036484347826077
ATSC1dv,54.82986767485819
ATSC1pe,0.1295743383742861
ATSC1se,-0.01980568052930016
ATSC2dv,15.179584120982994
ATSC2pe,0.7077294423440394
ATSC2se,0.4848249357277888
ATSC3dv,-48.34215500945179
ATSC3pe,-0.5926172967863915
ATSC3se,-0.296994846880907
ATSC4dv,-40.72022684310017
ATSC4pe,-1.1710152646502852
ATSC4se,-0.6996537939508498
ATSC5dv,-20.65595463137995
ATSC5pe,0.21105609640831513
ATSC5se,-0.07295371077504703
ATSC6dv,-67.49905482041588
ATSC6pe,-1.933718100189038
ATSC6se,-0.8860036049149325
ATSC7dv,5.153119092627598
ATSC7pe,-0.007457230623816865
ATSC7se,0.0603816124763702
ATSC8dv,31.59735349716446
ATSC8pe,0.9975422022684336
ATSC8se,0.5797756502835533
AXp-0dv,0.5730902011566642
AXp-1dv,0.3104086039540121
AXp-2dv,0.16902189063917714
AXp-3dv,0.09048325766528809
AXp-4dv,0.050080129298649786
AXp-5dv,0.026546776833501425
AXp-6dv,0.014710588046955266
AXp-7dv,0.00802057035112714
BertzCT,904.8955267620529
ECIndex,607
ETA_eta,18.317564648082747
GATS1dv,0.5269031954887219
GATS1pe,0.7293357445232439
GATS1se,0.7395853049536666
GATS2dv,0.936266447368421
GATS2pe,0.789271088659297
GATS2se,0.7314212005161638
GATS3dv,1.1138523391812867
GATS3pe,1.0148302437609902
GATS3se,1.0017951836527603
GATS4dv,1.1971801217412692
GATS4pe,1.343984595283299
GATS4se,1.4592565261066122
GATS5dv,1.1061779272619752
GATS5pe,1.0478294091726543
GATS5se,1.1581485911608258
GATS6dv,1.289771438294011
GATS6pe,1.6089380592807891
GATS6se,1.7778135957924392
GATS7dv,0.9049597323049002
GATS7pe,0.8690403910496922
GATS7se,0.8036008226753057
GATS8dv,0.8084228360811667
GATS8pe,0.6740171483373822
GATS8se,0.6024105136073931
LogEE_A,4.166459570591318
LogEE_D,139.59266365618493
MATS1dv,0.32452783745076963
MATS1pe,0.034327079661625334
MATS1se,-0.00976708067735001
MATS2dv,0.05179308565531479
MATS2pe,0.10808421566660635
MATS2se,0.13782789026393702
MATS3dv,-0.1298174545159194
MATS3pe,-0.07123025606688439
MATS3se,-0.06645019260997352
MATS4dv,-0.11037157730775532
MATS4pe,-0.14206683870740067
MATS4se,-0.15800488036446306
MATS5dv,-0.06731100926473484
MATS5pe,0.030783771923538903
MATS5se,-0.019807445335884435
MATS6dv,-0.225013863682194
MATS6pe,-0.28852792185143805
MATS6se,-0.24608623504340266
MATS7dv,0.01717836257309941
MATS7pe,-0.0011126850674079345
MATS7se,0.016770906571634492
MATS8dv,0.1104087402240541
MATS8pe,0.15601527599084183
MATS8se,0.1687924297703412
MAXaaCH,2.1317199779871134
MAXaasC,1.1742159836662212
MAXaasN,2.2376179190812127
MAXdssC,-0.046230351772379
MAXsCH3,1.9885749966400565
MAXssNH,2.9955246913580247
MDEC-12,1.976283850685248
MDEC-13,1.370423345595428
MDEC-22,15.650273291973292
MDEC-23,22.158945009621373
MDEC-33,5.190515714289017
MDEN-22,0.16666666666666669
MDEN-23,0.5345224838248487
MINaaCH,1.838694367896485
MINaasC,0.6960009681609609
MINaasN,2.2376179190812127
MINdssC,-0.046230351772379
MINsCH3,1.9885749966400565
MINssNH,2.9955246913580247
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6785714285714287
SM1_Dzi,0.8488829422512447
SM1_Dzm,0.6767661145452564
SM1_Dzp,-2.636839718884606
SM1_Dzv,-1.356968362788312
SddssSe,0
SpAD_Dt,497.6419622713976
SpAbs_A,32.885152026434085
SpAbs_D,279.18532731236985
SpMAD_A,1.3154060810573638
SpMAD_D,11.167413092494794
SpMax_A,2.439471004693317
SpMax_D,139.59266365618493
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,46.92
TpiPC10,8.4785887883049
VAdjMat,5.807354922057604
VE1_DzZ,4.932765211136369
VE1_Dzi,4.9325747906469335
VE1_Dzm,4.932767814036769
VE1_Dzp,4.935231915731869
VE1_Dzv,4.934829200357782
VE2_DzZ,0.19731060844545475
VE2_Dzi,0.19730299162587733
VE2_Dzm,0.19731071256147076
VE2_Dzp,0.19740927662927477
VE2_Dzv,0.19739316801431125
VE3_DzZ,2.512190457439914
VE3_Dzi,2.5121518535013925
VE3_Dzm,2.5121909851154873
VE3_Dzp,2.5126903977246875
VE3_Dzv,2.512608794304086
VR1_DzZ,147.41751445374942
VR1_Dzi,147.48108140192795
VR1_Dzm,147.4174636305366
VR1_Dzp,147.40004113996673
VR1_Dzv,147.32586789060636
VR2_DzZ,5.896700578149977
VR2_Dzi,5.899243256077118
VR2_Dzm,5.896698545221463
VR2_Dzp,5.89600164559867
VR2_Dzv,5.893034715624254
VR3_DzZ,5.909559527187568
VR3_Dzi,5.909990637745953
VR3_Dzm,5.9095591824305576
VR3_Dzp,5.9094409907336045
VR3_Dzv,5.908937653574205
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.1918130268497737
Xch-7dv,0.2164896192498357
Xpc-4dv,1.3285128672699422
Xpc-5dv,1.756224011488135
Xpc-6dv,1.9151235775679099
Zagreb1,134.0
Zagreb2,157.0
fragCpx,184.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,28
nBondsS,31
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,4
naHRing,1
AATS0are,5.943797826086955
AATS1are,6.208755102040816
AATS2are,6.117292941176473
AATS3are,5.9473425925925945
AATS4are,5.943644859813085
AATS5are,5.9539325842696655
AATS6are,6.057654022988506
AATS7are,5.794424137931034
AATS8are,5.7263734939759035
AATSC0dv,3.448015122873346
AATSC0pe,0.07703464083175797
AATSC0se,0.04138366162570886
AATSC1dv,1.1189768913236366
AATSC1pe,0.0026443742525364515
AATSC1se,-0.0004041975618224522
AATSC2dv,0.17858334259979994
AATSC2pe,0.008326228733459288
AATSC2se,0.005703822773268103
AATSC3dv,-0.4476125463838128
AATSC3pe,-0.005487197192466588
AATSC3se,-0.002749952285934324
AATSC4dv,-0.38056286769252495
AATSC4pe,-0.010944067893927899
AATSC4se,-0.006538820504213549
AATSC5dv,-0.23208937788067358
AATSC5pe,0.0023714168135765745
AATSC5se,-0.0008197046154499667
AATSC6dv,-0.7758512048323665
AATSC6pe,-0.022226644829759057
AATSC6se,-0.010183949481780833
AATSC7dv,0.059231253938248254
AATSC7pe,-8.571529452663063e-05
AATSC7se,0.0006940415227168989
AATSC8dv,0.3806910059899332
AATSC8pe,0.012018580750222092
AATSC8se,0.006985248798597027
AETA_eta,0.73270258592331
ATSC0are,3.5845239130434754
ATSC1are,0.0696962665406407
ATSC2are,0.8145688563327005
ATSC3are,-0.5921996219281669
ATSC4are,-1.2725599716446125
ATSC5are,0.08279503780718227
ATSC6are,-1.866219139886579
ATSC7are,0.057835207939509234
ATSC8are,1.0757046786389421
BCUTZ-1h,8.02202432808503
BCUTZ-1l,5.687091280758571
BCUTc-1h,0.394583289886509
BCUTc-1l,-0.44420070651985055
BCUTd-1h,3.189676377252721
BCUTd-1l,0.9779951195368554
BCUTi-1h,14.557896846797972
BCUTi-1l,10.948000393463667
BCUTm-1h,16.010064436867317
BCUTm-1l,11.698517306679223
BCUTp-1h,1.9985618645646943
BCUTp-1l,0.7518710062484772
BCUTs-1h,7.008270809966742
BCUTs-1l,1.3490052541030677
BCUTv-1h,20.905115080218085
BCUTv-1l,14.702709434046145
BalabanJ,1.2157273124041486
Diameter,14
ETA_beta,33.5
GATS1are,0.7469867412493437
GATS2are,0.7848888749043603
GATS3are,1.0172434113397713
GATS4are,1.3908037105674167
GATS5are,1.0863908052208564
GATS6are,1.658480237035989
GATS7are,0.8394059469672943
GATS8are,0.6315856135599168
HybRatio,0.23809523809523808
Lipinski,True
LogEE_Dt,248.8209811356988
MATS1are,0.018253232442647142
MATS2are,0.12298020864559915
MATS3are,-0.07036727287127419
MATS4are,-0.15262329677254313
MATS5are,0.011938249521335088
MATS6are,-0.27527687934541945
MATS7are,0.008530989323605973
MATS8are,0.16631878926754898
MAXssCH2,1.1881397331193368
MINssCH2,0.5081160241874526
NsssssAs,0
RotRatio,0.14285714285714285
SM1_Dzpe,0.7422735618115056
SM1_Dzse,0.6692837795551935
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,32.85489325736779
SMR_VSA6,0.0
SMR_VSA7,77.24253909239688
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,220.11676619485448
SpAD_Dzi,214.24629908605226
SpAD_Dzm,220.14411948745465
SpAD_Dzp,271.2495942842313
SpAD_Dzv,255.16718923204314
SpAbs_Dt,497.6419622713977
SpDiam_A,4.749016674588847
SpDiam_D,215.72711886261084
SpMAD_Dt,19.9056784908559
SpMax_Dt,248.8209811356988
SsssssAs,0
VE1_Dzpe,4.932681792220177
VE1_Dzse,4.932777194229424
VE2_Dzpe,0.19730727168880707
VE2_Dzse,0.19731108776917697
VE3_Dzpe,2.5121735461096586
VE3_Dzse,2.5121928867220684
VMcGowan,260.42000000000013
VR1_Dzpe,147.4259401036297
VR1_Dzse,147.41639860789022
VR2_Dzpe,5.897037604145188
VR2_Dzse,5.896655944315609
VR3_Dzpe,5.909616680566775
VR3_Dzse,5.909551957869319
mZagreb1,6.638888888888889
mZagreb2,5.416666666666668
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,40
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.07792443289224947
AATSC1are,0.001422372786543688
AATSC2are,0.009583163015678828
AATSC3are,-0.005483329832668212
AATSC4are,-0.011893083847145911
AATSC5are,0.0009302813236762052
AATSC6are,-0.02145079471133999
AATSC7are,0.0006647725050518303
AATSC8are,0.012960297332999303
AETA_beta,1.34
BCUTdv-1h,6.021954374494208
BCUTdv-1l,0.9959425842144605
BCUTpe-1h,3.4890136818903836
BCUTpe-1l,2.236361919203559
BCUTse-1h,3.7019387325810382
BCUTse-1l,2.4322524077496372
ETA_alpha,12.033333333333335
ETA_dBeta,1.5
ETA_eta_B,0.22754037657203519
ETA_eta_F,22.752269484969087
ETA_eta_L,5.630750778913135
ETA_eta_R,41.069834133051835
ETA_psi_1,0.6181506849315073
LabuteASA,147.07957723668335
LogEE_DzZ,110.08552595457009
LogEE_Dzi,107.15710486071619
LogEE_Dzm,110.09913038830912
LogEE_Dzp,135.09742919833866
LogEE_Dzv,127.31220094346392
PEOE_VSA1,9.883888251797686
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.89528683400505
PEOE_VSA7,37.10711151969846
PEOE_VSA8,36.83408098975823
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.8427175430432758
SpAD_Dzpe,218.76432491201172
SpAD_Dzse,220.30871133378324
SpAbs_DzZ,219.49248048056876
SpAbs_Dzi,213.4653267791811
SpAbs_Dzm,219.52149466207288
SpAbs_Dzp,272.8316981155621
SpAbs_Dzv,255.98137024971615
SpDiam_Dt,362.94133466547646
SpMAD_DzZ,8.804670647794179
SpMAD_Dzi,8.56985196344209
SpMAD_Dzm,8.805764779498185
SpMAD_Dzp,10.849983771369253
SpMAD_Dzv,10.206687569281726
SpMax_DzZ,110.08552595457009
SpMax_Dzi,107.15710486071619
SpMax_Dzm,110.09913038830912
SpMax_Dzp,135.09742919833866
SpMax_Dzv,127.31220094346392
VE1_Dzare,4.9325350836898
VE2_Dzare,0.197301403347592
VE3_Dzare,2.512143803523716
VR1_Dzare,147.434673298866
VR2_Dzare,5.89738693195464
VR3_Dzare,5.909675916658962
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4813333333333334
AETA_dBeta,0.06
AETA_eta_B,0.009101615062881407
AETA_eta_F,0.9100907793987635
AETA_eta_L,0.2252300311565254
AETA_eta_R,1.6427933653220734
BCUTare-1h,3.5437922058746567
BCUTare-1l,2.1865425187696124
ETA_beta_s,16.0
ETA_dPsi_A,0.0958493150684927
ETA_dPsi_B,0.0
ETA_eta_BR,0.5715403765720352
ETA_eta_FL,6.555922406887926
ETA_eta_RL,12.18667318580106
LogEE_Dzpe,109.41185339847831
LogEE_Dzse,110.18112701807382
PEOE_VSA10,5.824404497999927
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,15.458257898090068
SlogP_VSA3,19.51033443475116
SlogP_VSA4,6.923737199690624
SlogP_VSA5,33.73011778008875
SlogP_VSA6,54.72778011930596
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,216.93081509256976
SpAbs_Dzpe,218.08143323514523
SpAbs_Dzse,219.69297025659245
SpDiam_DzZ,172.13331905495983
SpDiam_Dzi,167.30105347097313
SpDiam_Dzm,172.15526959007815
SpDiam_Dzp,212.74773163193532
SpDiam_Dzv,200.2039163077304
SpMAD_Dzpe,8.750572996480468
SpMAD_Dzse,8.81234845335133
SpMax_Dzpe,109.41185339847831
SpMax_Dzse,110.18112701807382
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,25
AETA_beta_s,0.64
AETA_eta_BR,0.022861615062881407
AETA_eta_FL,0.26223689627551705
AETA_eta_RL,0.48746692743204245
DetourIndex,3008
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,12.10820789760957
EState_VSA4,35.349860498778035
EState_VSA5,12.245226120925937
EState_VSA6,0.0
EState_VSA7,43.321939610460284
EState_VSA8,28.21346596033398
EState_VSA9,4.9839785209472085
ETA_beta_ns,17.5
ETA_shape_p,0.06925207756232686
ETA_shape_x,0.0
ETA_shape_y,0.3240997229916897
GhoseFilter,True
LogEE_Dzare,108.4991162480066
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,216.15551495297007
SpDiam_Dzpe,171.0334557190149
SpDiam_Dzse,172.28930731002998
SpMAD_Dzare,8.677232603702791
SpMax_Dzare,108.4991162480066
TopoPSA(NO),46.92
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2376179190812127
VSA_EState9,49.929048747585455
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0186666666666666
FilterItLogS,-5.6764978352522455
SpDiam_Dzare,169.55111794942798
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.560144927536232
ETA_epsilon_2,0.7786666666666663
ETA_epsilon_3,0.4449275362318844
ETA_epsilon_4,0.4994444444444447
ETA_epsilon_5,0.76025641025641
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1152173913043476
ETA_dEpsilon_B,0.06070048309178733
ETA_dEpsilon_C,-0.05451690821256028
ETA_dEpsilon_D,0.018410256410256287
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.92
MDEDescriptor,"0.0,1.976283850685248,1.370423345595428,0.0,15.650273291973292,22.158945009621373,0.0,5.190515714289017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.5345224838248487,0.0"
APolDescriptor,55.06465299999998
BCUTDescriptor,"11.850000000000009,15.9949214464121,-0.27502746726052485,0.23137408057268782,5.1885331642120605,10.019404890334503"
BPolDescriptor,27.875346999999994
TPSADescriptor,46.92
ALOGPDescriptor,"3.0855000000000024,9.520310250000014,98.25449999999998"
XLogPDescriptor,4.296
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,331.16846246
ChiPathDescriptor,"17.225403871315223,12.18667318580106,11.061749570549306,9.329482476449542,7.748159854082267,5.949980918030787,3.9341458332028147,2.8886519419778547,14.327255028916605,8.691440910712341,6.59185373492791,4.614646140929691,3.305288533710889,2.0441018161796105,1.1768470437564222,0.721851331601443"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5249716523768432,0.6951069608220501,0.0,0.0,0.10792445496369077,0.1918130268497737,0.2164896192498357"
AtomCountDescriptor,46
BondCountDescriptor,28
SmallRingDescriptor,"4,3,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.5618348735555938,0.0,0.2845177968644246,0.0,0.7287629933120469,0.0,0.06739443304107234,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,4,3,2,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"51.729422665089615,2.0691769066035848,12.207012576853739,2.5563755096296488,9.650637067224089"
FractionalPSADescriptor,0.14168015774046483
WienerNumbersDescriptor,"1693.0,35.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.553398705118313,5.302963517983044,6.671431826597197,1.328512867269942,1.7562240114881356,1.765583375160438"
FractionalCSP3Descriptor,0.23809523809523808
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,9,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"18.367346938775512,8.347140039447732,4.465974625144176"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1801.04
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.23809523809523808
AutocorrelationDescriptorMass,"26.854409939370385,29.49536550939569,41.57498934091922,37.491913330021696,31.325731396841263"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.3186239620815577,-0.19600442695395773,0.06703594288607116,-0.04078780983485337,0.031036790377682217"
EccentricConnectivityIndexDescriptor,607
AutocorrelationDescriptorPolarizability,"1670.3904508782628,1949.8874197525822,2680.027998255343,2378.392185573175,1973.5526029612797"
