DLiP-ID,T003O7
DLiP-Mol-ID,20580
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H38N4O4/c1-5-7-8-22(27(3,4)26(35)30-16-13-19(14-17-30)18-23(32)33)31(15-6-2)25(34)21-11-9-20(10-12-21)24(28)29/h2,9-12,19,22H,5,7-8,13-18H2,1,3-4H3,(H3,28,29)(H,32,33)"
Standard Inchi Key(RDKit),LWKXOOFAJUSUFC-UHFFFAOYSA-N
Canonical SMILES(RDKit),C#CCN(C(=O)c1ccc(C(=N)N)cc1)C(CCCC)C(C)(C)C(=O)N1CCC(CC(=O)O)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),482.625
MW Monoisotopic(RDKit),482.289305696
MolLogP(RDKit),3.34437
XLogP(SDF),
XLogP(CDK),3.647
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),127.79
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.253156983027871
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,29510643.243345786
qed,0.25315698302787076
Chi0,26.17299762850792
Chi1,16.5213115989335
TPSA,127.79
Chi0n,21.049148842087394
Chi0v,21.049148842087394
Chi1n,12.224674349802308
Chi1v,12.224674349802308
Chi2n,9.841356732870619
Chi2v,9.841356732870619
Chi3n,6.921989159974043
Chi3v,6.921989159974043
Chi4n,4.820988377748594
Chi4v,4.820988377748594
MolMR,135.97840000000002
MolWt,482.62500000000034
fr_SH,0
Kappa1,27.901197979966923
Kappa2,12.388678280964395
Kappa3,7.075514488234762
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,956.3885027759094
MolLogP,3.3443700000000014
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,2.299276008041115
SMR_VSA1,19.490138947056174
SMR_VSA2,5.409283605791522
SMR_VSA3,9.799819461700956
SMR_VSA4,17.066563992720358
SMR_VSA5,65.3379821657759
SMR_VSA6,19.634269217737724
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,12.343784214475903
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,207.91229084916736
NHOHCount,4
PEOE_VSA1,20.640014333703846
PEOE_VSA2,19.792895158006985
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,6.423349895620259
PEOE_VSA6,37.818548901321506
PEOE_VSA7,51.16057945124389
PEOE_VSA8,36.67907824729311
PEOE_VSA9,11.959746875309355
RingCount,2
SMR_VSA10,23.61928453241213
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,482.28930569599993
NumHDonors,3
PEOE_VSA10,5.835619785757269
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.733667477162185
SlogP_VSA2,64.20174143583947
SlogP_VSA3,9.589074368143644
SlogP_VSA4,29.0859643358256
SlogP_VSA5,75.21758150409374
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,1
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,17.42613658649659
EState_VSA2,36.53346331946025
EState_VSA3,43.47888066399717
EState_VSA4,12.841643245852019
EState_VSA5,0.0
EState_VSA6,34.06528773554739
EState_VSA7,13.847474399381248
EState_VSA8,12.844171518546268
EState_VSA9,22.672828373414674
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
