DLiP-ID,P000AP
SaaO,0
SaaS,0
Sare,74.47199999999998
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.971457537206476
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,111.68326931838584
TIC1,250.93963654790514
TIC2,365.28418266732615
TIC3,415.7485761140363
TIC4,425.7485761140362
TIC5,425.7485761140362
Vabc,490.90787965905423
WPol,61
apol,80.70330599999997
bpol,48.15869400000005
nRot,8
ABCGG,21.799664944546485
ATS0Z,1466.0
ATS0d,222.0
ATS0i,12776.75439389846
ATS0m,5746.462155000002
ATS0p,101.38685800365798
ATS0s,323.84027777777777
ATS0v,14579.293414075137
ATS1Z,1691.0
ATS1d,285.0
ATS1i,11726.127276895257
ATS1m,6263.691057000004
ATS1p,133.87382866600004
ATS1s,216.94444444444446
ATS1v,18967.32065788272
ATS2Z,2561.0
ATS2d,486.0
ATS2i,23192.98466677729
ATS2m,9297.105325
ATS2p,211.36257779867813
ATS2s,369.49999999999994
ATS2v,28895.22646799945
ATS3Z,3209.0
ATS3d,598.0
ATS3i,34134.46168720526
ATS3m,11321.461788999994
ATS3p,274.9723239702618
ATS3s,554.6666666666671
ATS3v,36548.41059096223
ATS4Z,3352.0
ATS4d,617.0
ATS4i,42613.71088095578
ATS4m,11531.298087000005
ATS4p,286.9455842000338
ATS4s,712.6388888888889
ATS4v,37684.941261828564
ATS5Z,3064.0
ATS5d,572.0
ATS5i,41801.017830823854
ATS5m,10381.660775
ATS5p,261.6573550725809
ATS5s,803.625
ATS5v,34008.38545610134
ATS6Z,2844.0
ATS6d,536.0
ATS6i,35865.89354719899
ATS6m,9959.418155999998
ATS6p,237.81864728773212
ATS6s,604.7361111111114
ATS6v,31337.771590348286
ATS7Z,2829.0
ATS7d,496.0
ATS7i,33077.3322256012
ATS7m,9730.081974
ATS7p,236.494162819413
ATS7s,598.5833333333333
ATS7v,31616.052701997192
ATS8Z,2638.0
ATS8d,497.0
ATS8i,38284.097216561495
ATS8m,8812.575051999993
ATS8p,243.6710656523359
ATS8s,658.3888888888889
ATS8v,31086.77795656976
C1SP1,0
C1SP2,3
C1SP3,6
C2SP1,0
C2SP2,4
C2SP3,9
C3SP2,2
C3SP3,1
C4SP3,1
FCSP3,0.6666666666666666
GGI10,0.23059075604530152
JGI10,0.007438411485332307
JGT10,0.5129878087334304
Kier1,29.554419284149013
Kier2,13.181203275186899
Kier3,7.3127494223902545
MAXdO,13.65125211143089
MID_C,54.67191797198316
MID_N,8.182724415682952
MID_O,7.100344442899021
MID_X,0.0
MID_h,15.28306885858197
MINdO,12.74033690816736
MPC10,159
MWC01,37.0
MWC02,5.198497031265826
MWC03,6.052089168924417
MWC04,6.942156705699469
MWC05,7.8156105320351905
MWC06,8.70996000607173
MWC07,9.592263871501313
MWC08,10.489745271417972
MWC09,11.377575276481679
MWC10,12.27749522954023
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,5
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,1.8450000000000015
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.659482215759621
SRW05,2.3978952727983707
SRW06,7.183111701743281
SRW07,4.844187086458591
SRW08,8.784927626058323
SRW09,7.050122520269059
SRW10,10.429546556942707
SaaCH,8.224552008986603
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.2386422433371322
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.6971102730259029
SdssS,0
SsCH3,10.093779119938274
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,8.843417718397736
SssPH,0
SssSe,0
SsssB,0
SsssN,1.6795318930041152
SsssP,0
VE1_A,4.295766052203623
VE1_D,5.8165777893192985
VE2_A,0.12273617292010353
VE2_D,0.16618793683769426
VE3_A,2.7103928670970268
VE3_D,3.013475048585771
VR1_A,793.6834508118371
VR1_D,237.78030645637622
VR2_A,22.676670023195346
VR2_D,6.7937230416107495
VR3_A,7.929447673690476
VR3_D,6.724110133748118
WPath,4035
Xc-3d,3.261618364921704
Xc-4d,0.28867513459481287
Xc-5d,0.9587641854588961
Xc-6d,0.14433756729740643
Xp-0d,25.750347897697544
Xp-1d,16.59910397601461
Xp-2d,15.275155691533731
Xp-3d,12.560202731566157
Xp-4d,9.97680593725715
Xp-5d,7.20153529367608
Xp-6d,5.489165171523439
Xp-7d,3.9074938753007196
ZMIC0,119.21608686113426
ZMIC1,56.76618978526955
ZMIC2,36.93786582693334
ZMIC3,28.659348586588013
ZMIC4,27.211685948413248
ZMIC5,27.211685948413248
nAcid,0
nAtom,77
nBase,1
nRing,3
piPC1,3.784189633918261
piPC2,4.241326752570746
piPC3,4.637153231841142
piPC4,4.98275009060672
piPC5,5.342633250322548
piPC6,5.45157479039808
piPC7,5.549562347973121
piPC8,5.568583024930981
piPC9,5.815062932825017
AATS0Z,19.038961038961038
AATS0d,2.883116883116883
AATS0i,165.93187524543455
AATS0m,74.62937863636367
AATS0p,1.3167124416059477
AATS0s,4.205717893217893
AATS0v,189.3414729100667
AATS1Z,21.40506329113924
AATS1d,3.607594936708861
AATS1i,148.4319908467754
AATS1m,79.2872285696203
AATS1p,1.6946054261518992
AATS1s,2.746132208157525
AATS1v,240.09266655547745
AATS2Z,17.304054054054053
AATS2d,3.2837837837837838
AATS2i,156.7093558566033
AATS2m,62.818279222972976
AATS2p,1.4281255256667442
AATS2s,2.496621621621621
AATS2v,195.23801667567196
AATS3Z,14.995327102803738
AATS3d,2.794392523364486
AATS3i,159.50683031404327
AATS3m,52.90402705140184
AATS3p,1.2849174017301954
AATS3s,2.591900311526482
AATS3v,170.78696537832818
AATS4Z,12.942084942084943
AATS4d,2.382239382239382
AATS4i,164.53170224307252
AATS4m,44.52238643629345
AATS4p,1.107898008494339
AATS4s,2.7515015015015014
AATS4v,145.5017037136238
AATS5Z,12.256
AATS5d,2.288
AATS5i,167.2040713232954
AATS5m,41.5266431
AATS5p,1.0466294202903237
AATS5s,3.2145
AATS5v,136.03354182440538
AATS6Z,13.105990783410139
AATS6d,2.4700460829493087
AATS6i,165.28061542488012
AATS6m,45.895936202764965
AATS6p,1.0959384667637424
AATS6s,2.7868023553507437
AATS6v,144.41369396473866
AATS7Z,13.935960591133005
AATS7d,2.4433497536945814
AATS7i,162.94252327882367
AATS7m,47.93143829556651
AATS7p,1.1649958759576995
AATS7s,2.948686371100164
AATS7v,155.74410198028173
AATS8Z,11.519650655021834
AATS8d,2.1703056768558953
AATS8i,167.17946382777944
AATS8m,38.48286048908294
AATS8p,1.0640657888748293
AATS8s,2.8750606501698206
AATS8v,135.75012208109067
AMID_C,1.5620547991995188
AMID_N,0.23379212616237005
AMID_O,0.2028669840828292
AMID_X,0.0
AMID_h,0.43665911024519916
ATS0dv,416.0
ATS0pe,463.14829999999995
ATS0se,579.9828280000002
ATS1dv,393.0
ATS1pe,501.72800000000007
ATS1se,604.8221639999997
ATS2dv,552.0
ATS2pe,910.1977999999999
ATS2se,1119.325756
ATS3dv,636.0
ATS3pe,1302.1600999999998
ATS3se,1615.7432199999992
ATS4dv,631.0
ATS4pe,1565.7871000000007
ATS4se,1964.3396440000006
ATS5dv,643.0
ATS5pe,1523.3386000000003
ATS5se,1916.516428
ATS6dv,572.0
ATS6pe,1303.6034999999993
ATS6se,1640.7370560000002
ATS7dv,492.0
ATS7pe,1256.6496000000004
ATS7se,1564.6255039999999
ATS8dv,458.0
ATS8pe,1375.6803999999997
ATS8se,1735.424176
ATSC0Z,560.8571428571431
ATSC0c,1.245948186661986
ATSC0d,47.24675324675325
ATSC0i,105.42773211994319
ATSC0m,2670.682471246753
ATSC0p,16.80213593444195
ATSC0s,126.56024531024532
ATSC0v,3800.057635288931
ATSC1Z,13.938775510204096
ATSC1c,-0.740806294661108
ATSC1d,19.876707707876534
ATSC1i,-11.367402051797702
ATSC1m,68.56919840917536
ATSC1p,-0.015901379630749085
ATSC1s,-6.690868565056871
ATSC1v,65.39535811982473
ATSC2Z,73.3265306122449
ATSC2c,-0.06324698663173997
ATSC2d,-5.175577669084173
ATSC2i,1.794104754031178
ATSC2m,345.7240216036432
ATSC2p,1.3927636772492957
ATSC2s,7.987107859672792
ATSC2v,350.2326569637893
ATSC3Z,-31.979591836734684
ATSC3c,0.6986947554744349
ATSC3d,-7.02344408837916
ATSC3i,-6.669131569647364
ATSC3m,-170.41712814032687
ATSC3p,-3.958380981120372
ATSC3s,-5.765017990667344
ATSC3v,-782.5815778278027
ATSC4Z,-45.714285714285715
ATSC4c,-0.7397032088248169
ATSC4d,-3.4014167650531313
ATSC4i,-35.77447494538749
ATSC4m,-220.6899267131048
ATSC4p,-4.588676852512374
ATSC4s,-32.220861209497606
ATSC4v,-609.9366786029236
ATSC5Z,-86.36734693877555
ATSC5c,-0.008727153855373893
ATSC5d,3.484567380671275
ATSC5i,10.600065928984835
ATSC5m,-413.3572475673808
ATSC5p,0.5257692821870896
ATSC5s,26.369423595884648
ATSC5v,-311.8831796300706
ATSC6Z,179.99999999999997
ATSC6c,0.6223534328582908
ATSC6d,-10.994096812278634
ATSC6i,11.278927005179234
ATSC6m,851.0756470059036
ATSC6p,2.26542288640173
ATSC6s,9.973616030434211
ATSC6v,832.1877592881376
ATSC7Z,-201.85714285714278
ATSC7c,-0.4887399646812354
ATSC7d,-10.45572609208973
ATSC7i,-35.79925615494575
ATSC7m,-953.5129365726089
ATSC7p,-4.613156762407277
ATSC7s,-45.787165486029124
ATSC7v,-1151.748589444862
ATSC8Z,-138.6530612244899
ATSC8c,0.008056601360974629
ATSC8d,-3.175409006577839
ATSC8i,37.5738197842397
ATSC8m,-651.8066703312536
ATSC8p,2.089671752149425
ATSC8s,23.27582527501361
ATSC8v,-152.963612322671
AXp-0d,0.7357242256485013
AXp-1d,0.44862443178417866
AXp-2d,0.2882104847459195
AXp-3d,0.18203192364588633
AXp-4d,0.11737418749714294
AXp-5d,0.07130232964035722
AXp-6d,0.04536500141754908
AXp-7d,0.029602226328035754
GATS1Z,0.9708467406514178
GATS1c,1.6685332618552264
GATS1d,1.0079053033729757
GATS1i,1.5013560053415327
GATS1m,0.9782833886861404
GATS1p,1.2814839823890862
GATS1s,0.645479020067526
GATS1v,1.1772952053956498
GATS2Z,0.916960388814693
GATS2c,1.0918605976932485
GATS2d,1.6248792772981886
GATS2i,1.2181657428647703
GATS2m,0.9229005818443503
GATS2p,1.0895920166851436
GATS2s,0.5737224515187174
GATS2v,1.045042931253973
GATS3Z,1.0128189258287663
GATS3c,0.915876823940569
GATS3d,1.2853575704017304
GATS3i,1.1618290632366766
GATS3m,1.0179658884978435
GATS3p,1.162050516248845
GATS3s,0.8489609338734933
GATS3v,1.1251851592068804
GATS4Z,1.0497859040905393
GATS4c,1.399805550214148
GATS4d,0.9750828343461657
GATS4i,1.1190645530902672
GATS4m,1.0474251729166009
GATS4p,1.0575391664184197
GATS4s,1.2748081837984209
GATS4v,1.0224707900476344
GATS5Z,1.1062781456953636
GATS5c,1.3167455024303858
GATS5d,0.9136712479384276
GATS5i,0.9346461482475799
GATS5m,1.0998006262949036
GATS5p,0.9155950373148308
GATS5s,1.44548945485641
GATS5v,0.9580066663394989
GATS6Z,0.9070218395148961
GATS6c,1.017056922991753
GATS6d,1.193459717320754
GATS6i,0.9425153415117609
GATS6m,0.9049092794379993
GATS6p,0.9214019107776219
GATS6s,1.2217157713500206
GATS6v,0.8922603572432657
GATS7Z,1.200203769740193
GATS7c,1.4560652941594958
GATS7d,1.0697427536918729
GATS7i,1.1850526574394635
GATS7m,1.193956719223742
GATS7p,1.101545270511498
GATS7s,1.5816449403745356
GATS7v,1.0971566744504058
GATS8Z,1.1097954071724274
GATS8c,1.194773535825609
GATS8d,0.867507220004273
GATS8i,0.8633576311537595
GATS8m,1.1049915357771196
GATS8p,0.8921911851561946
GATS8s,1.0907817972421214
GATS8v,0.958403740007891
MATS1Z,0.024223450285986974
MATS1c,-0.5795198489411486
MATS1d,0.4100493385571429
MATS1i,-0.10509208059950835
MATS1m,0.025024790500207093
MATS1p,-0.0009224311193702701
MATS1s,-0.05152865713458416
MATS1v,0.016773371761873435
MATS2Z,0.06802019798708536
MATS2c,-0.026410028266771322
MATS2d,-0.056992258888905495
MATS2i,0.008853641698476866
MATS2m,0.06734979994633494
MATS2p,0.04312627499339257
MATS2s,0.03283380776201269
MATS2v,0.047950756694818145
MATS3Z,-0.02051623254507452
MATS3c,0.2017736511931238
MATS3d,-0.05348784635698987
MATS3i,-0.022761001779821002
MATS3m,-0.02295979140982687
MATS3p,-0.08476763159547084
MATS3s,-0.016390051221053716
MATS3v,-0.07409968956067271
MATS4Z,-0.02423207721220965
MATS4c,-0.17650153284055972
MATS4d,-0.021403206394960118
MATS4i,-0.10088099686516629
MATS4m,-0.024566948508077693
MATS4p,-0.08119213127101195
MATS4s,-0.07568865666065132
MATS4v,-0.047718362055146075
MATS5Z,-0.04742944472745798
MATS5c,-0.0021573636979692304
MATS5d,0.02271577789994501
MATS5i,0.030967376803790136
MATS5m,-0.04767097310198744
MATS5p,0.009637878157007186
MATS5s,0.06417325162117868
MATS5v,-0.02527856904958705
MATS6Z,0.11388099189850945
MATS6c,0.17724259438940765
MATS6d,-0.08256929542995976
MATS6i,0.037961547920905385
MATS6m,0.1130776824548782
MATS6p,0.04784271101132377
MATS6s,0.02796316516597972
MATS6v,0.07770735579716899
MATS7Z,-0.1365169427512427
MATS7c,-0.14878959375583942
MATS7d,-0.08394153665333358
MATS7i,-0.12879939579137442
MATS7m,-0.13542505507967745
MATS7p,-0.10414259765066781
MATS7s,-0.1372274957796524
MATS7v,-0.11496408648123041
MATS8Z,-0.0831251515481829
MATS8c,0.0021742382705365075
MATS8d,-0.02259867339173355
MATS8i,0.11983556461982486
MATS8m,-0.08206383101016819
MATS8p,0.04181853562526744
MATS8s,0.06183908049553818
MATS8v,-0.013534842001250791
MAXsOH,9.971457537206476
MINsOH,9.971457537206476
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,5
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.604053520317635
SpAD_D,479.7434843274924
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.4791151781993346
SssNH2,0
SsssAs,0
SsssCH,-2.227552040678847
SsssNH,0
SssssB,0
SssssC,0.0659678361322451
SssssN,0
TMPC10,1091
TMWC10,150.45539309293784
TSRW10,85.66676109356627
VE1_Dt,5.868581442080662
VE2_Dt,0.1676737554880189
VE3_Dt,3.0223759107931296
VR1_Dt,229.48606207185261
VR2_Dt,6.556744630624361
VR3_Dt,6.688605264438662
Xc-3dv,2.2687244310553893
Xc-4dv,0.25
Xc-5dv,0.4275367379816435
Xc-6dv,0.08333333333333333
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.2624858261884216
Xch-7d,0.4738920403718211
Xp-0dv,21.765071953403975
Xp-1dv,12.880384295466525
Xp-2dv,10.912979524663957
Xp-3dv,7.55994370272013
Xp-4dv,5.272991707045094
Xp-5dv,3.375597783651463
Xp-6dv,2.493201616652575
Xp-7dv,1.5941165448974743
Xpc-4d,6.694188981411649
Xpc-5d,9.917073116522992
Xpc-6d,13.945058771757598
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,1
n8Ring,0
n9Ring,0
nARing,2
nBonds,79
nFRing,1
nHBAcc,5
nHBDon,4
nHRing,2
nSpiro,0
naRing,1
piPC10,5.817111159963204
AATS0dv,5.402597402597403
AATS0pe,6.014912987012987
AATS0se,7.532244519480521
AATS1dv,4.974683544303797
AATS1pe,6.350987341772153
AATS1se,7.655976759493667
AATS2dv,3.72972972972973
AATS2pe,6.149985135135134
AATS2se,7.5630118648648645
AATS3dv,2.97196261682243
AATS3pe,6.084860280373831
AATS3se,7.550201962616819
AATS4dv,2.436293436293436
AATS4pe,6.0455100386100415
AATS4se,7.584322949806952
AATS5dv,2.572
AATS5pe,6.093354400000001
AATS5se,7.666065712
AATS6dv,2.6359447004608296
AATS6pe,6.007389400921656
AATS6se,7.561000258064517
AATS7dv,2.4236453201970445
AATS7pe,6.190392118226603
AATS7se,7.707514798029556
AATS8dv,2.0
AATS8pe,6.0073379912663745
AATS8se,7.57827151091703
AATSC0Z,7.283858998144716
AATSC0c,0.016181145281324492
AATSC0d,0.6135941980097824
AATSC0i,1.3691913262330284
AATSC0m,34.68418793826952
AATSC0p,0.2182095575901552
AATSC0s,1.6436395494837055
AATSC0v,49.35139786089521
AATSC1Z,0.1764401963316974
AATSC1c,-0.00937729486912795
AATSC1d,0.25160389503641184
AATSC1i,-0.14389116521262915
AATSC1m,0.8679645368250045
AATSC1p,-0.00020128328646517828
AATSC1s,-0.08469453879818824
AATSC1v,0.8277893432889207
AATSC2Z,0.49544953116381685
AATSC2c,-0.0004273445042685133
AATSC2d,-0.034970119385703866
AATSC2i,0.012122329419129581
AATSC2m,2.335973118943535
AATSC2p,0.009410565386819565
AATSC2s,0.05396694499778913
AATSC2v,2.366436871376955
AATSC3Z,-0.1494373450314705
AATSC3c,0.003264928763899229
AATSC3d,-0.03281983218868766
AATSC3i,-0.03116416621330544
AATSC3m,-0.7963417202819012
AATSC3p,-0.018497107388412953
AATSC3s,-0.02693933640498759
AATSC3v,-3.6569232608775826
AATSC4Z,-0.1765030336458908
AATSC4c,-0.002855996945269563
AATSC4d,-0.013132883262753402
AATSC4i,-0.138125385889527
