DLiP-ID,C000UO
AATSC4s,-0.1297988385561948
AATSC4v,-4.589689069321669
AATSC5Z,2.5301448892412033
AATSC5c,-0.00014106707523844
AATSC5d,0.020786541595102844
AATSC5i,0.2849617244495526
AATSC5m,12.71575992083938
AATSC5p,0.006550854031698012
AATSC5s,-0.30502592125619116
AATSC5v,-1.2227216206156493
AATSC6Z,-3.189971411946265
AATSC6c,0.0025441896840809283
AATSC6d,-0.012092999721709213
AATSC6i,-0.0655291007052074
AATSC6m,-14.408897385660445
AATSC6p,-0.029997628635662008
AATSC6s,0.10265107460882691
AATSC6v,5.2086271556370125
AATSC7Z,-1.4371284185493458
AATSC7c,-0.0006600450766932896
AATSC7d,-0.015101070154577862
AATSC7i,0.23934635409047034
AATSC7m,-5.115533348573142
AATSC7p,0.07465853528281487
AATSC7s,-0.5281020934562519
AATSC7v,5.2810272688359365
AATSC8Z,-8.233707951363586
AATSC8c,-0.0015601125972584176
AATSC8d,-0.05481185992098497
AATSC8i,-0.11951583350044627
AATSC8m,-39.11514880925165
AATSC8p,-0.1026891556760807
AATSC8s,-0.18032010718435404
AATSC8v,-12.217528421934587
ATS0are,187.5746
ATS1are,198.4998
ATS2are,328.8012
ATS3are,389.8857
ATS4are,372.9424
ATS5are,357.22980000000007
ATS6are,292.43980000000005
ATS7are,252.9
ATS8are,186.42779999999996
ATSC0dv,113.03978052126202
ATSC0pe,3.3365793103448262
ATSC0se,2.406453034482759
ATSC1dv,-19.79972565157751
ATSC1pe,-0.10777098692033245
ATSC1se,0.25287227348394725
ATSC2dv,31.384087791495205
ATSC2pe,1.483439120095126
ATSC2se,1.258674009512485
ATSC3dv,-21.072702331961597
ATSC3pe,-0.22380820451843048
ATSC3se,-0.21260955529131959
ATSC4dv,-7.705075445816181
ATSC4pe,-1.321786920332937
ATSC4se,-1.182578033293696
ATSC5dv,-37.45267489711935
ATSC5pe,0.16526956004756327
ATSC5se,0.37703803923900325
ATSC6dv,33.540466392318244
ATSC6pe,0.021264565992864484
ATSC6se,-0.451518745541023
ATSC7dv,-46.74074074074073
ATSC7pe,-1.5714990487514855
ATSC7se,-1.1375477372175975
ATSC8dv,-27.41289437585734
ATSC8pe,-0.514591676575505
ATSC8se,-0.23558272651605333
AXp-0dv,0.6647981542425901
AXp-1dv,0.3987871943628644
AXp-2dv,0.2630310362015037
AXp-3dv,0.15052263619680686
AXp-4dv,0.09245424137442478
AXp-5dv,0.06177441238616682
AXp-6dv,0.030817230785449436
AXp-7dv,0.017187301769598175
BertzCT,869.4683580161944
ECIndex,339
ETA_eta,13.434715562923415
GATS1dv,0.852275084886553
GATS1pe,0.57761494190796
GATS1se,0.4765482707642182
GATS2dv,0.6900104361332912
GATS2pe,0.5430268042430404
GATS2se,0.5377750163647631
GATS3dv,1.0639269860582328
GATS3pe,0.9865075424799449
GATS3se,0.9876338159882131
GATS4dv,1.0799107201783553
GATS4pe,1.337591147176173
GATS4se,1.3894332058321828
GATS5dv,1.2642782213808594
GATS5pe,1.2605691331383968
GATS5se,1.2454406092232444
GATS6dv,0.8422233249902791
GATS6pe,1.029882639303379
GATS6se,1.1563873780282385
GATS7dv,1.355314540203383
GATS7pe,1.4526569127167202
GATS7se,1.4928827608606037
GATS8dv,1.081989018964325
GATS8pe,0.8774333034358618
GATS8se,0.7815178225109649
LogEE_A,3.94156577653989
LogEE_D,81.50146200815873
MATS1dv,-0.16385668754154298
MATS1pe,-0.030215981891893715
MATS1se,0.09830149596500312
MATS2dv,0.1610297793849962
MATS2pe,0.2578672975006411
MATS2se,0.3033638783123618
MATS3dv,-0.08862517173069127
MATS3pe,-0.031889133128156104
MATS3se,-0.04200234634903071
MATS4dv,-0.03467917299498288
MATS4pe,-0.20155015652996794
MATS4se,-0.25002046561706076
MATS5dv,-0.17793270177198534
MATS5pe,0.026600858719340727
MATS5se,0.08414184218088845
MATS6dv,0.18307874710630964
MATS6pe,0.003932377574389417
MATS6se,-0.11577066694780211
MATS7dv,-0.2997797490473994
MATS7pe,-0.3414685234103066
MATS7se,-0.34271273848484785
MATS8dv,-0.22686102562215563
MATS8pe,-0.14427716796004564
MATS8se,-0.09158036237417848
MAXaaCH,1.8907367777357857
MAXaaaC,0.8889445809187875
MAXaasC,0.7721478961955156
MAXssNH,2.5901851851851854
MDEC-22,7.594917241001272
MDEC-23,12.065961097024305
MDEC-33,3.3865457448640486
MDEN-22,0.33333333333333337
MDEO-11,0.4999999999999999
MINaaCH,1.5651214096749813
MINaaaC,0.633515565948602
MINaasC,0.26139739229024994
MINssNH,2.5901851851851854
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.864285714285714
SM1_Dzi,0.6698185387919827
SM1_Dzm,2.88393103856989
SM1_Dzp,-1.9002172865795317
SM1_Dzv,-0.8974266056275917
SddssSe,0
SpAD_Dt,345.80890726390965
SpAbs_A,25.63117134618027
SpAbs_D,163.00292401631748
SpMAD_A,1.2815585673090135
SpMAD_D,8.150146200815874
SpMax_A,2.4349768169023447
SpMax_D,81.50146200815873
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,95.67999999999999
TpiPC10,8.52309798935775
VAdjMat,5.459431618637297
VE1_DzZ,4.4148463003512175
VE1_Dzi,4.413153090175369
VE1_Dzm,4.4149321922733025
VE1_Dzp,4.432190259891475
VE1_Dzv,4.4296071108883295
VE2_DzZ,0.22074231501756086
VE2_Dzi,0.22065765450876845
VE2_Dzm,0.22074660961366513
VE2_Dzp,0.22160951299457374
VE2_Dzv,0.22148035554441647
VE3_DzZ,2.178120200952398
VE3_Dzi,2.177736600971993
VE3_Dzm,2.178139656009433
VE3_Dzp,2.182041057759393
VE3_Dzv,2.181458072396892
VR1_DzZ,103.99834564255013
VR1_Dzi,104.65452930199757
VR1_Dzm,103.97259650700488
VR1_Dzp,103.41643131530019
VR1_Dzv,103.6137976283095
VR2_DzZ,5.199917282127506
VR2_Dzi,5.232726465099878
VR2_Dzm,5.198629825350244
VR2_Dzp,5.170821565765009
VR2_Dzv,5.180689881415475
VR3_DzZ,5.337522172291624
VR3_Dzi,5.343811908993141
VR3_Dzm,5.337274549855425
VR3_Dzp,5.331911040215383
VR3_Dzv,5.333817683257866
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10206207261596575
Xch-6dv,0.3710187667961494
Xch-7dv,0.46991339264905885
Xpc-4dv,3.1257449524276626
Xpc-5dv,4.28067538274053
Xpc-6dv,5.936094632979243
Zagreb1,108.0
Zagreb2,127.0
fragCpx,104.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,2
nBondsM,18
nBondsO,22
nBondsS,13
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.468089655172414
AATS1are,6.4032193548387095
AATS2are,6.576024
AATS3are,6.391568852459016
AATS4are,6.542849122807018
AATS5are,6.6153666666666675
AATS6are,6.22212340425532
AATS7are,6.3225
AATS8are,6.013799999999999
AATSC0dv,3.8979234662504143
AATSC0pe,0.1150544589774078
AATSC0se,0.08298113912009514
AATSC1dv,-0.6387008274702423
AATSC1pe,-0.0034764834490429823
AATSC1se,0.008157170112385394
AATSC2dv,0.627681755829904
AATSC2pe,0.02966878240190252
AATSC2se,0.025173480190249703
AATSC3dv,-0.3454541365895344
AATSC3pe,-0.0036689869593185325
AATSC3se,-0.0034854025457593373
AATSC4dv,-0.13517676220730143
AATSC4pe,-0.023189244216367318
AATSC4se,-0.02074698304024028
AATSC5dv,-0.6935680536503583
AATSC5pe,0.0030605474082882086
AATSC5se,0.006982185911833394
AATSC6dv,0.7136269445174095
AATSC6pe,0.00045243757431626564
AATSC6se,-0.009606781820021766
AATSC7dv,-1.1685185185185183
AATSC7pe,-0.039287476218787136
AATSC7se,-0.028438693430439938
AATSC8dv,-0.8842869153502368
AATSC8pe,-0.016599731502435645
AATSC8se,-0.00759944279084043
AETA_eta,0.6717357781461708
ATSC0are,3.513786206896551
ATSC1are,-0.35284042806183175
ATSC2are,1.8841961950059425
ATSC3are,-0.38587788347205826
ATSC4are,-1.4505728894173626
ATSC5are,-0.051843281807374686
ATSC6are,-0.05821212841854834
ATSC7are,-1.5946499405469674
ATSC8are,-0.4077300832342421
BCUTZ-1h,35.000418040596635
BCUTZ-1l,5.673833560378075
BCUTc-1h,0.4718978004411133
BCUTc-1l,-0.382323770808733
BCUTd-1h,4.0438160227362845
BCUTd-1l,0.971677522239449
BCUTi-1h,14.54808439900644
BCUTi-1l,10.30051202792
BCUTm-1h,79.90417852306624
BCUTm-1l,11.687088605536898
BCUTp-1h,3.060280388267752
BCUTp-1l,0.7610605714454562
BCUTs-1h,7.014204505210946
BCUTs-1l,0.29867596149108366
BCUTv-1h,26.523896670314606
BCUTv-1l,14.70214968320371
BalabanJ,1.627674847084922
Diameter,10
ETA_beta,30.25
GATS1are,0.663721141875678
GATS2are,0.5367418189240802
GATS3are,1.0255538718057298
GATS4are,1.404495878527799
GATS5are,1.353468799742492
GATS6are,1.0468637254962143
GATS7are,1.4630272581496724
GATS8are,0.7478928224810849
HybRatio,0.0
Lipinski,True
LogEE_Dt,172.9044536319548
MATS1are,-0.09393756763839309
MATS2are,0.311013171762849
MATS3are,-0.05220868047199968
MATS4are,-0.210032917441465
MATS5are,-0.007923578958066162
MATS6are,-0.010222056686223877
MATS7are,-0.3290243454844857
MATS8are,-0.10855097439489662
MAXddssS,-3.5854421768707483
MINddssS,-3.5854421768707483
NsssssAs,0
RotRatio,0.13636363636363635
SM1_Dzpe,1.0015796089847502
SM1_Dzse,1.0671678384730565
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,4.2091791775220795
SMR_VSA6,4.722094864452088
SMR_VSA7,52.447828268681064
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,86.95331395586265
SpAD_Dzi,119.99898579550987
SpAD_Dzm,86.95235291572126
SpAD_Dzp,126.17033630591314
SpAD_Dzv,133.44848114095754
SpAbs_Dt,345.8089072639095
SpDiam_A,4.847083840949589
SpDiam_D,121.37947558685987
SpMAD_Dt,17.29044536319548
SpMax_Dt,172.9044536319548
SsssssAs,0
VE1_Dzpe,4.4157153521418495
VE1_Dzse,4.4161947710473255
VE2_Dzpe,0.22078576760709248
VE2_Dzse,0.22080973855236627
VE3_Dzpe,2.1783170291560023
VE3_Dzse,2.1784255943246373
VMcGowan,213.24999999999986
VR1_Dzpe,104.3826780366493
VR1_Dzse,104.35431131791988
VR2_Dzpe,5.219133901832465
VR2_Dzse,5.217715565895994
VR3_Dzpe,5.34121092305319
VR3_Dzse,5.340939129165659
mZagreb1,6.368055555555555
mZagreb2,4.263888888888888
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,22
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.12116504161712245
AATSC1are,-0.011381949292317154
AATSC2are,0.03768392390011885
AATSC3are,-0.00632586694216489
AATSC4are,-0.02544864718276075
AATSC5are,-0.0009600607742106423
AATSC6are,-0.0012385559237989008
AATSC7are,-0.039866248513674186
AATSC8are,-0.013152583330136842
AETA_beta,1.5125
BCUTdv-1h,6.017548298406699
BCUTdv-1l,0.25598754214175
BCUTpe-1h,3.53676727433997
BCUTpe-1l,2.2201608350548407
BCUTse-1h,3.768133139841721
BCUTse-1l,2.415652050355532
ETA_alpha,10.966666666666669
ETA_dBeta,5.75
ETA_eta_B,0.35373348715394926
ETA_eta_F,18.875254454542677
ETA_eta_L,4.054406601801893
ETA_eta_R,32.30997001746609
ETA_psi_1,0.647637795275591
LabuteASA,128.2083587903187
LogEE_DzZ,42.992406235464934
LogEE_Dzi,60.013465418417944
LogEE_Dzm,42.94916549078496
LogEE_Dzp,62.57041039386203
LogEE_Dzv,66.58962657963463
PEOE_VSA1,0.0
PEOE_VSA2,9.706073385399296
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,18.19910120538483
PEOE_VSA7,40.19541217179579
PEOE_VSA8,11.583067786077873
PEOE_VSA9,14.990502210136544
SM1_Dzare,0.9811749893216251
SpAD_Dzpe,117.70097290028296
SpAD_Dzse,115.82870253447891
SpAbs_DzZ,85.28801627829668
SpAbs_Dzi,119.4631309644763
SpAbs_Dzm,85.27508186416114
SpAbs_Dzp,127.09698869514034
SpAbs_Dzv,134.0766797648969
SpDiam_Dt,246.32486808596735
SpMAD_DzZ,4.347665697793133
SpMAD_Dzi,5.999949289775493
SpMAD_Dzm,4.347617645786063
SpMAD_Dzp,6.308516815295657
SpMAD_Dzv,6.672424057047877
SpMax_DzZ,42.992406235464934
SpMax_Dzi,60.013465418417944
SpMax_Dzm,42.94916549078496
SpMax_Dzp,62.57041039386203
SpMax_Dzv,66.58962657963463
VE1_Dzare,4.414063310797463
VE2_Dzare,0.22070316553987315
VE3_Dzare,2.177942831471841
VR1_Dzare,104.4768347943366
VR2_Dzare,5.22384173971683
VR3_Dzare,5.3421125507817
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5483333333333335
AETA_dBeta,0.2875
AETA_eta_B,0.01768667435769746
AETA_eta_F,0.9437627227271339
AETA_eta_L,0.20272033009009466
AETA_eta_R,1.6154985008733047
BCUTare-1h,3.580736451095326
BCUTare-1l,2.1709948719280665
ETA_beta_s,12.25
ETA_dPsi_A,0.06636220472440901
ETA_dPsi_B,0.0
ETA_eta_BR,0.6117334871539493
ETA_eta_FL,5.506073473417254
ETA_eta_RL,9.560480075219147
LogEE_Dzpe,58.90056543059072
LogEE_Dzse,57.967709659163106
PEOE_VSA10,4.2091791775220795
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,13.401775505276145
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,56.657007446203146
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,118.38349286648065
SpAbs_Dzpe,116.86317264096166
SpAbs_Dzse,114.92031699915466
SpDiam_DzZ,64.99441538135017
SpDiam_Dzi,91.47588462526835
SpDiam_Dzm,64.9502478201754
SpDiam_Dzp,97.85331636125349
SpDiam_Dzv,103.78368021752601
SpMAD_Dzpe,5.885048645014148
SpMAD_Dzse,5.791435126723945
SpMax_Dzpe,58.90056543059072
SpMax_Dzse,57.967709659163106
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.6125
AETA_eta_BR,0.030586674357697463
AETA_eta_FL,0.27530367367086267
AETA_eta_RL,0.47802400376095733
DetourIndex,1682
EState_VSA1,10.023291153407584
EState_VSA2,4.2091791775220795
EState_VSA3,11.204086992299825
EState_VSA4,9.172639432301514
EState_VSA5,11.336785877934737
EState_VSA6,30.462311845459517
EState_VSA7,18.19910120538483
EState_VSA8,25.636017283348643
EState_VSA9,0.0
ETA_beta_ns,18.0
ETA_shape_p,0.18237082066869298
ETA_shape_x,0.07598784194528875
ETA_shape_y,0.2279635258358662
GhoseFilter,True
LogEE_Dzare,59.24080518270641
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,117.5789820835376
SpDiam_Dzpe,89.9127005029131
SpDiam_Dzse,88.38662243712774
SpMAD_Dzare,5.919174643324032
SpMax_Dzare,59.24080518270641
TopoPSA(NO),59.06
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,25.65213277903754
VSA_EState9,22.837757204248906
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.04833333333333343
ETA_dAlpha_B,0.0
FilterItLogS,-5.051684948041438
SpDiam_Dzare,90.40733276251163
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6770114942528735
ETA_epsilon_2,0.8466666666666663
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5666666666666669
ETA_epsilon_5,0.8206349206349204
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.23415435139573038
ETA_dEpsilon_B,0.11034482758620667
ETA_dEpsilon_C,-0.1238095238095237
ETA_dEpsilon_D,0.02603174603174596
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.85
MDEDescriptor,"0.0,0.0,0.0,0.0,7.594917241001272,12.065961097024305,0.0,3.3865457448640486,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0"
APolDescriptor,41.535137
BCUTDescriptor,"11.99796655815721,78.91833739964264,-0.25408704937043886,0.25151103985235,6.986239264767314,13.886816863616742"
BPolDescriptor,21.864862999999996
TPSADescriptor,95.67999999999999
ALOGPDescriptor,"3.3218,11.03435524,81.6767"
XLogPDescriptor,2.303
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,367.92888170000003
ChiPathDescriptor,"14.164925939000156,9.560480075219147,9.207227642458063,7.311474287204021,6.084400556963617,4.79671056074191,3.0052852069320437,1.8220159494802202,12.683208274822318,7.660251258617439,6.956056511664752,4.78810919648824,3.511856748018229,2.494143581508123,1.0870202324293265,0.5847815503298277"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3281514103739474,0.46981901679205784,0.0,0.0,0.10206207261596577,0.30847974087913793,0.26475677021754396"
AtomCountDescriptor,29
BondCountDescriptor,22
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.9529056143654568,0.20412414523193154,0.4845444760172924,0.10206207261596577,1.3490603441792304,0.025499585890087693,0.1591663472895521,0.01803093010032981"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,1,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.1199999999999997
WeightedPathDescriptor,"40.78667191030874,2.039333595515437,20.114995290953956,4.978145813524932,6.165030685409513"
FractionalPSADescriptor,0.26005025633735124
WienerNumbersDescriptor,"792.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.7185126887162983,5.667226330768484,7.901912103792964,2.157423282133254,2.7304525225343337,3.126115859916891"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.01171875,3.276621058893516"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,581.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"77.78249554185027,40.386831048671525,70.76345161768502,57.89618572371718,54.53785281768079"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.28747227860368774,-0.15300312039588349,0.015644021627704008,0.068776395720923,-0.1817636442275087"
EccentricConnectivityIndexDescriptor,339
AutocorrelationDescriptorPolarizability,"1952.4220453619128,2293.369610825948,3250.7924116545933,2887.836611557026,2548.2996635876925"
