DLiP-ID,P000LP
DLiP-Mol-ID,26672
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20N2O4/c1-12(21)15-10-20(16-7-3-2-6-14(15)16)11-17(22)19-8-4-5-13(9-19)18(23)24/h2-3,6-7,10,13H,4-5,8-9,11H2,1H3,(H,23,24)/t13-/m0/s1"
Standard Inchi Key(RDKit),ZYTILVPFRSHVDL-ZDUSSCGKSA-N
Canonical SMILES(RDKit),CC(=O)c1cn(CC(=O)N2CCC[C@H](C(=O)O)C2)c2ccccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),328.368
MW Monoisotopic(RDKit),328.14230712
MolLogP(RDKit),2.1671
XLogP(SDF),
XLogP(CDK),1.504
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),79.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.87242651212625
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CREBBP/H4
Common Target Pref Name,CREBBP/H4
RDKit Descriptors
Ipc,333106.34745980427
qed,0.8724265121262499
Chi0,17.26722023457211
Chi1,11.469234250586762
TPSA,79.61
Chi0n,13.56602117896196
Chi0v,13.56602117896196
Chi1n,8.06482552664366
Chi1v,8.06482552664366
Chi2n,6.261154961286472
Chi2v,6.261154961286472
Chi3n,4.596822652956507
Chi3v,4.596822652956507
