DLiP-ID,I0012H
ATS0pe,238.79540000000003
ATS0se,295.70184499999993
ATS1dv,230.33333333333331
ATS1pe,253.49670000000003
ATS1se,305.7258439999998
ATS2dv,417.0
ATS2pe,432.42529999999994
ATS2se,529.2165580000001
ATS3dv,340.0
ATS3pe,499.126
ATS3se,612.6761839999997
ATS4dv,317.66666666666663
ATS4pe,578.6690000000001
ATS4se,712.800712
ATS5dv,267.33333333333337
ATS5pe,593.62
ATS5se,735.1062840000001
ATS6dv,218.66666666666669
ATS6pe,524.2348999999999
ATS6se,663.4400959999999
ATS7dv,244.0
ATS7pe,471.1086000000001
ATS7se,588.3262239999999
ATS8dv,34.0
ATS8pe,438.51199999999994
ATS8se,555.293136
ATSC0Z,427.57894736842115
ATSC0c,0.4212131235476344
ATSC0d,27.26315789473684
ATSC0i,58.279492825419936
ATSC0m,1945.7815953947368
ATSC0p,11.401874637306316
ATSC0s,73.00966762327626
ATSC0v,1948.5898919718238
ATSC1Z,116.90581717451516
ATSC1c,-0.1970969006737252
ATSC1d,13.70360110803324
ATSC1i,-3.409520191791168
ATSC1m,503.1480421738236
ATSC1p,-0.8747263836322151
ATSC1s,-17.31617022949132
ATSC1v,27.762054667681237
ATSC2Z,170.3850415512465
ATSC2c,0.05260122547966114
ATSC2d,6.055401662049862
ATSC2i,10.203348378978877
ATSC2m,803.3459852409976
ATSC2p,3.167396943622438
ATSC2s,43.073568932891035
ATSC2v,739.8430879500229
ATSC3Z,-45.18836565096957
ATSC3c,-0.0502742327461911
ATSC3d,-11.27700831024931
ATSC3i,10.82338500209785
ATSC3m,-180.90979791551197
ATSC3p,1.5967706011039864
ATSC3s,-9.649800840904515
ATSC3v,257.16025207485154
ATSC4Z,-327.5817174515236
ATSC4c,0.12087571124077798
ATSC4d,-15.307479224376731
ATSC4i,-27.005971992341113
ATSC4m,-1470.4233356980608
ATSC4p,-6.648669793183322
ATSC4s,-11.776206781573821
ATSC4v,-954.3254636781859
ATSC5Z,-276.4432132963989
ATSC5c,-0.12122003861060666
ATSC5d,2.3822714681440447
ATSC5i,-8.579399403334005
ATSC5m,-1291.8842394397502
ATSC5p,-1.8078173866547202
ATSC5s,-58.153858416549824
ATSC5v,-1066.6721016203044
ATSC6Z,205.77562326869807
ATSC6c,-0.2632823701047707
ATSC6d,-10.484764542936285
ATSC6i,-14.586414518940988
ATSC6m,920.2614221544318
ATSC6p,0.23280638823999686
ATSC6s,-3.8668302853869534
ATSC6v,229.48338883134883
ATSC7Z,-88.89473684210526
ATSC7c,0.423908698097838
ATSC7d,-16.578947368421055
ATSC7i,-31.476971832119954
ATSC7m,-389.6807534210526
ATSC7p,-7.999917646631579
ATSC7s,56.03016478954588
ATSC7v,-828.3104039764655
ATSC8Z,-268.2659279778393
ATSC8c,-0.2093483197505569
ATSC8d,2.060941828254849
ATSC8i,12.821965871394198
ATSC8m,-1259.6766285533242
ATSC8p,0.26151595164903696
ATSC8s,-55.829265901853944
ATSC8v,-807.1928651910462
AXp-0d,0.7456924541721796
AXp-1d,0.4459147233361917
AXp-2d,0.29047608528485785
AXp-3d,0.1767572488049054
AXp-4d,0.11811387295067508
AXp-5d,0.0726273284994718
AXp-6d,0.04333284669258263
AXp-7d,0.030019631524366597
GATS1Z,0.8620090520016662
GATS1c,1.4870813320553273
GATS1d,0.8351648351648353
GATS1i,1.3113342600293096
GATS1m,0.8529475923077731
GATS1p,1.3456689928344039
GATS1s,0.7851215976014633
GATS1v,1.0453664732857062
GATS2Z,0.7310827395950994
GATS2c,0.935005407963878
GATS2d,1.1475840336134455
GATS2i,0.9921603971121968
GATS2m,0.7211661431402567
GATS2p,0.8734369686676675
GATS2s,0.5015274990205526
GATS2v,0.7855483808457415
GATS3Z,1.1909481561438722
GATS3c,1.2342757169311973
GATS3d,1.4789377289377288
GATS3i,1.0297985772475962
GATS3m,1.1660047383044716
GATS3p,1.0963671729267261
GATS3s,1.01704556478739
GATS3v,0.937044766178163
GATS4Z,1.540781087586848
GATS4c,1.1137352053704968
GATS4d,1.4702380952380951
GATS4i,1.2791195392858192
GATS4m,1.5112091581995546
GATS4p,1.446148689085053
GATS4s,1.3864668569476093
GATS4v,1.1966068758598627
GATS5Z,1.1179599275742123
GATS5c,1.1534044893342394
GATS5d,0.8245007680491552
GATS5i,1.0285434224850039
GATS5m,1.1337269186462073
GATS5p,0.9333232477742289
GATS5s,1.8688147252186278
GATS5v,1.141717658727911
GATS6Z,0.7228969235280122
GATS6c,1.0229759202568538
GATS6d,1.1207865168539326
GATS6i,1.0278074682853102
GATS6m,0.731752423220919
GATS6p,0.9492895276117319
GATS6s,0.7207983050992828
GATS6v,0.9605630924802573
GATS7Z,1.2387986213687836
GATS7c,0.5442002889928297
GATS7d,1.3482142857142858
GATS7i,1.2544210959791473
GATS7m,1.221351410036224
GATS7p,1.4333240518243746
GATS7s,0.6171485818962734
GATS7v,1.197486502860927
GATS8Z,1.0810621979043138
GATS8c,1.34203076376576
GATS8d,0.5256539235412475
GATS8i,0.7229948288525495
GATS8m,1.1157488520788066
GATS8p,0.6492013961513682
GATS8s,1.8364906612341076
GATS8v,1.0733962077475947
MATS1Z,0.266402807761744
MATS1c,-0.4559286576171116
MATS1d,0.4897534897534897
MATS1i,-0.057002839868243456
MATS1m,0.2519536681216051
MATS1p,-0.07475064663594429
MATS1s,-0.23109495514609824
MATS1v,0.013881939562319564
MATS2Z,0.2226844208880006
MATS2c,0.06978605563462238
MATS2d,0.12411991823756532
MATS2i,0.09783666391948734
MATS2m,0.2307189254301033
MATS2p,0.15523902826397784
MATS2s,0.3296895411117468
MATS2v,0.2121748282296379
MATS3Z,-0.05148720473683549
MATS3c,-0.0581477013853338
MATS3d,-0.20151470151470155
MATS3i,0.09047661362914734
MATS3m,-0.04529570162592883
MATS3p,0.0682268405270682
MATS3s,-0.06439126732248344
MATS3v,0.064294288010494
MATS4Z,-0.3234777613655014
MATS4c,0.12116529272146785
MATS4d,-0.23706563706563707
MATS4i,-0.19565238053862896
MATS4m,-0.31907250529826203
MATS4p,-0.24620654271312242
MATS4s,-0.06810298359828883
MATS4v,-0.20678410560249516
MATS5Z,-0.2641741183695726
MATS5c,-0.11759075322102967
MATS5d,0.03570390667164862
MATS5i,-0.0601508502660569
MATS5m,-0.2712877332842029
MATS5p,-0.06478566862588808
MATS5s,-0.32546089284602986
MATS5v,-0.2236717517812397
MATS6Z,0.20548077827383418
MATS6c,-0.2668784305705322
MATS6d,-0.16420111925729897
MATS6i,-0.10686275773452614
MATS6m,0.2019345892375416
MATS6p,0.00871790679463362
MATS6s,-0.022613528358811228
MATS6v,0.05028337262732429
MATS7Z,-0.10395125553914325
MATS7c,0.5031997751251199
MATS7d,-0.3040540540540541
MATS7i,-0.2700518682138441
MATS7m,-0.10013476187238755
MATS7p,-0.3508158921716383
MATS7s,0.3837174350570723
MATS7v,-0.21254097832209287
MATS8Z,-0.3357951747907434
MATS8c,-0.2660068580986034
MATS8d,0.04045897003643485
MATS8i,0.11775086354615366
MATS8m,-0.3464896197686789
MATS8p,0.012275725565619941
MATS8s,-0.4092670620965412
MATS8v,-0.22170838428395698
MAXaaN,3.90307279856387
MAXaaO,5.137848245779794
MINaaN,3.90307279856387
MINaaO,5.137848245779794
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.4813076341647746
SdssSe,0
SdsssP,0
SpAD_A,24.39131556668285
SpAD_D,159.74177393455562
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.3584547430083145
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,479
TMWC10,114.85034857764782
TSRW10,67.75765866519924
VE1_Dt,4.431152244763075
VE2_Dt,0.22155761223815373
VE3_Dt,2.1818068311947307
VR1_Dt,100.11922002734457
VR2_Dt,5.005961001367228
VR3_Dt,5.299508856715073
Xc-3dv,1.1349372126502635
Xc-4dv,0.05103103630798288
Xc-5dv,0.2779933400201806
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.316047027029408
Xch-7d,0.4272493587897723
Xp-0dv,12.835860927038562
Xp-1dv,7.883744043700962
Xp-2dv,6.41614963539626
Xp-3dv,4.82163593477837
Xp-4dv,3.517585871859744
Xp-5dv,1.9157007611916226
Xp-6dv,1.1885871289179557
Xp-7dv,0.7712570654027014
Xpc-4d,4.293971798846046
Xpc-5d,7.3649558895115135
Xpc-6d,9.785414974983476
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,39
nFRing,0
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,6.633811732640869
AATS0dv,7.380116959064328
AATS0pe,6.284089473684212
AATS0se,7.781627499999998
AATS1dv,5.905982905982905
AATS1pe,6.499915384615385
AATS1se,7.839124205128201
AATS2dv,6.132352941176471
AATS2pe,6.359195588235293
AATS2se,7.782596441176472
AATS3dv,4.358974358974359
AATS3pe,6.399051282051282
AATS3se,7.854822871794868
AATS4dv,3.5296296296296292
AATS4pe,6.429655555555557
AATS4se,7.920007911111111
AATS5dv,2.874551971326165
AATS5pe,6.383010752688172
AATS5se,7.904368645161291
AATS6dv,2.456928838951311
AATS6pe,5.890279775280898
AATS6se,7.454383101123595
AATS7dv,3.210526315789474
AATS7pe,6.1987973684210536
AATS7se,7.741134526315788
AATS8dv,0.4788732394366197
AATS8pe,6.1762253521126755
AATS8se,7.821030084507043
AATSC0Z,11.252077562326873
AATSC0c,0.011084555882832484
AATSC0d,0.7174515235457063
AATSC0i,1.5336708638268404
AATSC0m,51.20477882617728
AATSC0p,0.3000493325606925
AATSC0s,1.9213070427177963
AATSC0v,51.278681367679575
AATSC1Z,2.997585055756799
AATSC1c,-0.005053766683941672
AATSC1d,0.35137438738546767
AATSC1i,-0.087423594661312
AATSC1m,12.901231850610863
AATSC1p,-0.02242888163159526
AATSC1s,-0.4440043648587518
AATSC1v,0.7118475555815702
AATSC2Z,2.505662375753625
AATSC2c,0.0007735474335244285
AATSC2d,0.08905002444190974
AATSC2i,0.15004924086733643
AATSC2m,11.81391154766173
AATSC2p,0.04657936681797703
AATSC2s,0.6334348372483976
AATSC2v,10.880045411029748
AATSC3Z,-0.5793380211662765
AATSC3c,-0.0006445414454639884
AATSC3d,-0.14457702961858088
AATSC3i,0.13876134618074168
AATSC3m,-2.3193563835322046
AATSC3p,0.02047141796287162
AATSC3s,-0.12371539539621172
AATSC3v,3.2969263086519427
AATSC4Z,-3.6397968605724844
AATSC4c,0.0013430634582308665
AATSC4d,-0.1700831024930748
AATSC4i,-0.3000663554704568
AATSC4m,-16.338037063311788
AATSC4p,-0.07387410881314802
AATSC4s,-0.1308467420174869
AATSC4v,-10.603616263090954
AATSC5Z,-2.9725076698537514
