DLiP-ID,C1018T
DLiP-Mol-ID,36594
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H17N3O2S/c1-15-6-8-17(9-7-15)27(25,26)24-20-11-10-18(16-4-2-12-22-14-16)19-5-3-13-23-21(19)20/h2-14,24H,1H3"
Standard Inchi Key(RDKit),VPWYYBNJVIFKDC-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)c3cccnc23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),375.453
MW Monoisotopic(RDKit),375.104147784
MolLogP(RDKit),4.40602
XLogP(SDF),
XLogP(CDK),3.943
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),71.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.573553840798907
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2
Common Target Pref Name,Cyclin-dependent kinases regulatory subunit 1/S-phase kinase-associated protein 2
RDKit Descriptors
Ipc,1811833.8161500075
qed,0.5735538407989066
Chi0,18.855160383312143
Chi1,13.043643322813542
TPSA,71.95
Chi0n,14.624725561856645
Chi0v,15.44122214278437
Chi1n,8.42119463547531
Chi1v,9.904357883069702
Chi2n,6.22050472406382
Chi2v,7.902906965473337
Chi3n,4.317817335633297
Chi3v,5.699227244560825
Chi4n,2.949922454240046
Chi4v,4.016392277751788
MolMR,106.96150000000002
MolWt,375.4530000000001
fr_SH,0
Kappa1,17.178247008472354
Kappa2,6.8112317550729795
Kappa3,3.3904759329367224
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1205.3757681056104
MolLogP,4.4060200000000025
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.8078669632014774
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,4.722094864452088
SMR_VSA7,84.81765289115233
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,157.34213221567293
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,14.690051906346504
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.89528683400505
PEOE_VSA7,42.81902403369567
PEOE_VSA8,29.54020642100102
PEOE_VSA9,16.0995704678176
RingCount,4
SMR_VSA10,26.6136023601722
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,375.1041477840001
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
PEOE_VSA14,0.0
SlogP_VSA1,4.722094864452088
SlogP_VSA2,18.385754026223353
SlogP_VSA3,10.023291153407584
SlogP_VSA4,6.923737199690624
