DLiP-ID,C101UK
fr_phenol_noOrthoHbond,0
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,1
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,441.2052417240007
MZ,0.65
Mi,1.1184463868635826
Mm,0.6126758804429273
Mp,0.686620868263473
Mv,0.6455493893751274
SZ,39.0
Si,67.10678321181496
Sm,36.76055282657564
Sp,41.19725209580838
Sv,38.73296336250765
nB,0
nC,27
nF,0
nH,27
nI,0
nN,3
nO,3
nP,0
nS,0
nX,0
ABC,25.691202749081018
AMW,7.353420695400012
IC0,1.4689955935892813
IC1,3.4079922347474882
IC2,4.472905595320055
IC3,5.256564762130954
IC4,5.681727678869736
IC5,5.681727678869736
MID,67.4544370029358
Mpe,0.9652941176470587
Mse,0.9994537509104153
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,130.0991
SdO,25.886015955395013
SdS,0
Spe,57.917647058823526
SsF,0
SsI,0
Sse,59.96722505462492
StN,0
fMF,0.48333333333333334
nBr,0
nCl,0
AMID,2.044073848573812
BIC0,0.23583855407939858
BIC1,0.5471329964937823
BIC2,0.7180985380333754
BIC3,0.8439103822610183
BIC4,0.912167773889307
BIC5,0.912167773889307
CIC0,4.437895002019237
CIC1,2.4988983608610305
CIC2,1.4339850002884633
CIC3,0.6503258334775648
CIC4,0.22516291673878275
CIC5,0.22516291673878275
GGI1,6.0
GGI2,3.7777777777777795
GGI3,2.0416666666666665
GGI4,1.7016666666666669
GGI5,0.9897222222222222
GGI6,0.6433560090702947
GGI7,0.7239937641723356
GGI8,0.4225324389014865
GGI9,0.3456404320987655
JGI1,0.16666666666666666
JGI2,0.07709750566893427
JGI3,0.04166666666666666
JGI4,0.038674242424242423
JGI5,0.021515700483091784
JGI6,0.013403250188964473
JGI7,0.014775382942292562
JGI8,0.008125623825028586
JGI9,0.007200842335390947
MIC0,13.23325644386201
MIC1,29.92636383265885
MIC2,38.077930739659486
MIC3,42.81239341934836
MIC4,43.240957639421055
MIC5,43.240957639421055
MPC2,49
MPC3,63
MPC4,79
MPC5,94
MPC6,91
MPC7,100
MPC8,115
MPC9,116
Mare,0.9774
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.15986331120511685
RPCG,0.1465461232211237
SIC0,0.2486918573845615
SIC1,0.5769519816874824
SIC2,0.7572352192616264
SIC3,0.889903863470732
SIC4,0.9618813124952441
SIC5,0.9618813124952441
SaaN,0
SaaO,0
SaaS,0
Sare,58.644000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.375210695389267
SssS,0
StCH,0
StsC,0
TIC0,88.13973561535688
TIC1,204.4795340848493
TIC2,268.3743357192033
TIC3,315.39388572785725
TIC4,340.90366073218416
TIC5,340.90366073218416
Vabc,410.2456794756516
WPol,49
apol,68.79941099999999
bpol,32.26858899999999
nRot,7
ABCGG,20.29956838792755
ATS0Z,1338.0
ATS0d,197.0
ATS0i,9606.298264922225
ATS0m,5279.0571450000025
ATS0p,92.86446043092299
ATS0s,247.27777777777777
ATS0v,13653.332297425142
ATS1Z,1545.0
ATS1d,246.0
ATS1i,9159.841065708506
ATS1m,5861.878844000003
ATS1p,117.81624034000004
ATS1s,198.58333333333337
ATS1v,17162.99705817249
ATS2Z,2232.0
ATS2d,385.0
ATS2i,15968.491994616883
ATS2m,8321.178377000006
ATS2p,174.47886176079206
ATS2s,331.77777777777766
ATS2v,24651.175493397062
ATS3Z,2410.0
ATS3d,428.0
ATS3i,20964.30266099643
ATS3m,8709.007196999999
ATS3p,197.85143336703692
ATS3s,392.3333333333332
ATS3v,27160.114064655256
ATS4Z,2345.0
ATS4d,423.0
ATS4i,24714.301243992573
ATS4m,8227.259075999998
ATS4p,192.13996437552706
ATS4s,447.63888888888886
ATS4v,26171.42390661886
ATS5Z,2410.0
ATS5d,405.0
ATS5i,24055.273631949018
ATS5m,8704.83267
ATS5p,180.38296676571503
ATS5s,516.7500000000001
ATS5v,24830.585770720198
ATS6Z,2425.0
ATS6d,403.0
ATS6i,23066.01016931397
ATS6m,8792.615512
ATS6p,175.78600238946999
ATS6s,487.9444444444444
ATS6v,24925.933874534163
ATS7Z,2472.0
ATS7d,404.0
ATS7i,22732.165442882186
ATS7m,8922.548965
ATS7p,185.512985925829
ATS7s,475.6944444444444
ATS7v,26229.66982636157
ATS8Z,2521.0
ATS8d,427.0
ATS8i,23963.50591753042
ATS8m,9201.600064000002
ATS8p,197.775561786564
ATS8s,473.8611111111111
ATS8v,27575.537295450195
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,14
C2SP3,2
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.18518518518518517
GGI10,0.23824507703295583
JGI10,0.005956126925823896
JGT10,0.39508200812710226
Kier1,26.074074074074073
Kier2,12.807996668054978
Kier3,7.2562358276643995
MAXdO,13.297542079733638
MID_C,55.765611777523084
MID_N,6.119711466709104
MID_O,5.56911375870361
MID_X,0.0
MID_h,11.688825225412714
MINdO,12.588473875661375
MPC10,124
MWC01,36.0
MWC02,5.14166355650266
MWC03,5.978885764901122
MWC04,6.840546529288687
MWC05,7.693937325509272
MWC06,8.559294367434873
MWC07,9.419709489868552
MWC08,10.287763071961688
MWC09,11.152428942378648
MWC10,12.022780617981773
NaaCH,13
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,5.260940000000004
SRW02,4.290459441148391
SRW03,0.0
SRW04,5.594711379601839
SRW05,2.3978952727983707
SRW06,7.085901464365611
SRW07,4.727387818712341
SRW08,8.660947155060933
SRW09,6.823286122355687
SRW10,10.278940088798224
SaaCH,25.01311689011933
SaaNH,3.224697152823332
SaaSe,0
SaaaC,1.9952645211586968
SaasC,4.489820859990795
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9354702590912896
SdssS,0
SsCH3,3.886579600721015
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.760930228381527
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.365972259070414
VE1_D,5.654028349589518
VE2_A,0.13230218966880042
VE2_D,0.17133419241180356
VE3_A,2.6677633727253087
VE3_D,2.926290741807937
VR1_A,841.0400387373412
VR1_D,221.23760467222655
VR2_A,25.48606177991943
VR2_D,6.704169838552319
VR3_A,7.9285617357988665
VR3_D,6.593159726710734
WPath,3351
Xc-3d,1.9720715879892008
Xc-4d,0.0
Xc-5d,0.4463839834155875
Xc-6d,0.0
Xp-0d,23.208531534440656
Xp-1d,16.00804039084698
Xp-2d,14.226175429778783
Xp-3d,11.814118631183645
Xp-4d,9.567814492248694
Xp-5d,7.603489641322639
Xp-6d,4.685081951133293
Xp-7d,3.220864374456396
ZMIC0,107.70220131099808
ZMIC1,65.92957344660005
ZMIC2,39.980220630008105
ZMIC3,26.362727663697484
ZMIC4,24.003222064819145
ZMIC5,24.003222064819145
nAcid,0
nAtom,60
nBase,0
nRing,4
piPC1,3.912023005428146
piPC2,4.502583597212991
piPC3,5.047449267218972
piPC4,5.585608737685998
piPC5,6.043374838613658
piPC6,6.116133542255774
piPC7,6.400244467649861
piPC8,6.736433934890796
piPC9,6.6855731793875615
AATS0Z,22.3
AATS0d,3.283333333333333
AATS0i,160.10497108203708
AATS0m,87.98428575000004
AATS0p,1.5477410071820499
AATS0s,4.121296296296296
AATS0v,227.55553829041904
AATS1Z,24.523809523809526
AATS1d,3.9047619047619047
AATS1i,145.39430263029374
AATS1m,93.04569593650798
AATS1p,1.8700990530158736
AATS1s,3.1521164021164028
AATS1v,272.4285247328966
AATS2Z,21.056603773584907
AATS2d,3.6320754716981134
AATS2i,150.6461508926121
AATS2m,78.50168280188684
AATS2p,1.6460269977433213
AATS2s,3.129979035639412
AATS2v,232.5582593716704
AATS3Z,17.720588235294116
AATS3d,3.1470588235294117
AATS3i,154.14928427203256
AATS3m,64.036817625
AATS3p,1.4547899512282125
AATS3s,2.8848039215686265
AATS3v,199.7067210636416
AATS4Z,15.326797385620916
AATS4d,2.764705882352941
AATS4i,161.53138067969002
AATS4m,53.77293513725489
AATS4p,1.2558167606243598
AATS4s,2.925744371822803
AATS4v,171.05505821319517
AATS5Z,16.174496644295303
AATS5d,2.7181208053691277
AATS5i,161.4447894761679
AATS5m,58.42169577181208
AATS5p,1.210623938024933
AATS5s,3.468120805369128
AATS5v,166.64822664912884
AATS6Z,17.077464788732396
AATS6d,2.8380281690140845
AATS6i,162.43669133319696
AATS6m,61.919827549295775
AATS6p,1.237929594292042
AATS6s,3.4362284820031297
AATS6v,175.534745595311
AATS7Z,17.53191489361702
AATS7d,2.8652482269503547
AATS7i,161.22103150980274
AATS7m,63.28048911347518
AATS7p,1.3156949356441774
AATS7s,3.3737194641449957
AATS7v,186.0260271373161
AATS8Z,16.695364238410598
AATS8d,2.827814569536424
AATS8i,158.69871468563193
AATS8m,60.93774876821193
AATS8p,1.309771932361351
AATS8s,3.1381530537159676
AATS8v,182.61945228774962
AMID_C,1.6898670235613056
AMID_N,0.185445802021488
AMID_O,0.16876102299101847
AMID_X,0.0
AMID_h,0.3542068250125065
ATS0dv,436.0
ATS0pe,369.47309999999993
ATS0se,455.6525159999999
ATS1dv,443.0
ATS1pe,405.369
ATS1se,484.47300799999977
ATS2dv,609.0
ATS2pe,670.0359000000001
ATS2se,812.0571479999996
ATS3dv,558.0
ATS3pe,843.9022000000002
ATS3se,1034.136228
ATS4dv,570.0
ATS4pe,953.1259999999997
ATS4se,1179.0063599999999
ATS5dv,668.0
ATS5pe,923.5764999999998
ATS5se,1145.8181920000002
ATS6dv,652.0
ATS6pe,899.1622000000001
ATS6se,1110.418328
ATS7dv,680.0
ATS7pe,898.4111999999999
ATS7se,1103.639988
ATS8dv,613.0
ATS8pe,926.4355
ATS8se,1149.4449519999998
ATSC0Z,425.4000000000001
ATSC0c,1.1172262052688349
ATSC0d,33.64999999999999
ATSC0i,89.70485774913757
ATSC0m,2029.89674565
ATSC0p,13.975144531807654
ATSC0s,76.137037037037
ATSC0v,3063.6983865392513
ATSC1Z,15.029999999999996
ATSC1c,-0.7972055797534164
ATSC1d,11.61750000000001
ATSC1i,-1.0426146304932513
ATSC1m,73.30845746750015
ATSC1p,0.2930527007557713
ATSC1s,-4.8151851851851895
ATSC1v,123.02001382345983
ATSC2Z,30.05999999999999
ATSC2c,0.38941280289446095
ATSC2d,-6.214999999999995
ATSC2i,-0.42070056524047406
ATSC2m,131.22795273500017
ATSC2p,0.11372751626253841
ATSC2s,15.430123456790122
ATSC2v,-82.84217842606026
ATSC3Z,-96.14000000000003
ATSC3c,0.19360424140424856
ATSC3d,-13.539999999999997
ATSC3i,-39.71047832704451
ATSC3m,-472.4562791399997
ATSC3p,-6.102090994406535
ATSC3s,-10.42913580246914
ATSC3v,-1207.8841434003953
ATSC4Z,-175.56999999999994
ATSC4c,-0.9192112109370295
ATSC4d,-6.9075
ATSC4i,-7.121229224505939
ATSC4m,-829.4097103575002
ATSC4p,-3.2597401668594577
ATSC4s,-30.485555555555557
ATSC4v,-827.6369909550004
ATSC5Z,148.38999999999996
ATSC5c,0.7602129330872732
ATSC5d,3.8025
ATSC5i,-19.543975387753413
ATSC5m,683.3082930525002
ATSC5p,-1.6047345237714474
ATSC5s,54.238395061728376
ATSC5v,80.94792406191003
ATSC6Z,64.72
ATSC6c,-0.13519785540956342
ATSC6d,5.8450000000000015
ATSC6i,-5.141531065374696
ATSC6m,319.72907939500004
ATSC6p,1.894276433368794
ATSC6s,-20.992839506172853
ATSC6v,554.381890769487
ATSC7Z,-59.489999999999995
ATSC7c,-0.10324778216582706
ATSC7d,2.472500000000002
ATSC7i,22.565147641222907
ATSC7m,-274.43248607749996
ATSC7p,0.7693753926784219
ATSC7s,-19.206296296296305
ATSC7v,54.73210780319739
ATSC8Z,168.91
ATSC8c,0.24804678488749704
ATSC8d,-1.7524999999999995
ATSC8i,4.073192461399533
ATSC8m,809.4008460475001
ATSC8p,2.3899694940275475
ATSC8s,10.580123456790117
ATSC8v,1012.271799679883
AXp-0d,0.7032888343769895
AXp-1d,0.4446677886346383
AXp-2d,0.29033011081181187
AXp-3d,0.18752569255847054
AXp-4d,0.12111157585124929
AXp-5d,0.0808881876736451
AXp-6d,0.051484417045420804
AXp-7d,0.03220864374456396
GATS1Z,0.8035387795613463
GATS1c,1.7635287826478272
GATS1d,0.7792636618788181
GATS1i,1.1503432451419515
GATS1m,0.807381697723522
GATS1p,0.9944734820911224
GATS1s,0.5946850452979754
GATS1v,0.9156781249258914
GATS2Z,0.8596348830401573
GATS2c,0.8382227101512592
GATS2d,1.3563598643079429
GATS2i,1.0769739874226416
GATS2m,0.8652425121625509
GATS2p,0.997165785405771
GATS2s,0.5277812451526865
GATS2v,0.9781772226505219
GATS3Z,1.0345885533338863
GATS3c,1.0153963220963613
GATS3d,1.3150074294205056
GATS3i,1.236231686540602
GATS3m,1.038697969988367
GATS3p,1.1774356637852799
GATS3s,0.9283669474259524
GATS3v,1.1387638963121847
GATS4Z,1.1861423773395894
GATS4c,1.6924492723247546
GATS4d,1.105866814283911
GATS4i,1.0659201769039195
GATS4m,1.1795090133641895
GATS4p,1.0227934317442822
GATS4s,1.3625087871408723
GATS4v,1.0348944035607843
GATS5Z,0.90429694279052
GATS5c,1.1441614825610826
GATS5d,1.0414152796752998
GATS5i,1.059120258011385
GATS5m,0.9036491789485948
GATS5p,1.0005102420360277
GATS5s,1.1035076639091246
GATS5v,0.9411584001693821
GATS6Z,1.0074776349682484
GATS6c,1.4970151954345114
GATS6d,1.0433627022162697
GATS6i,1.023535859249354
GATS6m,0.995759619040919
GATS6p,0.8725009671046153
GATS6s,2.0675862956108992
GATS6v,0.8400563677723485
GATS7Z,1.099215756884634
GATS7c,1.5208132855769254
GATS7d,0.9948046747389169
GATS7i,0.9429724109245218
GATS7m,1.0894181871257989
GATS7p,0.9003019654905993
GATS7s,1.689447555784177
GATS7v,0.8999462066681977
GATS8Z,0.8560388819871907
GATS8c,1.182252428138827
GATS8d,1.1205140568572078
GATS8i,0.9384029329762132
GATS8m,0.8522176597356139
GATS8p,0.9176740947322717
GATS8s,1.2265266629017622
GATS8v,0.8438696780613567
MATS1Z,0.033649002619383424
MATS1c,-0.6795789480307379
MATS1d,0.32880492464444955
MATS1i,-0.011069259120083984
MATS1m,0.03439464528927052
MATS1p,0.019971014225173882
MATS1s,-0.06023206091309421
MATS1v,0.03824198832426534
MATS2Z,0.03999787103813501
MATS2c,0.1972942813384654
MATS2d,-0.10454456250525662
MATS2i,-0.0026546209580431074
MATS2m,0.03659298109886918
MATS2p,0.0046063255848601495
MATS2s,0.11471463147566688
MATS2v,-0.015305618632407094
MATS3Z,-0.09970546751846014
MATS3c,0.07645151493120075
MATS3d,-0.1775194476007342
MATS3i,-0.19529966507153332
MATS3m,-0.10268334790176287
MATS3p,-0.192634785421594
MATS3s,-0.060431683496962596
MATS3v,-0.17393685540528417
MATS4Z,-0.16184997741456705
MATS4c,-0.32265174499236526
MATS4d,-0.08049995629752645
MATS4i,-0.03113141229631798
MATS4m,-0.16023411567171392
MATS4p,-0.09147164627101272
MATS4s,-0.15702108055364003
MATS4v,-0.10593847204108513
MATS5Z,0.14046629622968348
MATS5c,0.27400540005241997
MATS5d,0.04550395404728902
MATS5i,-0.08773278728261338
MATS5m,0.13555256073491878
MATS5p,-0.046239365910110346
MATS5s,0.28686386158897526
MATS5v,0.010639585029399188
MATS6Z,0.06428415343967896
MATS6c,-0.05113186043166706
MATS6d,0.07339430341334788
MATS6i,-0.024218063207038985
MATS6m,0.06655353007490221
MATS6p,0.05727300287671516
MATS6s,-0.11650327122045413
MATS6v,0.07645852815290463
MATS7Z,-0.0595084476187618
MATS7c,-0.03932527383115886
MATS7d,0.03126679523252508
MATS7i,0.10704203458501203
MATS7m,-0.05752991208041964
MATS7p,0.02342686212463305
MATS7s,-0.10734449827619943
MATS7v,0.007602007672160935
MATS8Z,0.15777281685799413
MATS8c,0.08821994678814511
MATS8d,-0.02069413420190311
MATS8i,0.018042357029102382
MATS8m,0.158439699411688
MATS8p,0.06795326877888766
MATS8s,0.05521652443037562
MATS8v,0.13128812122565683
MAXssO,5.375210695389267
MINssO,5.375210695389267
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,43.13630876064422
SpAD_D,420.7715120979761
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.45060694686506375
SssNH2,0
SsssAs,0
SsssCH,-0.8134392584194174
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,900
TMWC10,146.09700966582727
TSRW10,82.8595287428414
VE1_Dt,5.621384282937785
VE2_Dt,0.17034497827084197
VE3_Dt,2.920500415737795
VR1_Dt,224.61407161991167
VR2_Dt,6.8064870187852025
VR3_Dt,6.6083061607283495
Xc-3dv,0.9180802090874545
Xc-4dv,0.0
Xc-5dv,0.14329823286480936
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4575609329252077
Xch-7d,0.6432484793287376
Xp-0dv,18.721862202419448
Xp-1dv,10.90315398788915
Xp-2dv,8.07833566446645
Xp-3dv,5.649608323573569
Xp-4dv,3.8586706224498872
Xp-5dv,2.446981758277345
Xp-6dv,1.3255873006023513
Xp-7dv,0.7366764944862305
Xpc-4d,4.591258737594893
Xpc-5d,6.954195075951661
Xpc-6d,10.153607962307454
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,63
nFRing,1
nHBAcc,3
nHBDon,3
nHRing,1
nSpiro,0
naRing,4
piPC10,6.898868249810819
AATS0dv,7.266666666666667
AATS0pe,6.1578849999999985
AATS0se,7.594208599999998
AATS1dv,7.031746031746032
AATS1pe,6.434428571428572
AATS1se,7.690047746031742
AATS2dv,5.745283018867925
AATS2pe,6.3210933962264155
AATS2se,7.660916490566034
AATS3dv,4.102941176470588
AATS3pe,6.205163235294119
AATS3se,7.603942852941177
AATS4dv,3.7254901960784315
AATS4pe,6.2295816993464035
AATS4se,7.705923921568626
AATS5dv,4.483221476510067
AATS5pe,6.198499999999998
AATS5se,7.690054979865773
AATS6dv,4.591549295774648
AATS6pe,6.332128169014085
AATS6se,7.81984738028169
AATS7dv,4.822695035460993
AATS7pe,6.371710638297872
AATS7se,7.827233957446808
AATS8dv,4.059602649006623
AATS8pe,6.135334437086093
AATS8se,7.612218225165562
AATSC0Z,7.090000000000002
AATSC0c,0.018620436754480583
AATSC0d,0.5608333333333332
AATSC0i,1.4950809624856263
AATSC0m,33.8316124275
AATSC0p,0.23291907553012756
AATSC0s,1.26895061728395
AATSC0v,51.061639775654186
AATSC1Z,0.23857142857142852
AATSC1c,-0.0126540568214828
AATSC1d,0.18440476190476207
AATSC1i,-0.016549438579257957
AATSC1m,1.1636263090079388
AATSC1p,0.004651630170726528
AATSC1s,-0.07643151087595539
AATSC1v,1.95269863211841
AATSC2Z,0.2835849056603773
AATSC2c,0.003673705687683594
AATSC2d,-0.05863207547169807
AATSC2i,-0.003968873256985604
AATSC2m,1.2379995541037752
AATSC2p,0.0010729010968164002
AATSC2s,0.14556720242254834
AATSC2v,-0.7815299851515118
AATSC3Z,-0.7069117647058826
AATSC3c,0.0014235605985606513
AATSC3d,-0.09955882352941174
AATSC3i,-0.2919888112282685
AATSC3m,-3.4739432289705863
AATSC3p,-0.04486831613534217
AATSC3s,-0.07668482207697898
AATSC3v,-8.88150105441467
AATSC4Z,-1.1475163398692807
AATSC4c,-0.006007916411353134
AATSC4d,-0.04514705882352941
AATSC4i,-0.04654398185951594
AATSC4m,-5.420978499068629
AATSC4p,-0.021305491286663123
AATSC4s,-0.19925199709513436
AATSC4v,-5.409392097745101
AATSC5Z,0.9959060402684561
AATSC5c,0.005102100222062237
