DLiP-ID,T0001B
DLiP-Mol-ID,15300
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H24N2O5S/c1-2-3-8-17-24(20,21)15-6-4-14(5-7-15)23-13-16(19)18-9-11-22-12-10-18/h4-7,17H,2-3,8-13H2,1H3"
Standard Inchi Key(RDKit),ACRWDIGNAZFRJH-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCNS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),356.444
MW Monoisotopic(RDKit),356.140592868
MolLogP(RDKit),1.0026
XLogP(SDF),
XLogP(CDK),1.05
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),84.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.702677586836493
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,241552.48029329255
qed,0.7026775868364927
Chi0,17.416002794556718
Chi1,11.526005232608497
TPSA,84.94
Chi0n,13.862958664534023
Chi0v,14.67945524546175
Chi1n,8.107498415248166
Chi1v,9.59066166284256
Chi2n,5.504566539155722
Chi2v,7.271519769928122
Chi3n,3.682546530053582
Chi3v,5.159478469809607
Chi4n,2.230775184069244
Chi4v,3.3048959065140786
MolMR,89.43250000000005
MolWt,356.44400000000013
fr_SH,0
Kappa1,18.695135578907863
Kappa2,9.003361490004163
Kappa3,5.467323157059734
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,624.3727846999691
MolLogP,1.0026000000000004
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.8587171971248933
SMR_VSA1,22.686060076000857
SMR_VSA2,0.0
SMR_VSA3,9.622004595302567
SMR_VSA4,0.0
SMR_VSA5,24.660863921060418
SMR_VSA6,39.45491511127648
SMR_VSA7,24.26546827384644
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,142.53407741521787
NHOHCount,1
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.139891848781026
