DLiP-ID,P000FB
DLiP-Mol-ID,25640
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H13ClN2O/c1-8(17)16-5-4-13-11(7-16)10-6-9(14)2-3-12(10)15-13/h2-3,6,15H,4-5,7H2,1H3"
Standard Inchi Key(RDKit),SHHTZAIHGFNPTK-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)N1CCc2[nH]c3ccc(Cl)cc3c2C1
SMILES(SDF),
MW(SDF),
MW(RDKit),248.713
MW Monoisotopic(RDKit),248.071640716
MolLogP(RDKit),2.7259
XLogP(SDF),
XLogP(CDK),2.424
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),36.1
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.764683311704209
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,11952.67621371206
qed,0.7646833117042086
Chi0,11.991199352633217
Chi1,8.147867045540842
TPSA,36.1
Chi0n,9.586797510101569
Chi0v,10.342726456120024
Chi1n,5.6943093644193326
Chi1v,6.07227383742856
Chi2n,4.462585788334225
Chi2v,4.89902156880621
Chi3n,3.3825905430633676
Chi3v,3.6176876458511065
Chi4n,2.4551615422204307
Chi4v,2.627264566173298
MolMR,68.10370000000003
MolWt,248.713
fr_SH,0
Kappa1,10.659988740851942
Kappa2,3.773748558246828
Kappa3,1.706529249528233
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,602.7304240226939
MolLogP,2.725900000000001
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1315281510748556
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
