DLiP-ID,C002VZ
AATSC6c,0.00031017734649228416
AATSC6d,-0.010184151785714286
AATSC6i,0.09458853936256463
AATSC6m,-11.224960999999999
AATSC6p,-0.006096804308040075
AATSC6s,0.05898668750892117
AATSC6v,1.436988918595263
AATSC7Z,-2.2053328804347827
AATSC7c,-5.600838094115692e-05
AATSC7d,-0.11315387228260869
AATSC7i,-0.06892204735080916
AATSC7m,-10.361967652173913
AATSC7p,-0.025961983736875725
AATSC7s,-0.06846709889796757
AATSC7v,-7.698431085659019
AATSC8Z,-3.241159539473684
AATSC8c,-0.0006793549708888333
AATSC8d,-0.059056332236842105
AATSC8i,-0.3489460189075856
AATSC8m,-15.428439684210526
AATSC8p,-0.08095355726769267
AATSC8s,-0.11284596880289427
AATSC8v,-17.8898804461178
ATS0are,196.1285
ATS1are,217.0498
ATS2are,354.0231
ATS3are,410.68809999999996
ATS4are,458.0978
ATS5are,407.11400000000003
ATS6are,370.005
ATS7are,276.37
ATS8are,219.683
ATSC0dv,124.4922839506173
ATSC0pe,2.802487499999999
ATSC0se,1.6341474687499995
ATSC1dv,75.84731867283952
ATSC1pe,0.6394507812499994
ATSC1se,0.3656040957031247
ATSC2dv,54.326051311728406
ATSC2pe,1.391925390624998
ATSC2se,0.509811852539062
ATSC3dv,-40.22376543209876
ATSC3pe,0.060493749999999014
ATSC3se,0.24128603124999928
ATSC4dv,-71.31356095679013
ATSC4pe,0.21729765625000053
ATSC4se,0.37549594726562474
ATSC5dv,-62.04301697530865
ATSC5pe,-1.2605796874999988
ATSC5se,-0.5631526523437494
ATSC6dv,2.9073591820987588
ATSC6pe,-0.9168785156249998
ATSC6se,-0.7373907978515624
ATSC7dv,-48.63589891975309
ATSC7pe,-1.0765007812499994
ATSC7se,-0.5828898613281248
ATSC8dv,-11.850019290123463
ATSC8pe,-0.7603101562499988
ATSC8se,-0.3323624628906246
AXp-0dv,0.6174815198834745
AXp-1dv,0.3050641858718883
AXp-2dv,0.16098718641490833
AXp-3dv,0.08126644252410918
AXp-4dv,0.04143981382409181
AXp-5dv,0.022147747982227888
AXp-6dv,0.010665159656555007
AXp-7dv,0.0056095845957569515
BertzCT,759.2071668979434
ECIndex,296
ETA_eta,13.915160309804183
GATS1dv,0.33463734689993546
GATS1pe,0.5148687497425474
GATS1se,0.5142215282849022
GATS2dv,0.769335792531371
GATS2pe,0.5657329958198947
GATS2se,0.6362367344472915
GATS3dv,1.1809308797461289
GATS3pe,1.0043502089661418
GATS3se,0.9661127249856715
GATS4dv,1.2645617317184543
GATS4pe,0.975199759190767
GATS4se,0.8791087950349108
GATS5dv,1.1855167721908957
GATS5pe,1.108673413299057
GATS5se,1.0143514535821283
GATS6dv,0.904160795769924
GATS6pe,1.2321746192459266
GATS6se,1.4106500389707815
GATS7dv,1.2019846580286109
GATS7pe,1.2855504727263842
GATS7se,1.3173505889780384
GATS8dv,0.9783284803969859
GATS8pe,1.1597070365823967
GATS8se,1.10230544010494
LogEE_A,3.8966513316140388
LogEE_D,72.34792600767764
MATS1dv,0.573414748502815
MATS1pe,0.21475065612666047
MATS1se,0.2105672707064066
MATS2dv,0.24498575217903693
MATS2pe,0.27883507000320723
MATS2se,0.1751434116578698
MATS3dv,-0.16155123898302978
MATS3pe,0.010792867051146354
MATS3se,0.07382627206667126
MATS4dv,-0.24771251399159816
MATS4pe,0.03352969604826224
MATS4se,0.09936473234499481
MATS5dv,-0.23452629306981806
MATS5pe,-0.21167408260990817
MATS5se,-0.16217203033111932
MATS6dv,0.011862212045673236
MATS6pe,-0.16617953565486784
MATS6se,-0.22920067742217842
MATS7dv,-0.271773219512642
MATS7pe,-0.267216217269712
MATS7se,-0.2481346432552693
MATS8dv,-0.08015728602660974
MATS8pe,-0.22846174486434837
MATS8se,-0.17127229006474298
MAXaaCH,2.0615915532879816
MAXaaaC,0.9727546296296299
MAXaasC,1.2182041376221273
MAXaasN,1.8812962962962962
MAXsCH3,2.0605972327202484
MDEC-11,0.4749571257964983
MDEC-12,2.8980741290212744
MDEC-13,5.984785516013302
MDEC-22,3.3019272488946267
MDEC-23,8.515117035530498
MDEC-33,7.793394923146613
MDEN-22,1.3103706971044482
MDEN-23,1.1905507889761497
MINaaCH,2.039988662131519
MINaaaC,0.7011496913580247
MINaasC,0.34218673889308815
MINaasN,1.8812962962962962
MINsCH3,1.9164917695473251
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2184873949579833
SM1_Dzi,1.0326592544260307
SM1_Dzm,1.2311854812066063
SM1_Dzp,-1.838782318598832
SM1_Dzv,-1.1940098832361057
SddssSe,0
SpAD_Dt,322.01809962916786
SpAbs_A,24.564439770397783
SpAbs_D,144.69585201535529
SpMAD_A,1.2928652510735674
SpMAD_D,7.615571158702911
SpMax_A,2.5162440109693076
SpMax_D,72.34792600767764
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,43.6
TpiPC10,9.01481768745983
VAdjMat,5.392317422778761
VE1_DzZ,4.281525251520161
VE1_Dzi,4.274256307394492
VE1_Dzm,4.281558592138795
VE1_Dzp,4.300865492655724
VE1_Dzv,4.296003459659907
VE2_DzZ,0.2253434342905348
VE2_Dzi,0.22496085828392065
VE2_Dzm,0.22534518905993658
VE2_Dzp,0.22636134171872233
VE2_Dzv,0.22610544524525827
VE3_DzZ,2.0961631994600074
VE3_Dzi,2.094464010245194
VE3_Dzm,2.096170986518792
VE3_Dzp,2.1006701659801377
VE3_Dzv,2.0995390486998415
VR1_DzZ,100.19445278412155
VR1_Dzi,101.05896329125326
VR1_Dzm,100.18033221271337
VR1_Dzp,98.79684894558069
VR1_Dzv,99.26914134640982
VR2_DzZ,5.273392251795872
VR2_Dzi,5.318892804802803
VR2_Dzm,5.27264906382702
VR2_Dzp,5.199834155030563
VR2_Dzv,5.224691649811043
VR3_DzZ,5.248966711854746
VR3_Dzi,5.2575580276345715
VR3_Dzm,5.248825770254417
VR3_Dzp,5.234919597154263
VR3_Dzv,5.2396886470580615
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025
Xch-6dv,0.10277777777777776
Xch-7dv,0.1872519796894577
Xpc-4dv,1.472527772082811
Xpc-5dv,1.9921364349506974
Xpc-6dv,2.6795121830997233
Zagreb1,104.0
Zagreb2,126.0
fragCpx,99.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,21
nBondsS,18
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.129015625
AATS1are,6.383817647058824
AATS2are,6.210931578947369
AATS3are,6.417001562499999
AATS4are,6.190510810810811
AATS5are,5.986970588235295
AATS6are,5.873095238095238
AATS7are,6.00804347826087
AATS8are,5.7811315789473685
AATSC0dv,3.890383873456791
AATSC0pe,0.08757773437499997
AATSC0se,0.051067108398437484
AATSC1dv,2.230803490377633
AATSC1pe,0.01880737591911763
AATSC1se,0.010753061638327196
AATSC2dv,0.9530886195040071
AATSC2pe,0.024419743695175404
AATSC2se,0.008944067588404598
AATSC3dv,-0.6284963348765431
AATSC3pe,0.0009452148437499846
AATSC3se,0.003770094238281239
AATSC4dv,-0.9636967696863531
AATSC4pe,0.0029364548141891963
AATSC4se,0.005074269557643577
AATSC5dv,-0.9123973084604213
AATSC5pe,-0.018537936580882337
AATSC5se,-0.008281656652113962
AATSC6dv,0.046148558446012046
AATSC6pe,-0.014553627232142853
AATSC6se,-0.011704615838913688
AATSC7dv,-1.0573021504294149
AATSC7pe,-0.023402190896739117
AATSC7se,-0.012671518724524452
AATSC8dv,-0.31184261289798587
AATSC8pe,-0.020008162006578914
AATSC8se,-0.008746380602384857
AETA_eta,0.7323768584107464
ATSC0are,2.526496874999998
ATSC1are,0.7679408203124986
ATSC2are,1.0387274414062484
ATSC3are,-0.20269687500000144
ATSC4are,0.21928535156249923
ATSC5are,-1.3201839843749985
ATSC6are,-0.546153222656249
ATSC7are,-0.9459298828124991
ATSC8are,-0.5620306640624988
BCUTZ-1h,17.001102563915047
BCUTZ-1l,5.692276029523218
BCUTc-1h,0.4289580476514635
BCUTc-1l,-0.4204220544952538
BCUTd-1h,3.3099912417201476
BCUTd-1l,0.9929455263535927
BCUTi-1h,14.694059304859403
BCUTi-1l,10.953517443870837
BCUTm-1h,35.45051715119477
BCUTm-1l,11.703954602050485
BCUTp-1h,2.2064296313864067
BCUTp-1l,0.9113671110686289
BCUTs-1h,3.165681783501141
BCUTs-1l,1.3004673398263942
BCUTv-1h,22.45582296542179
BCUTv-1l,15.443242126898836
BalabanJ,1.7063513445072833
Diameter,9
ETA_beta,26.5
GATS1are,0.5238909403081734
GATS2are,0.6721674442476486
GATS3are,1.1654634814262337
GATS4are,1.0552740626768522
GATS5are,1.1626773673702318
GATS6are,1.0200713756501847
GATS7are,1.230929770056139
GATS8are,1.0300464790902684
HybRatio,0.21428571428571427
Lipinski,True
LogEE_Dt,161.00904981458393
MATS1are,0.28607509395092845
MATS2are,0.23081177579653941
MATS3are,-0.04011421446939284
MATS4are,0.037532640119720205
MATS5are,-0.24589899857706654
MATS6are,-0.10980071396854009
MATS7are,-0.26045477667484784
MATS8are,-0.18733012692254258
NsssssAs,0
RotRatio,0.047619047619047616
SM1_Dzpe,0.8377748167888077
SM1_Dzse,0.770836145110211
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.9778483600483
SMR_VSA4,0.0
SMR_VSA5,20.771211599071872
SMR_VSA6,0.0
SMR_VSA7,46.36988557213315
SMR_VSA8,0.0
SMR_VSA9,5.687386274683562
SpAD_DzZ,98.41894144792172
SpAD_Dzi,96.65941657369355
SpAD_Dzm,98.3811978391044
SpAD_Dzp,132.90252323193448
SpAD_Dzv,124.14727354758318
SpAbs_Dt,322.018099629168
SpDiam_A,4.863025488933307
SpDiam_D,106.74541101944271
SpMAD_Dt,16.948321033114098
SpMax_Dt,161.00904981458393
SsssssAs,0
VE1_Dzpe,4.278418934055046
VE1_Dzse,4.279670608576479
VE2_Dzpe,0.225179943897634
VE2_Dzse,0.22524582150402522
VE3_Dzpe,2.0954374195871184
VE3_Dzse,2.0957299321915084
VMcGowan,197.59999999999977
VR1_Dzpe,100.712874128518
VR1_Dzse,100.60878872747234
VR2_Dzpe,5.300677585711473
VR2_Dzse,5.295199406709071
VR3_Dzpe,5.254127524085917
VR3_Dzse,5.253093503118247
mZagreb1,6.638888888888889
mZagreb2,4.083333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,27
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.07895302734374994
AATSC1are,0.022586494715073485
AATSC2are,0.018223288445723657
AATSC3are,-0.0031671386718750225
AATSC4are,0.002963315561655395
AATSC5are,-0.019414470358455862
AATSC6are,-0.008669098772321412
AATSC7are,-0.020563693104619547
AATSC8are,-0.014790280633223652
AETA_beta,1.394736842105263
BCUTdv-1h,5.177461742735944
BCUTdv-1l,0.7740022914141499
BCUTpe-1h,3.246860221999818
BCUTpe-1l,2.2406105738948443
BCUTse-1h,3.4958913887232597
BCUTse-1l,2.4362672193551536
ETA_alpha,9.314285714285715
ETA_dBeta,2.5
ETA_eta_B,0.33882616190368964
ETA_eta_F,16.529986496057894
ETA_eta_L,3.8455519132342633
ETA_eta_R,30.445146805862077
ETA_psi_1,0.5976168652612285
LabuteASA,115.58323741462631
LogEE_DzZ,49.273601639484966
LogEE_Dzi,48.35177143602316
LogEE_Dzm,49.25539815540518
LogEE_Dzp,66.16092756566218
LogEE_Dzv,61.88510889749115
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,4.681802935145185
PEOE_VSA4,10.197363616602075
PEOE_VSA5,5.098681808301038
PEOE_VSA6,29.29712551885273
PEOE_VSA7,32.903945735995094
PEOE_VSA8,5.386224214464796
PEOE_VSA9,17.075242264380485
SM1_Dzare,0.859278783623577
SpAD_Dzpe,99.39412830177233
SpAD_Dzse,100.33888602722202
SpAbs_DzZ,97.35207922497767
SpAbs_Dzi,95.84415926756775
SpAbs_Dzm,97.3026612468692
SpAbs_Dzp,134.16063744992317
SpAbs_Dzv,124.96422767821845
SpDiam_Dt,222.29178233384258
SpMAD_DzZ,5.179944286732723
SpMAD_Dzi,5.087337714404923
SpMAD_Dzm,5.177957781005495
SpMAD_Dzp,6.994869643786025
SpMAD_Dzv,6.534067028820168
SpMax_DzZ,49.273601639484966
SpMax_Dzi,48.35177143602316
SpMax_Dzm,49.25539815540518
SpMax_Dzp,66.16092756566218
SpMax_Dzv,61.88510889749115
VE1_Dzare,4.276418652571674
VE2_Dzare,0.22507466592482492
VE3_Dzare,2.0949697820663427
VR1_Dzare,100.89816704984821
VR2_Dzare,5.310429844728853
VR3_Dzare,5.255965647359504
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49022556390977445
AETA_dBeta,0.13157894736842105
AETA_eta_B,0.017832955889667875
AETA_eta_F,0.869999289266205
AETA_eta_L,0.2023974691175928
AETA_eta_R,1.6023761476769514
BCUTare-1h,3.2667236605658627
BCUTare-1l,2.191075764342132
ETA_beta_s,12.0
ETA_dPsi_A,0.11638313473877149
ETA_dPsi_B,0.0
ETA_eta_BR,0.5968261619036896
ETA_eta_FL,5.2298354872351425
ETA_eta_RL,9.075387400469406
LogEE_Dzpe,49.7411575622961
LogEE_Dzse,50.21001333703786
PEOE_VSA10,5.516700717616262
PEOE_VSA11,5.153109816892792
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,19.9778483600483
SlogP_VSA3,0.0
SlogP_VSA4,20.771211599071872
SlogP_VSA5,16.95130748139392
SlogP_VSA6,24.26546827384644
SlogP_VSA7,5.153109816892792
SlogP_VSA8,16.59031120676462
SlogP_VSA9,0.0
SpAD_Dzare,98.54513669115853
SpAbs_Dzpe,98.68721623193665
SpAbs_Dzse,99.67030308123606
SpDiam_DzZ,72.7720576893044
SpDiam_Dzi,70.6909591706095
SpDiam_Dzm,72.75864176737679
SpDiam_Dzp,100.86910670669093
SpDiam_Dzv,93.37746433053036
SpMAD_Dzpe,5.231269910619596
SpMAD_Dzse,5.280994001432738
SpMax_Dzpe,49.7411575622961
SpMax_Dzse,50.21001333703786
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.631578947368421
AETA_eta_BR,0.03141190325808893
AETA_eta_FL,0.27525449932816537
AETA_eta_RL,0.47765196844575825
DetourIndex,1512
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,10.669810534509054
EState_VSA4,22.46146647884528
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,30.662011471449652
EState_VSA8,34.35251676151696
EState_VSA9,11.600939890232516
ETA_beta_ns,14.5
ETA_shape_p,0.23773006134969324
ETA_shape_x,0.0
ETA_shape_y,0.41871165644171776
GhoseFilter,True
LogEE_Dzare,49.31779354471735
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,97.85629468515788
SpDiam_Dzpe,72.99058214688412
SpDiam_Dzse,73.76242279850783
SpMAD_Dzare,5.186586141639923
SpMax_Dzare,49.31779354471735
TopoPSA(NO),43.6
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8812962962962962
VSA_EState9,32.81891621875087
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7631578947368421
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.00977443609022553
FilterItLogS,-5.029990807949347
SpDiam_Dzare,72.2186865632955
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6089285714285715
ETA_epsilon_2,0.820300751879699
ETA_epsilon_3,0.4433962264150947
ETA_epsilon_4,0.5471428571428574
ETA_epsilon_5,0.820300751879699
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.1655323450134768
ETA_dEpsilon_B,0.06178571428571411
ETA_dEpsilon_C,-0.10374663072776269
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7894736842105263
MDEDescriptor,"0.4749571257964983,2.8980741290212744,5.984785516013302,0.0,3.3019272488946267,8.515117035530498,0.0,7.793394923146613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3103706971044482,1.1905507889761497,0.0"
APolDescriptor,39.88830900000001
BCUTDescriptor,"11.84999999999999,34.968853481482846,-0.20412219804720308,0.21029115591615474,5.992057541198912,10.578218269798978"
BPolDescriptor,17.931691
TPSADescriptor,43.6
ALOGPDescriptor,"3.9332000000000003,15.470062240000003,79.8358"
XLogPDescriptor,3.448000000000001
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,272.0828742
ChiPathDescriptor,"13.568549621822843,9.075387400469408,8.551748453886184,7.452517562554937,6.18133909743038,5.117908838991236,3.407251417254904,2.2945689530970124,11.732148877786017,6.406347903309655,4.990602778862157,3.4944570285366945,2.403509201797326,1.6389333506848627,0.8425476128678455,0.46559552144782684"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.3535390725086818,0.7475877776628245,0.0,0.0,0.025,0.10277777777777777,0.18725197968945773"
AtomCountDescriptor,32
BondCountDescriptor,21
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.5024730498694066,0.0,0.43091221794520185,0.0,0.7599839013134109,0.0,0.13989112643922713,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,8,2,3,0,0,0"
ZagrebIndexDescriptor,104.0
LargestChainDescriptor,10
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"38.780039513263276,2.041054711224383,15.220645537089888,0.0,12.660676645617151"
FractionalPSADescriptor,0.16024529338054164
WienerNumbersDescriptor,"664.0,32.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.6970259977429554,6.044135981996139,8.969682215467742,1.4725277720828107,1.9921364349506971,2.449157657179954"
FractionalCSP3Descriptor,0.21428571428571427
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"13.959183673469388,5.4131113423517165,2.492157923201731"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,814.05
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.21428571428571427
AutocorrelationDescriptorMass,"28.1528711129547,24.502640907893287,37.72061929456953,41.19053732009031,35.589057305573945"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.1876422169048384,-0.008009163046675542,-0.1409736842187658,0.006284133040557051,0.09167598578479853"
EccentricConnectivityIndexDescriptor,296
AutocorrelationDescriptorPolarizability,"1363.9828716543313,1631.4220399994313,2390.2386016021655,2342.011210452323,1905.5630201450344"
