DLiP-ID,T000QE
DLiP-Mol-ID,16390
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H19Cl2N3O5S/c22-15-9-16(23)11-17(10-15)32(30,31)26-7-1-2-19(26)20(27)25-18(21(28)29)8-13-3-5-14(12-24)6-4-13/h3-6,9-11,18-19H,1-2,7-8H2,(H,25,27)(H,28,29)/t18-,19-/m0/s1"
Standard Inchi Key(RDKit),CCBJMQPSBBHXRQ-OALUTQOASA-N
Canonical SMILES(RDKit),N#Cc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),496.372
MW Monoisotopic(RDKit),495.042247068
MolLogP(RDKit),2.83028
XLogP(SDF),
XLogP(CDK),3.211
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),127.57
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.607062986493483
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,11805449.467863817
qed,0.6070629864934833
Chi0,23.465890847321376
Chi1,15.111429334209978
TPSA,127.57000000000001
Chi0n,16.66339073229047
Chi0v,18.991745205255103
Chi1n,9.617378067057604
Chi1v,11.813370341876698
Chi2n,7.291195899838364
Chi2v,10.054622061654728
Chi3n,5.086443458671788
Chi3v,7.4088146334061085
Chi4n,3.5217805216056943
Chi4v,5.90541922519294
MolMR,117.80330000000002
MolWt,496.3720000000002
fr_SH,0
Kappa1,24.0113399364848
Kappa2,9.877602794947592
Kappa3,5.3953437565841575
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
