DLiP-ID,C000EN
AATSC6d,-0.08812500000000001
AATSC6i,0.056153425801815454
AATSC6m,-1.2370683880208333
AATSC6p,0.009952778571318856
AATSC6s,-0.3051696325231481
AATSC6v,1.2826836204698056
AATSC7Z,-3.10076923076923
AATSC7c,0.0010958652082693151
AATSC7d,-0.19461538461538455
AATSC7i,-0.20507886391480631
AATSC7m,-14.635043306730767
AATSC7p,-0.04363362880501289
AATSC7s,-0.5945923477564102
AATSC7v,-15.189263133234698
AATSC8Z,-4.840980392156863
AATSC8c,-0.002805056640403657
AATSC8d,-0.24725490196078423
AATSC8i,0.1622890459889004
AATSC8m,-22.61061964338236
AATSC8p,0.010293751041463668
AATSC8s,-0.7296014603758169
AATSC8v,-13.381783321182462
ATS0are,242.62
ATS1are,265.25
ATS2are,476.27999999999986
ATS3are,636.3100000000001
ATS4are,772.8200000000002
ATS5are,706.3299999999999
ATS6are,574.4
ATS7are,408.3900000000002
ATS8are,318.3999999999999
ATSC0dv,165.6
ATSC0pe,4.251877499999997
ATSC0se,2.900222399999999
ATSC1dv,85.33000000000004
ATSC1pe,0.10547418750000001
ATSC1se,0.001093919999999875
ATSC2dv,92.68999999999998
ATSC2pe,0.8353619374999985
ATSC2se,0.14416575999999984
ATSC3dv,76.25
ATSC3pe,1.5369315624999997
ATSC3se,1.0383831999999995
ATSC4dv,50.599999999999994
ATSC4pe,1.8160881249999983
ATSC4se,0.9275471999999993
ATSC5dv,-45.12
ATSC5pe,0.1201338750000005
ATSC5se,0.22937871999999976
ATSC6dv,-110.84
ATSC6pe,-1.414023499999999
ATSC6se,-1.0814489600000008
ATSC7dv,-196.74999999999991
ATSC7pe,-3.023305937499997
ATSC7se,-1.6650728000000001
ATSC8dv,-171.38999999999996
ATSC8pe,-4.183806312499997
ATSC8se,-2.1100953599999994
AXp-0dv,0.5944598192054595
AXp-1dv,0.3101816085758252
AXp-2dv,0.17581903145440553
AXp-3dv,0.08729678607970921
AXp-4dv,0.04686533412416326
AXp-5dv,0.024827180199965354
AXp-6dv,0.013394183694704156
AXp-7dv,0.007151563217391927
BertzCT,836.6054568466739
ECIndex,337
ETA_eta,21.07816720066223
GATS1dv,0.32587630603302997
GATS1pe,0.573105508943908
GATS1se,0.5824132980364733
GATS2dv,0.6424279948633278
GATS2pe,0.5960504610736781
GATS2se,0.6396554670855762
GATS3dv,0.7356797791580401
GATS3pe,0.6188543430855796
GATS3se,0.6053921342623341
GATS4dv,0.865036231884058
GATS4pe,0.7943173339307166
GATS4se,0.8137155274712725
GATS5dv,1.086726234340457
GATS5pe,1.0573272271973093
GATS5se,1.0609194508435642
GATS6dv,1.38605827294686
GATS6pe,1.4007286339975695
GATS6se,1.4713058945065736
GATS7dv,1.9420289855072461
GATS7pe,2.013621041528125
GATS7se,2.1043853740320055
GATS8dv,2.024900539926115
GATS8pe,2.454665096564435
GATS8se,2.4478277738895025
LogEE_A,4.069267579641394
LogEE_D,83.34469807297593
MATS1dv,0.47932816537467726
MATS1pe,0.02307581139292325
MATS1se,0.0003508696436521158
MATS2dv,0.2834036568213783
MATS2pe,0.09947795288557884
MATS2se,0.02516887033180189
MATS3dv,0.17540832758224062
MATS3pe,0.13770334119344652
MATS3se,0.13639455801077613
MATS4dv,0.09401709401709402
MATS4pe,0.13142343497757072
MATS4se,0.09840594930290118
MATS5dv,-0.09236059936133628
MATS5pe,0.009577733003273805
MATS5se,0.026810184731034654
MATS6dv,-0.2788848631239936
MATS6pe,-0.13856854021154966
MATS6se,-0.15536868253046174
MATS7dv,-0.7311408398364917
MATS7pe,-0.43757045247386855
MATS7se,-0.35330400338104584
MATS8dv,-0.8117362887183859
MATS8pe,-0.7717571156944842
MATS8se,-0.5706378769232238
MAXaaCH,2.109162887377173
MAXaasC,1.1994241307634166
MAXdssC,-0.3735648148148141
MAXsCH3,2.2033534632988996
MDEC-11,0.5503212081491045
MDEC-12,4.2928145850035495
MDEC-13,6.363572169640411
MDEC-14,1.5000000000000004
MDEC-22,4.679920496954699
MDEC-23,16.549240589451095
MDEC-24,2.3873595266649676
MDEC-33,16.508144644472406
MDEC-34,2.5020872526564917
MDEO-11,0.33333333333333337
MDEO-12,0.447213595499958
MINaaCH,1.5638220033383723
MINaasC,0.4375181878306882
MINdssC,-0.4254355631141331
MINsCH3,1.8055797272612748
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.75
SM1_Dzi,0.5194025576349036
SM1_Dzm,0.7477967372960812
SM1_Dzp,-3.246882793017456
SM1_Dzv,-1.196983434174077
SddssSe,0
SpAD_Dt,605.3840999975739
SpAbs_A,28.36250711013883
SpAbs_D,166.68939614595186
SpMAD_A,1.289204868642674
SpMAD_D,7.576790733906904
SpMax_A,2.591658189498457
SpMax_D,83.34469807297593
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,47.28
TpiPC10,9.05306593809712
VAdjMat,5.643856189774724
VE1_DzZ,4.620468329326731
VE1_Dzi,4.620824089070698
VE1_Dzm,4.620472200304978
VE1_Dzp,4.618048692110369
VE1_Dzv,4.6206852887696455
VE2_DzZ,0.21002128769666958
VE2_Dzi,0.21003745859412265
VE2_Dzm,0.21002146365022628
VE2_Dzp,0.20991130418683496
VE2_Dzv,0.21003114948952933
VE3_DzZ,2.318953430304469
VE3_Dzi,2.319030423808848
VE3_Dzm,2.318954268093271
VE3_Dzp,2.3184296152233097
VE3_Dzv,2.3190003853604977
VR1_DzZ,127.26563423524293
VR1_Dzi,127.32243615692256
VR1_Dzm,127.26615734014948
VR1_Dzp,128.5238668673941
VR1_Dzv,127.85299211633462
VR2_DzZ,5.784801556147406
VR2_Dzi,5.787383461678298
VR2_Dzm,5.784825333643158
VR2_Dzp,5.8419939485179135
VR2_Dzv,5.811499641651573
VR3_DzZ,5.6347338706074135
VR3_Dzi,5.635180096721109
VR3_Dzm,5.63473798093802
VR3_Dzp,5.6445719818296585
VR3_Dzv,5.639338465162259
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.1395780722563715
Xch-7dv,0.2918441880442656
Xpc-4dv,2.845039828182578
Xpc-5dv,4.230641385099289
Xpc-6dv,5.796305808415584
Zagreb1,130.0
Zagreb2,164.0
fragCpx,163.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,2
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,25
nBondsS,30
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,3
naHRing,1
AATS0are,6.0655
AATS1are,6.1686046511627906
AATS2are,6.028860759493669
AATS3are,6.060095238095239
AATS4are,5.944769230769232
AATS5are,5.985847457627118
AATS6are,5.983333333333333
AATS7are,6.282923076923081
AATS8are,6.243137254901959
AATSC0dv,4.14
AATSC0pe,0.10629693749999994
AATSC0se,0.07250555999999998
AATSC1dv,1.9844186046511638
AATSC1pe,0.002452888081395349
AATSC1se,2.5439999999997093e-05
AATSC2dv,1.173291139240506
AATSC2pe,0.010574201740506311
AATSC2se,0.0018248830379746816
AATSC3dv,0.7261904761904762
AATSC3pe,0.01463744345238095
AATSC3se,0.009889363809523806
AATSC4dv,0.3892307692307692
AATSC4pe,0.01396990865384614
AATSC4se,0.007134978461538457
AATSC5dv,-0.38237288135593217
AATSC5pe,0.0010180836864406822
AATSC5se,0.0019438874576271166
AATSC6dv,-1.1545833333333333
AATSC6pe,-0.014729411458333322
AATSC6se,-0.011265093333333342
AATSC7dv,-3.0269230769230755
AATSC7pe,-0.046512399038461494
AATSC7se,-0.025616504615384617
AATSC8dv,-3.360588235294117
AATSC8pe,-0.0820354178921568
AATSC8se,-0.0413744188235294
AETA_eta,0.9580985091210104
ATSC0are,4.475999999999999
ATSC1are,0.07080000000000039
ATSC2are,0.6263999999999996
ATSC3are,1.6659999999999997
ATSC4are,1.7799999999999994
ATSC5are,0.24280000000000046
ATSC6are,-1.5863999999999998
ATSC7are,-2.9939999999999976
ATSC8are,-4.070399999999996
BCUTZ-1h,8.025440991388168
BCUTZ-1l,5.670556542700068
BCUTc-1h,0.45310534941593883
BCUTc-1l,-0.5312474724394713
BCUTd-1h,4.023195173012775
BCUTd-1l,0.9762359502641582
BCUTi-1h,13.639846291971015
BCUTi-1l,10.93098195713234
BCUTm-1h,16.01258047976926
BCUTm-1l,11.681977601316573
BCUTp-1h,2.014330772489342
BCUTp-1l,0.7471310427757717
BCUTs-1h,7.009506127049017
BCUTs-1l,1.1643668593649716
BCUTv-1h,20.920295444296812
BCUTv-1l,14.701664678716318
BalabanJ,1.6607828527263366
Diameter,9
ETA_beta,26.5
GATS1are,0.5693933537003552
GATS2are,0.608265177995724
GATS3are,0.605355547044555
GATS4are,0.797587131367292
GATS5are,1.057760030899259
GATS6are,1.4344908958891864
GATS7are,2.0616621983914207
GATS8are,2.478972822372916
HybRatio,0.3684210526315789
Lipinski,True
LogEE_Dt,300.68880271664244
MATS1are,0.014714134297649565
MATS2are,0.07085892693521563
MATS3are,0.14179326779862975
MATS4are,0.12236199903760223
MATS5are,0.018388088638463557
MATS6are,-0.14767649687220735
MATS7are,-0.41163126417818086
MATS8are,-0.7132418651106549
MAXssCH2,1.103208039388595
MAXssssC,0.04692342214663636
MINssCH2,0.8571237244897958
MINssssC,0.04692342214663636
NsssssAs,0
RotRatio,0.0
SM1_Dzpe,0.7761627906976745
SM1_Dzse,0.7454844006568143
SMR_VSA1,14.006225305196992
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,45.448666937246685
SMR_VSA6,0.0
SMR_VSA7,46.21315459104725
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,132.62849411641452
SpAD_Dzi,133.35465912606372
SpAD_Dzm,132.63540182667393
SpAD_Dzp,144.80771967248126
SpAD_Dzv,139.27678285052946
SpAbs_Dt,605.3840999975738
SpDiam_A,5.152522701601857
SpDiam_D,120.54351795777272
SpMAD_Dt,27.517459090798813
SpMax_Dt,300.68880271664244
SsssssAs,0
VE1_Dzpe,4.620421656414931
VE1_Dzse,4.620476252993548
VE2_Dzpe,0.21001916620067868
VE2_Dzse,0.2100216478633431
VE3_Dzpe,2.318943328915561
VE3_Dzse,2.318955145208556
VMcGowan,222.63999999999976
VR1_Dzpe,127.25945227720234
VR1_Dzse,127.26670675807613
VR2_Dzpe,5.784520558054652
VR2_Dzse,5.784850307185279
VR3_Dzpe,5.63468529419299
VR3_Dzse,5.634742298006691
mZagreb1,7.8125
mZagreb2,4.541666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,36
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.11189999999999997
AATSC1are,0.0016465116279069858
AATSC2are,0.007929113924050627
AATSC3are,0.015866666666666664
AATSC4are,0.013692307692307688
AATSC5are,0.002057627118644072
AATSC6are,-0.016524999999999998
AATSC7are,-0.046061538461538425
AATSC8are,-0.07981176470588228
AETA_beta,1.2045454545454546
BCUTdv-1h,6.024801434824262
BCUTdv-1l,0.9924310990133712
BCUTpe-1h,3.4962106905063446
BCUTpe-1l,2.2196091216646243
BCUTse-1h,3.7090983998671967
BCUTse-1l,2.4156405720591314
ETA_alpha,10.5
ETA_dBeta,-0.5
ETA_eta_B,0.49869277729681727
ETA_eta_F,18.403727684992027
ETA_eta_L,5.76805844863046
ETA_eta_R,39.481894885654256
ETA_psi_1,0.5932203389830512
LabuteASA,128.87868751223638
LogEE_DzZ,66.34833796729816
LogEE_Dzi,66.70093877019708
LogEE_Dzm,66.35169167412316
LogEE_Dzp,71.81351751023743
LogEE_Dzv,69.42075807359676
PEOE_VSA1,4.417150937053347
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.98020853630447
PEOE_VSA7,48.29154701295642
PEOE_VSA8,11.126902983393991
PEOE_VSA9,11.826614487336052
SM1_Dzare,0.8571428571428571
SpAD_Dzpe,132.5465133829856
SpAD_Dzse,132.642652144806
SpAbs_DzZ,131.94667593459633
SpAbs_Dzi,132.88247498275933
SpAbs_Dzm,131.95558661095035
SpAbs_Dzp,146.87391781349237
SpAbs_Dzv,140.03849958136755
SpDiam_Dt,347.5961017068743
SpMAD_DzZ,6.028567914382478
SpMAD_Dzi,6.061575414821078
SpMAD_Dzm,6.0288819012124515
SpMAD_Dzp,6.582169076021875
SpMAD_Dzv,6.330762856842248
SpMax_DzZ,66.34833796729816
SpMax_Dzi,66.70093877019708
SpMax_Dzm,66.35169167412316
SpMax_Dzp,71.81351751023743
SpMax_Dzv,69.42075807359676
VE1_Dzare,4.620268875616422
VE2_Dzare,0.2100122216189283
VE3_Dzare,2.3189102619498416
VR1_Dzare,127.24066859395252
VR2_Dzare,5.783666754270569
VR3_Dzare,5.634537681820786
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4772727272727273
AETA_dBeta,-0.022727272727272728
AETA_eta_B,0.022667853513491695
AETA_eta_F,0.8365330765905467
AETA_eta_L,0.26218447493774816
AETA_eta_R,1.7946315857115571
BCUTare-1h,3.550042101813338
BCUTare-1l,2.1697857577036936
ETA_beta_s,13.5
ETA_dPsi_A,0.12077966101694881
ETA_dPsi_B,0.0
ETA_eta_BR,0.8426927772968172
ETA_eta_FL,4.647462336445819
ETA_eta_RL,10.415520785076279
LogEE_Dzpe,66.30853681834272
LogEE_Dzse,66.3552117269783
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,11.566489892729878
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,11.566489892729878
SlogP_VSA3,11.83581209232279
SlogP_VSA4,6.923737199690624
SlogP_VSA5,64.09544947186188
SlogP_VSA6,22.813048069615622
SlogP_VSA7,0.0
SlogP_VSA8,11.323698910571437
SlogP_VSA9,0.0
SpAD_Dzare,132.29329533058626
SpAbs_Dzpe,131.84091084598782
SpAbs_Dzse,131.96493905329976
SpDiam_DzZ,95.11538517447778
SpDiam_Dzi,95.57080742857482
SpDiam_Dzm,95.11970785435553
SpDiam_Dzp,101.82032158555756
SpDiam_Dzv,99.14766256575155
SpMAD_Dzpe,6.024841517408436
SpMAD_Dzse,6.029211461127545
SpMax_Dzpe,66.30853681834272
SpMax_Dzse,66.3552117269783
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,22
AETA_beta_s,0.6136363636363636
AETA_eta_BR,0.03830421714985533
AETA_eta_FL,0.2112482880202645
AETA_eta_RL,0.4734327629580127
DetourIndex,3304
EState_VSA1,5.783244946364939
EState_VSA2,11.198235415761719
EState_VSA3,16.887150402268432
EState_VSA4,35.95281934386902
EState_VSA5,5.563451491696996
EState_VSA6,13.186900195329681
EState_VSA7,6.06636706846161
EState_VSA8,19.913841467842857
EState_VSA9,4.417150937053347
ETA_beta_ns,13.0
ETA_shape_p,0.20634920634920634
ETA_shape_x,0.047619047619047616
ETA_shape_y,0.42857142857142855
GhoseFilter,True
LogEE_Dzare,66.18560870425415
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,131.51407455136547
SpDiam_Dzpe,95.06409764061361
SpDiam_Dzse,95.1242451279078
SpMAD_Dzare,6.013331605935739
SpMax_Dzare,66.18560870425415
TopoPSA(NO),47.28
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.6018967309145875
VSA_EState9,44.64810326908541
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5909090909090909
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.022727272727272728
FilterItLogS,-6.2536611068578365
SpDiam_Dzare,94.90584696003971
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5775000000000001
ETA_epsilon_2,0.8045454545454542
ETA_epsilon_3,0.446666666666667
ETA_epsilon_4,0.5220000000000002
ETA_epsilon_5,0.8045454545454542
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.13083333333333313
ETA_dEpsilon_B,0.05549999999999988
ETA_dEpsilon_C,-0.07533333333333325
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.4444444444444444
TopoShapeIndex,0.8
CDK Descriptors
FMFDescriptor,0.7727272727272727
MDEDescriptor,"0.5503212081491045,4.2928145850035495,6.363572169640411,1.5000000000000004,4.679920496954699,16.549240589451095,2.3873595266649676,16.508144644472406,2.5020872526564917,0.0,0.33333333333333337,0.447213595499958,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,47.848273999999996
BCUTDescriptor,"11.89,15.996928987930485,-0.31595332754413935,0.23650688119348046,5.413160609745129,11.260402087941646"
BPolDescriptor,23.509725999999993
TPSADescriptor,47.28
ALOGPDescriptor,"3.1291999999999978,9.791892639999986,83.92840000000001"
XLogPDescriptor,4.444
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,294.12559458
ChiPathDescriptor,"15.64589989101247,10.415520785076279,10.483785098397325,9.379275388946416,8.357205020055845,6.807814835386663,5.137375000603286,3.9130124773226798,13.078116022520112,7.754540214395631,7.0327612581762216,5.150510378702841,3.9835534005538755,2.805471362596086,1.8350031661744706,1.2014626205218428"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3588543136675203,0.7961444678561979,0.0,0.0,0.029462782549439483,0.13957807225637153,0.29184418804426565"
AtomCountDescriptor,40
BondCountDescriptor,25
SmallRingDescriptor,"4,3,1,1,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.419400898391059,0.20412414523193154,0.8422472294032699,0.08333333333333333,1.6122633723536275,0.17677669529663687,0.3393913842396411,0.051031036307982884"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,6,3,3,0,1"
ZagrebIndexDescriptor,130.0
LargestChainDescriptor,10
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"45.43242589027233,2.065110267739651,8.247287002006708,8.247287002006708,0.0"
FractionalPSADescriptor,0.16074765634563024
WienerNumbersDescriptor,"891.0,45.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.720270198791017,10.079041882256227,15.34717953113278,2.845039828182577,4.230641385099285,5.36808306509434"
FractionalCSP3Descriptor,0.3684210526315789
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.4444444444444444
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.5232,5.25,2.183280666475151"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,1387.03
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.3684210526315789
AutocorrelationDescriptorMass,"24.323407106622838,26.328367908530257,42.324643839927944,49.09538880686659,46.759572761131714"
PetitjeanShapeIndexDescriptor,"0.8,NaN"
RotatableBondsCountDescriptor,0
AutocorrelationDescriptorCharge,"0.3994514793704742,-0.110049441785099,-0.11100544603881363,-0.0063945229483747725,-0.006132698651835739"
EccentricConnectivityIndexDescriptor,337
AutocorrelationDescriptorPolarizability,"1751.213770644756,2184.3067895984186,3413.302126815152,3638.022876834121,3132.24808877658"
