DLiP-ID,C0042M
DLiP-Mol-ID,34780
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H21Cl2N3OS/c1-26-10-12-27(13-11-26)22(28)19-18(14-2-6-16(23)7-3-14)20(29-21(19)25)15-4-8-17(24)9-5-15/h2-9H,10-13,25H2,1H3"
Standard Inchi Key(RDKit),XFKSPZJMTZHPNT-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1CCN(C(=O)c2c(N)sc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),446.403
MW Monoisotopic(RDKit),445.078238652
MolLogP(RDKit),5.35870000000001
XLogP(SDF),
XLogP(CDK),4.838
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),49.57
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.589567603396017
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,4839708.212538141
qed,0.5895676033960171
Chi0,20.543241116511002
Chi1,13.935560745775549
TPSA,49.57
Chi0n,15.991432265398922
Chi0v,18.319786738363554
Chi1n,9.357477910708958
Chi1v,10.92990343765514
Chi2n,7.154699686579512
Chi2v,9.079770088846722
Chi3n,5.179142284224364
Chi3v,6.751082813808365
Chi4n,3.5252425575926902
Chi4v,4.86447560321866
MolMR,123.0239
MolWt,446.40300000000013
fr_SH,0
Kappa1,20.232047708897138
Kappa2,8.362973166062895
Kappa3,4.141617841111686
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1023.4609834720101
MolLogP,5.358700000000004
NOCount,4
