DLiP-ID,J0000P
NumAliphaticCarbocycles,0
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,1
Mordred Descriptors
MW,385.23409724000084
MZ,0.6023391812865497
Mi,1.157066240016353
Mm,0.5630441241727248
Mp,0.6216702384704275
Mv,0.5799258037215982
SZ,34.333333333333336
Si,65.95277568093212
Sm,32.09351507784531
Sp,35.43520359281437
Sv,33.055770812131094
nB,0
nC,20
nF,3
nH,30
nI,0
nN,3
nO,1
nP,0
nS,0
nX,3
ABC,20.46142535438213
AMW,6.758492934035102
IC0,1.5670118602993077
IC1,3.1248011150268726
IC2,4.261857119048344
IC3,4.806059750779114
IC4,4.90272247015327
IC5,4.90272247015327
MID,53.478743714635556
Mpe,0.973512211902305
Mse,1.0089060962676173
NdO,1
NdS,0
NsF,3
NsI,0
NtN,0
SMR,101.75970000000005
SdO,12.835568231922398
SdS,0
Spe,55.49019607843138
SsF,38.6951879895197
SsI,0
Sse,57.50764748725419
StN,0
fMF,0.2631578947368421
nBr,0
nCl,0
AMID,1.9806942116531687
BIC0,0.26317772854847155
BIC1,0.5248065317523665
BIC2,0.7157736992335458
BIC3,0.8071718667379375
BIC4,0.8234062524274942
BIC5,0.8234062524274942
CIC0,4.265878153865433
CIC1,2.7080888991378687
CIC2,1.5710328951163977
CIC3,1.0268302633856274
CIC4,0.9301675440114714
CIC5,0.9301675440114714
GGI1,7.5
GGI2,3.1111111111111125
GGI3,1.875
GGI4,1.7022222222222227
GGI5,1.048611111111111
GGI6,0.7518367346938775
GGI7,0.44270833333333337
GGI8,0.4315948601662887
GGI9,0.34375000000000006
JGI1,0.26785714285714285
JGI2,0.07977207977207981
JGI3,0.04807692307692307
JGI4,0.04364672364672365
JGI5,0.02688746438746438
JGI6,0.02349489795918367
JGI7,0.01341540404040404
JGI8,0.01438649533887629
JGI9,0.012731481481481484
MIC0,15.875341135898083
MIC1,30.291351034995508
MIC2,34.67178466575625
MIC3,35.75213086917779
MIC4,35.84956689030694
MIC5,35.84956689030694
MPC2,39
MPC3,45
MPC4,55
MPC5,67
MPC6,64
MPC7,74
MPC8,70
MPC9,69
Mare,0.9895438596491227
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.14917202576131894
RPCG,0.19319309921694422
SIC0,0.268651021448019
SIC1,0.5357209046353565
SIC2,0.7306596059069757
SIC3,0.823958576127435
SIC4,0.8405305874527672
SIC5,0.8405305874527672
SaaN,0
SaaO,0
SaaS,0
Sare,56.403999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,89.31967603706055
TIC1,178.11366355653175
TIC2,242.92585578575557
TIC3,273.9454057944095
TIC4,279.45518079873636
TIC5,279.45518079873636
Vabc,368.3005953445106
WPol,39
apol,59.176789999999976
bpol,38.293210000000016
nRot,6
ABCGG,16.85752054798043
ATS0Z,1204.0
ATS0d,164.0
ATS0i,9813.250036279971
ATS0m,4843.138460449311
ATS0p,74.32033814547
ATS0s,342.45138888888886
ATS0v,10880.315681590353
ATS1Z,1303.0
ATS1d,204.0
ATS1i,8718.072514295403
ATS1m,4896.088611505602
ATS1p,96.47456729000002
ATS1s,164.66666666666669
ATS1v,13882.891496482744
ATS2Z,2037.0
ATS2d,329.0
ATS2i,17679.899157092284
ATS2m,7607.535147954909
ATS2p,145.45852381758402
ATS2s,461.11111111111114
ATS2v,20268.744016712095
ATS3Z,2118.0
ATS3d,387.0
ATS3i,24056.48044617222
ATS3m,7522.1082300112
ATS3p,175.75245605116797
ATS3s,385.50000000000006
ATS3v,23422.238266974022
ATS4Z,2185.0
ATS4d,401.0
ATS4i,29012.879327893697
ATS4m,7666.752060564799
ATS4p,178.846379925846
ATS4s,467.04166666666663
ATS4v,23789.219337501952
ATS5Z,2220.0
ATS5d,377.0
ATS5i,26285.294454198807
ATS5m,7831.431707649599
ATS5p,177.171857319262
ATS5s,492.47222222222223
ATS5v,23674.871818735322
ATS6Z,1934.0
ATS6d,365.0
ATS6i,28585.349491606103
ATS6m,6456.8325620592
ATS6p,178.74061246505403
ATS6s,456.8888888888889
ATS6v,22928.6641670429
ATS7Z,1904.0
ATS7d,355.0
ATS7i,26804.241074274698
ATS7m,6693.6067902576015
ATS7p,173.52599580724197
ATS7s,488.9305555555556
ATS7v,21674.327241676245
ATS8Z,1709.0
ATS8d,334.0
ATS8i,24072.349149934656
ATS8m,5897.8881730112
ATS8p,162.60929337535603
ATS8s,332.08333333333337
ATS8v,20636.859921868996
C1SP1,0
C1SP2,0
C1SP3,8
C2SP1,0
C2SP2,5
C2SP3,4
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.65
GGI10,0.08682787470666259
JGI10,0.004134660700317267
JGT10,0.5344032732605966
Kier1,23.28061224489796
Kier2,10.683760683760683
Kier3,7.395555555555555
MAXdO,12.835568231922398
MAXsF,12.898395996506567
MID_C,40.16470691221289
MID_N,6.456458599808854
MID_O,1.7865466437692443
MID_X,5.071031558844564
MID_h,13.314036802422663
MINdO,12.835568231922398
MINsF,12.898395996506567
MPC10,63
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.713732805509369
MWC04,6.586171654854675
MWC05,7.421177528595393
MWC06,8.292798858200374
MWC07,9.139595967450425
MWC08,10.009422902944797
MWC09,10.862550376254152
MWC10,11.730879574392889
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,5.0697000000000045
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.85751406254539
SRW07,0.0
SRW08,8.434897948689407
SRW09,0.0
SRW10,10.055650543933236
SaaCH,4.790978095756061
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.5874227163472641
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.3222536900562687
SdssS,0
SsCH3,6.229368929839293
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.666924760644999
SssPH,0
SssSe,0
SsssB,0
SsssN,4.197397799110462
SsssP,0
VE1_A,4.650460742965484
VE1_D,5.10789526200083
VE2_A,0.17223928677649938
VE2_D,0.18918130600003075
VE3_A,2.530218072209709
VE3_D,2.6240392062720024
VR1_A,198.13577298348855
VR1_D,158.48518820330028
VR2_A,7.338361962351428
VR2_D,5.869821785307418
VR3_A,6.282204290843648
VR3_D,6.058912912139463
WPath,1980
Xc-3d,2.8653112425597076
Xc-4d,0.28867513459481287
Xc-5d,0.5972791285011341
Xc-6d,0.14433756729740643
Xp-0d,20.02673325856595
Xp-1d,12.701727166047124
Xp-2d,12.17145075057232
Xp-3d,8.380978303736342
Xp-4d,6.739227597207489
Xp-5d,5.4972241882244965
Xp-6d,3.220579555033383
Xp-7d,2.540562086890183
ZMIC0,89.79075026342993
ZMIC1,47.86344393273224
ZMIC2,35.47936130176453
ZMIC3,30.948570179604292
ZMIC4,30.31229666731176
ZMIC5,30.31229666731176
nAcid,0
nAtom,57
nBase,1
nRing,2
piPC1,3.4965075614664802
piPC2,3.9415818076696905
piPC3,4.2801323269925415
piPC4,4.692494014159767
piPC5,5.095665543280831
piPC6,5.091831182754784
piPC7,5.35717572355439
piPC8,5.276518999086624
piPC9,5.369183482416669
AATS0Z,21.12280701754386
AATS0d,2.8771929824561404
AATS0i,172.1622813382451
AATS0m,84.96734141139143
AATS0p,1.3038655814994737
AATS0s,6.0079191033138395
AATS0v,190.8827312559711
AATS1Z,22.46551724137931
AATS1d,3.5172413793103448
AATS1i,150.3115950740587
AATS1m,84.41532088802762
AATS1p,1.6633546084482762
AATS1s,2.8390804597701154
AATS1v,239.36019821521973
AATS2Z,18.86111111111111
AATS2d,3.0462962962962963
AATS2i,163.7027699730767
AATS2m,70.44014025884175
AATS2p,1.3468381834961483
AATS2s,4.269547325102881
AATS2v,187.67355571029717
AATS3Z,14.408163265306122
AATS3d,2.63265306122449
AATS3i,163.649526844709
AATS3m,51.170804285790474
AATS3p,1.1955949391235916
AATS3s,2.6224489795918373
AATS3v,159.33495419710218
AATS4Z,12.852941176470589
AATS4d,2.3588235294117648
AATS4i,170.6639960464335
AATS4m,45.09854153273411
AATS4p,1.0520375289755648
AATS4s,2.7473039215686272
AATS4v,139.93658433824677
AATS5Z,14.050632911392405
AATS5d,2.3860759493670884
AATS5i,166.36262312784055
AATS5m,49.566023466136706
AATS5p,1.121340869109253
AATS5s,3.116912798874824
AATS5v,149.84096087807166
AATS6Z,11.44378698224852
AATS6d,2.1597633136094676
AATS6i,169.14407983198876
AATS6m,38.206109834669824
AATS6p,1.0576367601482486
AATS6s,2.703484549638396
AATS6v,135.67256903575682
AATS7Z,11.826086956521738
AATS7d,2.2049689440993787
AATS7i,166.4859694054329
AATS7m,41.57519745501616
AATS7p,1.0778012161940496
AATS7s,3.036835748792271
AATS7v,134.62315056941767
AATS8Z,11.705479452054794
AATS8d,2.287671232876712
AATS8i,164.87910376667574
AATS8m,40.39649433569315
AATS8p,1.1137622833928496
AATS8s,2.274543378995434
AATS8v,141.3483556292397
AMID_C,1.4875817374893663
AMID_N,0.2391280962892168
AMID_O,0.06616839421367572
AMID_X,0.1878159836609098
AMID_h,0.49311247416380233
ATS0dv,398.0
ATS0pe,362.3296000000001
ATS0se,444.3208639999999
ATS1dv,335.0
ATS1pe,374.653
ATS1se,448.49010799999985
ATS2dv,562.0
ATS2pe,697.6679999999999
ATS2se,845.7333959999996
ATS3dv,452.0
ATS3pe,894.3195000000003
ATS3se,1110.29486
ATS4dv,464.0
ATS4pe,1035.7935999999997
ATS4se,1296.7998679999998
ATS5dv,440.0
ATS5pe,976.2876000000002
ATS5se,1213.494516
ATS6dv,360.0
ATS6pe,1024.9847000000002
ATS6se,1287.889212
ATS7dv,424.0
ATS7pe,942.2236999999999
ATS7se,1190.4791079999998
ATS8dv,270.0
ATS8pe,855.6260000000001
ATS8se,1078.622744
ATSC0Z,459.50877192982455
ATSC0c,0.8166566633679047
ATSC0d,34.24561403508772
ATSC0i,137.35334652836283
ATSC0m,2236.2764040253824
ATSC0p,12.883628062941929
ATSC0s,163.78167641325535
ATSC0v,2761.5413747820007
ATSC1Z,15.008618036318845
ATSC1c,-0.5735125504320353
ATSC1d,8.627269929208992
ATSC1i,-23.95790665667698
ATSC1m,68.43578937268629
ATSC1p,-1.18977984714863
ATSC1s,-9.688177558907013
ATSC1v,-108.89120698464545
ATSC2Z,111.86057248384118
ATSC2c,0.30931108166327675
ATSC2d,-1.500461680517084
ATSC2i,54.74849193690433
ATSC2m,563.9863986907366
ATSC2p,0.5273384904450802
ATSC2s,134.8325253924284
ATSC2v,-9.05708494073469
ATSC3Z,8.354570637119128
ATSC3c,-0.1567205266880143
ATSC3d,0.43674976915974084
ATSC3i,-58.33084761449362
ATSC3m,52.88262630322886
ATSC3p,-4.391236946975397
ATSC3s,21.83192905509388
ATSC3v,-491.78182373042966
ATSC4Z,90.25453985841798
ATSC4c,-0.08113173547323735
ATSC4d,-5.627269929208986
ATSC4i,-7.0419651306725655
ATSC4m,443.0350040331113
ATSC4p,2.3287383601060343
ATSC4s,-5.857022246161199
ATSC4v,831.2830252615228
ATSC5Z,4.659895352416136
ATSC5c,0.31767373967507445
ATSC5d,-4.136965220067713
ATSC5i,-11.797722980032345
ATSC5m,26.26610299487947
ATSC5p,-2.9348748102529982
ATSC5s,4.679860897370134
ATSC5v,-437.9413743138981
ATSC6Z,-159.3505694059711
ATSC6c,-0.5099451290350067
ATSC6d,4.377039088950448
ATSC6i,19.85027403176761
ATSC6m,-751.5501105800679
ATSC6p,1.511184892233541
ATSC6s,-50.57016047672786
ATSC6v,-176.0012544253696
ATSC7Z,237.42259156663593
ATSC7c,0.34267225804062784
ATSC7d,0.30624807633117773
ATSC7i,37.911188224355364
ATSC7m,1148.1873395453724
ATSC7p,1.6360864808490052
ATSC7s,134.0319948873157
ATSC7v,471.25519007175643
ATSC8Z,38.04770698676518
ATSC8c,-0.04816380992461833
ATSC8d,-11.085257002154512
ATSC8i,-28.151485268546995
ATSC8m,209.03918142648624
ATSC8p,-1.7249041700142058
ATSC8s,0.9851407270613279
ATSC8v,-70.94061283741615
AXp-0d,0.7417308614283685
AXp-1d,0.4536331130731116
AXp-2d,0.31208848078390566
AXp-3d,0.18624396230525203
AXp-4d,0.122531410858318
AXp-5d,0.08204812221230592
AXp-6d,0.05032155554739661
AXp-7d,0.034331920093110584
GATS1Z,0.8404777452446655
GATS1c,1.9785706178674458
GATS1d,1.141852741661956
GATS1i,1.2816296702803438
GATS1m,0.8363333448113102
GATS1p,1.3655412724771785
GATS1s,0.5567639888696452
GATS1v,1.2273429188165692
GATS2Z,0.824310221950723
GATS2c,0.9093334395991878
GATS2d,1.2869990892531877
GATS2i,0.8489621056467009
GATS2m,0.8154701636636146
GATS2p,1.0557573279847339
GATS2s,0.3100176214657886
GATS2v,1.0485294489910126
GATS3Z,0.8932934811065538
GATS3c,1.205497112634144
GATS3d,1.0567915690866512
GATS3i,0.9820611009897536
GATS3m,0.8824083475146928
GATS3p,1.1428946389333374
GATS3s,0.45941272486142765
GATS3v,1.0978299922604282
GATS4Z,0.8996819864170471
GATS4c,1.2317416050138048
GATS4d,1.0388621022179363
GATS4i,0.8484357809218184
GATS4m,0.8920197342444459
GATS4p,0.8603771811445265
GATS4s,0.8243967297702227
GATS4v,0.8550988796089893
GATS5Z,0.9525857736056232
GATS5c,1.0759660914062612
GATS5d,1.0401405893338866
GATS5i,0.8567997062655801
GATS5m,0.9410833449306304
GATS5p,1.0607318167474922
GATS5s,0.871440061739369
GATS5v,1.049519264932149
GATS6Z,1.073747618858281
GATS6c,1.1978184817466204
GATS6d,0.8224609564458241
GATS6i,0.7143272298115186
GATS6m,1.0586864216149974
GATS6p,0.8883403759061568
GATS6s,0.9677717970784642
GATS6v,0.9835467987282758
GATS7Z,0.70131603410268
GATS7c,0.5223123838897011
GATS7d,0.9039558089807557
GATS7i,0.6101306078244674
GATS7m,0.6964512387267394
GATS7p,0.9288542468649587
GATS7s,0.23453810169421363
GATS7v,0.9556173661998981
GATS8Z,0.8472418640848194
GATS8c,0.8473627495246858
GATS8d,1.1144312822816078
GATS8i,0.8346127808141732
GATS8m,0.8380255763738528
GATS8p,1.0515305453549164
GATS8s,0.49015812445177764
GATS8v,1.0403758456419814
MATS1Z,0.032099166894866506
MATS1c,-0.6901607839534396
MATS1d,0.2475798473713964
MATS1i,-0.17141802435563866
MATS1m,0.03007493253009594
MATS1p,-0.09075598859232659
MATS1s,-0.05813312101388011
MATS1v,-0.03875146443891672
MATS2Z,0.1284796460327157
MATS2c,0.19989736525145058
MATS2d,-0.02312443078324229
MATS2i,0.21037010121320388
MATS2m,0.13310496308152714
MATS2p,0.02160241938560275
MATS2s,0.43449067186384194
MATS2v,-0.0017309638040613746
MATS3Z,0.007049979429768255
MATS3c,-0.07441215696102745
MATS3d,0.004945215791234519
MATS3i,-0.16467078772059443
MATS3m,0.009169487332372765
MATS3p,-0.1321618818970343
MATS3s,0.05168735638744906
MATS3v,-0.069052346267115
MATS4Z,0.06585688490423659
MATS4c,-0.03331019616798096
MATS4d,-0.05509582931533268
MATS4i,-0.01719018534799697
MATS4m,0.06642606007765986
MATS4p,0.0606049996063233
MATS4s,-0.01199050558690505
MATS4v,0.10093070160574466
MATS5Z,0.003658475290551571
MATS5c,0.14033292400393677
MATS5d,-0.04358074808051463
MATS5i,-0.030986799203082924
MATS5m,0.004237287483820587
MATS5p,-0.08218057408687256
MATS5s,0.010308260879718218
MATS5v,-0.057211349392686864
MATS6Z,-0.11696285599650105
MATS6c,-0.21060665425179806
MATS6d,0.04310857018139491
MATS6i,0.048743354336360394
MATS6m,-0.11334976203599222
MATS6p,0.03956102865957482
MATS6s,-0.10413990346761615
MATS6v,-0.021495737988159454
MATS7Z,0.18292674829353806
MATS7c,0.14855539075720198
MATS7d,0.0031660472456979828
MATS7i,0.09771857628501925
MATS7m,0.181775878445812
MATS7p,0.04495904286880428
MATS7s,0.2897291211719776
MATS7v,0.060416223024647796
MATS8Z,0.032326350825516124
MATS8c,-0.023025195361290322
MATS8d,-0.12637547720637773
MATS8i,-0.08001733220237796
MATS8m,0.036494230821530554
MATS8p,-0.05226955386658144
MATS8s,0.0023483074806064028
MATS8v,-0.010029178970851807
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.66532559507529
SpAD_D,304.8440528340259
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.43682636643549
SssNH2,0
SsssAs,0
SsssCH,0.40021829333585246
SsssNH,0
SssssB,0
SssssC,-4.426127393494054
SssssN,0
TMPC10,601
TMWC10,129.6616044466405
TSRW10,61.75240598871201
VE1_Dt,5.1227405234993615
VE2_Dt,0.18973113049997636
VE3_Dt,2.626941327357937
VR1_Dt,157.19383282737897
VR2_Dt,5.8219938084214435
VR3_Dt,6.050731420857822
Xc-3dv,1.1331992438894802
Xc-4dv,0.013498731178900972
Xc-5dv,0.0999917319855478
Xc-6dv,0.004499577059633658
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.20763031929689338
Xp-0dv,16.35041798393505
Xp-1dv,9.67570700231357
Xp-2dv,7.627739337958579
Xp-3dv,4.801583193802103
Xp-4dv,3.5305961812067546
Xp-5dv,2.5448458389299264
Xp-6dv,1.3567858237297745
Xp-7dv,0.8743229543884999
Xpc-4d,4.283843716529158
Xpc-5d,5.887154713904818
Xpc-6d,8.688432898268372
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,5.364222141435755
AATS0dv,6.982456140350878
AATS0pe,6.3566596491228085
AATS0se,7.795102877192981
AATS1dv,5.775862068965517
AATS1pe,6.459534482758621
AATS1se,7.732588068965515
AATS2dv,5.203703703703703
AATS2pe,6.459888888888888
AATS2se,7.830864777777775
AATS3dv,3.074829931972789
AATS3pe,6.083806122448982
AATS3se,7.553026258503401
AATS4dv,2.7294117647058824
AATS4pe,6.092903529411763
AATS4se,7.628234517647058
AATS5dv,2.7848101265822787
AATS5pe,6.179035443037976
AATS5se,7.680345037974684
AATS6dv,2.1301775147928996
AATS6pe,6.064998224852072
AATS6se,7.620646224852071
AATS7dv,2.6335403726708075
AATS7pe,5.852321118012422
AATS7se,7.394280173913042
AATS8dv,1.8493150684931507
AATS8pe,5.860452054794521
AATS8se,7.38782701369863
AATSC0Z,8.061557402277623
AATSC0c,0.01432730988364745
AATSC0d,0.6008002462296091
AATSC0i,2.409707833830927
AATSC0m,39.232919368866355
AATSC0p,0.22602856250775313
AATSC0s,2.873362744092199
AATSC0v,48.44809429442107
AATSC1Z,0.25876927648825593
AATSC1c,-0.009888147421241987
AATSC1d,0.14874603326222402
AATSC1i,-0.4130673561496031
AATSC1m,1.1799274029773499
AATSC1p,-0.02051344564049362
AATSC1s,-0.16703754411908642
AATSC1v,-1.8774346031835423
AATSC2Z,1.035746041517048
AATSC2c,0.0028639914968821923
AATSC2d,-0.013893163708491519
AATSC2i,0.5069304808972623
AATSC2m,5.222096284173487
AATSC2p,0.0048827638004174095
AATSC2s,1.248449309189152
AATSC2v,-0.08386189759939527
AATSC3Z,0.056833813857953254
AATSC3c,-0.0010661260318912539
AATSC3d,0.0029710868650322506
AATSC3i,-0.396808487173426
AATSC3m,0.35974575716482216
AATSC3p,-0.0298723601835061
AATSC3s,0.1485165241843121
AATSC3v,-3.3454545832002016
AATSC4Z,0.530909057990694
AATSC4c,-0.0004772455027837491
AATSC4d,-0.03310158781887639
AATSC4i,-0.04142332429807392
AATSC4m,2.6060882590183017
AATSC4p,0.013698460941800201
AATSC4s,-0.034453072036242344
AATSC4v,4.889900148597193
AATSC5Z,0.029493008559595798
