DLiP-ID,C100IW
AATSC5Z,0.27332401453732175
AATSC5c,0.0027197323166720153
AATSC5d,-0.08204640760413755
AATSC5i,0.2025976881767551
AATSC5m,1.3607841990494822
AATSC5p,0.016602121120702258
AATSC5s,0.009746528748485684
AATSC5v,4.023884047163669
AATSC6Z,-1.6556357927786498
AATSC6c,-0.005114057628809786
AATSC6d,-0.02737833594976451
AATSC6i,-0.1951349983903315
AATSC6m,-7.8262153733124
AATSC6p,-0.03584645878795478
AATSC6s,-0.19765742194313626
AATSC6v,-9.302016582205756
AATSC7Z,1.6772699899631984
AATSC7c,0.004587478753700167
AATSC7d,-0.016446972231515564
AATSC7i,0.45247697539454135
AATSC7m,8.004822943459349
AATSC7p,0.06696786327545062
AATSC7s,0.11843016988216049
AATSC7v,13.72055212075028
AATSC8Z,-2.227299477930707
AATSC8c,0.0003215340165482142
AATSC8d,-0.21351684859990508
AATSC8i,-0.44717868561339374
AATSC8m,-10.73406886188894
AATSC8p,-0.08452359472274322
AATSC8s,-0.11807625375731688
AATSC8v,-18.789210618227635
ATS0are,218.7749
ATS1are,236.775
ATS2are,398.003
ATS3are,450.074
ATS4are,508.372
ATS5are,450.29
ATS6are,405.65900000000005
ATS7are,373.222
ATS8are,260.12
ATSC0dv,149.88571428571427
ATSC0pe,4.329097142857139
ATSC0se,3.00860617142857
ATSC1dv,56.37795918367348
ATSC1pe,0.17194302040816087
ATSC1se,-0.06557955265306128
ATSC2dv,26.63102040816328
ATSC2pe,1.4606022040816296
ATSC2se,1.105072153469388
ATSC3dv,-35.364897959183665
ATSC3pe,-0.6913598367346954
ATSC3se,-0.5041493812244897
ATSC4dv,-34.5861224489796
ATSC4pe,-1.23997893877551
ATSC4se,-0.9206629779591834
ATSC5dv,-18.733061224489795
ATSC5pe,-0.32298261224489877
ATSC5se,-0.3625283004081632
ATSC6dv,-31.044897959183672
ATSC6pe,-1.8053175510204083
ATSC6se,-1.1424919183673465
ATSC7dv,26.713469387755097
ATSC7pe,1.5400878367346933
ATSC7se,1.1417337012244895
ATSC8dv,-68.03102040816327
ATSC8pe,-0.7522507755102029
ATSC8se,-0.34984963918367334
AXp-0dv,0.5710258566202738
AXp-1dv,0.29096094092091646
AXp-2dv,0.15409105410045157
AXp-3dv,0.08043237725921121
AXp-4dv,0.04136847141404517
AXp-5dv,0.02295688898977243
AXp-6dv,0.012118604748785967
AXp-7dv,0.00645871038696534
BertzCT,813.9452035667888
ECIndex,341
ETA_eta,13.132107004449951
GATS1dv,0.4598097907285861
GATS1pe,0.6918058190345915
GATS1se,0.7758187506385288
GATS2dv,0.900040583916471
GATS2pe,0.7955298051313009
GATS2se,0.8094837501763177
GATS3dv,0.9971486211716865
GATS3pe,0.9219034802227177
GATS3se,0.9397435242659815
GATS4dv,1.0891028850437972
GATS4pe,1.114207951140564
GATS4se,1.1139248428235409
GATS5dv,1.0891403234819486
GATS5pe,1.0812897157786312
GATS5se,1.0994377610101385
GATS6dv,1.1272178069738117
GATS6pe,1.3498742879260366
GATS6se,1.3947824671478999
GATS7dv,0.9835909326700126
GATS7pe,0.961334739802851
GATS7se,0.9637034229033212
GATS8dv,1.2423418950429566
GATS8pe,0.990285975245435
GATS8se,0.9558849309147139
LogEE_A,3.9373412833364787
LogEE_D,83.65090746794651
MATS1dv,0.3558077711718582
MATS1pe,0.03757106798981532
MATS1se,-0.02061908685763821
MATS2dv,0.10030068992658007
MATS2pe,0.19046315550220383
MATS2se,0.20734885818627036
MATS3dv,-0.11469585292497986
MATS3pe,-0.07763228389716681
MATS3se,-0.08145719376645716
MATS4dv,-0.09730419964264228
MATS4pe,-0.12078331064678366
MATS4se,-0.129040277831879
MATS5dv,-0.05992302027898621
MATS5pe,-0.03577066348793384
MATS5se,-0.05777257927691045
MATS6dv,-0.11152819730783893
MATS6pe,-0.2245489149020339
MATS6se,-0.2044760666537646
MATS7dv,0.10226058261407597
MATS7pe,0.2041203803803562
MATS7se,0.21773973392765344
MATS8dv,-0.36944205551959863
MATS8pe,-0.14143760757769344
MATS8se,-0.09464892312045495
MAXaaCH,1.961895313681028
MAXaaaC,0.8174258314436887
MAXaasC,1.0950854014445286
MAXaasN,1.6360185185185185
MAXsCH3,1.9928586125808347
MDEC-11,0.09999999999999998
MDEC-12,3.221377015063257
MDEC-13,2.630350714429584
MDEC-22,7.832661153972521
MDEC-23,15.738082948618668
MDEC-33,4.700099553234329
MDEO-12,0.5345224838248487
MDEO-22,0.14285714285714285
MINaaCH,1.8275231481481482
MINaaaC,0.61434825627782
MINaasC,0.7773425820945663
MINaasN,1.6360185185185185
MINsCH3,1.6268775720164608
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.8928571428571429
SM1_Dzi,0.7446521430925515
SM1_Dzm,0.8902969157782687
SM1_Dzp,-3.765064611199274
SM1_Dzv,-1.5163080624175058
SddssSe,0
SpAD_Dt,354.7055472634321
SpAbs_A,26.234993828499945
SpAbs_D,167.3018149358931
SpMAD_A,1.3117496914249973
SpMAD_D,8.365090746794653
SpMax_A,2.466328257230534
SpMax_D,83.65090746794651
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,44.370000000000005
TpiPC10,8.746135522263103
VAdjMat,5.459431618637297
VE1_DzZ,4.405698240119383
VE1_Dzi,4.400634448030689
VE1_Dzm,4.405690381887393
VE1_Dzp,4.379328455802154
VE1_Dzv,4.398629769477735
VE2_DzZ,0.22028491200596917
VE2_Dzi,0.22003172240153446
VE2_Dzm,0.22028451909436964
VE2_Dzp,0.21896642279010772
VE2_Dzv,0.21993148847388677
VE3_DzZ,2.1760459381968795
VE3_Dzi,2.1748959038236353
VE3_Dzm,2.1760441545433995
VE3_Dzp,2.170042572600381
VE3_Dzv,2.174440256956333
VR1_DzZ,105.76279606497542
VR1_Dzi,106.21028694111088
VR1_Dzm,105.76366421506648
VR1_Dzp,107.45806918380012
VR1_Dzv,106.250632515727
VR2_DzZ,5.288139803248771
VR2_Dzi,5.310514347055544
VR2_Dzm,5.288183210753324
VR2_Dzp,5.372903459190006
VR2_Dzv,5.312531625786351
VR3_DzZ,5.354345994144554
VR3_Dzi,5.358568148529052
VR3_Dzm,5.354354202574742
VR3_Dzp,5.370247897932589
VR3_Dzv,5.3589479414359475
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.10364073334419538
Xch-7dv,0.1414691357226534
Xpc-4dv,1.051115919735422
Xpc-5dv,1.3745662555024984
Xpc-6dv,1.727464430328302
Zagreb1,106.0
Zagreb2,125.0
fragCpx,104.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,22
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,1
AATS0are,6.250711428571429
AATS1are,6.399324324324325
AATS2are,6.419403225806452
AATS3are,6.251027777777778
AATS4are,6.1249638554216865
AATS5are,6.168356164383562
AATS6are,6.240907692307693
AATS7are,6.118393442622951
AATS8are,6.049302325581396
AATSC0dv,4.282448979591837
AATSC0pe,0.12368848979591827
AATSC0se,0.08596017632653057
AATSC1dv,1.5237286265857697
AATSC1pe,0.004647108659680024
AATSC1se,-0.0017724203419746294
AATSC2dv,0.42953258722844
AATSC2pe,0.023558100065832734
AATSC2se,0.01782374441079658
AATSC3dv,-0.49117913832199533
AATSC3pe,-0.009602219954648546
AATSC3se,-0.007002074739229024
AATSC4dv,-0.41670027046963376
AATSC4pe,-0.014939505286451929
AATSC4se,-0.011092325035652812
AATSC5dv,-0.2566172770478054
AATSC5pe,-0.004424419345820531
AATSC5se,-0.004966141101481688
AATSC6dv,-0.47761381475667186
AATSC6pe,-0.02777411616954474
AATSC6se,-0.017576798744113022
AATSC7dv,0.4379257276681163
AATSC7pe,0.025247341585814643
AATSC7se,0.01871694592171294
AATSC8dv,-1.5821167536782157
AATSC8pe,-0.017494204081632627
AATSC8se,-0.008136038120550543
AETA_eta,0.6566053502224976
ATSC0are,4.6501885714285685
ATSC1are,0.08484636734693747
ATSC2are,1.6671659591836712
ATSC3are,-0.7408650612244906
ATSC4are,-1.3903214693877548
ATSC5are,-0.44218187755102073
ATSC6are,-1.8807587755102044
ATSC7are,1.6367056326530611
ATSC8are,-0.6846688163265302
BCUTZ-1h,8.039047469699865
BCUTZ-1l,5.689381920256102
BCUTc-1h,0.5397978129967649
BCUTc-1l,-0.5293491674077604
BCUTd-1h,3.271408139746453
BCUTd-1l,0.9777559161830239
BCUTi-1h,14.551073940624079
BCUTi-1l,10.951777640461396
BCUTm-1h,16.019274248359817
BCUTm-1l,11.702359097112707
BCUTp-1h,1.9961893283881618
BCUTp-1l,0.718332606301949
BCUTs-1h,7.008283019113043
BCUTs-1l,1.4080593617519177
BCUTv-1h,20.89777844280384
BCUTv-1l,14.698035502623094
BalabanJ,1.6026865203855087
Diameter,10
ETA_beta,27.5
GATS1are,0.723713167973493
GATS2are,0.8041682210360194
GATS3are,0.92798058744025
GATS4are,1.121408338793849
GATS5are,1.096945057498163
GATS6are,1.3617333632411364
GATS7are,0.968520215936246
GATS8are,0.962401581885623
HybRatio,0.1875
Lipinski,True
LogEE_Dt,177.35277363171602
MATS1are,0.017259531734520512
MATS2are,0.20238793745166178
MATS3are,-0.07744691049907257
MATS4are,-0.1260766372563516
MATS5are,-0.04559062638606216
MATS6are,-0.21777961219864053
MATS7are,0.20194737941477664
MATS8are,-0.11984214465035518
MAXssCH2,0.46476851851851864
MINssCH2,0.46476851851851864
NsssssAs,0
RotRatio,0.13636363636363635
SM1_Dzpe,0.9373470012239903
SM1_Dzse,0.8857473937688994
SMR_VSA1,9.154013890853395
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,7.109797541277533
SMR_VSA7,64.14207246892654
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,120.07187592905936
SpAD_Dzi,118.75425254812058
SpAD_Dzm,120.0983284093312
SpAD_Dzp,171.598510044014
SpAD_Dzv,149.54266548807192
SpAbs_Dt,354.705547263432
SpDiam_A,4.7914057743612535
SpDiam_D,124.22190428670743
SpMAD_Dt,17.735277363171605
SpMax_Dt,177.35277363171602
SsssssAs,0
VE1_Dzpe,4.405314493826464
VE1_Dzse,4.40574444602563
VE2_Dzpe,0.2202657246913232
VE2_Dzse,0.2202872223012815
VE3_Dzpe,2.1759588321388703
VE3_Dzse,2.1760564259019906
VMcGowan,201.20999999999972
VR1_Dzpe,105.79332450667118
VR1_Dzse,105.75922775824219
VR2_Dzpe,5.289666225333559
VR2_Dzse,5.28796138791211
VR3_Dzpe,5.354634602593462
VR3_Dzse,5.354312254804611
mZagreb1,6.277777777777778
mZagreb2,4.416666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,30
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.13286253061224482
AATSC1are,0.0022931450634307423
AATSC2are,0.026889773535220502
AATSC3are,-0.010289792517006813
AATSC4are,-0.016750861076960902
AATSC5are,-0.006057285993849599
AATSC6are,-0.028934750392464684
AATSC7are,0.02683123987955838
AATSC8are,-0.015922530612244887
AETA_beta,1.375
BCUTdv-1h,6.039003114639137
BCUTdv-1l,0.9955160341470893
BCUTpe-1h,3.52471932460763
BCUTpe-1l,2.235846294095906
BCUTse-1h,3.7367271982733805
BCUTse-1l,2.431529080457549
ETA_alpha,9.399999999999999
ETA_dBeta,1.5
ETA_eta_B,0.24517846677707666
ETA_eta_F,18.387139437531076
ETA_eta_L,3.9922265956878302
ETA_eta_R,31.519246441981025
ETA_psi_1,0.5628742514970061
LabuteASA,115.76400426165533
LogEE_DzZ,60.080580821672534
LogEE_Dzi,59.414358881214916
LogEE_Dzm,60.09367905045452
LogEE_Dzp,84.8579888692072
LogEE_Dzv,74.39225572843159
PEOE_VSA1,9.154013890853395
PEOE_VSA2,4.567099647791355
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,42.316108456931055
PEOE_VSA8,0.0
PEOE_VSA9,19.17125466480637
SM1_Dzare,1.0428106095858538
SpAD_Dzpe,119.27568812076157
SpAD_Dzse,120.18985019516708
SpAbs_DzZ,119.26830450048794
SpAbs_Dzi,118.08406561933725
SpAbs_Dzm,119.29706118513079
SpAbs_Dzp,173.48104234961366
SpAbs_Dzv,150.3008195192807
SpDiam_Dt,253.54378914324968
SpMAD_DzZ,6.003593796452968
SpMAD_Dzi,5.937712627406029
SpMAD_Dzm,6.00491642046656
SpMAD_Dzp,8.5799255022007
SpMAD_Dzv,7.477133274403596
SpMax_DzZ,60.080580821672534
SpMax_Dzi,59.414358881214916
SpMax_Dzm,60.09367905045452
SpMax_Dzp,84.8579888692072
SpMax_Dzv,74.39225572843159
VE1_Dzare,4.405188769547583
VE2_Dzare,0.22025943847737914
VE3_Dzare,2.1759302925026813
VR1_Dzare,105.7956502773404
VR2_Dzare,5.28978251386702
VR3_Dzare,5.35465658644845
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4699999999999999
AETA_dBeta,0.075
AETA_eta_B,0.012258923338853834
AETA_eta_F,0.9193569718765537
AETA_eta_L,0.1996113297843915
AETA_eta_R,1.5759623220990513
BCUTare-1h,3.5760667927222647
BCUTare-1l,2.1866297781347677
ETA_beta_s,13.0
ETA_dPsi_A,0.15112574850299387
ETA_dPsi_B,0.0
ETA_eta_BR,0.5031784667770767
ETA_eta_FL,5.676808499908189
ETA_eta_RL,9.66903509559602
LogEE_Dzpe,59.684711410441984
LogEE_Dzse,60.13921246727198
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.583020141642242
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.492925776029502
SlogP_VSA2,11.676897189068889
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.126902983393991
SlogP_VSA6,51.676257600356436
SlogP_VSA7,0.0
SlogP_VSA8,11.099720859258504
SlogP_VSA9,0.0
SpAD_Dzare,117.91630999614821
SpAbs_Dzpe,118.43207581966013
SpAbs_Dzse,119.39267754077511
SpDiam_DzZ,91.18925736576361
SpDiam_Dzi,89.50650396251757
SpDiam_Dzm,91.20786250976045
SpDiam_Dzp,126.59808364639088
SpDiam_Dzv,112.46780182685166
SpMAD_Dzpe,5.963784406038078
SpMAD_Dzse,6.0094925097583545
SpMax_Dzpe,59.684711410441984
SpMax_Dzse,60.13921246727198
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,20
AETA_beta_s,0.65
AETA_eta_BR,0.025158923338853834
AETA_eta_FL,0.28384042499540946
AETA_eta_RL,0.48345175477980096
DetourIndex,1745
EState_VSA1,0.0
EState_VSA2,5.756062822229453
EState_VSA3,12.127776547554816
EState_VSA4,22.39311553429416
EState_VSA5,0.0
EState_VSA6,11.676897189068889
EState_VSA7,49.38830667892189
EState_VSA8,0.0
EState_VSA9,9.154013890853395
ETA_beta_ns,14.5
ETA_shape_p,0.14184397163120568
ETA_shape_x,0.0
ETA_shape_y,0.3617021276595745
GhoseFilter,True
LogEE_Dzare,59.0102955285534
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,116.97778044752098
SpDiam_Dzpe,90.53953029049373
SpDiam_Dzse,91.2841224427762
SpMAD_Dzare,5.89581549980741
SpMax_Dzare,59.0102955285534
TopoPSA(NO),44.370000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.894983229402873
VSA_EState9,38.605016770597125
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.725
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.030000000000000072
FilterItLogS,-4.374250495897881
SpDiam_Dzare,89.51143320967999
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6057142857142859
ETA_epsilon_2,0.8349999999999997
ETA_epsilon_3,0.44285714285714317
ETA_epsilon_4,0.5276595744680854
ETA_epsilon_5,0.8349999999999997
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.1628571428571427
ETA_dEpsilon_B,0.07805471124620045
ETA_dEpsilon_C,-0.08480243161094225
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.09999999999999998,3.221377015063257,2.630350714429584,0.0,7.832661153972521,15.738082948618668,0.0,4.700099553234329,0.0,0.0,0.0,0.5345224838248487,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,41.667895
BCUTDescriptor,"11.850000000000003,15.996928249829965,-0.34871329677029395,0.3500422889126801,4.729919143526546,9.92894652142681"
BPolDescriptor,23.168104999999997
TPSADescriptor,44.370000000000005
ALOGPDescriptor,"4.073199999999999,16.590958239999992,72.1428"
XLogPDescriptor,3.1950000000000003
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,269.10519346
ChiPathDescriptor,"14.11251969619286,9.669035095596021,8.76160654473024,7.339930279368259,6.158104293896758,5.166579074981269,3.3090256311554556,2.406856852214986,11.420517132405477,6.4011407002601635,4.7768226771140005,3.297727467627658,2.275265927772484,1.584025340294297,0.8361837276662317,0.4973206997963313"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.39660880187581576,0.6612402812804257,0.0,0.0,0.02282177322938192,0.10364073334419538,0.1414691357226534"
AtomCountDescriptor,35
BondCountDescriptor,22
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.371457879096767,0.0,0.21982198216447035,0.0,0.5923592072732771,0.0,0.05121244563300478,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,10,2,2,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,11
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"40.96462147258765,2.0482310736293825,11.962523812940887,8.453737050368169,3.5087867625727123"
FractionalPSADescriptor,0.16487976106858448
WienerNumbersDescriptor,"810.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.015605694426579,4.8303805412953205,6.868184904022076,1.051115919735422,1.3745662555024976,1.602010408939235"
FractionalCSP3Descriptor,0.1875
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,7,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.917355371900827,6.40582726326743,3.276621058893516"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,989.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.1875
AutocorrelationDescriptorMass,"22.683387407899318,24.15900568520416,34.70830593774578,33.321463549782294,27.989371572649734"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.46392318454672,-0.3744594031758826,0.22213615235581216,-0.06308266929397906,-0.052923910063476506"
EccentricConnectivityIndexDescriptor,341
AutocorrelationDescriptorPolarizability,"1238.6485787376996,1455.2533158648052,2043.7878530635694,1919.723778688642,1563.7209033234974"
