DLiP-ID,C001GU
AATSC4s,-0.22564600211600708
AATSC4v,-4.7151974567934625
AATSC5Z,0.2814869049253345
AATSC5c,-0.003349432634996159
AATSC5d,-0.013102701383486638
AATSC5i,0.307599563045072
AATSC5m,1.5693055384615384
AATSC5p,0.061461232911983285
AATSC5s,-0.6978780760232497
AATSC5v,8.170973391606271
AATSC6Z,-3.335838261538999
AATSC6c,0.010062261528901419
AATSC6d,-0.038973650138223064
AATSC6i,0.2740824208901399
AATSC6m,-14.227802926470595
AATSC6p,-0.022203497070059027
AATSC6s,0.8444739933377601
AATSC6v,0.2002338210804061
AATSC7Z,-3.4459530391573647
AATSC7c,-0.010326920100749721
AATSC7d,-0.03215872904783567
AATSC7i,0.013783319909334372
AATSC7m,-15.912478985294118
AATSC7p,-0.010214396150100629
AATSC7s,-1.1553881805290764
AATSC7v,-7.918893687397738
AATSC8Z,3.2411133107732524
AATSC8c,0.008980974309641912
AATSC8d,-0.017788006748520102
AATSC8i,-0.08372727379108233
AATSC8m,13.522675459016401
AATSC8p,0.0017311159251840044
AATSC8s,1.0648205930582366
AATSC8v,-6.585043327887411
ATS0are,283.20169999999996
ATS1are,289.76880000000006
ATS2are,470.14250000000004
ATS3are,554.1894000000001
ATS4are,579.4710000000001
ATS5are,519.1336999999999
ATS6are,461.3558999999999
ATS7are,446.37999999999994
ATS8are,393.81139999999994
ATSC0dv,195.90243902439022
ATSC0pe,6.613639024390243
ATSC0se,4.863677804878047
ATSC1dv,11.270341727807514
ATSC1pe,0.3667371207614525
ATSC1se,0.623859326591315
ATSC2dv,44.14521779364133
ATSC2pe,3.45889773944081
ATSC2se,2.5363220356930416
ATSC3dv,-70.66157710357594
ATSC3pe,-2.3936107079119564
ATSC3se,-1.5799870196311716
ATSC4dv,-7.732698790402546
ATSC4pe,-1.4554979773944077
ATSC4se,-1.555978473527663
ATSC5dv,-24.025778306563538
ATSC5pe,-2.673120582986319
ATSC5se,-2.2129087507436043
ATSC6dv,41.45178134708177
ATSC6pe,1.9598279595478885
ATSC6se,1.2712005675193336
ATSC7dv,-136.24469561768788
ATSC7pe,-4.619925698988695
ATSC7se,-2.738059383700176
ATSC8dv,67.16412188512132
ATSC8pe,3.242534622248659
ATSC8se,2.435509095181443
AXp-0dv,0.570488454363028
AXp-1dv,0.3359932942748592
AXp-2dv,0.193242099868193
AXp-3dv,0.11285393068364326
AXp-4dv,0.06090271074631953
AXp-5dv,0.03328335456282713
AXp-6dv,0.01948292764446308
AXp-7dv,0.010804197035098446
BertzCT,1142.2414799840137
ECIndex,735
ETA_eta,18.87518683651894
GATS1dv,0.5895989684672166
GATS1pe,0.5264033684974352
GATS1se,0.4781844063330682
GATS2dv,0.6518411057861951
GATS2pe,0.43830372326117534
GATS2se,0.45767905843357654
GATS3dv,1.0557668922702765
GATS3pe,1.0287758043849722
GATS3se,1.001070393795086
GATS4dv,1.0030336171653258
GATS4pe,1.150068993548049
GATS4se,1.2017709278301694
GATS5dv,1.078506486873021
GATS5pe,1.250349307523838
GATS5se,1.261781139556961
GATS6dv,0.8364174022862798
GATS6pe,0.7933871883901324
GATS6se,0.8237925959419807
GATS7dv,1.3550495729500303
GATS7pe,1.368562214721527
GATS7se,1.3017414262110418
GATS8dv,0.6517872045515571
GATS8pe,0.513221583845802
GATS8se,0.48335256607318156
LogEE_A,4.253820355189383
LogEE_D,176.61822334885255
MATS1dv,0.05485454821540707
MATS1pe,0.05287249258257774
MATS1se,0.12230304670469797
MATS2dv,0.13389938635153423
MATS2pe,0.3107649291088682
MATS2se,0.3098663122288523
MATS3dv,-0.17817601748294645
MATS3pe,-0.1787799436863071
MATS3se,-0.16047023405593205
MATS4dv,-0.019039528161862374
MATS4pe,-0.10615392338219196
MATS4se,-0.15431342766179848
MATS5dv,-0.06446542888275952
MATS5pe,-0.2124551762987414
MATS5se,-0.23915967957915238
MATS6dv,0.12757873733822883
MATS6pe,0.17867031618326065
MATS6se,0.15758839225358698
MATS7dv,-0.4193288122021718
MATS7pe,-0.4211816559510166
MATS7se,-0.339432177106541
MATS8dv,0.23043663234130882
MATS8pe,0.3295324266347142
MATS8se,0.33657277242933076
MAXaaCH,1.6363903754797722
MAXaasC,0.6107167791508452
MAXddsN,-0.5773369170234806
MAXdssC,-0.5277843466358074
MAXsCH3,1.7075014865908833
MAXssNH,2.555250085762802
MDEC-12,1.2197340576595914
MDEC-13,1.155530274633127
MDEC-22,5.891977710055774
MDEC-23,13.522566108681753
MDEC-33,4.3659129305556625
MDEN-22,1.5736725951324726
MDEN-23,0.4073780666920117
MDEO-11,1.485502048305003
MINaaCH,1.2443343572084276
MINaasC,-0.14256172265038347
MINddsN,-0.5773369170234806
MINdssC,-0.5277843466358074
MINsCH3,1.7075014865908833
MINssNH,2.2752867080166514
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.2142857142857144
SM1_Dzi,1.818117866140161
SM1_Dzm,3.209546192770283
SM1_Dzp,-7.154104550535886
SM1_Dzv,-3.2764377811643364
SddssSe,0
SpAD_Dt,486.28597701492527
SpAbs_A,34.57213894787345
SpAbs_D,353.2364466977051
SpMAD_A,1.2347192481383373
SpMAD_D,12.615587382060896
SpMax_A,2.392971321462257
SpMax_D,176.61822334885255
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,180.81
TpiPC10,8.31586464072589
VAdjMat,5.906890595608519
VE1_DzZ,5.20945433142549
VE1_Dzi,5.215431972510551
VE1_Dzm,5.209438328072693
VE1_Dzp,5.18050473508215
VE1_Dzv,5.19839087995001
VE2_DzZ,0.1860519404080532
VE2_Dzi,0.18626542758966252
VE2_Dzm,0.18605136885973902
VE2_Dzp,0.18501802625293393
VE2_Dzv,0.18565681714107177
VE3_DzZ,2.6800945326102026
VE3_Dzi,2.6812413348996307
VE3_Dzm,2.680091460622935
VE3_Dzp,2.6745219079107074
VE3_Dzv,2.677968548716737
VR1_DzZ,168.87986337893742
VR1_Dzi,168.65083295213736
VR1_Dzm,168.88188037662007
VR1_Dzp,172.3761840683061
VR1_Dzv,170.58249985600506
VR2_DzZ,6.031423692104908
VR2_Dzi,6.023244034004906
VR2_Dzm,6.031495727736432
VR2_Dzp,6.1562922881537885
VR2_Dzv,6.092232137714467
VR3_DzZ,6.158807011737816
VR3_Dzi,6.1574499176160655
VR3_Dzm,6.158818955054192
VR3_Dzp,6.179298622412764
VR3_Dzv,6.168838467000528
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10206207261596575
Xch-6dv,0.14650651706041018
Xch-7dv,0.1848952014807885
Xpc-4dv,2.3465077869675026
Xpc-5dv,2.60054065475953
Xpc-6dv,2.7853839865223793
Zagreb1,146.0
Zagreb2,168.0
fragCpx,144.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,4
nBondsM,21
nBondsO,30
nBondsS,22
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,12
naHRing,2
AATS0are,6.907358536585365
AATS1are,6.738809302325583
AATS2are,6.813659420289856
AATS3are,6.676980722891567
AATS4are,6.817305882352943
AATS5are,6.655560256410254
AATS6are,6.784645588235293
AATS7are,6.5644117647058815
AATS8are,6.455924590163933
AATSC0dv,4.778108268887566
AATSC0pe,0.16130826888756689
AATSC0se,0.11862628792385481
AATSC1dv,0.2621009704141282
AATSC1pe,0.008528770250266337
AATSC1se,0.014508356432356163
AATSC2dv,0.6397857651252367
AATSC2pe,0.050128952745518984
AATSC2se,0.036758290372362924
AATSC3dv,-0.8513443024527221
AATSC3pe,-0.028838683227854895
AATSC3se,-0.019035988188327368
AATSC4dv,-0.0909729269459123
AATSC4pe,-0.017123505616404796
AATSC4se,-0.018305629100325446
AATSC5dv,-0.30802279880209665
AATSC5pe,-0.03427077670495281
AATSC5se,-0.028370625009533388
AATSC6dv,0.609585019810026
AATSC6pe,0.028820999405116007
AATSC6se,0.01869412599293138
AATSC7dv,-2.0035984649659984
AATSC7pe,-0.06794008380865728
AATSC7se,-0.04026557917206141
AATSC8dv,1.1010511784446118
AATSC8pe,0.053156305282764896
AATSC8se,0.03992637860953185
AETA_eta,0.6741138155899621
ATSC0are,7.443921951219509
ATSC1are,0.2577013682331945
ATSC2are,4.094504521118379
ATSC3are,-3.1524834622248665
ATSC4are,-1.5829162403331336
ATSC5are,-3.1376271267102904
ATSC6are,2.6643465199286123
ATSC7are,-4.84251933372992
ATSC8are,3.7055429506246256
BCUTZ-1h,16.013263368417945
BCUTZ-1l,5.699511208218251
BCUTc-1h,0.48825062912195977
BCUTc-1l,-0.3841633728177652
BCUTd-1h,4.043822143266482
BCUTd-1l,0.970629678542031
BCUTi-1h,14.594957343454018
BCUTi-1l,10.311317264399204
BCUTm-1h,32.066788431488305
BCUTm-1l,11.711185491583263
BCUTp-1h,2.954741990952603
BCUTp-1l,0.6692498235853983
BCUTs-1h,8.001940095230564
BCUTs-1l,0.2989389510608215
BCUTv-1h,24.442575473745993
BCUTv-1l,14.651529532629878
BalabanJ,1.4084790159626113
Diameter,16
ETA_beta,41.75
GATS1are,0.5703232635008486
GATS2are,0.4391054457699106
GATS3are,1.06505587014994
GATS4are,1.1494857696001723
GATS5are,1.2509706934262834
GATS6are,0.7630623356626773
GATS7are,1.336139431906508
GATS8are,0.48920976981303493
HybRatio,0.0625
Lipinski,True
LogEE_Dt,243.14298850746263
MATS1are,0.03300884395255632
MATS2are,0.32683932885392547
MATS3are,-0.20919763494122137
MATS4are,-0.10257016518498059
MATS5are,-0.22155868260989875
MATS6are,0.21580616182950407
MATS7are,-0.39223333120551523
MATS8are,0.33458314743046236
MAXddssS,-3.894286296665896
MINddssS,-3.894286296665896
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,2.1227815177478586
SM1_Dzse,2.0865011749743587
SMR_VSA1,18.13564521721843
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,10.038883468458419
SMR_VSA7,69.34680650815967
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,223.3936491605084
SpAD_Dzi,261.5781365578292
SpAD_Dzm,223.4208418139449
SpAD_Dzp,347.1060650698739
SpAD_Dzv,328.9109289553205
SpAbs_Dt,486.28597701492527
SpDiam_A,4.778958297150826
SpDiam_D,273.89897521100244
SpMAD_Dt,17.367356321961616
SpMax_Dt,243.14298850746263
SsssssAs,0
VE1_Dzpe,5.21401235385634
VE1_Dzse,5.213319635596037
VE2_Dzpe,0.1862147269234407
VE2_Dzse,0.18618998698557276
VE3_Dzpe,2.680969102052212
VE3_Dzse,2.6808362361835467
VMcGowan,272.67000000000013
VR1_Dzpe,168.64119905018325
VR1_Dzse,168.70314062593127
VR2_Dzpe,6.022899966077973
VR2_Dzse,6.025112165211831
VR3_Dzpe,6.157392792626189
VR3_Dzse,6.157760023192463
mZagreb1,10.20138888888889
mZagreb2,6.013888888888889
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,31
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.18155907198096363
AATSC1are,0.00599305507519057
AATSC2are,0.0593406452335997
AATSC3are,-0.03798172846054056
AATSC4are,-0.01862254400391922
AATSC5are,-0.04022598880397808
AATSC6are,0.039181566469538416
AATSC7are,-0.0712135196136753
AATSC8are,0.06074660574794468
AETA_beta,1.4910714285714286
BCUTdv-1h,7.004122976146743
BCUTdv-1l,0.6441658534999719
BCUTpe-1h,3.553685187901268
BCUTpe-1l,2.2416522743850607
BCUTse-1h,3.7690889173044506
BCUTse-1l,2.4406736224604613
ETA_alpha,13.333333333333336
ETA_dBeta,5.25
ETA_eta_B,0.672192936801892
ETA_eta_F,32.625951842969144
ETA_eta_L,5.102929286707853
ETA_eta_R,51.501138679488086
ETA_psi_1,0.5134788189987166
LabuteASA,163.0301330748975
LogEE_DzZ,111.31394317067057
LogEE_Dzi,130.8540010598482
LogEE_Dzm,111.32641117952996
LogEE_Dzp,171.96972147805806
LogEE_Dzv,164.0930015899888
PEOE_VSA1,5.316788604006331
PEOE_VSA2,14.908855452837393
PEOE_VSA3,23.10784889067544
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.336785877934737
PEOE_VSA7,43.321939610460284
PEOE_VSA8,23.64452490960671
PEOE_VSA9,14.695941718036746
SM1_Dzare,2.30772986291756
SpAD_Dzpe,262.95255016901467
SpAD_Dzse,261.84523157161493
SpAbs_DzZ,220.8681389564268
SpAbs_Dzi,259.8898842535564
SpAbs_Dzm,220.89905551962534
SpAbs_Dzp,351.14873670083676
SpAbs_Dzv,331.46244096114185
SpDiam_Dt,351.7520524819034
SpMAD_DzZ,7.9783446128753
SpMAD_Dzi,9.342076305636757
SpMAD_Dzm,7.97931577906946
SpMAD_Dzp,12.396645181066926
SpMAD_Dzv,11.746818891261446
SpMax_DzZ,111.31394317067057
SpMax_Dzi,130.8540010598482
SpMax_Dzm,111.32641117952996
SpMax_Dzp,171.96972147805806
SpMax_Dzv,164.0930015899888
VE1_Dzare,5.214715126678413
VE2_Dzare,0.18623982595280045
VE3_Dzare,2.681103878385077
VR1_Dzare,168.5520844285928
VR2_Dzare,6.0197173010211715
VR3_Dzare,6.156864225611177
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904763
AETA_dBeta,0.1875
AETA_eta_B,0.02400689060006757
AETA_eta_F,1.1652125658203265
AETA_eta_L,0.18224747452528045
AETA_eta_R,1.8393263814102887
BCUTare-1h,3.607932619751587
BCUTare-1l,2.187952567243223
ETA_beta_s,18.25
ETA_dPsi_A,0.20052118100128336
ETA_dPsi_B,0.0
ETA_eta_BR,0.930192936801892
ETA_eta_FL,8.139091338863352
ETA_eta_RL,13.242020625571204
LogEE_Dzpe,131.55208871014116
LogEE_Dzse,130.99713368491368
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.948339280986494
PEOE_VSA13,15.930470882759089
SlogP_VSA1,10.038883468458419
SlogP_VSA2,29.216244804392527
SlogP_VSA3,10.023291153407584
SlogP_VSA4,17.038055468456196
SlogP_VSA5,15.365612372621582
SlogP_VSA6,53.55689652636212
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,261.6931354205725
SpAbs_Dzpe,260.9813959025345
SpAbs_Dzse,259.9077661948529
SpDiam_DzZ,175.32814061814537
SpDiam_Dzi,205.93676139079344
SpDiam_Dzm,175.3459312276631
SpDiam_Dzp,264.3979286384096
SpDiam_Dzv,254.85790452218998
SpMAD_Dzpe,9.391162506036238
SpMAD_Dzse,9.351615413271961
SpMax_Dzpe,131.55208871014116
SpMax_Dzse,130.99713368491368
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6517857142857143
AETA_eta_BR,0.033221176314353285
AETA_eta_FL,0.290681833530834
AETA_eta_RL,0.47292930805611444
DetourIndex,3292
EState_VSA1,20.85378193157676
EState_VSA2,20.722051926893435
EState_VSA3,11.381314269532023
EState_VSA4,11.336785877934737
EState_VSA5,42.595045982382736
EState_VSA6,12.990104268152233
EState_VSA7,0.0
EState_VSA8,20.006840510352834
EState_VSA9,0.0
ETA_beta_ns,23.5
ETA_shape_p,0.16249999999999995
ETA_shape_x,0.06249999999999999
ETA_shape_y,0.2924999999999999
GhoseFilter,True
LogEE_Dzare,130.92898663396187
SlogP_VSA10,16.636807532357924
SlogP_VSA11,0.0
SpAbs_Dzare,259.5502434050062
SpDiam_Dzpe,207.01640724597783
SpDiam_Dzse,206.03448519871503
SpMAD_Dzare,9.34618340787759
SpMax_Dzare,130.92898663396187
TopoPSA(NO),144.19
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.78765620889719
VSA_EState9,58.776085039566276
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8392857142857143
EState_VSA10,23.32665243716633
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523725
FilterItLogS,-5.021775628041233
SpDiam_Dzare,206.19663682030637
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.7284552845528456
ETA_epsilon_2,0.9273809523809521
ETA_epsilon_3,0.43999999999999984
ETA_epsilon_4,0.631446540880503
ETA_epsilon_5,0.8855555555555553
AETA_beta_ns_d,0.05357142857142857
ETA_dEpsilon_A,0.28845528455284575
ETA_dEpsilon_B,0.09700874367234258
ETA_dEpsilon_C,-0.19144654088050317
ETA_dEpsilon_D,0.041825396825396766
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.0,1.2197340576595914,1.155530274633127,0.0,5.891977710055774,13.522566108681753,0.0,4.3659129305556625,0.0,0.0,1.485502048305003,0.0,0.0,0.0,0.0,0.0,1.5736725951324726,0.4073780666920117,0.0"
APolDescriptor,52.138308999999985
BCUTDescriptor,"11.988331093256237,31.97307378990395,-0.28997216657637576,0.24772487340004717,4.170715673019414,11.663109842806806"
BPolDescriptor,29.141690999999994
TPSADescriptor,180.81
ALOGPDescriptor,"3.2172000000000005,10.350375840000003,97.90889999999999"
XLogPDescriptor,1.3849999999999998
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,419.03581061999995
ChiPathDescriptor,"20.311190308942123,13.242020625571206,12.83837266834915,9.778110134945031,7.728711326083659,5.537774472566576,4.064649385619145,2.2501183170357613,15.190064220312617,8.965853954331742,7.104066489219056,4.863555300785871,3.1594129854930855,1.8842763564996734,1.0334926742904829,0.5086285745841809"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.5343715079280775,0.0,0.0,0.10206207261596577,0.16764426440113056,0.1677846386767299"
AtomCountDescriptor,41
BondCountDescriptor,30
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.7941067350702147,0.20412414523193154,0.6329795093937626,0.10206207261596577,1.069159145098212,0.025499585890087693,0.09472476513973571,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,0,1,0,0,0"
ZagrebIndexDescriptor,146.0
LargestChainDescriptor,17
MannholdLogPDescriptor,1.8999999999999997
WeightedPathDescriptor,"56.23991273769225,2.0085683120604374,34.10247654865992,12.374782006748411,15.182275180728755"
FractionalPSADescriptor,0.43149056815090786
WienerNumbersDescriptor,"2386.0,41.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.148678262461416,7.042955440421249,8.630290478101946,1.7444843265916845,1.9665202348034516,1.8401470667064663"
FractionalCSP3Descriptor,0.0625
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,27
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.68,9.871281773931855,6.25"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1093.12
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.0625
AutocorrelationDescriptorMass,"45.92775276098715,45.00408042469494,62.41134561555757,63.49805561343968,52.70609219705404"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.5734014752884641,-0.3291892374181217,0.16192459763442557,-0.12605741127653686,0.06855018722968798"
EccentricConnectivityIndexDescriptor,735
AutocorrelationDescriptorPolarizability,"2068.175234525574,2402.0947884728203,3328.169269419375,3071.1195271385136,2771.7648615051503"
