DLiP-ID,I000XI
AATSC4i,0.036349161672366855
AATSC4m,0.1682338201597465
AATSC4p,0.009820066189766927
AATSC4s,-0.18961814320826312
AATSC4v,2.2555385872080693
AATSC5Z,0.06371553263241428
AATSC5c,-0.0007919618392233949
AATSC5d,-0.003449712358659009
AATSC5i,-0.023207407091930022
AATSC5m,0.3737811616636285
AATSC5p,0.010317936141798491
AATSC5s,-0.06321962683770856
AATSC5v,2.1776738854294693
AATSC6Z,-0.39011198221973187
AATSC6c,0.0018362170259019154
AATSC6d,-0.07514118822809364
AATSC6i,0.11340706821609262
AATSC6m,-1.8022351982175477
AATSC6p,0.0046538148061642925
AATSC6s,0.026668574142792667
AATSC6v,-0.803716571734814
AATSC7Z,-1.0214788093853575
AATSC7c,-0.0006193474739947233
AATSC7d,-0.07967711972128971
AATSC7i,-0.1389329661803351
AATSC7m,-4.821759794254319
AATSC7p,-0.024586490596178887
AATSC7s,-0.15125210280941864
AATSC7v,-6.172079889453303
AATSC8Z,-0.5966515517637263
AATSC8c,-0.0008451452602622145
AATSC8d,-0.004511040960189425
AATSC8i,-0.03163852084695797
AATSC8m,-2.8246504929039578
AATSC8p,-0.00814059530670865
AATSC8s,0.018611189644738166
AATSC8v,-3.232681020326884
ATS0are,435.6595999999999
ATS1are,463.083
ATS2are,834.4649999999997
ATS3are,1162.7848000000004
ATS4are,1249.8999000000003
ATS5are,1233.8530000000003
ATS6are,1299.5158999999996
ATS7are,1401.6748999999995
ATS8are,1489.0979999999997
ATSC0dv,274.3661971830985
ATSC0pe,9.129436619718303
ATSC0se,5.676750197183097
ATSC1dv,87.5479071612775
ATSC1pe,-0.021159293790900816
ATSC1se,-0.1546822900218244
ATSC2dv,64.83376314223368
ATSC2pe,0.6740242213846587
ATSC2se,0.4409637913112451
ATSC3dv,48.413013291013684
ATSC3pe,1.4738751041460056
ATSC3se,0.6874502527276334
ATSC4dv,-16.64372148383256
ATSC4pe,-2.0888193017258345
ATSC4se,-1.7149803412021543
ATSC5dv,-30.665344177742497
ATSC5pe,-1.2954904780797265
ATSC5se,-0.9930899638960663
ATSC6dv,-89.76433247371553
ATSC6pe,-0.3235651656417168
ATSC6se,0.2497781463995119
ATSC7dv,-122.49752033326718
ATSC7pe,-3.3988060900614867
ATSC7se,-1.9758966752628462
ATSC8dv,3.9434635984923716
ATSC8pe,-1.301602836738759
ATSC8se,-0.3156454941479745
AXp-0dv,0.5834678818327499
AXp-1dv,0.33129891783391013
AXp-2dv,0.18383957801721743
AXp-3dv,0.10499987185269691
AXp-4dv,0.05939828087733259
AXp-5dv,0.03330783301857576
AXp-6dv,0.017623564875300868
AXp-7dv,0.010290474818111642
BertzCT,1084.4573018124586
ECIndex,997
ETA_eta,39.97621519819002
GATS1dv,0.47061782007880587
GATS1pe,0.6235442936109409
GATS1se,0.6131905771469436
GATS2dv,0.7475785873897817
GATS2pe,0.6872649620254774
GATS2se,0.6380113192491994
GATS3dv,0.8909842431722189
GATS3pe,0.8220260491010961
GATS3se,0.8191108115779432
GATS4dv,1.1143329508394737
GATS4pe,1.1532923390896341
GATS4se,1.2358085917093582
GATS5dv,1.1015387577002058
GATS5pe,1.0652867099153032
GATS5se,1.133094248746724
GATS6dv,1.145077707601429
GATS6pe,0.9903163998268897
GATS6se,1.0030560409412699
GATS7dv,1.0730935657568896
GATS7pe,0.9963609991692286
GATS7se,1.0100163426159074
GATS8dv,0.880411364775502
GATS8pe,0.8993787029976752
GATS8se,0.8518526822422712
LogEE_A,4.504096756684472
LogEE_D,239.42780692474827
MATS1dv,0.30615530828569837
MATS1pe,-0.002223739035474898
MATS1se,-0.02614372329540506
MATS2dv,0.12336446128759515
MATS2pe,0.038543483755217774
MATS2se,0.04055296254276812
MATS3dv,0.06491312998053006
MATS3pe,0.05939060438285439
MATS3se,0.04454946900560653
MATS4dv,-0.021112906148085506
MATS4pe,-0.07963153278405069
MATS4se,-0.10514473812244896
MATS5dv,-0.039677618069815186
MATS5pe,-0.05037541075919025
MATS5se,-0.062103655249449496
MATS6dv,-0.11009031014918695
MATS6pe,-0.011925968988818193
MATS6se,0.014805754643055388
MATS7dv,-0.13605018022225945
MATS7pe,-0.11344486366691459
MATS7se,-0.10606372470700644
MATS8dv,0.0040176478196899
MATS8pe,-0.039852827613368016
MATS8se,-0.015542627637501463
MAXaaCH,1.7839592256655747
MAXaasC,0.7973382254136224
MAXdssC,-0.05896552448139758
MAXsCH3,1.7834304494253346
MAXssNH,3.048739384515761
MAXsssN,1.8539251279024007
MDEC-11,0.33333333333333337
MDEC-12,3.176127337249674
MDEC-13,3.45940183327587
MDEC-22,19.133092275401935
MDEC-23,33.61602804514562
MDEC-33,12.564684462204717
MDEN-22,0.5047172597219922
MDEN-23,0.7211247851537042
MDEO-11,0.3944303841493943
MINaaCH,1.2604152465607676
MINaasC,-0.4006866919057843
MINdssC,-0.24201647959993733
MINsCH3,1.727584510885566
MINssNH,2.9514883595097574
MINsssN,1.8539251279024007
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.654761904761905
SM1_Dzi,1.7741040929820362
SM1_Dzm,1.6855864241423026
SM1_Dzp,-7.317814733608284
SM1_Dzv,-3.0209416124484996
SddssSe,0
SpAD_Dt,769.4062968687223
SpAbs_A,47.112921912710064
SpAbs_D,478.8556138494969
SpMAD_A,1.3086922753530574
SpMAD_D,13.301544829152684
SpMax_A,2.4534781695267105
SpMax_D,239.42780692474827
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,91.4
TpiPC10,8.363426292102483
VAdjMat,6.285402218862249
VE1_DzZ,5.902117672142941
VE1_Dzi,5.9007054368191305
VE1_Dzm,5.90234947313413
VE1_Dzp,5.894187353594319
VE1_Dzv,5.902839301910699
VE2_DzZ,0.1639477131150817
VE2_Dzi,0.16390848435608696
VE2_Dzm,0.16395415203150362
VE2_Dzp,0.16372742648873106
VE2_Dzv,0.1639677583864083
VE3_DzZ,3.056245059456533
VE3_Dzi,3.0560057547889103
VE3_Dzm,3.0562843328923206
VE3_Dzp,3.054900516444799
VE3_Dzv,3.056367318228038
VR1_DzZ,251.91685776962805
VR1_Dzi,252.16046496338885
VR1_Dzm,251.88600633226758
VR1_Dzp,253.54512178086637
VR1_Dzv,252.2339072152458
VR2_DzZ,6.997690493600779
VR2_Dzi,7.004457360094134
VR2_Dzm,6.996833509229655
VR2_Dzp,7.04292004946851
VR2_Dzv,7.006497422645717
VR3_DzZ,6.8100329490491776
VR3_Dzi,6.810999496051947
VR3_Dzm,6.809910474805392
VR3_Dzp,6.8164756478448325
VR3_Dzv,6.81129070569435
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.09128709291752768
Xch-6dv,0.242643517456868
Xch-7dv,0.2270069686207999
Xpc-4dv,2.4197068636275776
Xpc-5dv,3.2755233508759227
Xpc-6dv,4.236956057310308
Zagreb1,186.0
Zagreb2,219.0
fragCpx,261.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,39
nBondsS,59
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.136050704225351
AATS1are,6.257878378378379
AATS2are,6.135772058823527
AATS3are,6.024791709844561
AATS4are,6.126960294117649
AATS5are,6.169265000000001
AATS6are,6.158843127962084
AATS7are,6.01577210300429
AATS8are,5.862590551181102
AATSC0dv,3.864312636381669
AATSC0pe,0.12858361436222962
AATSC0se,0.07995422812933939
AATSC1dv,1.1830798265037499
AATSC1pe,-0.00028593640257974074
AATSC1se,-0.0020903012165111408
AATSC2dv,0.47671884663407116
AATSC2pe,0.0049560604513577845
AATSC2se,0.0032423808184650375
AATSC3dv,0.2508446284508481
AATSC3pe,0.007636658570704693
AATSC3se,0.003561918407915199
AATSC4dv,-0.08158687001878706
AATSC4pe,-0.01023931030257762
AATSC4se,-0.008406766378441932
AATSC5dv,-0.1533267208887125
AATSC5pe,-0.0064774523903986326
AATSC5se,-0.004965449819480331
AATSC6dv,-0.4254233766526802
AATSC6pe,-0.001533484197354108
AATSC6se,0.0011837826843578763
AATSC7dv,-0.5257404306148806
AATSC7pe,-0.01458715060112226
AATSC7se,-0.008480243241471444
AATSC8dv,0.015525447238158943
AATSC8pe,-0.005124420617081729
AATSC8se,-0.0012426987958581673
AETA_eta,1.110450422171945
ATSC0are,9.825030985915488
ATSC1are,-0.1307675064471191
ATSC2are,0.7126420551478017
ATSC3are,1.4861214044832392
ATSC4are,-2.528662269390972
ATSC5are,-1.6187267208886853
ATSC6are,-0.024104760960100946
ATSC7are,-3.4952214044832295
ATSC8are,-1.054634794683618
BCUTZ-1h,9.004072913129882
BCUTZ-1l,5.690974963258302
BCUTc-1h,0.4086815671312127
BCUTc-1l,-0.4066597621053915
BCUTd-1h,3.2016861598658357
BCUTd-1l,0.9772370157213361
BCUTi-1h,17.42477415234707
BCUTi-1l,10.95187521008026
BCUTm-1h,19.000143565955945
BCUTm-1l,11.702801023660736
BCUTp-1h,1.993145810038853
BCUTp-1l,0.5458513436231487
BCUTs-1h,8.001922802029316
BCUTs-1l,1.18166718462337
BCUTv-1h,20.897551108690745
BCUTv-1l,13.304118082215993
BalabanJ,1.4158008938276956
Diameter,17
ETA_beta,39.75
GATS1are,0.6242694017971793
GATS2are,0.6771753078326798
GATS3are,0.8192047889488854
GATS4are,1.1699319486662931
GATS5are,1.0760123825721368
GATS6are,0.9808191152645205
GATS7are,0.9823544682927449
GATS8are,0.8737721636688798
HybRatio,0.5
Lipinski,True
LogEE_Dt,384.70314843436114
MATS1are,-0.012770048382592806
MATS2are,0.037866656445295375
MATS3are,0.05564439185706984
MATS4are,-0.08957464197679621
MATS5are,-0.05848816016349063
MATS6are,-0.0008255526841433446
MATS7are,-0.10840347151362635
MATS8are,-0.030004942506045264
MAXssCH2,1.1578971047226199
MAXsssCH,0.11575864460646268
MINssCH2,0.5975277766065105
MINsssCH,-0.5637138975881493
NsssssAs,0
RotRatio,0.20512820512820512
SM1_Dzpe,1.780196115214998
SM1_Dzse,1.6200363731051548
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,20.51746545981035
SMR_VSA4,5.917906046161393
SMR_VSA5,69.99501104761659
SMR_VSA6,13.592428388589765
SMR_VSA7,65.23309780167108
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,409.200945137168
SpAD_Dzi,398.1592257994379
SpAD_Dzm,409.0795545113117
SpAD_Dzp,521.0779474820554
SpAD_Dzv,481.16545888956944
SpAbs_Dt,769.4062968687223
SpDiam_A,4.859377244422328
SpDiam_D,350.58606755164703
SpMAD_Dt,21.372397135242284
SpMax_Dt,384.70314843436114
SsssssAs,0
VE1_Dzpe,5.901858905878372
VE1_Dzse,5.9020492217324
VE2_Dzpe,0.1639405251632881
VE2_Dzse,0.1639458117147889
VE3_Dzpe,3.0562012155429334
VE3_Dzse,3.05623346178748
VMcGowan,382.5300000000016
VR1_Dzpe,251.93660400566986
VR1_Dzse,251.9285493031005
VR2_Dzpe,6.998239000157496
VR2_Dzse,6.998015258419459
VR3_Dzpe,6.810111329918021
VR3_Dzse,6.810079358258473
mZagreb1,11.833333333333332
mZagreb2,8.055555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,65
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13838071811148575
AATSC1are,-0.0017671284655016095
AATSC2are,0.005240015111380895
AATSC3are,0.007700110904058234
AATSC4are,-0.012395403281328293
AATSC5are,-0.008093633604443427
AATSC6are,-0.0001142405732706206
AATSC7are,-0.015000950233833603
AATSC8are,-0.004152105490880386
AETA_beta,1.1041666666666667
BCUTdv-1h,7.004062394726597
BCUTdv-1l,0.9934606673823919
BCUTpe-1h,3.9886817119594813
BCUTpe-1l,2.2392794179167743
BCUTse-1h,4.009965271110991
BCUTse-1l,2.435147957457174
ETA_alpha,16.885714285714286
ETA_dBeta,-5.75
ETA_eta_B,0.5299644116138076
ETA_eta_F,34.649160636481
ETA_eta_L,10.134557564061504
ETA_eta_R,74.62537583467102
ETA_psi_1,0.5588652482269507
LabuteASA,211.41015868466832
LogEE_DzZ,204.64643817704962
LogEE_Dzi,199.12637541148936
LogEE_Dzm,204.5865991007709
LogEE_Dzp,259.5030252188696
LogEE_Dzv,240.16315422083358
PEOE_VSA1,15.53348693886314
PEOE_VSA2,19.367590073162674
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,19.26246486877803
PEOE_VSA7,81.4678885542383
PEOE_VSA8,30.06534653253272
PEOE_VSA9,12.083681658295921
SM1_Dzare,1.9900577693538684
SpAD_Dzpe,406.49251791570066
SpAD_Dzse,409.6680770577203
SpAbs_DzZ,407.6902897117546
SpAbs_Dzi,396.58224438345394
SpAbs_Dzm,407.5396010304919
SpAbs_Dzp,526.323865171347
SpAbs_Dzv,483.3472500541155
SpDiam_Dt,571.7755714073576
SpMAD_DzZ,11.366692920476888
SpMAD_Dzi,11.05997849442883
SpMAD_Dzm,11.363320958647547
SpMAD_Dzp,14.474387430057094
SpMAD_Dzv,13.365707191376929
SpMax_DzZ,204.64643817704962
SpMax_Dzi,199.12637541148936
SpMax_Dzm,204.5865991007709
SpMax_Dzp,259.5030252188696
SpMax_Dzv,240.16315422083358
VE1_Dzare,5.901386415651558
VE2_Dzare,0.1639274004347655
VE3_Dzare,3.056121154472576
VR1_Dzare,251.9613974766801
VR2_Dzare,6.998927707685558
VR3_Dzare,6.810209736623177
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46904761904761905
AETA_dBeta,-0.1597222222222222
AETA_eta_B,0.0147212336559391
AETA_eta_F,0.9624766843466944
AETA_eta_L,0.2815154878905973
AETA_eta_R,2.072927106518639
BCUTare-1h,4.107728084464455
BCUTare-1l,2.1896323940238815
ETA_beta_s,22.75
ETA_dPsi_A,0.15513475177304925
ETA_dPsi_B,0.0
ETA_eta_BR,0.8739644116138076
ETA_eta_FL,7.249691586697784
ETA_eta_RL,17.38424915075929
LogEE_Dzpe,203.29570884993964
LogEE_Dzse,204.8790395392242
PEOE_VSA10,11.859061670193856
PEOE_VSA11,5.783244946364939
PEOE_VSA12,11.814359458703011
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,53.15760270375132
SlogP_VSA3,9.589074368143644
SlogP_VSA4,11.735126887207288
SlogP_VSA5,79.39622104848347
SlogP_VSA6,42.7255224855342
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,402.816705708251
SpAbs_Dzpe,404.8733582097775
SpAbs_Dzse,408.18887313191044
SpDiam_DzZ,300.2520284776038
SpDiam_Dzi,291.8558785931127
SpDiam_Dzm,300.19788094616615
SpDiam_Dzp,380.4823803097601
SpDiam_Dzv,353.10976763165314
SpMAD_Dzpe,11.291458830991685
SpMAD_Dzse,11.379668807158899
SpMax_Dzpe,203.29570884993964
SpMax_Dzse,204.8790395392242
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6319444444444444
AETA_eta_BR,0.024276789211494655
AETA_eta_FL,0.20138032185271623
AETA_eta_RL,0.4828958097433136
DetourIndex,6709
EState_VSA1,17.900902499341818
EState_VSA2,29.557351280377304
EState_VSA3,17.671659389306566
EState_VSA4,50.50920285217907
EState_VSA5,30.462311845459514
EState_VSA6,26.2346198224425
EState_VSA7,4.899909730850478
EState_VSA8,15.617555728959871
EState_VSA9,0.0
ETA_beta_ns,17.0
ETA_shape_p,0.1353637901861252
ETA_shape_x,0.0
ETA_shape_y,0.3494077834179357
GhoseFilter,False
LogEE_Dzare,201.46363223660757
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,401.01394206960947
SpDiam_Dzpe,298.24739393197785
SpDiam_Dzse,300.58079626402616
SpMAD_Dzare,11.189352936340306
SpMax_Dzare,201.46363223660757
TopoPSA(NO),91.4
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.292132265980692
VSA_EState9,72.70786773401932
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.4722222222222222
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03095238095238094
FilterItLogS,-6.061710214292199
SpDiam_Dzare,295.54545773482346
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5734406438631777
ETA_epsilon_2,0.8392857142857139
ETA_epsilon_3,0.4411764705882341
ETA_epsilon_4,0.5396825396825381
ETA_epsilon_5,0.8109022556390973
AETA_beta_ns_d,0.013888888888888888
ETA_dEpsilon_A,0.1322641732749436
ETA_dEpsilon_B,0.033758104180639625
ETA_dEpsilon_C,-0.09850606909430398
ETA_dEpsilon_D,0.02838345864661651
PetitjeanIndex,0.47058823529411764
TopoShapeIndex,0.8888888888888888
CDK Descriptors
FMFDescriptor,0.7222222222222222
MDEDescriptor,"0.33333333333333337,3.176127337249674,3.45940183327587,0.0,19.133092275401935,33.61602804514562,0.0,12.564684462204717,0.0,0.0,0.3944303841493943,0.0,0.0,0.0,0.0,0.0,0.5047172597219922,0.7211247851537042,0.0"
APolDescriptor,79.98075499999999
BCUTDescriptor,"11.899999999999991,18.998409057405652,-0.3095984606172707,0.2215418723817818,4.038828659198764,11.615176320116287"
BPolDescriptor,46.95924499999999
TPSADescriptor,91.4
ALOGPDescriptor,"-0.8635999999999993,0.7458049599999987,124.9555"
XLogPDescriptor,4.166
VAdjMaDescriptor,6.285402218862249
WeightDescriptor,494.26931948
ChiPathDescriptor,"25.656125291633355,17.384249150759292,15.34402655997655,13.398666355610658,10.365461670088738,8.170847728146835,5.53529603756166,3.930701439325074,21.004843745978995,12.920657795522496,9.927337212929737,7.559990773394178,5.345845278959934,3.697169465061906,2.114827785036106,1.399504575263183"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.40481150277058675,0.5294303124703722,0.0,0.0,0.09128709291752768,0.24264351745686802,0.22700696862079991"
AtomCountDescriptor,71
BondCountDescriptor,39
SmallRingDescriptor,"4,2,4,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.219894791976125,0.0,0.7078899157037291,0.0,1.0654587725752722,0.0,0.20458512191085043,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,7,3,2,10,1,0"
ZagrebIndexDescriptor,186.0
LargestChainDescriptor,18
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"73.08311288567167,2.0300864690464353,22.49563130856982,7.69481425112301,12.282281650632868"
FractionalPSADescriptor,0.18491942833141678
WienerNumbersDescriptor,"4155.0,58.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0"
ChiPathClusterDescriptor,"5.911785602281275,8.673703602523934,12.099245707594916,2.419706863627576,3.2755233508759214,3.8694551044527548"
FractionalCSP3Descriptor,0.5
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,8,0,0,7,4,0,0,3,4,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.47058823529411764
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"28.994082840236686,13.87517146776406,7.358796296296297"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,4216.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.5
AutocorrelationDescriptorMass,"41.26537245077141,42.07369844154686,59.42686259069869,65.47491921255354,65.47451393362434"
PetitjeanShapeIndexDescriptor,"0.8888888888888888,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.7220248351135649,-0.3444608813220045,-0.035292233428749854,0.11545114065304818,-0.07816562824597294"
EccentricConnectivityIndexDescriptor,997
AutocorrelationDescriptorPolarizability,"2529.079597709664,2975.131888800301,4127.621804506422,4327.479236611786,4342.483167313246"
