DLiP-ID,C000PQ
DLiP-Mol-ID,31182
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H13N3O/c16-11-2-1-10-12(15-11)9(7-14-10)8-3-5-13-6-4-8/h1-3,7,13-14H,4-6H2,(H,15,16)"
Standard Inchi Key(RDKit),PJYVGMRFPFNZCT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1ccc2[nH]cc(C3=CCNCC3)c2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),215.256
MW Monoisotopic(RDKit),215.105862036
MolLogP(RDKit),1.6452
XLogP(SDF),
XLogP(CDK),1.167
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),60.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.67743636912417
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,9831.932953613235
qed,0.6774363691241699
Chi0,10.957819157813608
Chi1,7.84333659290053
TPSA,60.94
Chi0n,8.825148611318063
Chi0v,8.825148611318063
Chi1n,5.41643786180102
Chi1v,5.41643786180102
Chi2n,3.9514545217797403
Chi2v,3.9514545217797403
Chi3n,2.9175392784529977
Chi3v,2.9175392784529977
Chi4n,2.100863529567683
Chi4v,2.100863529567683
MolMR,63.22220000000002
MolWt,215.25599999999997
fr_SH,0
Kappa1,9.418425113909446
Kappa2,3.644607038133527
Kappa3,1.473065049173607
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
