DLiP-ID,T002HZ
DLiP-Mol-ID,18757
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H26N4O2S/c1-13(21-2)18(25)24-20-23-17-15(10-6-7-11-16(17)27-20)19(26)22-12-14-8-4-3-5-9-14/h3-5,8-9,13,15,21H,6-7,10-12H2,1-2H3,(H,22,26)(H,23,24,25)/t13-,15?/m0/s1"
Standard Inchi Key(RDKit),IGWDIUYQUQJIRL-CFMCSPIPSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),386.521
MW Monoisotopic(RDKit),386.177647072
MolLogP(RDKit),2.8159
XLogP(SDF),
XLogP(CDK),1.435
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.666865587021182
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,1513438.5612172007
qed,0.6668655870211821
Chi0,19.22540387131522
Chi1,13.07971869811898
TPSA,83.12
Chi0n,15.74894425715167
Chi0v,16.565440838079397
Chi1n,9.375353048763207
Chi1v,10.191849629690935
Chi2n,6.8288190172489225
Chi2v,7.912440773374586
Chi3n,4.886750985286551
Chi3v,5.933111324614126
Chi4n,3.1473538242499246
Chi4v,4.215233098124683
MolMR,107.85010000000003
MolWt,386.5210000000001
fr_SH,0
Kappa1,19.509891693597694
Kappa2,9.101473922902494
Kappa3,4.92759929826485
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,790.5343286731786
