DLiP-ID,C001DV
AATSC4v,3.7767134395572124
AATSC5Z,-1.0262303948080045
AATSC5c,-0.00359278576634503
AATSC5d,-0.05694724421062985
AATSC5i,0.09084402308406662
AATSC5m,-4.820533958325138
AATSC5p,0.01785022743114081
AATSC5s,-0.23450375573332433
AATSC5v,-1.6193609126978865
AATSC6Z,-1.4107352288816917
AATSC6c,0.0013208200522605497
AATSC6d,-0.026190895777249767
AATSC6i,-0.12356026936413154
AATSC6m,-6.516652804273188
AATSC6p,-0.018233340913839515
AATSC6s,-0.36319326060926976
AATSC6v,-5.026011013721704
AATSC7Z,0.08199858551399951
AATSC7c,-0.0021126164111527285
AATSC7d,0.04136955526896033
AATSC7i,-0.2788481549455482
AATSC7m,0.083921061779758
AATSC7p,-0.036059841072537804
AATSC7s,-0.33873886868398423
AATSC7v,-4.782035222643707
AATSC8Z,-0.9058252935326856
AATSC8c,0.0014692403583835556
AATSC8d,0.03220572585006715
AATSC8i,-0.10793449185809574
AATSC8m,-3.3685323624801575
AATSC8p,-0.03864610185374586
AATSC8s,0.23534259486012274
AATSC8v,3.785147758406293
ATS0are,268.1332
ATS1are,279.848
ATS2are,465.94789999999995
ATS3are,520.2606000000001
ATS4are,588.1580000000001
ATS5are,543.6438000000002
ATS6are,530.4746
ATS7are,385.71100000000007
ATS8are,359.49299999999994
ATSC0dv,178.7906976744186
ATSC0pe,5.81767906976744
ATSC0se,3.800785162790697
ATSC1dv,58.958656330749335
ATSC1pe,0.8713767441860469
ATSC1se,0.5291347674418606
ATSC2dv,22.814975061594843
ATSC2pe,0.28574067063277386
ATSC2se,0.04331144077879962
ATSC3dv,-42.7435851210865
ATSC3pe,-1.4357521362898837
ATSC3se,-0.4208067598701998
ATSC4dv,32.88726639024097
ATSC4pe,3.3442161168199007
ATSC4se,1.9639379702541904
ATSC5dv,-111.14530376780237
ATSC5pe,-3.3688362358031343
ATSC5se,-2.0834977750135195
ATSC6dv,-86.19986779640652
ATSC6pe,-1.7701566792860994
ATSC6se,-0.9583136160086534
ATSC7dv,-1.5414939006069321
ATSC7pe,-0.6277311519740397
ATSC7se,-0.2404544553812874
ATSC8dv,66.39222402499853
ATSC8pe,1.496976690102756
ATSC8se,0.5209006955110865
AXp-0dv,0.6393760691973129
AXp-1dv,0.37108354667992605
AXp-2dv,0.2231716470275003
AXp-3dv,0.1297829282031389
AXp-4dv,0.07497867136767614
AXp-5dv,0.05228261490321433
AXp-6dv,0.036589057232004105
AXp-7dv,0.024590542123595568
BertzCT,473.7363586621033
ECIndex,458
ETA_eta,18.83058823950628
GATS1dv,0.5205081512313562
GATS1pe,0.6453784414946901
GATS1se,0.6380843757362693
GATS2dv,0.9454660826278932
GATS2pe,0.9020997831076334
GATS2se,0.8996382758714495
GATS3dv,1.0387689328246041
GATS3pe,1.0592626245102137
GATS3se,1.010747802219715
GATS4dv,0.7488458203260493
GATS4pe,0.5210835736460075
GATS4se,0.47549035596451594
GATS5dv,1.3130725175795415
GATS5pe,1.3886342495365336
GATS5se,1.4316082894460047
GATS6dv,1.2653256984960266
GATS6pe,1.1427173691817383
GATS6se,1.1576120806034123
GATS7dv,0.8639524800554976
GATS7pe,0.9247240399121474
GATS7se,0.8996628347537188
GATS8dv,0.5373917458292772
GATS8pe,0.5592744105061348
GATS8se,0.5731211477470884
LogEE_A,3.913049859773765
LogEE_D,120.83151414968418
MATS1dv,0.3297635564805179
MATS1pe,0.1497808204502556
MATS1se,0.13921722612002294
MATS2dv,0.07415011265167348
MATS2pe,0.02854033297625039
MATS2se,0.006621647305222875
MATS3dv,-0.12238133778196221
MATS3pe,-0.12633360257032988
MATS3se,-0.05667591694688253
MATS4dv,0.079095415654989
MATS4pe,0.24717983116418993
MATS4se,0.2221891769829051
MATS5dv,-0.3037609773594424
MATS5pe,-0.28295405576833627
MATS5se,-0.26785854312258695
MATS6dv,-0.2329378859152388
MATS6pe,-0.14700780638643157
MATS6se,-0.12181837044048315
MATS7dv,-0.005703638481994353
MATS7pe,-0.07138040712742044
MATS7se,-0.041851844729421564
MATS8dv,0.2575425930277229
MATS8pe,0.17846047478582155
MATS8se,0.09505137010797063
MAXaaCH,1.993127178340472
MAXaasC,0.9584357001524211
MAXddsN,-0.4850179440335465
MAXdsCH,0.9213502019265003
MAXdssC,0.4091368971703573
MAXsCH3,2.0004087950373957
MAXssNH,2.968554208337758
MAXsssN,2.0561581498608015
MDEC-11,0.43067436424814404
MDEC-12,3.534260903250207
MDEC-13,1.646516470110137
MDEC-22,5.601275682958293
MDEC-23,6.944992838659704
MDEC-33,0.6551853485522243
MDEN-22,0.4999999999999999
MDEN-23,0.73213398236815
MDEN-33,0.08333333333333334
MDEO-11,0.4999999999999999
MDEO-12,0.19999999999999996
MINaaCH,1.9910015989101486
MINaasC,0.9504848251028808
MINddsN,-0.4850179440335465
MINdsCH,0.9213502019265003
MINdssC,0.4091368971703573
MINsCH3,1.6434542781886756
MINssNH,2.7394007426286606
MINsssN,2.0561581498608015
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9464285714285716
SM1_Dzi,1.3335004041957026
SM1_Dzm,1.9431561536577697
SM1_Dzp,-4.8954721347102454
SM1_Dzv,-2.316703071976324
SddssSe,0
SpAD_Dt,279.0767221910759
SpAbs_A,25.11462136442611
SpAbs_D,241.66302829936842
SpMAD_A,1.1959343506869575
SpMAD_D,11.507763252350875
SpMax_A,2.2782357224224463
SpMax_D,120.83151414968418
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,108.88
TpiPC10,6.515175546701205
VAdjMat,5.392317422778761
VE1_DzZ,4.508400716731169
VE1_Dzi,4.528601150773471
VE1_Dzm,4.508370860223316
VE1_Dzp,4.477917729648611
VE1_Dzv,4.497654085737227
VE2_DzZ,0.21468574841576993
VE2_Dzi,0.21564767384635578
VE2_Dzm,0.21468432667730075
VE2_Dzp,0.21323417760231478
VE2_Dzv,0.21417400408272508
VE3_DzZ,2.2478798270919875
VE3_Dzi,2.2523504397980414
VE3_Dzm,2.2478732046534353
VE3_Dzp,2.241095490617611
VE3_Dzv,2.2454932912935015
VR1_DzZ,103.82744864647304
VR1_Dzi,102.06322518263761
VR1_Dzm,103.82990004413698
VR1_Dzp,106.26493960241386
VR1_Dzv,104.65997601381027
VR2_DzZ,4.944164221260621
VR2_Dzi,4.8601535801256
VR2_Dzm,4.944280954482713
VR2_Dzp,5.060235219162565
VR2_Dzv,4.983808381610013
VR3_DzZ,5.384667718330939
VR3_Dzi,5.367529820714795
VR3_Dzm,5.384691328356585
VR3_Dzp,5.407872750672241
VR3_Dzv,5.392654116491397
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.034020690871988585
Xch-6dv,0.048112522432468816
Xch-7dv,0.05723141505823215
Xpc-4dv,0.6585581153880586
Xpc-5dv,0.8552685236987718
Xpc-6dv,0.8324113674005108
Zagreb1,94.0
Zagreb2,100.0
fragCpx,21.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,5
nBondsD,2
nBondsM,7
nBondsO,21
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.235655813953488
AATS1are,6.508093023255814
AATS2are,6.296593243243242
AATS3are,6.1935785714285725
AATS4are,5.881580000000001
AATS5are,6.177770454545456
AATS6are,5.960388764044944
AATS7are,5.934015384615385
AATS8are,5.798274193548386
AATSC0dv,4.157923201730665
AATSC0pe,0.13529486208761488
AATSC0se,0.08839035262303946
AATSC1dv,1.371131542575566
AATSC1pe,0.02026457544618714
AATSC1se,0.012305459707950247
AATSC2dv,0.3083104738053357
AATSC2pe,0.0038613604139564038
AATSC2se,0.0005852897402540489
AATSC3dv,-0.5088522038224583
AATSC3pe,-0.01709228733678433
AATSC3se,-0.005009604284169045
AATSC4dv,0.32887266390240966
AATSC4pe,0.03344216116819901
AATSC4se,0.019639379702541905
AATSC5dv,-1.2630148155432088
AATSC5pe,-0.038282229952308344
AATSC5se,-0.023676111079699084
AATSC6dv,-0.9685378404090621
AATSC6pe,-0.01988940089085505
AATSC6se,-0.010767568719198352
AATSC7dv,-0.023715290778568186
AATSC7pe,-0.00965740233806215
AATSC7se,-0.0036992993135582675
AATSC8dv,1.0708423229838473
AATSC8pe,0.024144785324238
AATSC8se,0.008401624121146556
AETA_eta,0.8966946780717276
ATSC0are,6.238911627906974
ATSC1are,0.9745116279069792
ATSC2are,0.29115905895078714
ATSC3are,-1.3212087614926957
ATSC4are,3.5865962141698158
ATSC5are,-3.649581936181716
ATSC6are,-1.769714764737697
ATSC7are,-0.8275129259058964
ATSC8are,1.5730250946457505
BCUTZ-1h,16.00200246289146
BCUTZ-1l,5.746013580383801
BCUTc-1h,0.5590398412773714
BCUTc-1l,-0.5375822406674926
BCUTd-1h,3.0797226057210785
BCUTd-1l,0.9727343518652506
BCUTi-1h,14.594880170625409
BCUTi-1l,10.338114933865302
BCUTm-1h,32.0609986708824
BCUTm-1l,11.757123730295083
BCUTp-1h,2.9162207283786663
BCUTp-1l,0.66924492001843
BCUTs-1h,8.00193600336803
BCUTs-1l,0.6250670168989705
BCUTv-1h,24.434224859032422
BCUTv-1l,14.65157307038052
BalabanJ,2.0167086945945
Diameter,14
ETA_beta,20.0
GATS1are,0.6489280330648011
GATS2are,0.9092080890432345
GATS3are,1.045867514906446
GATS4are,0.4995169327387155
GATS5are,1.4043522441099052
GATS6are,1.1296843975268744
GATS7are,0.9286146303899847
GATS8are,0.536090712630788
HybRatio,0.5384615384615384
Lipinski,True
LogEE_Dt,139.53836109553794
MATS1are,0.1561989792495118
MATS2are,0.027118034495775083
MATS3are,-0.10840561572520616
MATS4are,0.24719638040624226
MATS5are,-0.285838067991205
MATS6are,-0.13704805902458628
MATS7are,-0.08774473186289218
MATS8are,0.17486527816395894
MAXssCH2,0.8337779509952129
MINssCH2,0.6492494960947341
NsssssAs,0
RotRatio,0.47619047619047616
SM1_Dzpe,1.432527539779682
SM1_Dzse,1.3778924772647763
SMR_VSA1,9.340461985871018
SMR_VSA2,0.0
SMR_VSA3,15.53348693886314
SMR_VSA4,0.0
SMR_VSA5,12.297610012659364
SMR_VSA6,33.44062596069093
SMR_VSA7,45.78847622930053
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,174.67175204750635
SpAD_Dzi,198.1778677834454
SpAD_Dzm,174.70897236910506
SpAD_Dzp,272.6823360493968
SpAD_Dzv,253.54277778568044
SpAbs_Dt,279.0767221910761
SpDiam_A,4.400420528643167
SpDiam_D,189.72598057932387
SpMAD_Dt,13.289367723384565
SpMax_Dt,139.53836109553794
SsssssAs,0
VE1_Dzpe,4.524534189499356
VE1_Dzse,4.522343893363099
VE2_Dzpe,0.21545400902377884
VE2_Dzse,0.21534970920776664
VE3_Dzpe,2.2514519750353186
VE3_Dzse,2.250967764646057
VMcGowan,239.84999999999974
VR1_Dzpe,102.44395601802952
VR1_Dzse,102.63513237502833
VR2_Dzpe,4.878283619906168
VR2_Dzse,4.887387255953731
VR3_Dzpe,5.371253223218501
VR3_Dzse,5.373117639662664
mZagreb1,8.305555555555555
mZagreb2,4.916666666666666
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,4
nBondsKS,39
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.14509096809085986
AATSC1are,0.022663061114115795
AATSC2are,0.00393458187771334
AATSC3are,-0.015728675732055903
AATSC4are,0.035865962141698154
AATSC5are,-0.04147252200206496
AATSC6are,-0.019884435558850527
AATSC7are,-0.012730968090859945
AATSC8are,0.0253713724942863
AETA_beta,0.9523809523809523
BCUTdv-1h,7.004116098350142
BCUTdv-1l,0.6517896498093354
BCUTpe-1h,3.553030062428423
BCUTpe-1l,2.2946821031561893
BCUTse-1h,3.7569035064629506
BCUTse-1l,2.491221113927877
ETA_alpha,9.933333333333334
ETA_dBeta,-7.0
ETA_eta_B,0.40697450932555057
ETA_eta_F,13.88506906483654
ETA_eta_L,5.851341461368828
ETA_eta_R,32.71565730434282
ETA_psi_1,0.5265017667844525
LabuteASA,128.4562521662435
LogEE_DzZ,87.3503734095071
LogEE_Dzi,99.15243391097012
LogEE_Dzm,87.36817054057866
LogEE_Dzp,135.9742472870162
LogEE_Dzv,126.6610696989366
PEOE_VSA1,19.950637875916488
PEOE_VSA2,10.114318268765572
PEOE_VSA3,0.0
PEOE_VSA4,11.761884949391115
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,26.2280781022776
PEOE_VSA8,19.345281995336553
PEOE_VSA9,17.220921061477036
SM1_Dzare,1.5752237029804177
SpAD_Dzpe,197.68198899126165
SpAD_Dzse,197.35203141449392
SpAbs_DzZ,173.0960717753974
SpAbs_Dzi,196.97136741774455
SpAbs_Dzm,173.13594119709643
SpAbs_Dzp,276.8439667087427
SpAbs_Dzv,255.63884246984958
SpDiam_Dt,215.0955256664808
SpMAD_DzZ,8.317702478452683
SpMAD_Dzi,9.43704132302121
SpMAD_Dzm,8.319474874719289
SpMAD_Dzp,12.98487314520937
SpMAD_Dzv,12.073465608841925
SpMax_DzZ,87.3503734095071
SpMax_Dzi,99.15243391097012
SpMax_Dzm,87.36817054057866
SpMax_Dzp,135.9742472870162
SpMax_Dzv,126.6610696989366
VE1_Dzare,4.526450125680383
VE2_Dzare,0.21554524408001824
VE3_Dzare,2.251875340305421
VR1_Dzare,102.2773526467206
VR2_Dzare,4.870350126034315
VR3_Dzare,5.369625611425914
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,5
nAromBond,5
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.473015873015873
AETA_dBeta,-0.3333333333333333
AETA_eta_B,0.019379738539311932
AETA_eta_F,0.6611937649922162
AETA_eta_L,0.2786353076842299
AETA_eta_R,1.5578884430639437
BCUTare-1h,3.6075573877026486
BCUTare-1l,2.243737089849542
ETA_beta_s,13.5
ETA_dPsi_A,0.18749823321554748
ETA_dPsi_B,0.0
ETA_eta_BR,0.49297450932555054
ETA_eta_FL,4.155897591678717
ETA_eta_RL,10.007239053047545
LogEE_Dzpe,98.90921009276319
LogEE_Dzse,98.74162963473576
PEOE_VSA10,11.520494837748885
PEOE_VSA11,5.8209740960423995
PEOE_VSA12,0.0
PEOE_VSA13,6.199954889820448
SlogP_VSA1,10.633577208012662
SlogP_VSA2,43.26384674035908
SlogP_VSA3,12.297610012659364
SlogP_VSA4,10.114318268765572
SlogP_VSA5,11.520494837748885
SlogP_VSA6,28.570814059839414
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,196.32198760502536
SpAbs_Dzpe,196.3858926457467
SpAbs_Dzse,196.10536679220675
SpDiam_DzZ,135.8389029926246
SpDiam_Dzi,159.43582136011793
SpDiam_Dzm,135.86250854749966
SpDiam_Dzp,206.834016221818
SpDiam_Dzv,196.8902550585417
SpMAD_Dzpe,9.413428047202936
SpMAD_Dzse,9.397715781642567
SpMax_Dzpe,98.90921009276319
SpMax_Dzse,98.74162963473576
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.023474976634550025
AETA_eta_FL,0.19789988531803415
AETA_eta_RL,0.47653519300226405
DetourIndex,1423
EState_VSA1,4.923311048817671
EState_VSA2,0.0
EState_VSA3,12.365730501954975
EState_VSA4,35.77091334697548
EState_VSA5,0.0
EState_VSA6,18.809556932068304
EState_VSA7,26.2280781022776
EState_VSA8,15.53348693886314
EState_VSA9,4.417150937053347
ETA_beta_ns,6.5
ETA_shape_p,0.2181208053691275
ETA_shape_x,0.0
ETA_shape_y,0.2315436241610738
GhoseFilter,True
LogEE_Dzare,98.23600445503556
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,194.89678520709063
SpDiam_Dzpe,157.95077845153907
SpDiam_Dzse,157.1500418694192
SpMAD_Dzare,9.34866607642978
SpMax_Dzare,98.23600445503556
TopoPSA(NO),83.58
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.699983621126749
VSA_EState9,43.918137127172564
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.30952380952380953
EState_VSA10,10.114318268765572
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02698412698412697
FilterItLogS,-3.7192435846774554
SpDiam_Dzare,157.30585461371595
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5922480620155041
ETA_epsilon_2,0.8984126984126981
ETA_epsilon_3,0.4333333333333337
ETA_epsilon_4,0.5564625850340139
ETA_epsilon_5,0.8463768115942026
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.15891472868217038
ETA_dEpsilon_B,0.03578547698149015
ETA_dEpsilon_C,-0.12312925170068023
ETA_dEpsilon_D,0.05203588681849547
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.23809523809523808
MDEDescriptor,"0.43067436424814404,3.534260903250207,1.6465164701101374,0.0,5.601275682958293,6.944992838659704,0.0,0.6551853485522243,0.0,0.0,0.4999999999999999,0.19999999999999996,0.0,0.0,0.0,0.0,0.4999999999999999,0.73213398236815,0.08333333333333334"
APolDescriptor,47.25544599999999
BCUTDescriptor,"11.99373251230842,31.972072063297002,-0.36783313731576794,0.12201426201921585,3.5831078524275224,9.802024105017031"
BPolDescriptor,32.80255399999999
TPSADescriptor,108.88
ALOGPDescriptor,"1.1276000000000013,1.2714817600000028,82.3078"
XLogPDescriptor,1.282
VAdjMaDescriptor,5.392317422778761
WeightDescriptor,314.14126174
ChiPathDescriptor,"15.664925939000156,10.007239053047545,8.716485693397505,5.5614007630910045,4.519553549046204,2.893417498028673,1.7606011236097971,1.1939925113581715,13.25603976132089,7.807896389005765,5.724804317019401,3.5337789350947304,2.4202018157490746,1.5054106549854194,0.9986736953588156,0.6430677636599331"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.16666666666666666,0.16596365263022675,0.0,0.0,0.034020690871988585,0.048112522432468816,0.05723141505823216"
AtomCountDescriptor,43
BondCountDescriptor,21
SmallRingDescriptor,"1,1,1,1,0,0,1,0,0,0,0"
ChiClusterDescriptor,"1.4288690166235207,0.0,0.0,0.0,0.5550632163322078,0.0,0.0,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,4,0,4,0,0,0"
ZagrebIndexDescriptor,94.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.01
WeightedPathDescriptor,"41.01337718291189,1.9530179610910423,22.645705014473258,7.861877449020025,11.752646644750545"
FractionalPSADescriptor,0.3465956665384341
WienerNumbersDescriptor,"1227.0,22.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.7242834560036209,2.6911541512114048,2.5986143189190596,0.6512329897123211,0.8509755956122587,0.7367041035464981"
FractionalCSP3Descriptor,0.5384615384615384
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"19.047619047619047,10.680473372781066,8.88888888888889"
AromaticAtomsCountDescriptor,5
AromaticBondsCountDescriptor,5
FragmentComplexityDescriptor,1429.08
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.5384615384615384
AutocorrelationDescriptorMass,"30.89108135017877,27.44013302294789,33.297481274621006,30.775791880653426,32.21656953240577"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,10
AutocorrelationDescriptorCharge,"0.42975075860561174,-0.19215786645494834,-0.1280025098801808,0.15887975089372294,-0.015397894995022933"
EccentricConnectivityIndexDescriptor,458
AutocorrelationDescriptorPolarizability,"1213.6339058949125,1296.9901113213275,1554.1151865018194,1352.2402975231228,1306.8604646054894"
