DLiP-ID,C004V6
DLiP-Mol-ID,30309
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H11N/c17-15-9-8-13-11-5-2-1-4-10(11)12-6-3-7-14(15)16(12)13/h1-9H,17H2"
Standard Inchi Key(RDKit),VHGJAFIHUSTRGB-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1ccc2c3c(cccc13)-c1ccccc1-2
SMILES(SDF),
MW(SDF),
MW(RDKit),217.271
MW Monoisotopic(RDKit),217.089149352
MolLogP(RDKit),4.0694
XLogP(SDF),
XLogP(CDK),4.329
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),1
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),26.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.441347898764127
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,20043.976775674728
qed,0.44134789876412756
Chi0,11.405412915006313
Chi1,8.360173345306137
TPSA,26.02
Chi0n,9.27350269189626
Chi0v,9.27350269189626
Chi1n,5.770725942163691
Chi1v,5.770725942163691
Chi2n,4.476067743425171
Chi2v,4.476067743425171
Chi3n,3.5817659731843126
Chi3v,3.5817659731843126
Chi4n,2.831018090166349
