DLiP-ID,C001FP
Xc-3d,1.4880338717125845
Xc-4d,0.16666666666666666
Xc-5d,0.6220084679281462
Xc-6d,0.16666666666666666
Xp-0d,10.88890505706126
Xp-1d,7.10419028116243
Xp-2d,6.771448741240399
Xp-3d,5.395965404915575
Xp-4d,4.113031364407728
Xp-5d,2.7553413555799517
Xp-6d,1.5503188168527438
Xp-7d,0.8628447420382498
ZMIC0,49.57765721218987
ZMIC1,35.87056854319809
ZMIC2,29.407298164494353
ZMIC3,26.03041112457269
ZMIC4,24.9904777899573
ZMIC5,24.9904777899573
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.091042453358316
piPC2,3.7013019741124933
piPC3,4.131158535344817
piPC4,4.528559083616251
piPC5,4.933124101654646
piPC6,4.868015104153853
piPC7,5.0466457316192885
piPC8,4.485823428355525
piPC9,4.378896741664954
AATS0Z,40.51851851851852
AATS0d,3.3333333333333335
AATS0i,160.9106390601107
AATS0m,164.72267144444447
AATS0p,1.8104875132662226
AATS0s,5.424867835752228
AATS0v,236.48214344424414
AATS1Z,37.357142857142854
AATS1d,4.107142857142857
AATS1i,142.90544086495717
AATS1m,145.21147174999993
AATS1p,2.0879225614285706
AATS1s,2.216122868900647
AATS1v,281.9648507289947
AATS2Z,28.666666666666668
AATS2d,3.4313725490196076
AATS2i,154.34248042573915
AATS2m,109.53207970588235
AATS2p,1.75164335332149
AATS2s,3.729000242072137
AATS2v,230.5357594288401
AATS3Z,22.80597014925373
AATS3d,2.8507462686567164
AATS3i,158.00780511387234
AATS3m,83.06251001492537
AATS3p,1.5063461454908362
AATS3s,2.816872427983539
AATS3v,183.00996506563175
AATS4Z,22.967741935483872
AATS4d,2.435483870967742
AATS4i,164.65852847490126
AATS4m,84.16029164516127
AATS4p,1.2985731568505645
AATS4s,3.8936826113249863
AATS4v,168.81460716278303
AATS5Z,23.5
AATS5d,2.409090909090909
AATS5i,159.72595968338564
AATS5m,85.81192729545455
AATS5p,1.373895056019296
AATS5s,4.087892817059484
AATS5v,190.01320533649925
AATS6Z,14.21951219512195
AATS6d,2.268292682926829
AATS6i,157.77687547303398
AATS6m,49.707856439024376
AATS6p,1.3139630812388292
AATS6s,2.065943992773261
AATS6v,158.2673701942687
AATS7Z,12.555555555555555
AATS7d,1.7777777777777777
AATS7i,164.44328937932636
AATS7m,41.35968661111111
AATS7p,1.1618194105052218
AATS7s,1.557956104252401
AATS7v,124.45724640399163
AATS8Z,6.222222222222222
AATS8d,1.3333333333333333
AATS8i,172.41304511509736
AATS8m,12.428080000000003
AATS8p,0.8918113365995555
AATS8s,1.3545953360768173
AATS8v,79.87411721652786
AMID_C,1.3503392729776411
AMID_N,0.14412987917452064
AMID_O,0.23258430669345934
AMID_X,0.11730644324508933
AMID_h,0.6432716024731953
ATS0dv,182.04938271604937
ATS0pe,172.65580000000003
ATS0se,213.75127000000003
ATS1dv,115.11111111111111
ATS1pe,181.5771000000001
ATS1se,219.53436200000007
ATS2dv,274.33333333333337
ATS2pe,332.8153
ATS2se,404.844328
ATS3dv,211.77777777777777
ATS3pe,415.29650000000004
ATS3se,520.6076800000001
ATS4dv,211.85185185185185
ATS4pe,404.48879999999997
ATS4se,506.253111
ATS5dv,116.22222222222223
ATS5pe,298.2592
ATS5se,365.91991800000005
ATS6dv,43.111111111111114
ATS6pe,239.09500000000003
ATS6se,301.88459600000004
ATS7dv,15.11111111111111
ATS7pe,204.76899999999992
ATS7se,264.698212
ATS8dv,0.0
ATS8pe,100.18799999999999
ATS8se,132.48230400000003
ATSC0Z,487.1851851851851
ATSC0c,0.23774337905752338
ATSC0d,18.296296296296298
ATSC0i,40.85968872638293
ATSC0m,2211.2599126666664
ATSC0p,9.797653606845188
ATSC0s,64.64587108446658
ATSC0v,1461.6775054237937
ATSC1Z,91.88203017832647
ATSC1c,-0.15239929415086195
ATSC1d,3.5816186556927283
ATSC1i,-10.580209301588027
ATSC1m,395.05676449382713
ATSC1p,-1.4280237032835956
ATSC1s,-14.368673673193364
ATSC1v,-3.066584070276015
ATSC2Z,71.90946502057616
ATSC2c,0.048336556217240464
ATSC2d,-2.4485596707818904
ATSC2i,7.102312046629328
ATSC2m,327.23039096296304
ATSC2p,2.1308399579318373
ATSC2s,32.56655697277152
ATSC2v,17.50530745233796
ATSC3Z,-142.49657064471882
ATSC3c,0.05537329313094077
ATSC3d,-5.8834019204389545
ATSC3i,-13.741021182682243
ATSC3m,-602.1166929135804
ATSC3p,-3.69185415090331
ATSC3s,15.8295964938305
ATSC3v,-185.8721217951529
ATSC4Z,-31.758573388203004
ATSC4c,-0.0607991579531241
ATSC4d,-3.7544581618655677
ATSC4i,5.175140297782011
ATSC4m,-109.16376471604944
ATSC4p,2.5491561392664988
ATSC4s,-36.616458613363385
ATSC4v,478.7308229189332
ATSC5Z,-148.37585733882028
ATSC5c,0.013624740446353034
ATSC5d,-2.0384087791495205
ATSC5i,0.26391708502802746
ATSC5m,-693.3557168271603
ATSC5p,-2.5094260642155986
ATSC5s,-39.670498008140974
ATSC5v,-631.7825525696182
ATSC6Z,15.866941015089143
ATSC6c,-0.03695180433643715
ATSC6d,-3.4499314128943785
ATSC6i,-7.613088970911015
ATSC6m,58.62923846913574
ATSC6p,-0.5018369698247631
ATSC6s,-4.630537943586921
ATSC6v,-340.07252088302243
ATSC7Z,-56.839506172839506
ATSC7c,0.007672709122025252
ATSC7d,-0.09876543209876687
ATSC7i,-5.76440329203903
ATSC7m,-273.5625111111112
ATSC7p,-1.3018760203279514
ATSC7s,7.220690067194664
ATSC7v,-200.27254888495565
ATSC8Z,-99.75308641975312
ATSC8c,-0.0008918047001125367
ATSC8d,3.3580246913580236
ATSC8i,0.9392075642025004
ATSC8m,-470.3198733333335
ATSC8p,-1.296595376049384
ATSC8s,5.150924326500966
ATSC8v,-117.43861139786893
AXp-0d,0.725927003804084
AXp-1d,0.4440118925726519
AXp-2d,0.2944108148365391
AXp-3d,0.1860677725832957
AXp-4d,0.12097151071787436
AXp-5d,0.07872403873085576
AXp-6d,0.05001028441460464
AXp-7d,0.031957212668083324
GATS1Z,0.69759334477291
GATS1c,1.6408997233140115
GATS1d,1.0657894736842104
GATS1i,1.470552226408153
GATS1m,0.6832095621577602
GATS1p,1.257809509015526
GATS1s,0.7239063269218766
GATS1v,0.9644636520906857
GATS2Z,0.6796545895232048
GATS2c,1.001268728230901
GATS2d,1.1981424148606812
GATS2i,1.040961624636724
GATS2m,0.6749941611536534
GATS2p,0.7833638174616607
GATS2s,0.5115687867008325
GATS2v,0.8921067014553565
GATS3Z,1.2672860420415786
GATS3c,1.0516185539494598
GATS3d,1.3574234092694422
GATS3i,1.194484891577288
GATS3m,1.2369509529031426
GATS3p,1.359148592496328
GATS3s,0.7385159689650438
GATS3v,1.0617094369955682
GATS4Z,1.0746724901538598
GATS4c,1.5822349124545432
GATS4d,1.260611205432937
GATS4i,0.8967990148553397
GATS4m,1.05335246078905
GATS4p,0.959622850341088
GATS4s,2.1874226554403795
GATS4v,0.7764671442546047
GATS5Z,1.0176268539123945
GATS5c,1.1331244254606143
GATS5d,0.8074162679425838
GATS5i,0.8993205356336031
GATS5m,1.0363191419477527
GATS5p,0.9211400377132515
GATS5s,2.2316151033029286
GATS5v,1.0991231931828958
GATS6Z,0.6026656085323208
GATS6c,0.5039585258357663
GATS6d,0.7278562259306803
GATS6i,0.985357419607354
GATS6m,0.6281440212783923
GATS6p,0.7406326234742682
GATS6s,0.43839312474178455
GATS6v,1.1338962870188098
GATS7Z,1.2348715219705033
GATS7c,0.2577191233346177
GATS7d,0.5921052631578948
GATS7i,0.8386419127473463
GATS7m,1.2706538798510028
GATS7p,0.9502507969713528
GATS7s,0.06593356862849456
GATS7v,1.1729956316904957
GATS8Z,1.7403831534134107
GATS8c,0.29751352777404305
GATS8d,0.23684210526315788
GATS8i,0.6079223064836079
GATS8m,1.7870209352535287
GATS8p,1.1202821514345724
GATS8s,0.055613835339762586
GATS8v,1.2301705408929273
MATS1Z,0.1818621169008884
MATS1c,-0.6181306196600563
MATS1d,0.1887651821862347
MATS1i,-0.24969217832260576
MATS1m,0.17227626302596422
MATS1p,-0.14054618707643307
MATS1s,-0.21432933803598897
MATS1v,-0.0020230613111651735
MATS2Z,0.07814218891144725
MATS2c,0.10763682096308866
MATS2d,-0.07085020242914972
MATS2i,0.09202340182464565
MATS2m,0.07834430396568803
MATS2p,0.11513896976785892
MATS2s,0.2667009989674717
MATS2v,0.006340328612619842
MATS3Z,-0.11786891905078534
MATS3c,0.09386007195307983
MATS3d,-0.1295848691763852
MATS3i,-0.13552297189129228
MATS3m,-0.1097311261502699
MATS3p,-0.15184881811639475
MATS3s,0.09867747185345384
MATS3v,-0.05124501854528865
MATS4Z,-0.028388273896815384
MATS4c,-0.11136820197461474
MATS4d,-0.08936267467676631
MATS4i,0.0551568110264155
MATS4m,-0.021498630059560632
MATS4p,0.11330431017211813
MATS4s,-0.24666505177480944
MATS4v,0.14263033476448267
MATS5Z,-0.18688750051833525
MATS5c,0.03516664151125091
MATS5d,-0.06836584468163417
MATS5i,0.003963542684884379
MATS5m,-0.19240989190963534
MATS5p,-0.15716774103788778
MATS5s,-0.37656326278831054
MATS5v,-0.26523275259361423
MATS6Z,0.02144761678725193
MATS6c,-0.10235454357253282
MATS6d,-0.12417300286363196
MATS6i,-0.12270033794342115
MATS6m,0.017460407201749486
MATS6p,-0.03373032133814734
MATS6s,-0.04717050903053687
MATS6v,-0.15321450583186763
MATS7Z,-0.08750190056256653
MATS7c,0.024204803786046118
MATS7d,-0.004048582995951476
MATS7i,-0.10580850231092767
MATS7m,-0.09278505984667655
MATS7p,-0.09965722962116062
MATS7s,0.08377205627440705
MATS7v,-0.10276166329875001
MATS8Z,-0.30713091074958204
MATS8c,-0.005626684770241862
MATS8d,0.27530364372469623
MATS8i,0.03447924813470463
MATS8m,-0.319039750125632
MATS8p,-0.19850600379618086
MATS8s,0.11951863839310198
MATS8v,-0.12051763569127978
MAXsCl,5.774623803224993
MINsCl,5.774623803224993
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,-3.312314814814814
SdssSe,0
SdsssP,0
SpAD_A,18.73281952658019
SpAD_D,95.22480210530762
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.1282586923658355
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,256
TMWC10,101.66679439809425
TSRW10,60.49965731947399
VE1_Dt,3.8180644104585264
VE2_Dt,0.2545376273639018
VE3_Dt,1.7452087034785677
VR1_Dt,66.99589177058746
VR2_Dt,4.466392784705831
VR3_Dt,4.610096408762272
Xc-3dv,1.0839236237726007
Xc-4dv,0.04564354645876384
Xc-5dv,0.2660032354557349
Xc-6dv,0.03803628871563654
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.15550211698203653
Xch-7d,0.31100423396407306
Xp-0dv,9.760176668351649
Xp-1dv,6.680864439794395
Xp-2dv,5.942937638750913
Xp-3dv,4.628623332236315
Xp-4dv,3.5234724655933305
Xp-5dv,2.2657076795312014
Xp-6dv,1.3671271727854126
Xp-7dv,0.7115109982814363
Xpc-4d,3.263632921445911
Xpc-5d,4.517881122674875
Xpc-6d,6.627690364522695
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,28
nFRing,0
nHBAcc,2
nHBDon,0
nHRing,1
nSpiro,0
naRing,1
piPC10,4.123093975508087
AATS0dv,6.742569730224051
AATS0pe,6.39465925925926
AATS0se,7.916713703703705
AATS1dv,4.111111111111112
AATS1pe,6.484896428571432
AATS1se,7.840512928571431
AATS2dv,5.379084967320262
AATS2pe,6.525790196078431
AATS2se,7.938124078431373
AATS3dv,3.1608623548922057
AATS3pe,6.198455223880598
AATS3se,7.770263880597016
AATS4dv,3.4169653524492234
AATS4pe,6.524012903225806
AATS4se,8.165372758064516
AATS5dv,2.6414141414141414
AATS5pe,6.7786181818181825
AATS5se,8.316361772727275
AATS6dv,1.0514905149051492
AATS6pe,5.831585365853659
AATS6se,7.36303892682927
AATS7dv,0.41975308641975306
AATS7pe,5.6880277777777755
AATS7se,7.352728111111111
AATS8dv,0.0
AATS8pe,5.565999999999999
AATS8se,7.360128000000001
AATSC0Z,18.04389574759945
AATSC0c,0.008805310335463829
AATSC0d,0.6776406035665296
AATSC0i,1.5133218046808492
AATSC0m,81.8985152839506
AATSC0p,0.36287605951278473
AATSC0s,2.39429152164691
AATSC0v,54.13620390458495
AATSC1Z,3.281501077797374
AATSC1c,-0.005442831933959356
AATSC1d,0.127914951989026
AATSC1i,-0.3778646179138581
AATSC1m,14.109170160493827
AATSC1p,-0.0510008465458427
AATSC1s,-0.513166916899763
AATSC1v,-0.10952085965271482
AATSC2Z,1.4099895102073758
AATSC2c,0.0009477756121027542
AATSC2d,-0.04801097393689981
AATSC2i,0.1392610205221437
AATSC2m,6.4162821757443735
AATSC2p,0.0417811756457223
AATSC2s,0.6385599406425788
AATSC2v,0.34324132259486195
AATSC3Z,-2.126814487234609
AATSC3c,0.0008264670616558323
AATSC3d,-0.08781196896177544
AATSC3i,-0.20508986839824242
AATSC3m,-8.986816312142992
AATSC3p,-0.055102300759750894
AATSC3s,0.23626263423627614
AATSC3v,-2.774210773061984
AATSC4Z,-0.5122350546484356
AATSC4c,-0.0009806315798890984
AATSC4d,-0.06055577680428335
AATSC4i,0.08347000480293566
AATSC4m,-1.7607058825169264
AATSC4p,0.04111542160107256
AATSC4s,-0.5905880421510223
AATSC4v,7.721464885789245
AATSC5Z,-3.372178575882279
AATSC5c,0.00030965319196256895
AATSC5d,-0.04632747225339819
AATSC5i,0.005998115568818806
AATSC5m,-15.758084473344553
