DLiP-ID,C001OV
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.21392488661464856
RPCG,0.15110374464019213
SIC0,0.28033819366070817
SIC1,0.5319861142074711
SIC2,0.677785598554581
SIC3,0.8660575922078212
SIC4,0.9611896698426933
SIC5,0.9708922523820199
SaaN,0
SaaO,0
SaaS,0
Sare,39.26800000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.556440854119426
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,57.78630432143952
TIC1,109.65866294900685
TIC2,139.71241075401713
TIC3,178.52104606119087
TIC4,198.1306865356277
TIC5,200.1306865356277
Vabc,304.1664738885585
WPol,48
apol,48.046309
bpol,16.215691
nRot,3
ABCGG,16.192741316347806
ATS0Z,1074.0
ATS0d,155.0
ATS0i,6019.656160225238
ATS0m,4262.823426000002
ATS0p,68.12968376303697
ATS0s,274.02777777777777
ATS0v,10406.820895417133
ATS1Z,1185.0
ATS1d,198.0
ATS1i,5924.133588134348
ATS1m,4586.630909000001
ATS1p,86.69328769600003
ATS1s,160.83333333333334
ATS1v,13024.910096403775
ATS2Z,1786.0
ATS2d,305.0
ATS2i,9518.833292824997
ATS2m,6856.769193999998
ATS2p,130.32175175
ATS2s,276.88888888888886
ATS2v,19314.248677439693
ATS3Z,2124.0
ATS3d,357.0
ATS3i,13432.507313862641
ATS3m,8071.133304
ATS3p,150.83956943479194
ATS3s,348.27777777777777
ATS3v,22325.774407542303
ATS4Z,2199.0
ATS4d,340.0
ATS4i,14436.856432578545
ATS4m,8292.849647
ATS4p,144.20779367879203
ATS4s,434.0555555555556
ATS4v,21698.539538660134
ATS5Z,2054.0
ATS5d,313.0
ATS5i,13853.493642136295
ATS5m,7691.449132
ATS5p,138.394446829943
ATS5s,444.3888888888889
ATS5v,20828.14682792274
ATS6Z,1966.0
ATS6d,287.0
ATS6i,12751.002995222845
ATS6m,7388.488418000002
ATS6p,135.38645899824496
ATS6s,432.05555555555554
ATS6v,20075.74354636951
ATS7Z,1764.0
ATS7d,250.0
ATS7i,13377.180335823445
ATS7m,6466.610063000001
ATS7p,124.05262540109402
ATS7s,448.0
ATS7v,18036.669031431506
ATS8Z,1192.0
ATS8d,183.0
ATS8i,12043.977910335589
ATS8m,4182.921874000001
ATS8p,94.33629570933901
ATS8s,312.50000000000006
ATS8v,13118.157649430748
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,15
C2SP3,0
C3SP2,5
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.01632486480971329
JGI10,0.004081216202428323
JGT10,0.39623309542435475
Kier1,19.322235434007133
Kier2,8.16326530612245
Kier3,3.68
MAXdO,13.054227450239354
MID_C,44.537611953192915
MID_N,2.0853498574989158
MID_O,7.0518074911376605
MID_X,0.0
MID_h,9.137157348636576
MINdO,11.69531037414966
MPC10,198
MWC01,29.0
MWC02,4.962844630259907
MWC03,5.849324779946859
MWC04,6.760414691083428
MWC05,7.6708948313621175
MWC06,8.593227877692234
MWC07,9.513920399580737
MWC08,10.442113151159798
MWC09,11.368258010219549
MWC10,12.299786096696089
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.903800000000002
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.424950017481403
SRW05,0.0
SRW06,6.994849985833071
SRW07,0.0
SRW08,8.672999642554437
SRW09,0.0
SRW10,10.412381311452293
SaaCH,18.25464671516755
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.6126533236751506
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.8284071344587207
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.009887329931973
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.271009605283898
VE1_D,5.0201218014554785
VE2_A,0.16426960020322684
VE2_D,0.19308160774828764
VE3_A,2.4073616858385565
VE3_D,2.5689656416748696
VR1_A,281.54991695381614
VR1_D,160.44709161968214
VR2_A,10.82884295976216
VR2_D,6.17104198537239
VR3_A,6.595821201767325
VR3_D,6.033475686022521
WPath,1488
Xc-3d,1.7138825865758982
Xc-4d,0.0
Xc-5d,0.6377680072298426
Xc-6d,0.0
Xp-0d,18.258784066134833
Xp-1d,12.57538740046941
Xp-2d,11.46041919515874
Xp-3d,10.06661990617445
Xp-4d,8.85178128923396
Xp-5d,7.521393086144832
Xp-6d,5.381098933430402
Xp-7d,4.116242557030557
ZMIC0,79.19205981038944
ZMIC1,66.27726754441397
ZMIC2,45.50744594702316
ZMIC3,30.531466127428843
ZMIC4,26.481868130400592
ZMIC5,25.47097513998144
nAcid,1
nAtom,39
nBase,0
nRing,4
piPC1,3.7376696182833684
piPC2,4.363098624788363
piPC3,5.012300573415317
piPC4,5.625370381252758
piPC5,6.2167308438031705
piPC6,6.530239669171553
piPC7,6.989277660628768
piPC8,7.356918242356021
piPC9,7.7939733266
AATS0Z,27.53846153846154
AATS0d,3.9743589743589745
AATS0i,154.35015795449328
AATS0m,109.30316476923082
AATS0p,1.7469149682829992
AATS0s,7.0263532763532766
AATS0v,266.84156142095213
AATS1Z,28.214285714285715
AATS1d,4.714285714285714
AATS1i,141.0507997174845
AATS1m,109.20549783333337
AATS1p,2.06412589752381
AATS1s,3.8293650793650795
AATS1v,310.11690705723277
AATS2Z,26.65671641791045
AATS2d,4.552238805970149
AATS2i,142.07213869888054
AATS2m,102.33983871641787
AATS2p,1.9451007723880598
AATS2s,4.1326699834162515
AATS2v,288.2723683199954
AATS3Z,23.6
AATS3d,3.966666666666667
AATS3i,149.25008126514047
AATS3m,89.67925893333333
AATS3p,1.6759952159421327
AATS3s,3.869753086419753
AATS3v,248.06416008380336
AATS4Z,23.393617021276597
AATS4d,3.617021276595745
AATS4i,153.58357906998452
AATS4m,88.22180475531914
AATS4p,1.5341254646680003
AATS4s,4.617612293144209
AATS4v,230.8355270070227
AATS5Z,22.822222222222223
AATS5d,3.477777777777778
AATS5i,153.9277071348477
AATS5m,85.46054591111111
AATS5p,1.5377160758882555
AATS5s,4.937654320987654
AATS5v,231.423853643586
AATS6Z,23.129411764705882
AATS6d,3.376470588235294
AATS6i,150.01179994379817
AATS6m,86.9233931529412
AATS6p,1.5927818705675878
AATS6s,5.083006535947712
AATS6v,236.18521819258248
AATS7Z,20.275862068965516
AATS7d,2.8735632183908044
AATS7i,153.760693515212
AATS7m,74.32885129885058
AATS7p,1.4258922459895864
AATS7s,5.149425287356322
AATS7v,207.31803484404028
AATS8Z,15.68421052631579
AATS8d,2.4078947368421053
AATS8i,158.47339355704722
AATS8m,55.038445710526325
AATS8p,1.2412670488070923
AATS8s,4.111842105263158
AATS8v,172.60733749250986
AMID_C,1.7129850751228044
AMID_N,0.0802057637499583
AMID_O,0.27122336504375616
AMID_X,0.0
AMID_h,0.35142912879371446
ATS0dv,408.0
ATS0pe,256.0485
ATS0se,309.2993679999999
ATS1dv,412.0
ATS1pe,276.11550000000005
ATS1se,327.15281999999985
ATS2dv,624.0
ATS2pe,437.3011
ATS2se,520.3347120000001
ATS3dv,726.0
ATS3pe,580.4250000000003
ATS3se,699.6696
ATS4dv,746.0
ATS4pe,624.7878
ATS4se,753.2100039999999
ATS5dv,687.0
ATS5pe,602.5711999999999
ATS5se,728.0945359999998
ATS6dv,627.0
ATS6pe,559.7901999999999
ATS6se,675.3426
ATS7dv,515.0
ATS7pe,569.6951999999999
ATS7se,693.210124
ATS8dv,288.0
ATS8pe,480.5665
ATS8se,595.3430559999999
ATSC0Z,261.5897435897436
ATSC0c,0.9808517843629864
ATSC0d,25.743589743589737
ATSC0i,56.39108942870152
ATSC0m,1240.2341376923073
ATSC0p,8.938714313716973
ATSC0s,105.10398860398857
ATSC0v,1808.2809063012592
ATSC1Z,-3.071005917159747
ATSC1c,-0.5458072599897225
ATSC1d,9.506903353057204
ATSC1i,6.989702365694853
ATSC1m,-9.382980360946362
ATSC1p,1.1386665542041103
ATSC1s,-10.011560376944995
ATSC1v,170.60654723426734
ATSC2Z,-8.628533859303072
ATSC2c,0.09350203959441726
ATSC2d,2.748191978961212
ATSC2i,-12.527878400440036
ATSC2m,-49.16587495857935
ATSC2p,-1.4171990929611007
ATSC2s,14.880469720213307
ATSC2v,-297.95577309285017
ATSC3Z,55.40828402366864
ATSC3c,-0.17884476577369474
ATSC3d,-1.921104536489151
ATSC3i,-17.53868675626869
ATSC3m,259.546405325444
ATSC3p,-1.5775546553887043
ATSC3s,-2.110344071882539
ATSC3v,29.451087001583772
ATSC4Z,17.4760026298488
ATSC4c,0.35921811585421787
ATSC4d,-5.66403681788297
ATSC4i,-3.398146220388905
ATSC4m,78.56384286982276
ATSC4p,-1.3893889936939627
ATSC4s,-14.860325809043754
ATSC4v,-114.25468786011731
ATSC5Z,-55.668639053254424
ATSC5c,-0.38370112465925765
ATSC5d,-5.8698224852070995
ATSC5i,18.664926668180854
ATSC5m,-250.80868805917135
ATSC5p,2.1820134842466223
ATSC5s,-30.871027832566284
ATSC5v,185.21871203902742
ATSC6Z,-19.618671926364218
ATSC6c,0.0908606717437489
ATSC6d,-15.671926364234054
ATSC6i,-15.026022067905476
ATSC6m,-104.84785650887545
ATSC6p,-2.5430979416415056
ATSC6s,25.670794068229977
ATSC6v,-472.55294041318206
ATSC7Z,-88.67455621301775
ATSC7c,0.18917133616268106
ATSC7d,-11.453648915187374
ATSC7i,-16.580375908020446
ATSC7m,-431.35103169822474
ATSC7p,-3.50387721714456
ATSC7s,17.67258382642999
ATSC7v,-803.6280324357564
ATSC8Z,-91.09796186719264
ATSC8c,-0.043618415256942725
ATSC8d,-2.038790269559501
ATSC8i,-2.4370665146624906
ATSC8m,-422.7731988875743
ATSC8p,-0.6141017188426229
ATSC8s,-37.82586383227409
ATSC8v,-274.59998529686726
AXp-0d,0.7022609256205705
AXp-1d,0.4336340482920486
AXp-2d,0.27286712369425575
AXp-3d,0.16777699843624083
AXp-4d,0.10537834868135668
AXp-5d,0.06540341814038984
AXp-6d,0.040459390476920314
AXp-7d,0.026052168082471884
GATS1Z,0.6536953538521858
GATS1c,1.3988344316522627
GATS1d,0.632612407512806
GATS1i,0.839791438248957
GATS1m,0.6554691868126591
GATS1p,0.7561067538221543
GATS1s,0.6215877253955132
GATS1v,0.7124217642785874
GATS2Z,0.7078989486989674
GATS2c,0.6778748914722535
GATS2d,1.0134387821846942
GATS2i,1.0706301600098977
GATS2m,0.7175127121252839
GATS2p,0.9828691051657016
GATS2s,0.5003494515279883
GATS2v,0.9306130237109368
GATS3Z,0.7666797359994771
GATS3c,0.940489510434662
GATS3d,1.1234727755644092
GATS3i,1.131494779910475
GATS3m,0.7711723574153022
GATS3p,1.005714991476112
GATS3s,0.7476428626286996
GATS3v,0.9136111846303472
GATS4Z,0.9202732463805594
GATS4c,0.9976838572379848
GATS4d,1.1855874374841064
GATS4i,1.0585308741142667
GATS4m,0.9182224872558858
GATS4p,0.9942201601266053
GATS4s,1.1608170422697268
GATS4v,0.9256939575553373
GATS5Z,1.0677024112919034
GATS5c,1.3467874228176262
GATS5d,1.2054780876494027
GATS5i,0.8546331069140255
GATS5m,1.0567842378580223
GATS5p,0.8432526297484916
GATS5s,1.4458520255343374
GATS5v,0.8535707890787662
GATS6Z,0.9459356296919865
GATS6c,1.0455488049924038
GATS6d,1.2763885633934853
GATS6i,1.067991179190359
GATS6m,0.9483590445650405
GATS6p,1.0793892703608219
GATS6s,0.9650106711971754
GATS6v,1.0292701688513595
GATS7Z,1.1596204936151802
GATS7c,1.0438558286844315
GATS7d,1.085863442780602
GATS7i,1.0900157252915978
GATS7m,1.1596008271156444
GATS7p,1.1509186911138982
GATS7s,1.1095166300806607
GATS7v,1.1537371996656327
GATS8Z,1.3245932170162713
GATS8c,1.0943910216920152
GATS8d,0.8934262948207173
GATS8i,0.9770375246236906
GATS8m,1.3177327305237077
GATS8p,1.073105316097528
GATS8s,1.3952451784286355
GATS8v,1.1485180881141195
MATS1Z,-0.010901223849665274
MATS1c,-0.5167152012293766
MATS1d,0.3429140580535005
MATS1i,0.11509687038780471
MATS1m,-0.007025098901271491
MATS1p,0.1182869472941179
MATS1s,-0.08845001074579709
MATS1v,0.08760827188791305
MATS2Z,-0.019200215351394333
MATS2c,0.055489077176198186
MATS2d,0.062139501694713745
MATS2i,-0.12931736560675033
MATS2m,-0.023075434928214112
MATS2p,-0.09228808042215376
MATS2s,0.08241139153317888
MATS2v,-0.09591261066917989
MATS3Z,0.09178592432856304
MATS3c,-0.07901234390093537
MATS3d,-0.03233731739707835
MATS3i,-0.13477479636197376
MATS3m,0.0906845776585631
MATS3p,-0.07647710770732104
MATS3s,-0.008700739556085666
MATS3v,0.007057607950299361
MATS4Z,0.02771776080618321
MATS4c,0.15194681374119803
MATS4d,-0.09128380096634738
MATS4i,-0.02500163041409071
MATS4m,0.026281841423912433
MATS4p,-0.06448898631413313
MATS4s,-0.05866051714040109
MATS4v,-0.026214699576119726
MATS5Z,-0.0922172123113115
MATS5c,-0.1695164244007868
MATS5d,-0.09880478087649404
MATS5i,0.14342930720945424
MATS5m,-0.08763165076867488
MATS5p,0.10578022110583456
MATS5s,-0.12727818964621482
MATS5v,0.044385494313352564
MATS6Z,-0.034410784505921534
MATS6c,0.04250286817927907
MATS6d,-0.279318022029529
MATS6i,-0.12225854382423842
MATS6m,-0.03878837238279229
MATS6p,-0.13053702493133457
MATS6s,0.11206391397348832
MATS6v,-0.11990305665383255
MATS7Z,-0.15195803392167864
MATS7c,0.08645643016507111
MATS7d,-0.1994436048907817
MATS7i,-0.13180419777122435
MATS7m,-0.15590947685785406
MATS7p,-0.17571918342763793
MATS7s,0.07537480598979213
MATS7v,-0.19922073377404131
MATS8Z,-0.1787059296938681
MATS8c,-0.022820098308274778
MATS8d,-0.040640071293772305
MATS8i,-0.022177261242293644
MATS8m,-0.1749261676476538
MATS8p,-0.03525463888156371
MATS8s,-0.1846803428546157
MATS8v,-0.0779265820142615
MAXsOH,9.556440854119426
MINsOH,9.556440854119426
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.23880649284288
SpAD_D,236.99196069861068
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1229
TMWC10,132.46078446800072
TSRW10,61.58271840122692
VE1_Dt,5.079918325750716
VE2_Dt,0.19538147406733525
VE3_Dt,2.580806628880454
VR1_Dt,151.53118962647707
VR2_Dt,5.828122677941426
VR3_Dt,5.976302920910064
Xc-3dv,0.6447140870028758
Xc-4dv,0.0
Xc-5dv,0.14267081497620812
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.27798799854189166
Xch-7d,0.47792742095373
Xp-0dv,13.522811427977434
Xp-1dv,7.984696707681318
Xp-2dv,5.910693643162453
Xp-3dv,4.366880122776393
Xp-4dv,3.1604863076995757
Xp-5dv,2.2593175615725576
Xp-6dv,1.307196558353648
Xp-7dv,0.8240386871740089
Xpc-4d,4.65220171998338
Xpc-5d,8.141997776394
Xpc-6d,14.123199710680689
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,42
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,0
nSpiro,0
naRing,3
piPC10,8.097597464714347
AATS0dv,10.461538461538462
AATS0pe,6.5653461538461535
AATS0se,7.930753025641023
AATS1dv,9.80952380952381
AATS1pe,6.574178571428573
AATS1se,7.789352857142854
AATS2dv,9.313432835820896
AATS2pe,6.526882089552239
AATS2se,7.766189731343284
AATS3dv,8.066666666666666
AATS3pe,6.44916666666667
AATS3se,7.7741066666666665
AATS4dv,7.9361702127659575
AATS4pe,6.646678723404254
AATS4se,8.012872382978722
AATS5dv,7.633333333333334
AATS5pe,6.695235555555554
AATS5se,8.089939288888887
AATS6dv,7.376470588235295
AATS6pe,6.585767058823528
AATS6se,7.945207058823529
AATS7dv,5.919540229885057
AATS7pe,6.548220689655171
AATS7se,7.967932459770115
AATS8dv,3.789473684210526
AATS8pe,6.323243421052632
AATS8se,7.8334612631578935
AATSC0Z,6.7074293228139386
AATSC0c,0.025150045752897088
AATSC0d,0.6600920447074292
AATSC0i,1.4459253699667056
AATSC0m,31.800875325443776
AATSC0p,0.22919780291581984
AATSC0s,2.6949740667689377
AATSC0v,46.366177084647674
AATSC1Z,-0.0731191885038035
AATSC1c,-0.012995410952136249
AATSC1d,0.22635484173945725
AATSC1i,0.1664214848974965
AATSC1m,-0.22340429430824674
AATSC1p,0.0271111084334312
AATSC1s,-0.23837048516535703
AATSC1v,4.062060648434937
AATSC2Z,-0.12878408745228467
AATSC2c,0.0013955528297674219
AATSC2d,0.04101779073076436
AATSC2i,-0.18698325970806023
AATSC2m,-0.7338190292325276
AATSC2p,-0.02115222526807613
AATSC2s,0.2220965629882583
AATSC2v,-4.447101090938062
AATSC3Z,0.6156476002629849
AATSC3c,-0.0019871640641521636
AATSC3d,-0.02134560596099057
AATSC3i,-0.19487429729187433
AATSC3m,2.883848948060489
AATSC3p,-0.01752838505987449
AATSC3s,-0.023448267465361546
AATSC3v,0.32723430001759746
AATSC4Z,0.18591492159413617
AATSC4c,0.0038214693175980625
AATSC4d,-0.06025571082854223
AATSC4i,-0.03615049170626495
AATSC4m,0.835785562444923
AATSC4p,-0.014780733975467688
AATSC4s,-0.15808857243663568
AATSC4v,-1.2154754027672054
AATSC5Z,-0.6185404339250492
AATSC5c,-0.0042633458295473076
AATSC5d,-0.06522024983563444
AATSC5i,0.20738807409089838
AATSC5m,-2.786763200657459
AATSC5p,0.024244594269406915
AATSC5s,-0.3430114203618476
AATSC5v,2.057985689322527
