DLiP-ID,I000AU
AATSC4s,-0.5258351436309936
AATSC4v,-3.5373604740786524
AATSC5Z,-1.1678818975605365
AATSC5c,0.0004218471570194263
AATSC5d,0.018881087406607253
AATSC5i,0.023435210143284643
AATSC5m,-5.30915051319102
AATSC5p,-0.017756926964179395
AATSC5s,-0.7925296381158097
AATSC5v,-4.216492000120368
AATSC6Z,1.4560994248481676
AATSC6c,-0.001663819654000149
AATSC6d,-0.01635965088685999
AATSC6i,-0.29507951023695295
AATSC6m,7.353507503391828
AATSC6p,-0.03948171812640731
AATSC6s,0.03464657189022731
AATSC6v,-6.8814339066283505
AATSC7Z,2.240577138227692
AATSC7c,1.9446939307747397e-05
AATSC7d,-0.025114771806643236
AATSC7i,0.013879804443805353
AATSC7m,11.296258924844096
AATSC7p,0.01113021721389158
AATSC7s,0.6885530299367991
AATSC7v,0.7162888590563636
AATSC8Z,-2.698759315994176
AATSC8c,0.0012195050735200879
AATSC8d,0.009956978032722772
AATSC8i,-0.013439032565735684
AATSC8m,-14.409725831514463
AATSC8p,-0.014521360166010884
AATSC8s,0.4590856703626179
AATSC8v,1.8097801315954951
ATS0are,302.8722999999999
ATS1are,318.254
ATS2are,546.1610000000001
ATS3are,719.1968999999998
ATS4are,756.4668000000003
ATS5are,697.7409
ATS6are,597.7198000000002
ATS7are,603.09
ATS8are,531.7939
ATSC0dv,204.96833064949016
ATSC0pe,7.392080434782608
ATSC0se,5.055500804347824
ATSC1dv,49.29147315767775
ATSC1pe,-0.17341611531191087
ATSC1se,-0.24032929158790184
ATSC2dv,26.378937924131513
ATSC2pe,-0.18395122873346129
ATSC2se,-0.09874472967863901
ATSC3dv,19.254241639244785
ATSC3pe,1.867878071833647
ATSC3se,1.0638747372400748
ATSC4dv,-106.29552096379798
ATSC4pe,-2.984046739130438
ATSC4se,-2.3945351847826073
ATSC5dv,-119.2429435666851
ATSC5pe,-2.616831427221173
ATSC5se,-1.3666026620982967
ATSC6dv,-15.277504207280852
ATSC6pe,1.1002247637051061
ATSC6se,1.014838573724007
ATSC7dv,68.92916209635386
ATSC7pe,3.399711247637055
ATSC7se,2.3729617646502827
ATSC8dv,69.94475950430582
ATSC8pe,1.2315391776937648
ATSC8se,0.5824248917769365
AXp-0dv,0.5830457526133747
AXp-1dv,0.30919304100203837
AXp-2dv,0.16555319042173447
AXp-3dv,0.089193166660187
AXp-4dv,0.04915347841225686
AXp-5dv,0.027188683820827925
AXp-6dv,0.013536353977661396
AXp-7dv,0.007202592311513893
BertzCT,1105.0617397059668
ECIndex,745
ETA_eta,23.361918869119435
GATS1dv,0.4457976572427343
GATS1pe,0.5699791377847703
GATS1se,0.601024056692399
GATS2dv,0.7481619224200194
GATS2pe,0.7061683943354014
GATS2se,0.6874275507434339
GATS3dv,0.9071617474912004
GATS3pe,0.7678252344428204
GATS3se,0.7740021657326895
GATS4dv,1.2777185640660347
GATS4pe,1.2989394937061016
GATS4se,1.3893741452191828
GATS5dv,1.3711399684947299
GATS5pe,1.3479416173906777
GATS5se,1.4009408596604505
GATS6dv,0.9732791246026123
GATS6pe,0.8240565122389304
GATS6se,0.8138574029660204
GATS7dv,0.772959531063745
GATS7pe,0.5948575279547627
GATS7se,0.5284873079055414
GATS8dv,0.7902766921345324
GATS8pe,0.7430190925287526
GATS8se,0.7037110049838238
LogEE_A,4.307055382023899
LogEE_D,172.50017152871396
MATS1dv,0.22575989039712088
MATS1pe,-0.02202340783029327
MATS1se,-0.04462767627954579
MATS2dv,0.07047727235441974
MATS2pe,-0.013627448669710553
MATS2se,-0.01069616975978157
MATS3dv,0.0385815314823239
MATS3pe,0.1037819075215589
MATS3se,0.08643032010186744
MATS4dv,-0.2074379405383763
MATS4pe,-0.1614726336087654
MATS4se,-0.18945978073810313
MATS5dv,-0.2548674987374392
MATS5pe,-0.15508778581050117
MATS5se,-0.11842587743604839
MATS6dv,-0.03647502733445341
MATS6pe,0.07283576901521725
MATS6se,0.09823421082146429
MATS7dv,0.15785123757874883
MATS7pe,0.2158773628889017
MATS7se,0.22032222696794965
MATS8dv,0.18042927176736773
MATS8pe,0.08808868510320975
MATS8se,0.060913607824665185
MAXaaCH,1.841202748728036
MAXaaNH,2.726682093683009
MAXaaaC,0.3483716185533121
MAXaasC,0.591687335244542
MAXdssC,-0.09716675273313036
MAXsssN,1.6679040373674212
MDEC-22,13.338075702378816
MDEC-23,21.319574149314565
MDEC-33,10.440645785422522
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.2797256530269352
MINaaNH,2.726682093683009
MINaaaC,0.17481675816896192
MINaasC,-0.497465128848676
MINdssC,-0.7033463847226471
MINsssN,1.4336725245653819
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.3404761904761906
SM1_Dzi,1.595706494184058
SM1_Dzm,2.392768364202366
SM1_Dzp,-6.347173899033022
SM1_Dzv,-2.4775631275726893
SddssSe,0
SpAD_Dt,595.5806379718985
SpAbs_A,38.400894933963514
SpAbs_D,345.0003430574279
SpMAD_A,1.324168790826328
SpMAD_D,11.89656355370441
SpMax_A,2.497054348918862
SpMax_D,172.50017152871396
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.566609647519165
VAdjMat,6.0
VE1_DzZ,5.318606569346099
VE1_Dzi,5.315347010038238
VE1_Dzm,5.318793723857111
VE1_Dzp,5.318298272424218
VE1_Dzv,5.324006129324779
VE2_DzZ,0.18340022652917584
VE2_Dzi,0.18328782793235304
VE2_Dzm,0.18340668013300382
VE2_Dzp,0.1833895956008351
VE2_Dzv,0.1835864182525786
VE3_DzZ,2.7359220829829027
VE3_Dzi,2.7353090354675804
VE3_Dzm,2.7359572709998754
VE3_Dzp,2.7358641155710375
VE3_Dzv,2.7369367887877374
VR1_DzZ,181.02282123044012
VR1_Dzi,181.8721330636068
VR1_Dzm,180.97934888817488
VR1_Dzp,182.29971155018586
VR1_Dzv,181.34713803713967
VR2_DzZ,6.242166249325521
VR2_Dzi,6.2714528642623035
VR2_Dzm,6.2406672030405135
VR2_Dzp,6.286196950006409
VR2_Dzv,6.253349587487575
VR3_DzZ,6.263333844456394
VR3_Dzi,6.2680146115697895
VR3_Dzm,6.263093667208507
VR3_Dzp,6.2703628363948605
VR3_Dzv,6.26512382116389
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15703493602483995
Xch-7dv,0.24219785429396504
Xpc-4dv,2.162671490397781
Xpc-5dv,3.0091004862644524
Xpc-6dv,3.9669387764868045
Zagreb1,156.0
Zagreb2,188.0
fragCpx,212.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,32
nBondsS,30
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,8
naHRing,1
AATS0are,6.584180434782606
AATS1are,6.494979591836735
AATS2are,6.501916666666667
AATS3are,6.421400892857141
AATS4are,6.577972173913046
AATS5are,6.645151428571428
AATS6are,6.358721276595746
AATS7are,6.153979591836735
AATS8are,6.112573563218391
AATSC0dv,4.455833274988916
AATSC0pe,0.16069740075614367
AATSC0se,0.10990219139886574
AATSC1dv,1.005948431789342
AATSC1pe,-0.0035391043941206297
AATSC1se,-0.004904679420161262
AATSC2dv,0.3140349752872799
AATSC2pe,-0.0021898955801602535
AATSC2se,-0.001175532496174274
AATSC3dv,0.1719128717789713
AATSC3pe,0.01667748278422899
AATSC3se,0.009498881582500668
AATSC4dv,-0.9243088779460694
AATSC4pe,-0.025948232514177723
AATSC4se,-0.02082204508506615
AATSC5dv,-1.135647081587477
AATSC5pe,-0.024922204068773077
AATSC5se,-0.013015263448555208
AATSC6dv,-0.1625266405029878
AATSC6pe,0.011704518762820278
AATSC6se,0.010796155039617096
AATSC7dv,0.70335879690157
AATSC7pe,0.03469093109833729
AATSC7se,0.024213895557655945
AATSC8dv,0.8039627529230554
AATSC8pe,0.014155622732112239
AATSC8se,0.006694538985941799
AETA_eta,0.8055834092799805
ATSC0are,8.076593478260868
ATSC1are,-0.27582348771266607
ATSC2are,-0.22284026465028445
ATSC3are,2.0432071833648378
ATSC4are,-3.458053260869567
ATSC5are,-2.9089220699432925
ATSC6are,1.0731459357277895
ATSC7are,3.7753421550094552
ATSC8are,1.4208340737240108
BCUTZ-1h,35.000418300466194
BCUTZ-1l,5.675433604995363
BCUTc-1h,0.467415068269307
BCUTc-1l,-0.4082421165611936
BCUTd-1h,3.2999642264395126
BCUTd-1l,0.9762359017974934
BCUTi-1h,17.424772798750592
BCUTi-1l,10.934596392721232
BCUTm-1h,79.9041786438417
BCUTm-1l,11.6872468746342
BCUTp-1h,3.0589938013730995
BCUTp-1l,0.5458436318660987
BCUTs-1h,8.00192149589197
BCUTs-1l,1.0432448202991351
BCUTv-1h,26.523893188892526
BCUTv-1l,13.30411928329129
BalabanJ,1.3028626273463157
Diameter,15
ETA_beta,38.5
GATS1are,0.5920566676135128
GATS2are,0.7160639146223896
GATS3are,0.7677144917386645
GATS4are,1.3255235943479182
GATS5are,1.3651830565827614
GATS6are,0.8301026433719103
GATS7are,0.5684993651921199
GATS8are,0.6929827123572895
HybRatio,0.19047619047619047
Lipinski,True
LogEE_Dt,297.7903189859492
MATS1are,-0.032060092674056934
MATS2are,-0.015109287576182719
MATS3are,0.10390202021938169
MATS4are,-0.17126295981974762
MATS5are,-0.15778742736804335
MATS6are,0.06502203226554036
MATS7are,0.21941173387664117
MATS8are,0.09301515598388986
MAXssCH2,0.34618533215755476
MINssCH2,0.2649137455908297
NsssssAs,0
RotRatio,0.09375
SM1_Dzpe,1.7575254182021958
SM1_Dzse,1.6267134234848373
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,26.1790256236503
SMR_VSA7,70.07825639111664
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,279.7344398198135
SpAD_Dzi,273.89111812425494
SpAD_Dzm,279.62032530897034
SpAD_Dzp,375.0012616226161
SpAD_Dzv,341.4491448392171
SpAbs_Dt,595.5806379718986
SpDiam_A,4.900093145407972
SpDiam_D,265.99544119525996
SpMAD_Dt,20.537263378341326
SpMax_Dt,297.7903189859492
SsssssAs,0
VE1_Dzpe,5.316916076885316
VE1_Dzse,5.317288510634209
VE2_Dzpe,0.18334193368570054
VE2_Dzse,0.18335477622876584
VE3_Dzpe,2.735604187467797
VE3_Dzse,2.7356742319635527
VMcGowan,287.1200000000005
VR1_Dzpe,181.54362407871326
VR1_Dzse,181.51839772708942
VR2_Dzpe,6.260124968231492
VR2_Dzse,6.259255094037567
VR3_Dzpe,6.266206714867929
VR3_Dzse,6.266067750447806
mZagreb1,9.472222222222221
mZagreb2,6.333333333333332
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,39
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.17557811909262758
AATSC1are,-0.005629050769646246
AATSC2are,-0.0026528602934557674
AATSC3are,0.018242921280043196
AATSC4are,-0.030070028355387537
AATSC5are,-0.027704019713745642
AATSC6are,0.011416446124763719
AATSC7are,0.03852389954091281
AATSC8are,0.016331426134758745
AETA_beta,1.3275862068965518
BCUTdv-1h,7.004064652860663
BCUTdv-1l,0.25601279093933604
BCUTpe-1h,3.9886803888211984
BCUTpe-1l,2.2217340327591675
BCUTse-1h,4.009967005933125
BCUTse-1l,2.4177468702315985
ETA_alpha,14.319047619047621
ETA_dBeta,0.5
ETA_eta_B,0.4449793117863372
ETA_eta_F,30.944972062456323
ETA_eta_L,6.219423573906521
ETA_eta_R,54.30689093157576
ETA_psi_1,0.5731986275257343
LabuteASA,173.96540257466316
LogEE_DzZ,139.70647418021917
LogEE_Dzi,136.90322699247145
LogEE_Dzm,139.61124565869224
LogEE_Dzp,186.18742241840462
LogEE_Dzv,170.21197315183483
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,34.12904510333418
PEOE_VSA7,24.26546827384644
PEOE_VSA8,47.798264417257585
PEOE_VSA9,11.080152209313258
SM1_Dzare,1.891981257786784
SpAD_Dzpe,280.0040136207407
SpAD_Dzse,282.5233006288697
SpAbs_DzZ,277.87820008253914
SpAbs_Dzi,272.5155090775446
SpAbs_Dzm,277.72261246839605
SpAbs_Dzp,378.7220187358424
SpAbs_Dzv,342.90150943124274
SpDiam_Dt,424.0812311980206
SpMAD_DzZ,9.646015166200465
SpMAD_Dzi,9.444521314629482
SpMAD_Dzm,9.642080183067943
SpMAD_Dzp,12.931077986986761
SpMAD_Dzv,11.774108442731626
SpMax_DzZ,139.70647418021917
SpMax_Dzi,136.90322699247145
SpMax_Dzm,139.61124565869224
SpMax_Dzp,186.18742241840462
SpMax_Dzv,170.21197315183483
VE1_Dzare,5.316109439849068
VE2_Dzare,0.1833141186154851
VE3_Dzare,2.7354524645105776
VR1_Dzare,181.61830073454044
VR2_Dzare,6.26270002532898
VR3_Dzare,6.266617973052101
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.49376026272578005
AETA_dBeta,0.017241379310344827
AETA_eta_B,0.01534411419952887
AETA_eta_F,1.0670680021536663
AETA_eta_L,0.21446288185884557
AETA_eta_R,1.8726514114336468
BCUTare-1h,4.107725553006361
BCUTare-1l,2.171272714501719
ETA_beta_s,19.0
ETA_dPsi_A,0.14080137247426572
ETA_dPsi_B,0.0
ETA_eta_BR,0.7889793117863372
ETA_eta_FL,7.749810676680237
ETA_eta_RL,13.969234250586759
LogEE_Dzpe,140.0146809306144
LogEE_Dzse,141.27952557854255
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.56042801136641
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,20.715977351537635
SlogP_VSA6,53.13413256667676
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,277.2602158716544
SpAbs_Dzpe,278.48890550160075
SpAbs_Dzse,281.1209614706931
SpDiam_DzZ,222.06396466911974
SpDiam_Dzi,215.90675423176265
SpDiam_Dzm,221.98162632993586
SpDiam_Dzp,296.7181292101902
SpDiam_Dzv,272.11352611868864
SpMAD_Dzpe,9.655310814508299
SpMAD_Dzse,9.742182780305852
SpMax_Dzpe,140.0146809306144
SpMax_Dzse,141.27952557854255
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6551724137931034
AETA_eta_BR,0.02720618316504611
AETA_eta_FL,0.2672348509200082
AETA_eta_RL,0.48169773277885375
DetourIndex,4176
EState_VSA1,17.507645516762338
EState_VSA2,30.07684475048991
EState_VSA3,28.511908033819356
EState_VSA4,0.0
EState_VSA5,23.229487439386773
EState_VSA6,29.165378004696915
EState_VSA7,6.06636706846161
EState_VSA8,20.913922418896558
EState_VSA9,0.0
ETA_beta_ns,19.5
ETA_shape_p,0.182906551380113
ETA_shape_x,0.0
ETA_shape_y,0.3701363485201197
GhoseFilter,True
LogEE_Dzare,138.63535032023765
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,275.6291975459761
SpDiam_Dzpe,221.6348944420509
SpDiam_Dzse,223.76570924734096
SpMAD_Dzare,9.560697099022565
SpMax_Dzare,138.63535032023765
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.493213572713273
VSA_EState9,57.44426466560424
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6724137931034483
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.006239737274219949
FilterItLogS,-5.215598069614951
SpDiam_Dzare,219.24547841604996
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6539337474120083
ETA_epsilon_2,0.8614121510673232
ETA_epsilon_3,0.4432098765432096
ETA_epsilon_4,0.571349206349206
ETA_epsilon_5,0.8426984126984124
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.21072387086879868
ETA_dEpsilon_B,0.08258454106280222
ETA_dEpsilon_C,-0.12813932980599646
ETA_dEpsilon_D,0.01871373836891077
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8275862068965517
MDEDescriptor,"0.0,0.0,0.0,0.0,13.338075702378816,21.319574149314565,0.0,10.440645785422522,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,57.608480999999976
BCUTDescriptor,"11.849999999999996,78.91833752463582,-0.2831155894178133,0.27458912304384003,4.748774264622672,11.454820350699661"
BPolDescriptor,28.57151899999999
TPSADescriptor,73.48
ALOGPDescriptor,"3.522499999999998,12.408006249999987,109.6386"
XLogPDescriptor,3.7909999999999995
VAdjMaDescriptor,6.0
WeightDescriptor,457.04373186
ChiPathDescriptor,"20.543241116511005,13.969234250586764,12.66462801169198,11.489154074753147,9.20149026148421,7.261330881348393,4.672001229594249,3.303862518553056,16.908326825787864,9.894177312065228,7.615446759399785,5.708362666251965,4.030585229805062,2.7188683820827917,1.407780813676784,0.8282981158240974"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4076176281715213,0.7111545927142485,0.0,0.0,0.036084391824351615,0.15703493602483998,0.24219785429396504"
AtomCountDescriptor,46
BondCountDescriptor,32
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.9320314280676776,0.0,0.7438679731598418,0.0,0.9844548712734448,0.0,0.20308055586714277,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,0,0,0"
ZagrebIndexDescriptor,156.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.89
WeightedPathDescriptor,"59.28917286980066,2.044454236889678,22.788747136288755,7.701705260789918,9.96917706735967"
FractionalPSADescriptor,0.16077236132516995
WienerNumbersDescriptor,"2420.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.5036342570104475,8.632998778487327,12.403024458839123,2.162671490397781,3.0091004862644515,3.603267512201292"
FractionalCSP3Descriptor,0.19047619047619047
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,3,4,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.203125,9.646502835538753,4.62109375"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1589.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.19047619047619047
AutocorrelationDescriptorMass,"77.16348294081033,40.56019196951102,62.39984964662698,74.64007615287831,77.32963243620986"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.6787696768245732,-0.3223367976199809,-0.07525201677373228,0.2461864698591631,-0.27728506278139614"
EccentricConnectivityIndexDescriptor,745
AutocorrelationDescriptorPolarizability,"2074.526428966569,2468.47514766964,3503.0995807954337,3549.030018664082,3122.565154831002"
