DLiP-ID,I001GL
AATSC4Z,-0.7229718333614439
AATSC4c,-0.0029331396215774856
AATSC4d,-0.003748055696107615
AATSC4i,-0.07272596151227222
AATSC4m,-3.416646837510791
AATSC4p,-0.014357198179222265
AATSC4s,-0.1648799633106993
AATSC4v,-3.835182816496464
AATSC5Z,0.03011172329354143
AATSC5c,0.0014224575486974573
AATSC5d,-0.014985715743291493
AATSC5i,0.01149785358174408
AATSC5m,0.1545097004078234
AATSC5p,0.0053630812390423515
AATSC5s,0.01950729233978395
AATSC5v,0.6020599476296513
AATSC6Z,-0.13074608675781696
AATSC6c,0.00012864067848196138
AATSC6d,-0.06209984215849318
AATSC6i,-0.05352313617808917
AATSC6m,-0.6279169733122536
AATSC6p,-0.008668868732936858
AATSC6s,-0.10653302564348512
AATSC6v,-1.2596935734599526
AATSC7Z,-0.38749550844412506
AATSC7c,-0.000819848388265023
AATSC7d,-0.050345350740607656
AATSC7i,-0.09388844961270569
AATSC7m,-1.82896915248454
AATSC7p,-0.01177038607153521
AATSC7s,-0.051806049072188734
AATSC7v,-2.436475461752528
AATSC8Z,-0.45967772368768633
AATSC8c,0.0006028997397833096
AATSC8d,-0.018881215643357627
AATSC8i,0.09132197269649633
AATSC8m,-2.134310222076545
AATSC8p,-0.0003934156127924783
AATSC8s,-0.2501799508856379
AATSC8v,-1.3521398981771968
ATS0are,417.81450000000007
ATS1are,444.312
ATS2are,803.883
ATS3are,1107.1217000000001
ATS4are,1232.4550000000002
ATS5are,1344.3777999999998
ATS6are,1331.5947999999999
ATS7are,1417.925
ATS8are,1342.1489000000001
ATSC0dv,279.81818181818176
ATSC0pe,10.119593939393935
ATSC0se,6.559603939393936
ATSC1dv,89.64462809917353
ATSC1pe,-0.48640881542699
ATSC1se,-0.5229174517906336
ATSC2dv,32.65289256198347
ATSC2pe,0.9383874196510626
ATSC2se,0.37721581359044964
ATSC3dv,-92.76033057851238
ATSC3pe,-1.9318930211202818
ATSC3se,-1.0479121423324151
ATSC4dv,-66.42975206611568
ATSC4pe,-2.265630486685022
ATSC4se,-1.2938338200183654
ATSC5dv,4.685950413223132
ATSC5pe,0.32317741046832393
ATSC5se,0.40750395592286476
ATSC6dv,-32.55371900826446
ATSC6pe,-1.0094618916437104
ATSC6se,-0.934701740128558
ATSC7dv,-58.85123966942149
ATSC7pe,-1.5820728191000908
ATSC7se,-1.0028320312213035
ATSC8dv,-22.85123966942149
ATSC8pe,-1.8249314049586784
ATSC8se,-1.188715374655647
AXp-0dv,0.5835050931281351
AXp-1dv,0.31447506492321026
AXp-2dv,0.1695866972097764
AXp-3dv,0.09430106957836883
AXp-4dv,0.050807696731520864
AXp-5dv,0.02779827528292826
AXp-6dv,0.015588830854411253
AXp-7dv,0.008552440805632987
BertzCT,1102.2188432453092
ECIndex,814
ETA_eta,39.39935844537015
GATS1dv,0.48983670932564916
GATS1pe,0.7064988898641671
GATS1se,0.7293930341672293
GATS2dv,0.8395496615554635
GATS2pe,0.7021676578486018
GATS2se,0.6879285008103608
GATS3dv,1.132929546087441
GATS3pe,1.012912042994727
GATS3se,1.0077844949077708
GATS4dv,1.078506451313469
GATS4pe,1.0150955318323713
GATS4se,1.0370721563212772
GATS5dv,0.9947762496089333
GATS5pe,0.9445602293400601
GATS5se,0.95717801893445
GATS6dv,0.9586129301748998
GATS6pe,0.8798161805504702
GATS6se,0.897858763211928
GATS7dv,1.0367368703562452
GATS7pe,0.9960876132265769
GATS7se,1.0184572609252402
GATS8dv,1.02728970659356
GATS8pe,1.0888262432311278
GATS8se,1.1065590613619938
LogEE_A,4.462391195053639
LogEE_D,200.03218083962827
MATS1dv,0.306438398734356
MATS1pe,-0.04597621296338929
MATS1se,-0.07625184615256599
MATS2dv,0.06064373532255838
MATS2pe,0.04819026396181224
MATS2se,0.029884946827274654
MATS3dv,-0.1250236702868282
MATS3pe,-0.07199890213413891
MATS3se,-0.06024945759613262
MATS4dv,-0.07994191828778294
MATS4pe,-0.07539001989038495
MATS4se,-0.0664184513787216
MATS5dv,0.005116959064327478
MATS5pe,0.009758163597280526
MATS5se,0.018982106052976414
MATS6dv,-0.03538415932303879
MATS6pe,-0.0303396833547115
MATS6se,-0.04333907471045534
MATS7dv,-0.06035257225188576
MATS7pe,-0.04486208794798459
MATS7se,-0.043869903461647146
MATS8dv,-0.024611249076521853
MATS8pe,-0.05434796404041603
MATS8se,-0.05461350912831927
MAXaaCH,1.8184226995180277
MAXaaNH,3.109041742817273
MAXaaaC,0.8454398276119961
MAXaasC,0.91193307273935
MAXdssC,-0.06860306732375632
MAXsCH3,1.6690293939098952
MAXssNH,2.826381891123157
MAXsssN,1.7956441588981271
MDEC-11,0.8234174873315147
MDEC-12,3.4404745320226042
MDEC-13,8.990811382834044
MDEC-22,5.496140450032395
MDEC-23,22.730661988579744
MDEC-33,19.46520041874057
MDEN-22,0.467648930822808
MDEN-23,1.114851112203573
MDEN-33,0.33333333333333337
MDEO-11,0.9511766026112
MINaaCH,1.3971776797288091
MINaaNH,3.109041742817273
MINaaaC,0.6517333290930529
MINaasC,-0.3476427698704725
MINdssC,-0.38473461436099465
MINsCH3,1.4748573599302386
MINssNH,2.6721051225943904
MINsssN,1.6967635109599395
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.047619047619048
SM1_Dzi,2.1724878643179855
SM1_Dzm,2.077352181723184
SM1_Dzp,-8.918290816129254
SM1_Dzv,-3.739260718749954
SddssSe,0
SpAD_Dt,746.4205917949441
SpAbs_A,42.83962449228174
SpAbs_D,400.06436167925676
SpMAD_A,1.2599889556553454
SpMAD_D,11.76659887291931
SpMax_A,2.5867784538451546
SpMax_D,200.03218083962827
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,117.77
TpiPC10,8.747143523943368
VAdjMat,6.20945336562895
VE1_DzZ,5.738164034692565
VE1_Dzi,5.738692522244248
VE1_Dzm,5.738374182722957
VE1_Dzp,5.717092028631346
VE1_Dzv,5.728857010073986
VE2_DzZ,0.16876953043213425
VE2_Dzi,0.16878507418365435
VE2_Dzm,0.16877571125655755
VE2_Dzp,0.16814976554798078
VE2_Dzv,0.16849579441394075
VE3_DzZ,2.9709147362060264
VE3_Dzi,2.971006832425829
VE3_Dzm,2.970951358404539
VE3_Dzp,2.967235721138626
VE3_Dzv,2.9692914677693656
VR1_DzZ,234.849764395781
VR1_Dzi,234.95743781670865
VR1_Dzm,234.81814851044453
VR1_Dzp,238.3613137990847
VR1_Dzv,236.45563872351198
VR2_DzZ,6.907346011640618
VR2_Dzi,6.910512876962019
VR2_Dzm,6.906416132660134
VR2_Dzp,7.010626876443668
VR2_Dzv,6.954577609515058
VR3_DzZ,6.682721440883125
VR3_Dzi,6.683179813689271
VR3_Dzm,6.6825868100747785
VR3_Dzp,6.697563079312708
VR3_Dzv,6.689536047852108
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.17147805301936306
Xch-6dv,0.33129830539956057
Xch-7dv,0.5484051188320388
Xpc-4dv,3.162572475129827
Xpc-5dv,4.624353844539782
Xpc-6dv,6.425371652528556
Zagreb1,184.0
Zagreb2,224.0
fragCpx,247.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,2
n5FRing,0
n5HRing,3
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,10
nBondsD,3
nBondsM,13
nBondsO,37
nBondsS,56
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,10
naHRing,1
AATS0are,6.3305227272727285
AATS1are,6.439304347826087
AATS2are,6.329787401574803
AATS3are,6.326409714285715
AATS4are,6.288035714285715
AATS5are,6.223971296296295
AATS6are,6.136381566820276
AATS7are,6.164891304347826
AATS8are,6.128533789954338
AATSC0dv,4.239669421487602
AATSC0pe,0.1533271808999081
AATSC0se,0.0993879384756657
AATSC1dv,1.2991975086836745
AATSC1pe,-0.0070494031221302895
AATSC1se,-0.007578513794067154
AATSC2dv,0.2571093902518384
AATSC2pe,0.007388877320087107
AATSC2se,0.002970203256617714
AATSC3dv,-0.5300590318772136
AATSC3pe,-0.011039388692115897
AATSC3se,-0.005988069384756658
AATSC4dv,-0.33892730645977387
AATSC4pe,-0.011559339217780724
AATSC4se,-0.006601192959277375
AATSC5dv,0.02169421487603302
AATSC5pe,0.0014961917151311292
AATSC5se,0.0018865923885317813
AATSC6dv,-0.150017138286933
AATSC6pe,-0.0046518981181737805
AATSC6se,-0.004307381290915014
AATSC7dv,-0.25587495508444125
AATSC7pe,-0.006878577474348221
AATSC7se,-0.00436013926617958
AATSC8dv,-0.10434356013434469
AATSC8pe,-0.008333020113966569
AATSC8se,-0.005427924085185602
AETA_eta,1.1588046601579456
ATSC0are,11.044462121212117
ATSC1are,-0.6953467630853941
ATSC2are,0.8122471303948624
ATSC3are,-1.9423132001836454
ATSC4are,-2.366145087235988
ATSC5are,0.4263860881542733
ATSC6are,-1.203454247015612
ATSC7are,-1.7547543617998151
ATSC8are,-1.7833303719008278
BCUTZ-1h,9.004073151631768
BCUTZ-1l,5.675332210494665
BCUTc-1h,0.4154452448462953
BCUTc-1l,-0.41189237169107235
BCUTd-1h,3.259055505216114
BCUTd-1l,0.9724642048333128
BCUTi-1h,17.424774120640542
BCUTi-1l,10.936389225987003
BCUTm-1h,19.00014352629639
BCUTm-1l,11.686921908898642
BCUTp-1h,2.011352749478358
BCUTp-1l,0.5458502464007662
BCUTs-1h,8.001922808977112
BCUTs-1l,1.1631568240276384
BCUTv-1h,20.91206251582712
BCUTv-1l,13.304117537237389
BalabanJ,1.5525976058813624
Diameter,15
ETA_beta,35.75
GATS1are,0.7224208759497593
GATS2are,0.709153457903066
GATS3are,1.0115641038882288
GATS4are,1.0130617331998741
GATS5are,0.9398187716302203
GATS6are,0.8729910505414074
GATS7are,0.9918205956776638
GATS8are,1.0825234527667738
HybRatio,0.5416666666666666
Lipinski,True
LogEE_Dt,373.210295897472
MATS1are,-0.060221519873542205
MATS2are,0.03821939695250285
MATS3are,-0.0663255070046953
MATS4are,-0.0721414164742355
MATS5are,0.011796376918791993
MATS6are,-0.03314127523667662
MATS7are,-0.0455919177088345
MATS8are,-0.04866167532556461
MAXssCH2,0.6080004934072395
MAXsssCH,-0.16811948853615566
MINssCH2,0.40883138594944146
MINsssCH,-1.1054233010289114
NsssssAs,0
RotRatio,0.16216216216216217
SM1_Dzpe,2.200101255973872
SM1_Dzse,2.008794166436178
SMR_VSA1,23.880553994730988
SMR_VSA2,0.0
SMR_VSA3,25.417375190660827
SMR_VSA4,0.0
SMR_VSA5,63.38126897249941
SMR_VSA6,20.13718479450234
SMR_VSA7,35.7766171097408
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,341.54471659041155
SpAD_Dzi,329.28599720207177
SpAD_Dzm,341.44245849402466
SpAD_Dzp,472.8274379408399
SpAD_Dzv,425.9237029654459
SpAbs_Dt,746.4205917949439
SpDiam_A,4.965561468699514
SpDiam_D,283.0099369152981
SpMAD_Dt,21.953546817498356
SpMax_Dt,373.210295897472
SsssssAs,0
VE1_Dzpe,5.7384074070188
VE1_Dzse,5.738028788376771
VE2_Dzpe,0.1687766884417294
VE2_Dzse,0.1687655525993168
VE3_Dzpe,2.970957148232564
VE3_Dzse,2.970891166313487
VMcGowan,350.62000000000137
VR1_Dzpe,234.81559861193165
VR1_Dzse,234.87030840833984
VR2_Dzpe,6.906341135645048
VR2_Dzse,6.907950247304113
VR3_Dzpe,6.682575950980736
VR3_Dzse,6.682808914311497
mZagreb1,13.166666666666668
mZagreb2,7.416666666666663
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,2
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,62
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.16734033516988056
AATSC1are,-0.010077489320078176
AATSC2are,0.006395646696022539
AATSC3are,-0.011098932572477974
AATSC4are,-0.012072168812428511
AATSC5are,0.001974009667380895
AATSC6are,-0.005545872106062728
AATSC7are,-0.007629366790433979
AATSC8are,-0.008143061058907889
AETA_beta,1.0514705882352942
BCUTdv-1h,7.004062372093112
BCUTdv-1l,0.9930453459319835
BCUTpe-1h,3.988682516404168
BCUTpe-1l,2.224325504981438
BCUTse-1h,4.00996796639526
BCUTse-1l,2.420143974163429
ETA_alpha,15.619047619047622
ETA_dBeta,-9.75
ETA_eta_B,0.7810768516393196
ETA_eta_F,33.269983763033515
ETA_eta_L,9.167101269141982
ETA_eta_R,72.66934220840366
ETA_psi_1,0.5209656925031769
LabuteASA,197.21336675841007
LogEE_DzZ,170.83258238484163
LogEE_Dzi,164.7068953029276
LogEE_Dzm,170.78232784059244
LogEE_Dzp,235.5109576150366
LogEE_Dzv,212.63191671342148
PEOE_VSA1,30.52390258550153
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,51.07852070206627
PEOE_VSA8,43.03092456137129
PEOE_VSA9,24.22948887519218
SM1_Dzare,2.4614398075111503
SpAD_Dzpe,338.45599661986864
SpAD_Dzse,342.0626249460345
SpAbs_DzZ,339.61754572206434
SpAbs_Dzi,327.2413027415373
SpAbs_Dzm,339.48730349946163
SpAbs_Dzp,479.9402060462023
SpAbs_Dzv,429.00309414559297
SpDiam_Dt,528.7692339671089
SpMAD_DzZ,10.045432840894458
SpMAD_Dzi,9.684882270649169
SpMAD_Dzm,10.042425249824255
SpMAD_Dzp,13.906689351201173
SpMAD_Dzv,12.527167734277821
SpMax_DzZ,170.83258238484163
SpMax_Dzi,164.7068953029276
SpMax_Dzm,170.78232784059244
SpMax_Dzp,235.5109576150366
SpMax_Dzv,212.63191671342148
VE1_Dzare,5.738666325229099
VE2_Dzare,0.1687843036832088
VE3_Dzare,2.971002267435661
VR1_Dzare,234.75365718554085
VR2_Dzare,6.9045193289864955
VR3_Dzare,6.682312128654273
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,9
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.45938375350140065
AETA_dBeta,-0.2867647058823529
AETA_eta_B,0.022972848577627047
AETA_eta_F,0.9785289342068682
AETA_eta_L,0.2696206255629995
AETA_eta_R,2.1373335943648137
BCUTare-1h,4.107728692401113
BCUTare-1l,2.174560746536693
ETA_beta_s,22.75
ETA_dPsi_A,0.19303430749682304
ETA_dPsi_B,0.0
ETA_eta_BR,1.1250768516393195
ETA_eta_FL,6.966035441591794
ETA_eta_RL,16.133136710733776
LogEE_Dzpe,169.29270717040416
LogEE_Dzse,171.090394654383
PEOE_VSA10,11.859061670193856
PEOE_VSA11,0.0
PEOE_VSA12,17.721539188054518
PEOE_VSA13,0.0
SlogP_VSA1,10.633577208012662
SlogP_VSA2,88.02037906438588
SlogP_VSA3,14.383611552215466
SlogP_VSA4,5.817220841045895
SlogP_VSA5,38.67339075985627
SlogP_VSA6,24.395944776997904
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,334.20130014029337
SpAbs_Dzpe,336.38531308483437
SpAbs_Dzse,340.1719951423299
SpDiam_DzZ,244.79863498188752
SpDiam_Dzi,235.4528850079817
SpDiam_Dzm,244.76135948804685
SpDiam_Dzp,337.8540021938069
SpDiam_Dzv,306.10664455544156
SpMAD_Dzpe,9.95458813587849
SpMAD_Dzse,10.060665439589249
SpMax_Dzpe,169.29270717040416
SpMax_Dzse,171.090394654383
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6691176470588235
AETA_eta_BR,0.03309049563645057
AETA_eta_FL,0.2048833953409351
AETA_eta_RL,0.4745040209039346
DetourIndex,6177
EState_VSA1,18.187648046044224
EState_VSA2,41.540347733557724
EState_VSA3,25.02703515236742
EState_VSA4,10.949675706161791
EState_VSA5,25.98020853630447
EState_VSA6,29.83759571253038
EState_VSA7,6.196843571613076
EState_VSA8,15.617555728959871
EState_VSA9,0.0
ETA_beta_ns,13.0
ETA_shape_p,0.2317073170731707
ETA_shape_x,0.0
ETA_shape_y,0.4673780487804878
GhoseFilter,True
LogEE_Dzare,167.17304535860288
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,331.88465090969476
SpDiam_Dzpe,242.52623723337138
SpDiam_Dzse,245.16120844540248
SpMAD_Dzare,9.829450004126276
SpMax_Dzare,167.17304535860288
TopoPSA(NO),117.77
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.736508598521723
VSA_EState9,72.93015806814495
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.38235294117647056
EState_VSA10,23.880553994730988
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04061624649859935
FilterItLogS,-3.518606861428512
SpDiam_Dzare,239.42865388303554
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5997113997113984
ETA_epsilon_2,0.8817927170868343
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.5673101673101659
ETA_epsilon_5,0.820551378446115
AETA_beta_ns_d,0.014705882352941176
ETA_dEpsilon_A,0.1580447330447327
ETA_dEpsilon_B,0.032401232401232494
ETA_dEpsilon_C,-0.12564350064350022
ETA_dEpsilon_D,0.061241338640719234
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.5
MDEDescriptor,"0.8234174873315147,3.4404745320226042,8.990811382834044,0.0,5.496140450032395,22.730661988579744,0.0,19.46520041874057,0.0,0.0,0.9511766026112,0.0,0.0,0.0,0.0,0.0,0.467648930822808,1.114851112203573,0.33333333333333337"
APolDescriptor,72.84237599999999
BCUTDescriptor,"11.996132936339054,18.998409025078757,-0.41564862570909367,0.22325735802464453,4.236219973269347,12.170606414247862"
BPolDescriptor,44.99962399999999
TPSADescriptor,117.77
ALOGPDescriptor,"-1.3059999999999985,1.7056359999999962,119.9106"
XLogPDescriptor,0.35100000000000015
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,473.24383298
ChiPathDescriptor,"24.731321849709865,16.133136710733776,15.23870818945821,13.00747233085225,10.753574217443278,8.430147552342845,6.683041896594391,5.034233350755846,19.839173166356595,11.635577402158779,9.327268346537696,7.261182357534403,5.385615853541211,3.752767163195315,2.6812789069587373,1.7874601283772942"
ChiChainDescriptor,"0.0,0.0,0.2710175098617139,0.6179846864976637,1.1887719071290783,0.0,0.0,0.17147805301936309,0.3312983053995606,0.5484051188320389"
AtomCountDescriptor,66
BondCountDescriptor,37
SmallRingDescriptor,"4,2,2,1,0,0,3,1,0,0,0"
ChiClusterDescriptor,"2.8495535339758447,0.0,0.9667578458048508,0.0,1.3622252322363626,0.0,0.344982171120446,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,5,2,5,6,1,0"
ZagrebIndexDescriptor,184.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.9999999999999996
WeightedPathDescriptor,"68.72561075675975,2.021341492845875,28.27342618847257,9.935534573372403,15.792539597992704"
FractionalPSADescriptor,0.2488569143276657
WienerNumbersDescriptor,"3273.0,59.0"
AminoAcidCountDescriptor,"2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0"
ChiPathClusterDescriptor,"7.061154101154363,11.055539975627848,15.675062056285812,3.162572475129828,4.624353844539783,5.777933725695277"
FractionalCSP3Descriptor,0.5416666666666666
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,3,0,0,4,6,0,0,3,2,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,4
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.04601899196494,11.170909090909092,5.354022600775847"
AromaticAtomsCountDescriptor,9
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,3639.1
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.5416666666666666
AutocorrelationDescriptorMass,"40.399821787588834,40.90433621822075,62.143325830800066,67.22245106694452,70.23219768666458"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.8447930508285513,-0.3921756544533497,-0.060633571493459916,0.18263440854098573,-0.3120050637892456"
EccentricConnectivityIndexDescriptor,814
AutocorrelationDescriptorPolarizability,"2517.1295632104166,3077.4647129989603,4617.562251702567,4728.266316315495,4782.592250616498"
