DLiP-ID,I000VD
SssBH,0
SssBe,0
SssNH,6.742441265556171
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.6585194632598115
VE1_D,5.3126098148429755
VE2_A,0.12615584356068316
VE2_D,0.1831934418911371
VE3_A,2.361769284331107
VE3_D,2.734793942058587
VR1_A,953.9573068695421
VR1_D,181.73338472344923
VR2_A,32.89507954722559
VR2_D,6.266668438739629
VR3_A,7.925329655730252
VR3_D,6.267251430924256
WPath,2787
Xc-3d,1.490036822980945
Xc-4d,0.0
Xc-5d,0.13608276348795434
Xc-6d,0.0
Xp-0d,20.05383099606141
Xp-1d,14.245846038317024
Xp-2d,12.220858080452535
Xp-3d,10.45659953983917
Xp-4d,8.67398948531769
Xp-5d,7.0012344323677524
Xp-6d,4.568398146503853
Xp-7d,3.344392469540219
ZMIC0,95.27921134205194
ZMIC1,57.06900008913825
ZMIC2,32.911303379544414
ZMIC3,23.627270947637598
ZMIC4,22.8259429674816
ZMIC5,22.8259429674816
nAcid,0
nAtom,53
nBase,0
nRing,4
piPC1,3.784189633918261
piPC2,4.3975308212098465
piPC3,4.998056511889396
piPC4,5.5884183859871275
piPC5,6.0677019468491915
piPC6,6.223165132355171
piPC7,6.527672332256288
piPC8,6.84586740843102
piPC9,6.919394313123446
AATS0Z,22.18867924528302
AATS0d,3.2830188679245285
AATS0i,161.70106908484863
AATS0m,87.53170786792455
AATS0p,1.5272041078561505
AATS0s,3.7541928721174007
AATS0v,224.3950349696672
AATS1Z,24.553571428571427
AATS1d,3.9285714285714284
AATS1i,147.82231163939818
AATS1m,93.012305
AATS1p,1.8421031207500003
AATS1s,3.194444444444445
AATS1v,269.56848908367846
AATS2Z,20.93548387096774
AATS2d,3.6559139784946235
AATS2i,151.25227210089886
AATS2m,77.61180803225805
AATS2p,1.6477757908967312
AATS2s,2.990740740740741
AATS2v,233.57609409258066
AATS3Z,16.950413223140497
AATS3d,3.0578512396694215
AATS3i,158.67280776447677
AATS3m,61.053365008264464
AATS3p,1.4174908913849915
AATS3s,2.8129017447199263
AATS3v,192.88954983395618
AATS4Z,14.753968253968255
AATS4d,2.8095238095238093
AATS4i,158.54278445768634
AATS4m,51.784193111111115
AATS4p,1.32769957975381
AATS4s,2.522486772486773
AATS4v,175.18485412049085
AATS5Z,13.951612903225806
AATS5d,2.6048387096774195
AATS5i,159.71444459563253
AATS5m,48.55137958064517
AATS5p,1.2682231138026367
AATS5s,2.5810931899641583
AATS5v,164.47715305653458
AATS6Z,12.804878048780488
AATS6d,2.4715447154471546
AATS6i,163.63234106724036
AATS6m,44.52170947967479
AATS6p,1.1719208096143414
AATS6s,2.7021228545618787
AATS6v,152.3746783773199
AATS7Z,14.637254901960784
AATS7d,2.696078431372549
AATS7i,160.35170912117087
AATS7m,52.21432452941177
AATS7p,1.2771321616002453
AATS7s,2.646241830065359
AATS7v,169.99952204633155
AATS8Z,14.46808510638298
AATS8d,2.617021276595745
AATS8i,160.69996964280568
AATS8m,50.58757721276596
AATS8p,1.272501976664181
AATS8s,2.8132387706855795
AATS8v,169.28102018189247
AMID_C,1.6627817018043203
AMID_N,0.28316848765750097
AMID_O,0.11986989923184178
AMID_X,0.0
AMID_h,0.40303838688934274
ATS0dv,366.0
ATS0pe,326.3510999999999
ATS0se,402.1849799999999
ATS1dv,381.0
ATS1pe,364.405
ATS1se,435.1387999999999
ATS2dv,513.0
ATS2pe,590.1255
ATS2se,713.634556
ATS3dv,489.0
ATS3pe,746.3386999999999
ATS3se,916.805896
ATS4dv,400.0
ATS4pe,760.0990999999999
ATS4se,942.857584
ATS5dv,376.0
ATS5pe,742.4068999999998
ATS5se,924.635792
ATS6dv,363.0
ATS6pe,730.9115999999999
ATS6se,920.1514
ATS7dv,346.0
ATS7pe,609.203
ATS7se,760.195288
ATS8dv,306.0
ATS8pe,571.5640000000001
ATS8se,710.4863439999999
ATSC0Z,375.3207547169811
ATSC0c,1.0622738284100128
ATSC0d,27.886792452830193
ATSC0i,82.0803556439755
ATSC0m,1791.8273501886797
ATSC0p,12.069784590167998
ATSC0s,53.41194968553459
ATSC0v,2675.3584092909655
ATSC1Z,1.6422214311142742
ATSC1c,-0.5017004173018819
ATSC1d,9.10074759700961
ATSC1i,1.2838695097981758
ATSC1m,14.84591610252772
ATSC1p,1.2648287554080033
ATSC1s,-9.530131323919154
ATSC1v,219.7542122350794
ATSC2Z,-48.97792808828765
ATSC2c,-0.07005146648843638
ATSC2d,-3.008899964400146
ATSC2i,-25.65261371087303
ATSC2m,-229.657794708437
ATSC2p,-1.2580557409239956
ATSC2s,-10.292561607531354
ATSC2v,-316.9082555817219
ATSC3Z,-58.35493058027768
ATSC3c,0.08265361894332116
ATSC3d,-8.722677109291563
ATSC3i,2.300745294294103
ATSC3m,-281.7694004684939
ATSC3p,-1.1510463561999984
ATSC3s,8.40385071793046
ATSC3v,-347.9244366258986
ATSC4Z,-100.97009611961553
ATSC4c,-0.2632920612098979
ATSC4d,-15.919544321822713
ATSC4i,-17.037081520661534
ATSC4m,-487.864075014596
ATSC4p,-3.982205199003998
ATSC4s,-7.020756694750997
ATSC4v,-861.2773597034504
ATSC5Z,-61.95799216803134
ATSC5c,0.49435479709891594
ATSC5d,-4.282306870772516
ATSC5i,-4.226000266512293
ATSC5m,-315.1031751018155
ATSC5p,-4.578342020688999
ATSC5s,9.871622957952619
ATSC5v,-943.6605174089468
ATSC6Z,55.55749377002492
ATSC6c,-0.3708743495760874
ATSC6d,7.168387326450698
ATSC6i,15.25213961416304
ATSC6m,275.25385975080087
ATSC6p,4.164345324923998
ATSC6s,5.068074838811759
ATSC6v,744.0110552243481
ATSC7Z,60.533641865432536
ATSC7c,0.13837587136217072
ATSC7d,-0.027411890352437962
ATSC7i,-7.936574807379265
ATSC7m,288.919978221787
ATSC7p,0.42029763467300013
ATSC7s,6.479203749851669
ATSC7v,291.9985022335511
ATSC8Z,-72.83303666785334
ATSC8c,-0.16458900037990137
ATSC8d,0.38946244215023224
ATSC8i,-5.254908505506952
ATSC8m,-343.784567787469
ATSC8p,-1.2629586881030002
ATSC8s,-7.706518729480641
ATSC8v,-338.48138778822863
AXp-0d,0.6915114136572901
AXp-1d,0.445182688697407
AXp-2d,0.2842060018709892
AXp-3d,0.18672499178284233
AXp-4d,0.12047207618496793
AXp-5d,0.08140970270195061
AXp-6d,0.05374586054710415
AXp-7d,0.036352092060219776
GATS1Z,0.8622148889718767
GATS1c,1.4665554244119527
GATS1d,0.7325536439203556
GATS1i,1.1502932691605279
GATS1m,0.860337149499819
GATS1p,0.9165739105035688
GATS1s,1.0356200148590493
GATS1v,0.8699794985979794
GATS2Z,0.9690922378694412
GATS2c,0.9749714119204799
GATS2d,1.2932471954253788
GATS2i,1.2840955843038988
GATS2m,0.9696956652802741
GATS2p,1.0641477900649396
GATS2s,0.937361555578768
GATS2v,1.0273623449696918
GATS3Z,1.0081954953442807
GATS3c,0.9446830635786667
GATS3d,1.1634999273085138
GATS3i,1.0634728907599242
GATS3m,1.0108477542870065
GATS3p,1.0037532881882205
GATS3s,0.5481331364329732
GATS3v,1.0165277270055217
GATS4Z,1.0622025604933307
GATS4c,0.9986163169348423
GATS4d,1.2727194621646583
GATS4i,1.090604923300755
GATS4m,1.0659927801826383
GATS4p,1.1266277822789972
GATS4s,0.7680560033518525
GATS4v,1.1234087499655
GATS5Z,1.030731271446456
GATS5c,0.6864910638095686
GATS5d,0.9248221223100092
GATS5i,1.0012803974562579
GATS5m,1.0377494535060432
GATS5p,1.1507357008794947
GATS5s,0.6483889959831731
GATS5v,1.1462636830239739
GATS6Z,0.9625154697153246
GATS6c,1.1164092914071442
GATS6d,0.8565409199423523
GATS6i,0.828949914386868
GATS6m,0.9585223775453616
GATS6p,0.8320739310051919
GATS6s,1.1463792777462658
GATS6v,0.8745510308245845
GATS7Z,0.8917339910023934
GATS7c,0.857376637412548
GATS7d,0.9780439916155907
GATS7i,1.013768654077682
GATS7m,0.8934331309429239
GATS7p,0.9720240931358184
GATS7s,0.7731250757588876
GATS7v,0.941908948020971
GATS8Z,1.0995417809362045
GATS8c,1.1296476670870428
GATS8d,0.8529928310252497
GATS8i,1.018243479266883
GATS8m,1.097183732113455
GATS8p,1.0305347851983282
GATS8s,1.1545260002046027
GATS8v,1.0420811498894582
MATS1Z,0.004141112004826058
MATS1c,-0.4469879578440178
MATS1d,0.3088633288227334
MATS1i,0.014803673504162902
MATS1m,0.007841491629751162
MATS1p,0.09917907508123246
MATS1s,-0.1688683642429596
MATS1v,0.07773973925466586
MATS2Z,-0.07436879579838655
MATS2c,-0.037581461968625676
MATS2d,-0.06148966199601328
MATS2i,-0.17810877346887247
MATS2m,-0.07304289031166959
MATS2p,-0.05940093563060401
MATS2s,-0.10981912144702852
MATS2v,-0.0675063307024092
MATS3Z,-0.06810287951633033
MATS3c,0.034081279519879715
MATS3d,-0.13700667643342015
MATS3i,0.012277779011093068
MATS3m,-0.06887921134682229
MATS3p,-0.04177185813124676
MATS3s,0.0689176400178086
MATS3v,-0.056963079612075855
MATS4Z,-0.11316067079690648
MATS4c,-0.10425733206342652
MATS4d,-0.24012500805464268
MATS4i,-0.08730945884760105
MATS4m,-0.11452703099591856
MATS4p,-0.1387808171157842
MATS4s,-0.05529053802530398
MATS4v,-0.13541487846464978
MATS5Z,-0.07055843490331663
MATS5c,0.1989099258462426
MATS5d,-0.06563468505827401
MATS5i,-0.022006170578690417
MATS5m,-0.07516415897740651
MATS5p,-0.16212981914423782
MATS5s,0.07899585655907652
MATS5v,-0.1507606487926937
MATS6Z,0.06378386375860542
MATS6c,-0.15043922036985732
MATS6d,0.11076273144328198
MATS6i,0.08006861212267025
MATS6m,0.06619238269175333
MATS6p,0.14866816284734832
MATS6s,0.04088606797166002
MATS6v,0.11983072188517663
MATS7Z,0.08380499796942706
MATS7c,0.06768611457589596
MATS7d,-0.0005107591074318649
MATS7i,-0.05024230810411333
MATS7m,0.08378323207717372
MATS7p,0.0180939391085759
MATS7s,0.06303168308830746
MATS7v,0.05671191994985641
MATS8Z,-0.10941424115757005
MATS8c,-0.08735994296702643
MATS8d,0.00787435579995971
MATS8i,-0.03609723570699238
MATS8m,-0.10817782175807561
MATS8p,-0.05899804781756991
MATS8s,-0.08135192295245913
MATS8v,-0.07133469975333105
MAXaaN,4.147592793815438
MAXsOH,9.311715638652647
MINaaN,4.147592793815438
MINsOH,9.311715638652647
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.67376980379243
SpAD_D,396.4559320007016
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4555704663838767
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,797
TMWC10,136.89660814510555
TSRW10,78.22334224754042
VE1_Dt,5.307336919126346
VE2_Dt,0.18301161790090847
VE3_Dt,2.7338009246203625
VR1_Dt,182.65111407872416
VR2_Dt,6.2983142785766955
VR3_Dt,6.272288589742762
Xc-3dv,0.6789738257484276
Xc-4dv,0.0
Xc-5dv,0.050296115882772816
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4388321936425753
Xch-7d,0.6579019196213249
Xp-0dv,16.020920872331953
Xp-1dv,9.624650971711148
Xp-2dv,6.893347335865743
Xp-3dv,4.827393449554639
Xp-4dv,3.4018760374494184
Xp-5dv,2.2266019739719454
Xp-6dv,1.227109484044044
Xp-7dv,0.738363896732808
Xpc-4d,3.453427263774069
Xpc-5d,5.5535402393688855
Xpc-6d,7.683309225251167
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,56
nFRing,1
nHBAcc,5
nHBDon,5
nHRing,2
nSpiro,0
naRing,4
piPC10,7.2522117397225765
AATS0dv,6.90566037735849
AATS0pe,6.1575679245283
AATS0se,7.588395849056601
AATS1dv,6.803571428571429
AATS1pe,6.507232142857142
AATS1se,7.770335714285713
AATS2dv,5.516129032258065
AATS2pe,6.3454354838709675
AATS2se,7.673489849462365
AATS3dv,4.041322314049586
AATS3pe,6.168088429752065
AATS3se,7.576908231404959
AATS4dv,3.1746031746031744
AATS4pe,6.032532539682539
AATS4se,7.482996698412698
AATS5dv,3.032258064516129
AATS5pe,5.987152419354837
AATS5se,7.456740258064516
AATS6dv,2.951219512195122
AATS6pe,5.9423707317073164
AATS6se,7.48090569105691
AATS7dv,3.392156862745098
AATS7pe,5.972578431372549
AATS7se,7.4528949803921565
AATS8dv,3.25531914893617
AATS8pe,6.080468085106384
AATS8se,7.558365361702127
AATSC0Z,7.081523673905305
AATSC0c,0.02004290242283043
AATSC0d,0.5261658953364188
AATSC0i,1.5486859555467074
AATSC0m,33.80806321110716
AATSC0p,0.2277317847201509
AATSC0s,1.0077726355761243
AATSC0v,50.478460552659726
AATSC1Z,0.029325382698469182
AATSC1c,-0.00895893602324789
AATSC1d,0.1625133499466002
AATSC1i,0.022926241246395997
AATSC1m,0.265105644687995
AATSC1p,0.022586227775142916
AATSC1s,-0.17018091649855632
AATSC1v,3.9241823613407036
AATSC2Z,-0.5266443880461037
AATSC2c,-0.0007532415751444773
AATSC2d,-0.03235376305806609
AATSC2i,-0.2758345560308928
AATSC2m,-2.4694386527788925
AATSC2p,-0.013527481085204254
AATSC2s,-0.1106727054573264
AATSC2v,-3.4076156514163647
AATSC3Z,-0.4822721535560139
AATSC3c,0.0006830877598621583
AATSC3d,-0.07208824057265754
AATSC3i,0.019014423919785976
AATSC3m,-2.328672731144578
AATSC3p,-0.009512779803305772
AATSC3s,0.06945331171843355
AATSC3v,-2.8754085671561866
AATSC4Z,-0.8013499692032979
AATSC4c,-0.002089619533411888
AATSC4d,-0.12634558985573582
AATSC4i,-0.13521493270366297
AATSC4m,-3.871937103290444
AATSC4p,-0.0316048031666984
AATSC4s,-0.05572029122818251
AATSC4v,-6.835534600821036
AATSC5Z,-0.49966122716154304
AATSC5c,0.003986732234668677
AATSC5d,-0.03453473282881061
