DLiP-ID,T000IE
DLiP-Mol-ID,16042
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H31NO7/c1-16(2)23(28)26(13-6-14-34-26)25(31)27-19(24(29)30)15-17-9-11-18(12-10-17)22-20(32-3)7-5-8-21(22)33-4/h5,7-12,16,19H,6,13-15H2,1-4H3,(H,27,31)(H,29,30)/t19-,26-/m0/s1"
Standard Inchi Key(RDKit),BKYBRLBEBOMPJQ-SIBVEZHUSA-N
Canonical SMILES(RDKit),COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(C(=O)C(C)C)CCCO2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),469.534
MW Monoisotopic(RDKit),469.210052332
MolLogP(RDKit),3.257
XLogP(SDF),
XLogP(CDK),2.97
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),111.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.513944060769236
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,37565737.8069619
qed,0.5139440607692359
Chi0,24.880104409694468
Chi1,16.22841838012005
TPSA,111.16000000000001
Chi0n,19.92128288573596
Chi0v,19.92128288573596
Chi1n,11.254988539380422
Chi1v,11.254988539380422
Chi2n,8.600847577055019
Chi2v,8.600847577055019
Chi3n,6.024507658844559
Chi3v,6.024507658844559
Chi4n,4.245120295531674
Chi4v,4.245120295531674
MolMR,126.01450000000006
MolWt,469.53400000000033
fr_SH,0
Kappa1,25.237047595189104
Kappa2,10.69246309709998
Kappa3,5.0665297319626275
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1017.364700405124
MolLogP,3.2570000000000014
NOCount,8
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.8028633756327397
SMR_VSA1,33.700727808456314
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,5.917906046161393
SMR_VSA5,44.75283090829093
SMR_VSA6,20.826477047067986
SMR_VSA7,48.02802097092827
