DLiP-ID,C000LF
AATSC4i,-0.1339884258641474
AATSC4m,-4.862542512665424
AATSC4p,-0.02463021999963546
AATSC4s,-0.07283872161238668
AATSC4v,-2.3489456695652406
AATSC5Z,-0.24454117171769815
AATSC5c,-0.0012302829885901074
AATSC5d,0.003140740354603924
AATSC5i,0.2583460048260959
AATSC5m,-0.6845208523135282
AATSC5p,0.05042382412326874
AATSC5s,-0.4000017149346184
AATSC5v,8.885606075111513
AATSC6Z,-1.619598529561612
AATSC6c,0.0057776704735325165
AATSC6d,-0.0690306550348406
AATSC6i,-0.050919013673675725
AATSC6m,-7.1782747846779715
AATSC6p,-0.03898598717276537
AATSC6s,-0.08096216630400944
AATSC6v,-4.350528944964631
AATSC7Z,-1.8919138175492969
AATSC7c,-0.0074539483284003115
AATSC7d,-0.008850657038866894
AATSC7i,0.08825207176828136
AATSC7m,-9.138012814465084
AATSC7p,-0.004650260636295464
AATSC7s,-0.8363521564951769
AATSC7v,-6.352698828851717
AATSC8Z,1.1358239380954362
AATSC8c,0.004814181724997616
AATSC8d,-0.005558097932354294
AATSC8i,0.03381838260439218
AATSC8m,5.1589718703582
AATSC8p,-0.003125835575456359
AATSC8s,1.059723831538176
AATSC8v,-0.5408604814330441
ATS0are,278.00829999999996
ATS1are,291.8738
ATS2are,480.09289999999993
ATS3are,580.7360000000001
ATS4are,623.3679999999999
ATS5are,537.2289999999999
ATS6are,436.8369000000001
ATS7are,471.8487999999999
ATS8are,400.14289999999994
ATSC0dv,188.03100775193798
ATSC0pe,5.95367906976744
ATSC0se,4.1941781860465115
ATSC1dv,29.80217535003907
ATSC1pe,0.23304981070849062
ATSC1se,0.5277499680908593
ATSC2dv,42.25154738296976
ATSC2pe,3.133749972958353
ATSC2se,2.0191456333153046
ATSC3dv,-61.46800072111051
ATSC3pe,-2.038253866955111
ATSC3se,-1.4407747614926987
ATSC4dv,4.528814374136174
ATSC4pe,-1.3695197404002175
ATSC4se,-1.4766492844780965
ATSC5dv,4.152034132564157
ATSC5pe,-1.8235014602487845
ATSC5se,-1.525324056787453
ATSC6dv,-37.874046030887556
ATSC6pe,-0.09304780962682556
ATSC6se,-0.25809911249323947
ATSC7dv,-124.53398233279252
ATSC7pe,-4.12750118983234
ATSC7se,-2.1590255759870196
ATSC8dv,62.774833243194536
ATSC8pe,3.6319851270957284
ATSC8se,2.7204283466738772
AXp-0dv,0.5769655404405244
AXp-1dv,0.33068781516864104
AXp-2dv,0.18638076549821
AXp-3dv,0.1041115438589294
AXp-4dv,0.05678564944536118
AXp-5dv,0.03400050749142826
AXp-6dv,0.020809928349333526
AXp-7dv,0.010705907639324929
BertzCT,1023.0579833397478
ECIndex,673
ETA_eta,17.115902515170472
GATS1dv,0.58599475960129
GATS1pe,0.5992373160963853
GATS1se,0.5358761359918711
GATS2dv,0.7417072621764245
GATS2pe,0.49418886329168876
GATS2se,0.534093845657113
GATS3dv,1.0680271547933158
GATS3pe,1.1099372207608973
GATS3se,1.1359987714679867
GATS4dv,0.9969227054278177
GATS4pe,1.1730669731895866
GATS4se,1.2272555944288774
GATS5dv,1.0927660178974472
GATS5pe,1.3782887959641126
GATS5se,1.4539283693024252
GATS6dv,1.0350076239914343
GATS6pe,0.8874665971127351
GATS6se,0.9313289290512634
GATS7dv,1.3787739338943166
GATS7pe,1.485974657441821
GATS7se,1.4160719367589507
GATS8dv,0.7346306068601582
GATS8pe,0.4836321769260634
GATS8se,0.4273078496046964
LogEE_A,4.183439185845492
LogEE_D,154.5748692616197
MATS1dv,0.15145179810417286
MATS1pe,0.03740410571918307
MATS1se,0.12023676429180097
MATS2dv,0.13057194727709237
MATS2pe,0.30585505210907815
MATS2se,0.2797418887376737
MATS3dv,-0.15618724347698623
MATS3pe,-0.16356817216531871
MATS3se,-0.16412515951620937
MATS4dv,0.010568112469262123
MATS4pe,-0.10093115799272322
MATS4se,-0.1544802138700036
MATS5dv,0.011439888842970852
MATS5pe,-0.15867593209528516
MATS5se,-0.18841071856091732
MATS6dv,-0.12552539418505346
MATS6pe,-0.00973957706902711
MATS6se,-0.038349437557855096
MATS7dv,-0.3848532321899737
MATS7pe,-0.4028455053498391
MATS7se,-0.2991215108480679
MATS8dv,0.22085701238075914
MATS8pe,0.4035652283493566
MATS8se,0.42908715446842954
MAXaaCH,1.7297772512783198
MAXaasC,0.9737233218904848
MAXdssC,-0.36922062652221377
MAXsCH3,1.882906079521105
MAXssNH,2.5954173585351956
MDEC-11,0.0625
MDEC-12,2.7332612986501186
MDEC-13,2.3148993750883045
MDEC-22,8.42332737169246
MDEC-23,15.577044768555972
MDEC-33,4.203181686998992
MDEN-22,0.6551853485522243
MDEO-11,0.5952753944880748
MDEO-12,0.35470675823219644
MINaaCH,1.5225200774754346
MINaasC,0.17251996963438354
MINdssC,-0.36922062652221377
MINsCH3,1.7198482863856552
MINssNH,2.4863537450104007
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.0535714285714284
SM1_Dzi,1.281385004616356
SM1_Dzm,2.0499215542742757
SM1_Dzp,-5.459584580867579
SM1_Dzv,-2.3963729217909213
SddssSe,0
SpAD_Dt,429.8324049618079
SpAbs_A,32.481538642105164
SpAbs_D,309.14973852323953
SpMAD_A,1.2492899477732755
SpMAD_D,11.890374558586132
SpMax_A,2.384907885545311
SpMax_D,154.5748692616197
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,109.67999999999999
TpiPC10,8.208517282460221
VAdjMat,5.807354922057604
VE1_DzZ,5.0075402986604916
VE1_Dzi,5.017178768294516
VE1_Dzm,5.007538857140572
VE1_Dzp,5.013474809252602
VE1_Dzv,5.0190213330715485
VE2_DzZ,0.19259770379463428
VE2_Dzi,0.1929684141651737
VE2_Dzm,0.19259764835156046
VE2_Dzp,0.19282595420202317
VE2_Dzv,0.1930392820412134
VE3_DzZ,2.566456281213498
VE3_Dzi,2.568379222403104
VE3_Dzm,2.5664559933435975
VE3_Dzp,2.567640694413551
VE3_Dzv,2.568746406153752
VR1_DzZ,152.4013097307955
VR1_Dzi,152.0681678723917
VR1_Dzm,152.40168329539713
VR1_Dzp,152.54892602121538
VR1_Dzv,152.0345519028853
VR2_DzZ,5.861588835799827
VR2_Dzi,5.848775687399681
VR2_Dzm,5.86160320366912
VR2_Dzp,5.8672663854313605
VR2_Dzv,5.847482765495589
VR3_DzZ,5.982028682277145
VR3_Dzi,5.9798403381845056
VR3_Dzm,5.982031133464372
VR3_Dzp,5.982996815989754
VR3_Dzv,5.9796192551921
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.026352313834736494
Xch-6dv,0.09508402630766029
Xch-7dv,0.10934048180359651
Xpc-4dv,1.936611222685823
Xpc-5dv,2.2065568484344587
Xpc-6dv,2.5122937288450373
Zagreb1,136.0
Zagreb2,156.0
fragCpx,134.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,28
nBondsS,25
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.46530930232558
AATS1are,6.486084444444445
AATS2are,6.487741891891891
AATS3are,6.452622222222224
AATS4are,6.3608979591836725
AATS5are,6.472638554216867
AATS6are,6.330969565217393
AATS7are,6.376335135135134
AATS8are,6.156044615384615
AATSC0dv,4.372814133765999
AATSC0pe,0.1384576527852893
AATSC0se,0.09753902758247701
AATSC1dv,0.6622705633342016
AATSC1pe,0.005178884682410903
AATSC1se,0.011727777068685762
AATSC2dv,0.5709668565266184
AATSC2pe,0.04234797260754531
AATSC2se,0.02728575180155817
AATSC3dv,-0.6829777857901168
AATSC3pe,-0.022647265188390123
AATSC3se,-0.016008608461029986
AATSC4dv,0.046212391572818104
AATSC4pe,-0.013974691228573649
AATSC4se,-0.01506784984161323
AATSC5dv,0.05002450762125491
AATSC5pe,-0.021969897111431137
AATSC5se,-0.018377398274547627
AATSC6dv,-0.5488992178389501
AATSC6pe,-0.0013485189800989212
AATSC6se,-0.003740566847728108
AATSC7dv,-1.6828916531458449
AATSC7pe,-0.05577704310584243
AATSC7se,-0.029176021297121886
AATSC8dv,0.965766665279916
AATSC8pe,0.05587669426301121
AATSC8se,0.04185274379498272
AETA_eta,0.658303942891172
ATSC0are,6.501265116279068
ATSC1are,0.027185343428880626
ATSC2are,3.5333786371011326
ATSC3are,-2.077752568956191
ATSC4are,-1.6045367766360188
ATSC5are,-2.112304759329366
ATSC6are,0.019793185505678712
ATSC7are,-4.409186479177931
ATSC8are,4.205975987020009
BCUTZ-1h,16.0131229716364
BCUTZ-1l,5.693303570047634
BCUTc-1h,0.4600001360616004
BCUTc-1l,-0.4614652762665052
BCUTd-1h,4.043819121069628
BCUTd-1l,0.971429943042627
BCUTi-1h,14.566253259754522
BCUTi-1l,10.319767832100666
BCUTm-1h,32.066544077806434
BCUTm-1l,11.704562793622713
BCUTp-1h,2.95458059180606
BCUTp-1l,0.7156525043489184
BCUTs-1h,7.0145757866651675
BCUTs-1l,0.29893995698535014
BCUTv-1h,24.44183176634888
BCUTv-1l,14.68169330276346
BalabanJ,1.3994059770811829
Diameter,16
ETA_beta,37.75
GATS1are,0.6457409839849894
GATS2are,0.49444721526327107
GATS3are,1.1127152234651525
GATS4are,1.1850166090852339
GATS5are,1.4039513967994985
GATS6are,0.8786824908559446
GATS7are,1.4879860640767995
GATS8are,0.4418235922266621
HybRatio,0.1111111111111111
Lipinski,True
LogEE_Dt,214.91620248090396
MATS1are,0.003995700141208874
MATS2are,0.3158122983131995
MATS3are,-0.15269397377477226
MATS4are,-0.10829145254310545
MATS5are,-0.1683251709458863
MATS6are,0.001897305139894057
MATS7are,-0.3940917344830857
MATS8are,0.4279805290133154
MAXddssS,-3.6819284058894426
MINddssS,-3.6819284058894426
NsssssAs,0
RotRatio,0.17857142857142858
SM1_Dzpe,1.5300642594859246
SM1_Dzse,1.486124284371629
SMR_VSA1,17.735429105374106
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,18.742957874899023
SMR_VSA6,10.038883468458419
SMR_VSA7,71.48445401842294
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,209.7659511100935
SpAD_Dzi,233.0418269260195
SpAD_Dzm,209.78476850063612
SpAD_Dzp,288.15912980589155
SpAD_Dzv,279.912870930248
SpAbs_Dt,429.8324049618079
SpDiam_A,4.767598975017199
SpDiam_D,239.85188743890623
SpMAD_Dt,16.53201557545415
SpMax_Dt,214.91620248090396
SsssssAs,0
VE1_Dzpe,5.016881646099095
VE1_Dzse,5.016500285020804
VE2_Dzpe,0.19295698638842673
VE2_Dzse,0.1929423186546463
VE3_Dzpe,2.568319999679055
VE3_Dzse,2.568243981227631
VMcGowan,262.9700000000002
VR1_Dzpe,151.9329778485616
VR1_Dzse,151.9445631635294
VR2_Dzpe,5.843576071098523
VR2_Dzse,5.844021660135747
VR3_Dzpe,5.9789509334263675
VR3_Dzse,5.979027183319234
mZagreb1,9.090277777777779
mZagreb2,5.5694444444444455
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,34
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15119221200648997
AATSC1are,0.000604118742864014
AATSC2are,0.04774835996082612
AATSC3are,-0.023086139655068786
AATSC4are,-0.016372824251387946
AATSC5are,-0.02544945493167911
AATSC6are,0.0002868577609518654
AATSC7are,-0.05958360106997204
AATSC8are,0.06470732287723091
AETA_beta,1.4519230769230769
BCUTdv-1h,6.033634741354915
BCUTdv-1l,0.6442323903233442
BCUTpe-1h,3.5372480424855732
BCUTpe-1l,2.237385826646599
BCUTse-1h,3.7683735540775687
BCUTse-1l,2.436105702045683
ETA_alpha,12.366666666666667
ETA_dBeta,5.25
ETA_eta_B,0.5828765393248521
ETA_eta_F,28.851686417022318
ETA_eta_L,4.801088522063589
ETA_eta_R,45.96758893219279
ETA_psi_1,0.5439882697947217
LabuteASA,150.62777378528244
LogEE_DzZ,104.57996388176198
LogEE_Dzi,116.57019750164885
LogEE_Dzm,104.58891571613408
LogEE_Dzp,142.85002554596852
LogEE_Dzv,139.49559451862575
PEOE_VSA1,9.83988354097968
PEOE_VSA2,9.51663204852391
PEOE_VSA3,8.417796984328938
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,22.85284888574566
PEOE_VSA7,50.245676810150904
PEOE_VSA8,17.31720483484217
PEOE_VSA9,4.895483475517775
SM1_Dzare,1.675270236251707
SpAD_Dzpe,234.31724702519807
SpAD_Dzse,233.759706307914
SpAbs_DzZ,208.02831374745608
SpAbs_Dzi,231.85900999868142
SpAbs_Dzm,208.05021949317333
SpAbs_Dzp,291.15963567280465
SpAbs_Dzv,281.3875619590424
SpDiam_Dt,308.33714288251554
SpMAD_DzZ,8.067921196542057
SpMAD_Dzi,8.963147189462289
SpMAD_Dzm,8.068644942332158
SpMAD_Dzp,11.083043454072753
SpMAD_Dzv,10.765879651163385
SpMax_DzZ,104.57996388176198
SpMax_Dzi,116.57019750164885
SpMax_Dzm,104.58891571613408
SpMax_Dzp,142.85002554596852
SpMax_Dzv,139.49559451862575
VE1_Dzare,5.016806308843334
VE2_Dzare,0.1929540888016667
VE3_Dzare,2.568304982816641
VR1_Dzare,151.9310200889606
VR2_Dzare,5.84350077265233
VR3_Dzare,5.978938047664221
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47564102564102567
AETA_dBeta,0.20192307692307693
AETA_eta_B,0.022418328435571233
AETA_eta_F,1.1096802468085507
AETA_eta_L,0.18465725084859957
AETA_eta_R,1.7679841896997226
BCUTare-1h,3.581488708253054
BCUTare-1l,2.184049578516781
ETA_beta_s,16.25
ETA_dPsi_A,0.17001173020527827
ETA_dPsi_B,0.0
ETA_eta_BR,0.8408765393248521
ETA_eta_FL,7.530248500984655
ETA_eta_RL,12.331337023048244
LogEE_Dzpe,117.21747213796387
LogEE_Dzse,116.937011780279
PEOE_VSA10,5.760247418874442
PEOE_VSA11,5.817862777835028
PEOE_VSA12,0.0
PEOE_VSA13,15.930470882759089
SlogP_VSA1,10.038883468458419
SlogP_VSA2,19.481639970805887
SlogP_VSA3,10.023291153407584
SlogP_VSA4,13.847474399381248
SlogP_VSA5,21.681687586340257
SlogP_VSA6,64.01588202864562
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,233.3035041110598
SpAbs_Dzpe,232.90488001644187
SpAbs_Dzse,232.3878992761864
SpDiam_DzZ,164.425215779346
SpDiam_Dzi,182.34340699364463
SpDiam_Dzm,164.4399634644458
SpDiam_Dzp,224.263498475755
SpDiam_Dzv,219.03309196590072
SpMAD_Dzpe,9.012201808661464
SpMAD_Dzse,8.990757934919769
SpMax_Dzpe,117.21747213796387
SpMax_Dzse,116.937011780279
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.625
AETA_eta_BR,0.032341405358648156
AETA_eta_FL,0.28962494234556363
AETA_eta_RL,0.4742821931941632
DetourIndex,2698
EState_VSA1,10.023291153407584
EState_VSA2,10.80266320486928
EState_VSA3,22.82894796309003
EState_VSA4,5.563451491696996
EState_VSA5,24.26546827384644
EState_VSA6,37.255572541998674
EState_VSA7,6.923737199690624
EState_VSA8,15.195546725583863
EState_VSA9,4.523094936973348
ETA_beta_ns,21.5
ETA_shape_p,0.16172506738544473
ETA_shape_x,0.0673854447439353
ETA_shape_y,0.2830188679245283
GhoseFilter,True
LogEE_Dzare,116.71618552615494
SlogP_VSA10,11.50524905251859
SlogP_VSA11,0.0
SpAbs_Dzare,231.7571008160582
SpDiam_Dzpe,183.7706793643106
SpDiam_Dzse,183.37137317394308
SpMAD_Dzare,8.973211696579224
SpMax_Dzare,116.71618552615494
TopoPSA(NO),101.3
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,29.61537663527033
VSA_EState9,41.14988510395244
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8269230769230769
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.024358974358974342
FilterItLogS,-5.607605244304567
SpDiam_Dzare,182.9660897484436
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6472868217054264
ETA_epsilon_2,0.874358974358974
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5619883040935675
ETA_epsilon_5,0.833333333333333
AETA_beta_ns_d,0.038461538461538464
ETA_dEpsilon_A,0.20674628116488564
ETA_dEpsilon_B,0.08529851761185892
ETA_dEpsilon_C,-0.12144776355302672
ETA_dEpsilon_D,0.04102564102564099
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8076923076923077
MDEDescriptor,"0.0625,2.7332612986501186,2.3148993750883045,0.0,8.42332737169246,15.577044768555972,0.0,4.203181686998992,0.0,0.0,0.5952753944880748,0.35470675823219644,0.0,0.0,0.0,0.0,0.6551853485522243,0.0,0.0"
APolDescriptor,52.42348099999999
BCUTDescriptor,"11.850000000000014,31.9720723209954,-0.274606019906799,0.24521583210394973,5.165125867634032,11.552655542904935"
BPolDescriptor,29.254518999999995
TPSADescriptor,109.68
ALOGPDescriptor,"3.2233000000000014,10.38966289000001,95.6039"
XLogPDescriptor,3.406000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,371.09397716
ChiPathDescriptor,"18.733840039752497,12.331337023048244,11.927542410830387,9.140485835576687,7.170897016042467,5.2347227775430145,3.5319121068302244,2.1761422974019675,14.38834924142415,8.146191807356372,6.1926410513882235,3.9488005566956312,2.499104755986456,1.6097971928829515,0.8824583197350487,0.437275494340827"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.3678511301977579,0.3634839432971499,0.0,0.0,0.026352313834736494,0.09508402630766029,0.09231951485833306"
AtomCountDescriptor,43
BondCountDescriptor,28
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"2.5827818696650278,0.20412414523193154,0.46631284272709594,0.10206207261596577,0.8956838575625429,0.025499585890087693,0.07565071875137838,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,12,2,2,0,0,0"
ZagrebIndexDescriptor,136.0
LargestChainDescriptor,17
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"52.384746905122356,2.0147979578893214,23.0926602655632,10.514526813306313,9.097765151088119"
FractionalPSADescriptor,0.2955585559199486
WienerNumbersDescriptor,"1938.0,37.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.559738609071038,6.403430395913655,7.677411087469713,1.3417148057389319,1.4730040434425127,1.4906914496875268"
FractionalCSP3Descriptor,0.1111111111111111
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,24
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,9.0,5.75"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1375.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.1111111111111111
AutocorrelationDescriptorMass,"36.30557008444323,38.77841266293316,50.960015136734704,48.717067608095604,43.71119446857943"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.4360074415634747,-0.20036823859431052,0.051113675597488445,-0.05961024239590675,-0.020955168778784828"
EccentricConnectivityIndexDescriptor,673
AutocorrelationDescriptorPolarizability,"1824.2333863374008,2099.728991117362,2909.701922011817,2710.0574142159835,2347.69044519795"
