DLiP-ID,C000F8
DLiP-Mol-ID,30735
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H18N4O2/c1-28-17-12-10-16(11-13-17)24-22-19-5-3-2-4-18(19)20(25-26-22)14-6-8-15(9-7-14)21(23)27/h2-13H,1H3,(H2,23,27)(H,24,26)"
Standard Inchi Key(RDKit),YNGLJWLACMDBOD-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),370.412
MW Monoisotopic(RDKit),370.142975816
MolLogP(RDKit),4.1479
XLogP(SDF),
XLogP(CDK),3.977
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),90.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.550753577675681
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3382888.6778309825
qed,0.5507535776756811
Chi0,19.50986092169139
Chi1,13.652198343190415
TPSA,90.13
Chi0n,15.216477271392783
Chi0v,15.216477271392783
Chi1n,8.722469990303962
Chi1v,8.722469990303962
Chi2n,6.237899957005687
Chi2v,6.237899957005687
Chi3n,4.482918637757655
Chi3v,4.482918637757655
Chi4n,3.0128490253148597
Chi4v,3.0128490253148597
MolMR,109.76859999999999
MolWt,370.41200000000003
fr_SH,0
Kappa1,17.482147002483266
Kappa2,7.361485117017758
Kappa3,3.351341351443917
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1139.5124476503656
MolLogP,4.147900000000002
NOCount,6
