DLiP-ID,C000FA
DLiP-Mol-ID,30627
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H20N2O7/c1-4-25-17(23)14-10(3)20-13(15(14)21)8-11-6-7-12(27-11)9-19-16(22)18(24)26-5-2/h6-8,21H,4-5,9H2,1-3H3,(H,19,22)/b13-8+"
Standard Inchi Key(RDKit),BHWRBVJOQKBGEP-MDWZMJQESA-N
Canonical SMILES(RDKit),CCOC(=O)C(=O)NCc1ccc(/C=C2/N=C(C)C(C(=O)OCC)=C2O)o1
SMILES(SDF),
MW(SDF),
MW(RDKit),376.365
MW Monoisotopic(RDKit),376.12705098
MolLogP(RDKit),1.6495
XLogP(SDF),
XLogP(CDK),1.273
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),127.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.570586122631597
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1008568.5750371892
qed,0.5705861226315972
Chi0,19.974327015758657
Chi1,12.866611060554252
TPSA,127.43000000000002
Chi0n,15.197288084911618
Chi0v,15.197288084911618
Chi1n,8.286393894335312
Chi1v,8.286393894335312
Chi2n,5.378093444072071
Chi2v,5.378093444072071
Chi3n,3.454358397287982
Chi3v,3.454358397287982
Chi4n,2.2752648539375255
Chi4v,2.2752648539375255
MolMR,94.56150000000004
MolWt,376.3650000000002
fr_SH,0
