DLiP-ID,C000II
DLiP-Mol-ID,30881
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H21N3/c1-2-5-16-6-3-4-10-7-12-11(8-13(10)16)9-14-15-12/h9-10,13H,2-8H2,1H3,(H,14,15)/t10-,13-/m1/s1"
Standard Inchi Key(RDKit),FTSUPYGMFAPCFZ-ZWNOBZJWSA-N
Canonical SMILES(RDKit),CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21
SMILES(SDF),
MW(SDF),
MW(RDKit),219.332
MW Monoisotopic(RDKit),219.173547672
MolLogP(RDKit),1.9989
XLogP(SDF),
XLogP(CDK),2.209
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),31.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.824726760421318
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,9845.148794145289
qed,0.8247267604213178
Chi0,10.957819157813608
Chi1,7.881341395361314
TPSA,31.92
Chi0n,10.076225466874629
Chi0v,10.076225466874629
Chi1n,6.637510053568439
Chi1v,6.637510053568439
Chi2n,5.271045676740394
Chi2v,5.271045676740394
Chi3n,4.237778505683791
Chi3v,4.237778505683791
Chi4n,3.481984181211203
Chi4v,3.481984181211203
MolMR,64.37170000000003
MolWt,219.332
fr_SH,0
Kappa1,10.332006981471723
Kappa2,4.207150996877893
Kappa3,1.670617297749233
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,355.81460919811724
MolLogP,1.9989000000000001
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.811733390744659
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,5.917906046161393
SMR_VSA5,45.06968614346863
SMR_VSA6,13.08951281182515
SMR_VSA7,17.454223058158533
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,97.2262575969735
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,9.998591539151516
PEOE_VSA3,0.0
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,6.923737199690624
PEOE_VSA7,56.6749784643136
PEOE_VSA8,12.238684400761038
PEOE_VSA9,5.693927994848461
RingCount,3
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,219.17354767199998
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,34.22862698842567
SlogP_VSA3,12.841643245852019
SlogP_VSA4,5.917906046161393
SlogP_VSA5,37.44358155501411
SlogP_VSA6,6.196843571613076
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,11.959746875309353
EState_VSA5,56.451000413000656
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,28.217854118756254
EState_VSA9,0.0
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,0.0
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
