DLiP-ID,T006ON
DLiP-Mol-ID,24333
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H22N6O4/c1-24-10-12-8-11(16(27)19-4-5-20-18-21-6-7-22-18)2-3-13(12)23-14(17(24)28)9-15(25)26/h2-3,6-8,14,23H,4-5,9-10H2,1H3,(H,19,27)(H,25,26)(H2,20,21,22)/t14-/m0/s1"
Standard Inchi Key(RDKit),VMCREQBBFYDYNW-AWEZNQCLSA-N
Canonical SMILES(RDKit),CN1Cc2cc(C(=O)NCCNc3ncc[nH]3)ccc2N[C@@H](CC(=O)O)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),386.412
MW Monoisotopic(RDKit),386.170253184
MolLogP(RDKit),0.478800000000001
XLogP(SDF),
XLogP(CDK),0.466
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),139.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.436110423378183
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2243364.6514182626
qed,0.4361104233781828
Chi0,20.095647359318303
Chi1,13.435560745775549
TPSA,139.45000000000002
Chi0n,15.358914397775411
Chi0v,15.358914397775411
Chi1n,8.814687541877003
Chi1v,8.814687541877003
Chi2n,6.4814715665123135
Chi2v,6.4814715665123135
Chi3n,4.358968960024225
Chi3v,4.358968960024225
Chi4n,2.9893965502288413
Chi4v,2.9893965502288413
MolMR,101.99010000000006
MolWt,386.41200000000015
fr_SH,0
Kappa1,19.208502772812476
Kappa2,8.4203788625904
Kappa3,4.583350329447829
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,866.9657071408108
MolLogP,0.4787999999999999
NOCount,10
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.6334230728075385
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,20.184655376751223
SMR_VSA4,0.0
SMR_VSA5,19.007418857986544
SMR_VSA6,30.770762002515
SMR_VSA7,41.71969133200498
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,160.8841738769168
NHOHCount,5
PEOE_VSA1,30.940781458657383
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,23.762552697081826
PEOE_VSA8,50.32646611002163
PEOE_VSA9,6.4208216229260096
RingCount,3
SMR_VSA10,29.419390302324913
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,386.17025318399993
NumHDonors,5
PEOE_VSA10,6.041840829147961
PEOE_VSA11,5.948339280986494
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
PEOE_VSA14,5.969305287951849
SlogP_VSA1,15.950365812018994
SlogP_VSA2,63.93708453789076
SlogP_VSA3,16.133830774056218
SlogP_VSA4,0.0
SlogP_VSA5,22.342261790391824
SlogP_VSA6,30.59278834861098
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.011146117099809
EState_VSA2,18.23518108162902
EState_VSA3,36.83344626510478
EState_VSA4,5.563451491696996
EState_VSA5,4.899909730850478
EState_VSA6,37.640460331288175
EState_VSA7,0.0
EState_VSA8,25.91832285391341
EState_VSA9,5.106527394840706
SlogP_VSA10,11.635725555670057
SlogP_VSA11,0.0
