DLiP-ID,C001CP
DLiP-Mol-ID,32168
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H11N5O2S/c1-3-17-10-8(11(18)16(2)12(19)14-10)13-9(15-17)7-5-4-6-20-7/h4-6H,3H2,1-2H3"
Standard Inchi Key(RDKit),DMDNERFCUCYCGM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCn1nc(-c2cccs2)nc2c(=O)n(C)c(=O)nc1-2
SMILES(SDF),
MW(SDF),
MW(RDKit),289.32
MW Monoisotopic(RDKit),289.063345592
MolLogP(RDKit),0.5852
XLogP(SDF),
XLogP(CDK),2.58
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),82.67
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.68908938950982
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,58091.181627769525
qed,0.6890893895098198
Chi0,14.27565640300939
Chi1,9.613392202930193
TPSA,82.67
Chi0n,10.899970437646806
Chi0v,11.716467018574532
Chi1n,6.012819022055967
Chi1v,6.892471833310862
Chi2n,4.159235361074353
Chi2v,5.106929554073224
Chi3n,2.9262147048923075
Chi3v,3.792023151652661
Chi4n,1.8583008872255262
Chi4v,2.5110570004727926
MolMR,74.93700000000001
MolWt,289.32
fr_SH,0
Kappa1,12.67208496008391
Kappa2,4.638670520888726
Kappa3,1.8465093889712738
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,5
fr_NH1,0
