DLiP-ID,I000TD
DLiP-Mol-ID,28927
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H15ClN4O5S/c1-25-5-4-20-14(24)10(12(22)18-15(20)26)7-17-19-13(23)9-6-8(16)2-3-11(9)21/h2-3,6-7,17,21H,4-5H2,1H3,(H,19,23)(H,18,22,26)"
Standard Inchi Key(RDKit),NHZOSAMEQCKTAP-UHFFFAOYSA-N
Canonical SMILES(RDKit),COCCN1C(=O)C(=CNNC(=O)c2cc(Cl)ccc2O)C(=O)NC1=S
SMILES(SDF),
MW(SDF),
MW(RDKit),398.828
MW Monoisotopic(RDKit),398.04516826
MolLogP(RDKit),0.0535999999999998
XLogP(SDF),
XLogP(CDK),2.546
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),120.0
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.23121119954201
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,LEDGF_IN
Common Target Pref Name,LEDGF/IN
RDKit Descriptors
Ipc,469901.2203449069
qed,0.23121119954200964
Chi0,19.26722023457211
Chi1,12.345443010499073
TPSA,120.0
Chi0n,13.537247755460058
Chi0v,15.10967328240624
Chi1n,7.254834542660002
Chi1v,8.041047306133093
Chi2n,5.026811934113196
Chi2v,5.849946045652168
Chi3n,3.3102508935850175
Chi3v,3.8677966067798297
Chi4n,2.010898967890806
Chi4v,2.4498981338196097
MolMR,96.13140000000003
MolWt,398.8280000000001
fr_SH,0
Kappa1,19.63231421879836
Kappa2,8.606469491692875
Kappa3,4.477130943480468
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,1
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,798.2414647024574
MolLogP,0.053599999999999426
NOCount,9
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.068396925579606
SMR_VSA1,24.227001900856216
SMR_VSA2,0.0
SMR_VSA3,21.068281129077576
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,20.26143591170303
SMR_VSA7,40.558245430712866
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,158.45439596053617
NHOHCount,4
PEOE_VSA1,15.269181745751139
PEOE_VSA2,30.026101284182655
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,30.416974648431527
PEOE_VSA8,18.332385744839307
PEOE_VSA9,18.71508986212249
RingCount,2
SMR_VSA10,46.65278940605849
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
