DLiP-ID,T0038J
DLiP-Mol-ID,19910
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H21N5O4/c1-26(2)21(29)30-16-5-3-14(4-6-16)11-18(20(27)28)25-19-17(12-23-13-24-19)15-7-9-22-10-8-15/h3-10,12-13,18H,11H2,1-2H3,(H,27,28)(H,23,24,25)/t18-/m0/s1"
Standard Inchi Key(RDKit),KNENVHCTQVDTLU-SFHVURJKSA-N
Canonical SMILES(RDKit),CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2-c2ccncc2)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),407.43
MW Monoisotopic(RDKit),407.159354152
MolLogP(RDKit),2.7068
XLogP(SDF),
XLogP(CDK),-0.455
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),117.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.613845157132301
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,5455701.49220295
qed,0.6138451571323007
Chi0,21.50986092169139
Chi1,14.435560745775549
TPSA,117.54
Chi0n,16.518772591163817
Chi0v,16.518772591163817
Chi1n,9.115949839657175
Chi1v,9.115949839657175
Chi2n,6.666543376447761
Chi2v,6.666543376447761
