DLiP-ID,T001EM
DLiP-Mol-ID,17059
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H28N6O4/c30-20(27-19(13-21(31)32)17-4-1-8-24-14-17)15-29-12-11-28(23(29)33)10-7-18-6-5-16-3-2-9-25-22(16)26-18/h1,4-6,8,14,19H,2-3,7,9-13,15H2,(H,25,26)(H,27,30)(H,31,32)/t19-/m0/s1"
Standard Inchi Key(RDKit),DYYJCAJRBQEMSD-IBGZPJMESA-N
Canonical SMILES(RDKit),O=C(O)C[C@H](NC(=O)CN1CCN(CCc2ccc3c(n2)NCCC3)C1=O)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),452.515
MW Monoisotopic(RDKit),452.217203376
MolLogP(RDKit),1.447
XLogP(SDF),
XLogP(CDK),-0.02
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),127.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.525316750178089
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,36222941.52147761
qed,0.5253167501780887
Chi0,23.208531534440656
Chi1,15.991203638441375
TPSA,127.76
Chi0n,18.366225763897692
Chi0v,18.366225763897692
Chi1n,11.169781319006473
Chi1v,11.169781319006473
Chi2n,8.286148133409226
Chi2v,8.286148133409226
Chi3n,5.905765966683036
Chi3v,5.905765966683036
Chi4n,4.166658048692994
Chi4v,4.166658048692994
MolMR,120.66720000000004
MolWt,452.5150000000002
fr_SH,0
Kappa1,22.502026983260762
Kappa2,10.284783293548392
Kappa3,5.763621897591632
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,4
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1015.2661387840153
MolLogP,1.4469999999999998
NOCount,10
fr_Ar_N,2
fr_COO2,1
fr_urea,1
BalabanJ,1.2907747920169523
SMR_VSA1,19.49013894705617
