DLiP-ID,T004KT
IC1,3.6398227820087556
IC2,4.453055907333277
IC3,5.103055907333277
IC4,5.2719280948873655
IC5,5.2719280948873655
MID,48.723281116308826
Mpe,0.9896078431372551
Mse,1.018790968681719
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,88.99950000000003
SdO,23.731703278533633
SdS,0
Spe,39.584313725490205
SsF,0
SsI,0
Sse,40.75163874726876
StN,0
fMF,0.475
nBr,0
nCl,0
AMID,2.0301367131795343
BIC0,0.281266257033505
BIC1,0.6416695791616549
BIC2,0.7850356133176682
BIC3,0.8996250456704417
BIC4,0.9293957658427402
BIC5,0.9293957658427402
CIC0,3.7264662506490405
CIC1,1.682105312878607
CIC2,0.8688721875540857
CIC3,0.21887218755408533
CIC4,0.04999999999999716
CIC5,0.04999999999999716
GGI1,5.0
GGI2,2.88888888888889
GGI3,1.6666666666666665
GGI4,1.1594444444444447
GGI5,0.7675
GGI6,0.5617233560090703
GGI7,0.41581632653061223
GGI8,0.22677311665406902
GGI9,0.09469135802469136
JGI1,0.19230769230769232
JGI2,0.08024691358024695
JGI3,0.047619047619047616
JGI4,0.037401433691756275
JGI5,0.024758064516129035
JGI6,0.01872411186696901
JGI7,0.014850583090379007
JGI8,0.009859700724089957
JGI9,0.00591820987654321
MIC0,15.101135628039065
MIC1,32.805709609203056
MIC2,40.418397919872554
MIC3,42.931698599530165
MIC4,43.10192176458468
MIC5,43.10192176458468
MPC2,36
MPC3,46
MPC4,58
MPC5,69
MPC6,67
MPC7,73
MPC8,75
MPC9,68
Mare,1.0033999999999998
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1974139594286658
RPCG,0.12672396001552988
SIC0,0.29979019178613864
SIC1,0.6839293423572255
SIC2,0.8367373305195933
SIC3,0.9588735165805133
SIC4,0.9906049087645452
SIC5,0.9906049087645452
SaaN,0
SaaO,0
SaaS,0
Sare,40.135999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,18.850815348147563
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,63.81847376953288
TIC1,145.59291128035022
TIC2,178.12223629333107
TIC3,204.1222362933311
TIC4,210.8771237954946
TIC5,210.8771237954946
Vabc,283.54111460567356
WPol,35
apol,46.13668799999999
bpol,18.927311999999997
nRot,5
ABCGG,15.624286131196266
ATS0Z,1018.0
ATS0d,140.0
ATS0i,6405.266110837984
ATS0m,4029.2753040000002
ATS0p,62.30682247758401
ATS0s,257.97222222222223
ATS0v,9472.835596683613
ATS1Z,1110.0
ATS1d,175.0
ATS1i,6153.426414959699
ATS1m,4244.139594000001
ATS1p,78.80457229200002
ATS1s,157.72222222222223
ATS1v,11833.062771817848
ATS2Z,1629.0
ATS2d,266.0
ATS2i,10069.067972343446
ATS2m,6148.748911999999
ATS2p,117.59314649484897
ATS2s,269.4166666666666
ATS2v,17158.8252162893
ATS3Z,1732.0
ATS3d,292.0
ATS3i,14327.15985951214
ATS3m,6308.494919
ATS3p,130.778549049641
ATS3s,326.8611111111111
ATS3v,18481.88474897635
ATS4Z,1624.0
ATS4d,274.0
ATS4i,15415.847908952339
ATS4m,5792.090391000001
ATS4p,121.484904573037
ATS4s,344.2222222222222
ATS4v,17154.88061491977
ATS5Z,1622.0
ATS5d,248.0
ATS5i,14196.844177857332
ATS5m,5943.844055
ATS5p,109.39393044643302
ATS5s,419.1388888888889
ATS5v,15632.973203968639
ATS6Z,1529.0
ATS6d,231.0
ATS6i,13171.192006321186
ATS6m,5594.885294000001
ATS6p,104.21898645388599
ATS6s,336.5
ATS6v,15141.18187889717
ATS7Z,1443.0
ATS7d,210.0
ATS7i,12722.243754744486
ATS7m,5250.3976840000005
ATS7p,97.381720867886
ATS7s,342.5555555555555
ATS7v,14279.838488738967
ATS8Z,1216.0
ATS8d,174.0
ATS8i,10898.55146308124
ATS8m,4389.758235000001
ATS8p,84.386001243339
ATS8s,339.2777777777776
ATS8v,12164.077498132983
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.1111111111111111
GGI10,0.07356596265687175
JGI10,0.006130496888072645
JGT10,0.43781625416092607
Kier1,18.781065088757398
Kier2,8.589506172839506
Kier3,4.803402646502835
MAXdO,12.210463829050138
MID_C,37.67976547180976
MID_N,4.079376328763428
MID_O,6.96413931573564
MID_X,0.0
MID_h,11.043515644499069
MINdO,11.521239449483495
MPC10,69
MWC01,26.0
MWC02,4.8283137373023015
MWC03,5.666426688112432
MWC04,6.535241271013659
MWC05,7.393263094763838
MWC06,8.264363329731667
MWC07,9.129672468908728
MWC08,10.00192918784816
MWC09,10.870794540426248
MWC10,11.743965754811045
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.2992
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.2832037287379885
SRW05,2.3978952727983707
SRW06,6.78105762593618
SRW07,4.727387818712341
SRW08,8.361007108226909
SRW09,6.823286122355687
SRW10,9.983361015119291
SaaCH,15.093821190007642
SaaNH,3.086224342736789
SaaSe,0
SaaaC,1.8391680825988188
SaasC,0.9727214669282682
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6602542097085742
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.4994706632653063
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.957887367521804
VE1_D,4.834547964339681
VE2_A,0.16491197364674184
VE2_D,0.20143949851415335
VE3_A,2.251179127212189
VE3_D,2.451256369507848
VR1_A,258.38028807792807
VR1_D,135.88117401077685
VR2_A,10.765845336580336
VR2_D,5.661715583782368
VR3_A,6.429901221824392
VR3_D,5.787249520664719
WPath,1396
Xc-3d,1.660460158478283
Xc-4d,0.0
Xc-5d,0.4206005603523789
Xc-6d,0.0
Xp-0d,17.10408352775558
Xp-1d,11.541713895658194
Xp-2d,10.530463528171076
Xp-3d,8.486155396237915
Xp-4d,6.847504565351605
Xp-5d,5.500842620516638
Xp-6d,3.374364535119628
Xp-7d,2.4036330780961537
ZMIC0,78.10320971876926
ZMIC1,46.11074920863738
ZMIC2,29.247700883493604
ZMIC3,23.392059864330868
ZMIC4,22.784290808015655
ZMIC5,22.784290808015655
nAcid,1
nAtom,40
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.21582445975981
piPC3,4.782269798800894
piPC4,5.343230978971546
piPC5,5.806639860095909
piPC6,5.956767959647503
piPC7,6.291207384317968
piPC8,6.540291315535637
piPC9,6.391216753038405
AATS0Z,25.45
AATS0d,3.5
AATS0i,160.13165277094961
AATS0m,100.7318826
AATS0p,1.5576705619396
AATS0s,6.449305555555556
AATS0v,236.82088991709034
AATS1Z,26.428571428571427
AATS1d,4.166666666666667
AATS1i,146.51015273713568
AATS1m,101.05094271428574
AATS1p,1.8762993402857147
AATS1s,3.7552910052910056
AATS1v,281.7395898051868
AATS2Z,23.955882352941178
AATS2d,3.911764705882353
AATS2i,148.07452900505066
AATS2m,90.42277811764704
AATS2p,1.7293109778654259
AATS2s,3.962009803921567
AATS2v,252.3356649454309
AATS3Z,18.82608695652174
AATS3d,3.1739130434782608
AATS3i,155.72999847295804
AATS3m,68.57059694565217
AATS3p,1.4215059679308804
AATS3s,3.5528381642512072
AATS3v,200.89005161930817
AATS4Z,16.916666666666668
AATS4d,2.8541666666666665
AATS4i,160.58174905158685
AATS4m,60.33427490625001
AATS4p,1.2654677559691354
AATS4s,3.5856481481481475
AATS4v,178.69667307208093
AATS5Z,18.431818181818183
AATS5d,2.8181818181818183
AATS5i,161.32777474837877
AATS5m,67.54368244318181
AATS5p,1.2431128459821934
AATS5s,4.76294191919192
AATS5v,177.6474227723709
AATS6Z,18.646341463414632
AATS6d,2.817073170731707
AATS6i,160.62429276001447
AATS6m,68.23030846341464
AATS6p,1.270963249437634
AATS6s,4.103658536585366
AATS6v,184.64855949874598
AATS7Z,18.265822784810126
AATS7d,2.6582278481012658
AATS7i,161.04106018663907
AATS7m,66.4607301772152
AATS7p,1.2326800109858989
AATS7s,4.3361462728551325
AATS7v,180.7574492245439
AATS8Z,17.88235294117647
AATS8d,2.5588235294117645
AATS8i,160.27281563354765
AATS8m,64.55526816176473
AATS8p,1.240970606519691
AATS8s,4.989379084967318
AATS8v,178.8834926196027
AMID_C,1.5699902279920732
AMID_N,0.16997401369847617
AMID_O,0.290172471488985
AMID_X,0.0
AMID_h,0.4601464851874612
ATS0dv,360.0
ATS0pe,260.3026
ATS0se,317.034848
ATS1dv,347.0
ATS1pe,278.973
ATS1se,331.85933599999987
ATS2dv,480.0
ATS2pe,443.1267
ATS2se,530.9357119999999
ATS3dv,450.0
ATS3pe,586.7032000000002
ATS3se,716.7309799999998
ATS4dv,442.0
ATS4pe,613.5355
ATS4se,755.191692
ATS5dv,504.0
ATS5pe,566.2429999999999
ATS5se,695.827028
ATS6dv,448.0
ATS6pe,529.7762
ATS6se,650.0496799999999
ATS7dv,419.0
ATS7pe,513.9021
ATS7se,632.0755280000002
ATS8dv,340.0
ATS8pe,443.2432
ATS8se,545.567428
ATSC0Z,295.5
ATSC0c,1.364495230670093
ATSC0d,24.4
ATSC0i,59.88274209827034
ATSC0m,1399.4292815999997
ATSC0p,9.091972987350399
ATSC0s,99.96597222222222
ATSC0v,1919.3001597828804
ATSC1Z,-9.875
ATSC1c,-0.8714344105927964
ATSC1d,5.68
ATSC1i,6.125368438105688
ATSC1m,-38.93783448000001
ATSC1p,1.3443423857116787
ATSC1s,-12.921215277777776
ATSC1v,202.610144123064
ATSC2Z,-15.75
ATSC2c,0.19727180111667253
ATSC2d,-6.679999999999997
ATSC2i,-12.29271446699964
ATSC2m,-85.74957591999996
ATSC2p,-1.7945296672606812
ATSC2s,21.939791666666668
ATSC2v,-395.64935883178305
ATSC3Z,-70.0
ATSC3c,0.30542084138430764
ATSC3d,-6.519999999999999
ATSC3i,-16.664114259791294
ATSC3m,-337.38648628
ATSC3p,-2.63024675943532
ATSC3s,-14.955763888888894
ATSC3v,-609.281447387032
ATSC4Z,-105.75
ATSC4c,-0.7800411968797701
ATSC4d,-4.46
ATSC4i,-12.36184699316916
ATSC4m,-493.37587763999994
ATSC4p,-1.8059393154911603
ATSC4s,-42.412777777777784
ATSC4v,-428.9336630072423
ATSC5Z,87.75
ATSC5c,0.6748486745985882
ATSC5d,-0.8800000000000006
ATSC5i,-1.303663261687483
ATSC5m,398.48659148
ATSC5p,-0.6651023295834795
ATSC5s,63.17763888888889
ATSC5v,20.96791022221689
ATSC6Z,26.625
ATSC6c,-0.1596616700359739
ATSC6d,-1.2200000000000002
ATSC6i,-0.05331075231472693
ATSC6m,126.18140072000003
ATSC6p,-0.6221705333487195
ATSC6s,-12.355937500000005
ATSC6v,71.8182534128084
ATSC7Z,1.1875
ATSC7c,-0.26889289280918716
ATSC7d,-1.9899999999999998
ATSC7i,1.6366992244813487
ATSC7m,14.970837039999974
ATSC7p,0.3244476063233606
ATSC7s,-31.40085069444444
ATSC7v,183.40572402009167
ATSC8Z,-25.0
ATSC8c,0.5246291485370179
ATSC8d,1.6200000000000006
ATSC8i,1.2192528334845136
ATSC8m,-116.02126452000002
ATSC8p,0.6824707481185204
ATSC8s,5.344652777777782
ATSC8v,-10.29058108627779
AXp-0d,0.7126701469898159
AXp-1d,0.44391207290993057
AXp-2d,0.2925128757825299
AXp-3d,0.18448163904865034
AXp-4d,0.11806042354054493
AXp-5d,0.0797223568190817
AXp-6d,0.0503636497779049
AXp-7d,0.03292648052186512
GATS1Z,0.7698815566835872
GATS1c,1.5471331317288783
GATS1d,0.8562646370023419
GATS1i,1.0270078281609007
GATS1m,0.7696195526814292
GATS1p,0.8580163313935262
GATS1s,0.7547211005332172
GATS1v,0.7998279466476981
GATS2Z,0.7996416840848014
GATS2c,0.6914342520835118
GATS2d,1.3398023143683704
GATS2i,1.2126701466060392
GATS2m,0.8106978733364967
GATS2p,1.1154891565449028
GATS2s,0.46949799502853706
GATS2v,1.0535752733008368
GATS3Z,1.0135179871992936
GATS3c,0.7699147907625951
GATS3d,1.164023521026372
GATS3i,1.135253593381518
GATS3m,1.0178131971908757
GATS3p,1.103245217187709
GATS3s,0.8884590257614833
GATS3v,1.1014306157696467
GATS4Z,1.1431366328257193
GATS4c,1.2158347454911003
GATS4d,1.0905481557377048
GATS4i,1.0765349658689716
GATS4m,1.1394697648561052
GATS4p,1.0322716591836434
GATS4s,1.2241318226340905
GATS4v,1.0488606276257342
GATS5Z,0.8826142131979696
GATS5c,0.8012876258299723
GATS5d,1.0353017883755589
GATS5i,0.986628876949527
GATS5m,0.8861021743160251
GATS5p,0.985735661084966
GATS5s,0.821273779398419
GATS5v,0.9600403428181363
GATS6Z,0.9640955800420948
GATS6c,1.146026867285146
GATS6d,1.0135945621751299
GATS6i,0.9807479068641456
GATS6m,0.9612707583236143
GATS6p,0.985053264151813
GATS6s,1.1975568922419568
GATS6v,0.9337735653012386
GATS7Z,1.0433078455310674
GATS7c,1.2500547324756606
GATS7d,1.0419692882340734
GATS7i,0.9184537802314862
GATS7m,1.0340613300352135
GATS7p,0.9415092225027324
GATS7s,1.5092952251948601
GATS7v,0.900598970720967
GATS8Z,1.0975664377426098
GATS8c,0.9566941719730829
GATS8d,0.8814488910318227
GATS8i,0.8953406969508461
GATS8m,1.0901687429362135
GATS8p,0.9286133694421101
GATS8s,1.3649068494303822
GATS8v,0.9567732652718289
MATS1Z,-0.031826605430666344
MATS1c,-0.6082377682553903
MATS1d,0.2217017954722873
MATS1i,0.09741845517351187
MATS1m,-0.026499125302934703
MATS1p,0.14081938908215844
MATS1s,-0.12310108168421066
MATS1v,0.10053770955961074
MATS2Z,-0.03135264257987459
MATS2c,0.08504407589171008
MATS2d,-0.16104146576663447
MATS2i,-0.12075279549044983
MATS2m,-0.03604392710297901
MATS2p,-0.1161030381516297
MATS2s,0.12910152842041434
MATS2v,-0.12126030197705001
MATS3Z,-0.10299418818509529
MATS3c,0.09731926296428117
MATS3d,-0.11617961511047754
MATS3i,-0.12099090348242
MATS3m,-0.10482114285601087
MATS3p,-0.1257796904117112
MATS3s,-0.06504719450126903
MATS3v,-0.1380216511599539
MATS4Z,-0.14911167512690354
MATS4c,-0.23819589695960863
MATS4d,-0.07616120218579235
MATS4i,-0.08601425719674793
MATS4m,-0.14689794264913716
MATS4p,-0.08276253304259663
MATS4s,-0.17678006173396968
MATS4v,-0.09311850398979218
MATS5Z,0.13497923396400555
MATS5c,0.22480796608880085
MATS5d,-0.016393442622950834
MATS5i,-0.009895575738424024
MATS5m,0.1294315270061057
MATS5p,-0.0332512251345641
MATS5s,0.2872688370600855
MATS5v,0.004965803933400409
MATS6Z,0.04395196236226322
MATS6c,-0.05707879348373741
MATS6d,-0.02439024390243903
MATS6i,-0.00043426944258661876
MATS6m,0.04398357501843195
MATS6p,-0.033380853811155325
MATS6s,-0.06029338235181995
MATS6v,0.018253160751924565
MATS7Z,0.0020347405170382743
MATS7c,-0.0997792422401426
MATS7d,-0.041294874455281176
MATS7i,0.013838853049378957
MATS7m,0.00541661572530336
MATS7p,0.018068385074729576
MATS7s,-0.15904576882657592
MATS7v,0.04838412442074569
MATS8Z,-0.04976609933313427
MATS8c,0.2261681642821205
MATS8d,0.03905496624879462
MATS8i,0.011976865520479451
MATS8m,-0.04876831116524463
MATS8p,0.04415470457344384
MATS8s,0.03144983566712041
MATS8v,-0.0031539011556237693
MAXsOH,9.43059819647208
MINsOH,9.420217151675486
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.737907957537708
SpAD_D,239.63339682073266
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.15664918745275935
SssNH2,0
SsssAs,0
SsssCH,-1.070319349962208
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,611
TMWC10,124.43397007291807
TSRW10,72.32749060543888
VE1_Dt,4.812594219156033
VE2_Dt,0.20052475913150136
VE3_Dt,2.4467050147826046
VR1_Dt,136.557826611612
VR2_Dt,5.6899094421505
VR3_Dt,5.792216900449904
Xc-3dv,0.61006630909012
Xc-4dv,0.0
Xc-5dv,0.08594036113126534
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.37079081189859814
Xch-7d,0.5183302655254134
Xp-0dv,12.69153324501045
Xp-1dv,7.420681579635755
Xp-2dv,5.478235055950827
Xp-3dv,3.810720978081628
Xp-4dv,2.6092182654212634
Xp-5dv,1.7023834007823408
Xp-6dv,0.8993053484873069
Xp-7dv,0.5341697609248941
Xpc-4d,3.695044834409536
Xpc-5d,5.1777089774841105
Xpc-6d,7.678324443841933
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,42
nFRing,1
nHBAcc,3
nHBDon,4
nHRing,1
nSpiro,0
naRing,3
piPC10,6.636720329409261
AATS0dv,9.0
AATS0pe,6.507565
AATS0se,7.9258712000000004
AATS1dv,8.261904761904763
AATS1pe,6.642214285714286
AATS1se,7.9014127619047585
AATS2dv,7.0588235294117645
AATS2pe,6.516569117647059
AATS2se,7.807878117647057
AATS3dv,4.891304347826087
AATS3pe,6.377208695652175
AATS3se,7.7905541304347805
AATS4dv,4.604166666666667
AATS4pe,6.3909947916666665
AATS4se,7.866580125
AATS5dv,5.7272727272727275
AATS5pe,6.434579545454545
AATS5se,7.907125318181818
AATS6dv,5.463414634146342
AATS6pe,6.460685365853659
AATS6se,7.927435121951218
AATS7dv,5.30379746835443
AATS7pe,6.505089873417722
AATS7se,8.000956050632913
AATS8dv,5.0
AATS8pe,6.518282352941177
AATS8se,8.023050411764705
AATSC0Z,7.3875
AATSC0c,0.034112380766752326
AATSC0d,0.61
AATSC0i,1.4970685524567586
AATSC0m,34.985732039999995
AATSC0p,0.22729932468375996
AATSC0s,2.4991493055555556
AATSC0v,47.98250399457201
AATSC1Z,-0.23511904761904762
AATSC1c,-0.020748438347447534
AATSC1d,0.13523809523809524
AATSC1i,0.14584210566918304
AATSC1m,-0.9270912971428573
AATSC1p,0.03200815204075426
AATSC1s,-0.3076479828042328
AATSC1v,4.8240510505491425
AATSC2Z,-0.23161764705882354
AATSC2c,0.002901055898774596
AATSC2d,-0.09823529411764702
AATSC2i,-0.18077521274999472
AATSC2m,-1.261023175294117
AATSC2p,-0.026390142165598252
AATSC2s,0.32264399509803926
AATSC2v,-5.81837292399681
AATSC3Z,-0.7608695652173914
AATSC3c,0.003319791754177257
AATSC3d,-0.0708695652173913
AATSC3i,-0.1811316767368619
AATSC3m,-3.667244416086956
AATSC3p,-0.02858963868951435
AATSC3s,-0.16256265096618364
AATSC3v,-6.622624428119913
AATSC4Z,-1.1015625
AATSC4c,-0.008125429134164272
AATSC4d,-0.04645833333333333
AATSC4i,-0.12876923951217875
AATSC4m,-5.139332058749999
AATSC4p,-0.018811867869699586
AATSC4s,-0.4417997685185186
AATSC4v,-4.468058989658774
AATSC5Z,0.9971590909090909
AATSC5c,0.00766873493862032
AATSC5d,-0.010000000000000007
AATSC5i,-0.01481435524644867
AATSC5m,4.528256721363636
AATSC5p,-0.007557981017994085
AATSC5s,0.7179277146464647
AATSC5v,0.2382717070706465
AATSC6Z,0.3246951219512195
