DLiP-ID,T003LA
AATSC4c,0.001116772146654874
AATSC4d,-0.04540052742970403
AATSC4i,0.05094422123988522
AATSC4m,-2.7595948043978753
AATSC4p,-0.006369777738885154
AATSC4s,-0.09274542406673313
AATSC4v,-2.3170021278233093
AATSC5Z,-0.7141603615834177
AATSC5c,-0.0015005866829701257
AATSC5d,0.003664053575271933
AATSC5i,-0.019101395031512678
AATSC5m,-3.317213408027885
AATSC5p,-0.010739545859373784
AATSC5s,-0.15705724237227486
AATSC5v,-3.2977697042493315
AATSC6Z,-0.3840168209135613
AATSC6c,-0.00015528118595276066
AATSC6d,-0.01751523153590173
AATSC6i,0.0986059287183097
AATSC6m,-1.7891889777991878
AATSC6p,0.01804772446354537
AATSC6s,-0.13700816412853722
AATSC6v,1.077554228656376
AATSC7Z,0.422305030609529
AATSC7c,0.0015460193879871505
AATSC7d,-0.01916533581758495
AATSC7i,-0.20640949738759526
AATSC7m,1.9107599293772581
AATSC7p,-0.028573908385835085
AATSC7s,0.2775412054904919
AATSC7v,-3.2874524977077773
AATSC8Z,-0.09506007546382444
AATSC8c,-0.0009155858363019257
AATSC8d,0.0441861122220097
AATSC8i,0.14820674779051068
AATSC8m,-0.6301091043928326
AATSC8p,0.0047599110258203575
AATSC8s,0.10127128910363038
AATSC8v,-0.4041944897295148
ATS0are,422.9096
ATS1are,436.491
ATS2are,771.0349
ATS3are,1069.5559999999998
ATS4are,1283.6349
ATS5are,1277.2100000000005
ATS6are,1254.7430000000002
ATS7are,1139.4458
ATS8are,1189.063
ATSC0dv,279.529411764706
ATSC0pe,10.048111764705876
ATSC0se,6.478851764705881
ATSC1dv,103.47750865051907
ATSC1pe,-0.3432192906574275
ATSC1se,-0.35220734948097
ATSC2dv,80.04152249134953
ATSC2pe,2.6223563148788998
ATSC2se,1.6352763737024214
ATSC3dv,-38.2076124567474
ATSC3pe,-1.2536859861591596
ATSC3se,-1.3382051626297586
ATSC4dv,-91.92733564013841
ATSC4pe,-1.768353287197213
ATSC4se,-1.0522697577854712
ATSC5dv,-92.55363321799311
ATSC5pe,-2.838505276816601
ATSC5se,-1.9720793356401396
ATSC6dv,-24.553633217993102
ATSC6pe,-1.8976523356401422
ATSC6se,-0.7669355709342549
ATSC7dv,73.93771626297577
ATSC7pe,3.2841089100345795
ATSC7se,1.8007616747404902
ATSC8dv,46.90657439446365
ATSC8pe,1.001843512110717
ATSC8se,1.4021873356401398
AXp-0dv,0.6021824337517645
AXp-1dv,0.33544222565087223
AXp-2dv,0.18768762522276408
AXp-3dv,0.10538433158315506
AXp-4dv,0.061564240470640914
AXp-5dv,0.0337100988249368
AXp-6dv,0.018402790044121455
AXp-7dv,0.01084308236533593
BertzCT,894.4504526620922
ECIndex,949
ETA_eta,39.32145551149421
GATS1dv,0.44811338017859736
GATS1pe,0.6912409843074605
GATS1se,0.6957604667068449
GATS2dv,0.7794671717171713
GATS2pe,0.6139633539576356
GATS2se,0.6018531674457928
GATS3dv,1.0345178315724288
GATS3pe,0.9359766214169608
GATS3se,0.9678931905662762
GATS4dv,1.1809897110261183
GATS4pe,1.1390376316658615
GATS4se,1.165602396827471
GATS5dv,1.1560098593591412
GATS5pe,1.1414026491867466
GATS5se,1.1951272284528884
GATS6dv,1.0281377370193157
GATS6pe,1.074429938486972
GATS6se,1.072823333780632
GATS7dv,0.7313573771907101
GATS7pe,0.6521156845674357
GATS7se,0.6116844521581054
GATS8dv,0.9485162555200239
GATS8pe,1.0655301794378165
GATS8se,1.0082001756886492
LogEE_A,4.390140255164941
LogEE_D,228.66909008041472
MATS1dv,0.3648196945298394
MATS1pe,-0.03366255331944996
MATS1se,-0.053574754871154776
MATS2dv,0.15577104377104378
MATS2pe,0.1419731257672649
MATS2se,0.13730679132685816
MATS3dv,-0.053417314911567745
MATS3pe,-0.04876003162956863
MATS3se,-0.08072058895869266
MATS4dv,-0.10855725540191553
MATS4pe,-0.05809332969509736
MATS4se,-0.05361307756319387
MATS5dv,-0.10772799768015076
MATS5pe,-0.09191108130199942
MATS5se,-0.09903505919837835
MATS6dv,-0.028579253459636248
MATS6pe,-0.061446170112305694
MATS6se,-0.03851442905777491
MATS7dv,0.09223862557195885
MATS7pe,0.11397442119386295
MATS7se,0.0969242606793781
MATS8dv,0.05734057492851457
MATS8pe,0.034069932198889756
MATS8se,0.07395436853227093
MAXaaCH,1.414700323650254
MAXaasC,0.1925541279394538
MAXdssC,-0.0864497490277607
MAXsCH3,1.861864316801463
MAXsNH2,5.369044411694656
MAXssNH,2.809142750098565
MAXsssN,1.7764956089184984
MDEC-11,0.9874265496429404
MDEC-12,6.697614436585432
MDEC-13,5.9001069555840155
MDEC-14,1.7091480255849363
MDEC-22,8.441440193537202
MDEC-23,18.537732577965002
MDEC-24,2.266178551131904
MDEC-33,7.484930824271933
MDEC-34,2.45959679314957
MDEN-11,0.4999999999999999
MDEN-12,0.2857142857142857
MDEN-13,0.18181818181818182
MDEN-23,0.25
MDEO-11,0.3605623925768521
MDEO-12,0.520020955762976
MINaaCH,1.0505336569835872
MINaasC,-0.7751316770267438
MINdssC,-0.621785390648333
MINsCH3,1.777510289279793
MINsNH2,5.369044411694656
MINssNH,2.809142750098565
MINsssN,1.7764956089184984
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.904761904761905
SM1_Dzi,1.947238278860338
SM1_Dzm,1.9348520032409964
SM1_Dzp,-8.400108997947434
SM1_Dzv,-3.4199360905065253
SddssSe,0
SpAD_Dt,557.9298144065136
SpAbs_A,40.083765402998424
SpAbs_D,457.3381801608295
SpMAD_A,1.2146595576666188
SpMAD_D,13.858732732146347
SpMax_A,2.4311720781354165
SpMax_D,228.66909008041472
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,125.58
TpiPC10,7.514782730370907
VAdjMat,6.087462841250339
VE1_DzZ,5.642863730027722
VE1_Dzi,5.638211168352825
VE1_Dzm,5.642841586633391
VE1_Dzp,5.628133779432913
VE1_Dzv,5.640970328278046
VE2_DzZ,0.17099587060690066
VE2_Dzi,0.17085488388947956
VE2_Dzm,0.17099519959495124
VE2_Dzp,0.17054950846766403
VE2_Dzv,0.1709384947963044
VE3_DzZ,2.924314158670201
VE3_Dzi,2.9234893149419934
VE3_Dzm,2.924310234521252
VE3_Dzp,2.9217003777748523
VE3_Dzv,2.923978563205457
VR1_DzZ,211.25084089745428
VR1_Dzi,211.84136537004036
VR1_Dzm,211.23630175827887
VR1_Dzp,213.13858472696998
VR1_Dzv,211.54046956104114
VR2_DzZ,6.40154063325619
VR2_Dzi,6.419435314243647
VR2_Dzm,6.401100053281178
VR2_Dzp,6.458744991726363
VR2_Dzv,6.410317259425489
VR3_DzZ,6.54696871528146
VR3_Dzi,6.549760186489395
VR3_Dzm,6.546899888859479
VR3_Dzp,6.555865055133271
VR3_Dzv,6.548338794096838
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.08860598365302469
Xch-7dv,0.11106708098655975
Xpc-4dv,3.0838026356755295
Xpc-5dv,3.9037059891272996
Xpc-6dv,4.593583337651459
Zagreb1,164.0
Zagreb2,190.0
fragCpx,100.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,4
nBondsM,10
nBondsO,34
nBondsS,59
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.219258823529412
AATS1are,6.32595652173913
AATS2are,6.1682792
AATS3are,6.1468735632183895
AATS4are,6.231237378640777
AATS5are,6.11105263157895
AATS6are,6.003555023923446
AATS7are,5.843311794871795
AATS8are,5.97519095477387
AATSC0dv,4.110726643598618
AATSC0pe,0.14776634948096876
AATSC0se,0.09527723183391001
AATSC1dv,1.4996740384133198
AATSC1pe,-0.0049741926182235875
AATSC1se,-0.005104454340303913
AATSC2dv,0.6403321799307962
AATSC2pe,0.020978850519031197
AATSC2se,0.013082210989619371
AATSC3dv,-0.2195839796364793
AATSC3pe,-0.007205091874477929
AATSC3se,-0.007690834267987118
AATSC4dv,-0.4462492021365942
AATSC4pe,-0.008584239258238898
AATSC4se,-0.005108105620317821
AATSC5dv,-0.44284035032532587
AATSC5pe,-0.01358136496084498
AATSC5se,-0.009435786294928897
AATSC6dv,-0.1174814986506847
AATSC6pe,-0.00907967624708202
AATSC6se,-0.003669548186288301
AATSC7dv,0.37916777570756804
AATSC7pe,0.016841584154023485
AATSC7se,0.009234675255079436
AATSC8dv,0.23571142911790777
AATSC8pe,0.005034389508094055
AATSC8se,0.007046167515779597
AETA_eta,1.1915592579240668
ATSC0are,10.908652941176461
ATSC1are,-0.49025371972317555
ATSC2are,2.7947262110726676
ATSC3are,-1.7107501730103734
ATSC4are,-1.7870309688581152
ATSC5are,-2.958139186851205
ATSC6are,-1.7704068339100376
ATSC7are,3.493774653979217
ATSC8are,1.4345715397923804
BCUTZ-1h,9.004072639915414
BCUTZ-1l,5.687963124274192
BCUTc-1h,0.4281830033962775
BCUTc-1l,-0.49636497530237594
BCUTd-1h,4.027931571471636
BCUTd-1l,0.9723810800040901
BCUTi-1h,17.42477371974678
BCUTi-1l,10.949274988223449
BCUTm-1h,19.000143306779712
BCUTm-1l,11.699924189400098
BCUTp-1h,1.9915124853489585
BCUTp-1l,0.545848658096383
BCUTs-1h,8.001922461149245
BCUTs-1l,1.139604586475057
BCUTv-1h,20.896632842089126
BCUTv-1l,13.30411790913314
BalabanJ,1.909254781183986
Diameter,19
ETA_beta,32.75
GATS1are,0.6966131300117863
GATS2are,0.608135398180937
GATS3are,0.9468906465794689
GATS4are,1.1435109490544118
GATS5are,1.1415891867113896
GATS6are,1.0654661963866927
GATS7are,0.6385542471860352
GATS8are,1.0625263005219694
HybRatio,0.5833333333333334
Lipinski,True
LogEE_Dt,278.9649072032568
MATS1are,-0.04429039918637928
MATS2are,0.13936927565866522
MATS3are,-0.06128795523477236
MATS4are,-0.05407576178804313
MATS5are,-0.08822874594302264
MATS6are,-0.05280372724148518
MATS7are,0.1116858274975058
MATS8are,0.0449372945426153
MAXssCH2,0.7197358869880792
MAXsssCH,0.1933670180752265
MAXssssC,-0.9085424776608937
MINssCH2,0.3603687592531435
MINsssCH,-0.5123712323798002
MINssssC,-0.9085424776608937
NsssssAs,0
RotRatio,0.2647058823529412
SM1_Dzpe,2.0389170454475565
SM1_Dzse,1.8685311733240928
SMR_VSA1,23.510889553690333
SMR_VSA2,5.409283605791522
SMR_VSA3,10.216698334856808
SMR_VSA4,17.066563992720358
SMR_VSA5,59.42007611961449
SMR_VSA6,19.696394776338067
SMR_VSA7,35.14322502982472
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,400.4238436256328
SpAD_Dzi,392.08330282762
SpAD_Dzm,400.35731117710816
SpAD_Dzp,536.3832493168509
SpAD_Dzv,482.96680428268434
SpAbs_Dt,557.9298144065137
SpDiam_A,4.862344156270835
SpDiam_D,343.7285973012281
SpMAD_Dt,16.906964072924655
SpMax_Dt,278.9649072032568
SsssssAs,0
VE1_Dzpe,5.642456124935197
VE1_Dzse,5.642920733030493
VE2_Dzpe,0.17098351893743022
VE2_Dzse,0.170997597970621
VE3_Dzpe,2.9242419223316762
VE3_Dzse,2.9243242604053457
VMcGowan,362.3600000000015
VR1_Dzpe,211.29615300301745
VR1_Dzse,211.25238456055533
VR2_Dzpe,6.402913727364165
VR2_Dzse,6.401587410925919
VR3_Dzpe,6.547183186601295
VR3_Dzse,6.546976022506628
mZagreb1,14.17361111111111
mZagreb2,7.444444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,62
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16042136678200677
AATSC1are,-0.007105126372799646
AATSC2are,0.02235780968858134
AATSC3are,-0.009831897546036628
AATSC4are,-0.008674907615816093
AATSC5are,-0.014153776013642129
AATSC6are,-0.008470846095263338
AATSC7are,0.01791679309732932
AATSC8are,0.0072089022100119615
AETA_beta,0.9924242424242424
BCUTdv-1h,7.004065768312009
BCUTdv-1l,0.9872173461850423
BCUTpe-1h,3.988682692990211
BCUTpe-1l,2.2362393213275538
BCUTse-1h,4.009969907447884
BCUTse-1l,2.4320038586211297
ETA_alpha,15.21904761904762
ETA_dBeta,-7.75
ETA_eta_B,0.9097387158452044
ETA_eta_F,29.69526710608943
ETA_eta_L,9.449198957074564
ETA_eta_R,69.01672261758364
ETA_psi_1,0.5269579554822756
LabuteASA,194.09311450776005
LogEE_DzZ,200.26964187053647
LogEE_Dzi,196.10065863438155
LogEE_Dzm,200.23728746744018
LogEE_Dzp,267.3827546815807
LogEE_Dzv,241.17249886038704
PEOE_VSA1,20.687228765819043
PEOE_VSA2,19.79289515800699
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.990104268152233
PEOE_VSA7,58.08431665093451
PEOE_VSA8,31.115626755596118
PEOE_VSA9,17.585323925606694
SM1_Dzare,2.2757720550681544
SpAD_Dzpe,397.716868924443
SpAD_Dzse,400.8781499252554
SpAbs_DzZ,398.66446615755933
SpAbs_Dzi,390.33251874375503
SpAbs_Dzm,398.5695107834633
SpAbs_Dzp,543.165618361109
SpAbs_Dzv,485.7649338112807
SpDiam_Dt,401.70798266207646
SpMAD_DzZ,12.134055867443418
SpMAD_Dzi,11.881312206897576
SpMAD_Dzm,12.13203973263964
SpMAD_Dzp,16.25403785808639
SpMAD_Dzv,14.635357705535888
SpMax_DzZ,200.26964187053647
SpMax_Dzi,196.10065863438155
SpMax_Dzm,200.23728746744018
SpMax_Dzp,267.3827546815807
SpMax_Dzv,241.17249886038704
VE1_Dzare,5.642257372913791
VE2_Dzare,0.17097749614890276
VE3_Dzare,2.9242066973307996
VR1_Dzare,211.31599314658098
VR2_Dzare,6.403514943835788
VR3_Dzare,6.547277079518282
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4611832611832612
AETA_dBeta,-0.23484848484848486
AETA_eta_B,0.027567839874097104
AETA_eta_F,0.899856578972407
AETA_eta_L,0.2863393623355929
AETA_eta_R,2.091415836896474
BCUTare-1h,4.107728391536868
BCUTare-1l,2.1866139073810387
ETA_beta_s,20.25
ETA_dPsi_A,0.18704204451772433
ETA_dPsi_B,0.0
ETA_eta_BR,1.0817387158452043
ETA_eta_FL,6.055275889453327
ETA_eta_RL,15.504474846527891
LogEE_Dzpe,198.92021982723506
LogEE_Dzse,200.4956971193951
PEOE_VSA10,11.652840626803165
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,5.907179729351506
SlogP_VSA1,11.050456081168516
SlogP_VSA2,54.25742986874863
SlogP_VSA3,14.325937321943691
SlogP_VSA4,22.55940096239559
SlogP_VSA5,69.29967545793234
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,393.6624571119813
SpAbs_Dzpe,395.8401030538273
SpAbs_Dzse,399.1516804164851
SpDiam_DzZ,304.8694307778036
SpDiam_Dzi,297.3593664051997
SpDiam_Dzm,304.8544309732307
SpDiam_Dzp,405.17194453028725
SpDiam_Dzv,368.0357393514409
SpMAD_Dzpe,12.052026331043727
SpMAD_Dzse,12.147822725007739
SpMax_Dzpe,198.92021982723506
SpMax_Dzse,200.4956971193951
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6136363636363636
AETA_eta_BR,0.032779961086218314
AETA_eta_FL,0.18349320877131295
AETA_eta_RL,0.4698325711069058
DetourIndex,4430
EState_VSA1,23.18123186894214
EState_VSA2,34.75691383261601
EState_VSA3,32.53803802219009
EState_VSA4,18.90801031431363
EState_VSA5,12.13273413692322
EState_VSA6,25.67112132992235
EState_VSA7,6.923737199690624
EState_VSA8,5.316788604006331
EState_VSA9,15.879814036753757
ETA_beta_ns,12.5
ETA_shape_p,0.26846057571964954
ETA_shape_x,0.03285356695869837
ETA_shape_y,0.32196495619524407
GhoseFilter,True
LogEE_Dzare,196.90019134553816
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,391.5766160195683
SpDiam_Dzpe,302.6967952712407
SpDiam_Dzse,305.21303896481123
SpMAD_Dzare,11.929165367029738
SpMax_Dzare,196.90019134553816
TopoPSA(NO),125.58
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.415474674594407
VSA_EState9,71.66785865873892
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.3787878787878788
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.038816738816738784
FilterItLogS,-4.811956870746335
SpDiam_Dzare,299.53299148207293
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5791316526610634
ETA_epsilon_2,0.8751803751803748
ETA_epsilon_3,0.43608247422680324
ETA_epsilon_4,0.5564993564993553
ETA_epsilon_5,0.8129987129987127
AETA_beta_ns_d,0.015151515151515152
ETA_dEpsilon_A,0.14304917843426013
ETA_dEpsilon_B,0.022632296161708032
ETA_dEpsilon_C,-0.1204168822725521
ETA_dEpsilon_D,0.0621816621816621
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.5151515151515151
MDEDescriptor,"0.9874265496429404,6.697614436585432,5.9001069555840155,1.7091480255849363,8.441440193537202,18.537732577965002,2.266178551131904,7.484930824271933,2.45959679314957,0.0,0.3605623925768521,0.520020955762976,0.0,0.4999999999999999,0.2857142857142857,0.18181818181818182,0.0,0.25,0.0"
APolDescriptor,73.74275499999999
BCUTDescriptor,"11.900000000000013,18.9984088160275,-0.3160895174960751,0.26190485901069244,4.421932204058437,11.65893987972132"
BPolDescriptor,46.235245
TPSADescriptor,125.58
ALOGPDescriptor,"0.06090000000000434,0.0037088100000005285,114.64450000000002"
XLogPDescriptor,3.0039999999999996
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,462.26423410000007
ChiPathDescriptor,"24.758784066134826,15.504474846527897,14.296842523354805,11.440509118093098,8.615065866507775,5.998951091707171,3.839437846340461,2.88583216640767,19.87202031380823,11.405035672129655,9.009006010692676,6.323059894989308,4.247932592474224,2.6293877083450714,1.4906259935738377,0.9650343305148978"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.25364688940716357,0.0,0.0,0.0,0.08860598365302469,0.11106708098655975"
AtomCountDescriptor,68
BondCountDescriptor,34
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.9886410672594295,0.16666666666666666,1.1125710800904902,0.17955837819827097,1.6831654069678763,0.14433756729740646,0.37983026478922227,0.07738335014271938"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,4,2,7,5,1,1"
ZagrebIndexDescriptor,164.0
LargestChainDescriptor,20
MannholdLogPDescriptor,3.1099999999999994
WeightedPathDescriptor,"64.92387770248541,1.9673902334086488,24.240062215911337,10.434772003627153,11.255262649567488"
FractionalPSADescriptor,0.27166280827349
WienerNumbersDescriptor,"3612.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.846056457861876,9.568548202259075,12.61045478712886,3.0838026356755304,3.903705989127297,4.302132443901013"
FractionalCSP3Descriptor,0.5833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,7,0,0,3,2,0,0,4,3,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"29.231833910034602,13.347222222222221,8.0"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,3705.09
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.5833333333333334
AutocorrelationDescriptorMass,"39.039841486312355,37.40551852945109,54.39485810510733,61.72491414755984,61.34330378827254"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"0.7577579749912592,-0.4215452234943158,0.19404494838691366,-0.19531766222363367,0.16012059610814736"
EccentricConnectivityIndexDescriptor,949
AutocorrelationDescriptorPolarizability,"2134.488552733316,2455.5756814458978,3385.5017349893565,3614.8824834668453,3317.8769186536692"
