DLiP-ID,C001OY
DLiP-Mol-ID,32694
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H6N2O2/c12-9(13)7-4-3-6-2-1-5-10-8(6)11-7/h1-5H,(H,12,13)"
Standard Inchi Key(RDKit),SNLMOXFUCILIPL-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1ccc2cccnc2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),174.159
MW Monoisotopic(RDKit),174.042927432
MolLogP(RDKit),1.328
XLogP(SDF),
XLogP(CDK),0.788
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),63.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.70784107946393
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1255.4143018603352
qed,0.7078410794639297
Chi0,9.259148545064338
Chi1,6.270856947829096
TPSA,63.08
Chi0n,6.636640422911867
Chi0v,6.636640422911867
Chi1n,3.722775629763448
Chi1v,3.722775629763448
Chi2n,2.55176570644435
Chi2v,2.55176570644435
Chi3n,1.6831015574196466
Chi3v,1.6831015574196466
Chi4n,1.0721000398693334
Chi4v,1.0721000398693334
MolMR,46.49730000000002
MolWt,174.159
fr_SH,0
Kappa1,7.667364748284457
Kappa2,2.819987204370443
Kappa3,1.3326098814207257
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,467.8762845243794
MolLogP,1.3279999999999998
NOCount,4
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,2.6860346638769905
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,36.156239840307975
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,73.87306157976157
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,14.76249422596624
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,24.26546827384644
PEOE_VSA8,11.583067786077873
PEOE_VSA9,0.0
RingCount,2
SMR_VSA10,17.00270672318437
fr_Al_COO,0
fr_Ar_COO,1
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,174.042927432
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,11.341105215616189
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,21.04378972468697
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.488465178920283
SlogP_VSA6,30.462311845459517
SlogP_VSA7,0.0
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
