DLiP-ID,T003SY
DLiP-Mol-ID,20790
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H17NO3/c1-5-18-14-7-12(10(3)17)6-13(8-14)15-9(2)16-19-11(15)4/h6-8H,5H2,1-4H3"
Standard Inchi Key(RDKit),MFVHCTKKQRFPQC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOc1cc(C(C)=O)cc(-c2c(C)noc2C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),259.305
MW Monoisotopic(RDKit),259.120843404
MolLogP(RDKit),3.55974
XLogP(SDF),
XLogP(CDK),3.234
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),52.33
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.787655766770948
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4/NUT
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,20861.700988975186
qed,0.7876557667709477
Chi0,13.991199352633217
Chi1,9.024075805453153
TPSA,52.33
Chi0n,11.611116055646972
Chi0v,11.611116055646972
Chi1n,6.246386142631068
Chi1v,6.246386142631068
Chi2n,4.434434751525399
Chi2v,4.434434751525399
Chi3n,2.9461021948463295
Chi3v,2.9461021948463295
Chi4n,2.091778935724134
Chi4v,2.091778935724134
MolMR,72.58650000000002
MolWt,259.30499999999995
fr_SH,0
Kappa1,13.334443369432915
Kappa2,5.2622337174460725
Kappa3,2.673174615605503
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,594.3484021714896
MolLogP,3.5597400000000023
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.591967421559038
SMR_VSA1,14.054495074845217
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,27.694948798762496
SMR_VSA6,6.606881964512918
SMR_VSA7,35.21672811080473
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,111.91855089228395
NHOHCount,0
PEOE_VSA1,9.259957890773396
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,51.45750149584432
PEOE_VSA8,11.126902983393991
PEOE_VSA9,12.300809959361379
RingCount,2
SMR_VSA10,5.783244946364939
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,259.120843404
NumHDonors,0
PEOE_VSA10,11.509759252158346
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,17.5467901680033
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,35.65963848887297
SlogP_VSA6,22.72219614235818
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
