DLiP-ID,T004F0
DLiP-Mol-ID,18122
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H46N4O5/c1-17(2)27-9-7-6-8-20(29-23(34)35-24(3,4)5)22(33)30-26-13-18-10-19(14-26)12-25(11-18,16-26)28-15-21(31)32/h17-20,27-28H,6-16H2,1-5H3,(H,29,34)(H,30,33)(H,31,32)"
Standard Inchi Key(RDKit),NXGLEBXBWYBWMR-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)NCCCCC(NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(NCC(=O)O)(C3)C1)C2
SMILES(SDF),
MW(SDF),
MW(RDKit),494.677
MW Monoisotopic(RDKit),494.346820572
MolLogP(RDKit),2.9298
XLogP(SDF),
XLogP(CDK),3.278
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),128.79
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),12
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),35
QED Weighted(RDKit),0.263882059731448
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,22039237.501382876
qed,0.26388205973144807
Chi0,25.855160383312136
Chi1,16.286643239840767
TPSA,128.79
Chi0n,22.16778242716593
Chi0v,22.16778242716593
Chi1n,13.304672014659827
Chi1v,13.304672014659827
Chi2n,12.561651231224577
Chi2v,12.561651231224577
Chi3n,7.543689159755049
Chi3v,7.543689159755049
Chi4n,6.8100006234048776
Chi4v,6.8100006234048776
MolMR,134.07260000000002
MolWt,494.67700000000036
fr_SH,0
Kappa1,27.71319434731021
Kappa2,11.030351066702675
Kappa3,8.067269792051254
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,764.1940574426417
MolLogP,2.929800000000002
NOCount,9
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.6629603102657617
SMR_VSA1,24.227001900856216
SMR_VSA2,0.0
SMR_VSA3,21.267154416025324
SMR_VSA4,11.835812092322787
SMR_VSA5,121.16866357883353
SMR_VSA6,13.08951281182515
SMR_VSA7,0.0
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
