DLiP-ID,C001EW
AATSC4i,-0.09729264407040884
AATSC4m,-1.6890946476190458
AATSC4p,-0.012997041992673155
AATSC4s,0.029849108367626893
AATSC4v,-2.6267875015917697
AATSC5Z,-0.7281140911025965
AATSC5c,-0.005351612097031163
AATSC5d,-0.18718177948063003
AATSC5i,-0.1349045627201135
AATSC5m,-3.385523276819921
AATSC5p,-0.008887813829095481
AATSC5s,-0.1789787616479827
AATSC5v,-2.4618333536072003
AATSC6Z,-0.7452863792754502
AATSC6c,0.004947157118362039
AATSC6d,-0.19835256021048372
AATSC6i,-0.28075790230518854
AATSC6m,-3.7965511238615637
AATSC6p,-0.06152320090517181
AATSC6s,0.2949597472396502
AATSC6v,-12.429574856939235
AATSC7Z,-1.5345061728395062
AATSC7c,0.00024423339475726643
AATSC7d,-0.07765432098765436
AATSC7i,0.12201166850235505
AATSC7m,-7.341038486111112
AATSC7p,-0.01673575589871007
AATSC7s,-0.22841220850480112
AATSC7v,-7.650640855221021
AATSC8Z,0.20705467372133987
AATSC8c,-0.0007272177556847271
AATSC8d,-0.032733686067019416
AATSC8i,-0.11197432434795225
AATSC8m,1.0185098634920609
AATSC8p,0.002062850067571297
AATSC8s,0.0270037233000196
AATSC8v,1.2413545435129083
ATS0are,285.15449999999987
ATS1are,312.6079000000001
ATS2are,492.67979999999994
ATS3are,603.4178999999999
ATS4are,679.6027
ATS5are,745.9278999999999
ATS6are,779.1197999999997
ATS7are,750.7110000000001
ATS8are,617.7680000000003
ATSC0dv,179.64444444444447
ATSC0pe,4.8014577777777765
ATSC0se,3.009667911111111
ATSC1dv,68.57925925925929
ATSC1pe,-0.22960829629629864
ATSC1se,-0.2179763496296288
ATSC2dv,61.452839506172865
ATSC2pe,0.5317455802469104
ATSC2se,-0.013688736790122924
ATSC3dv,21.11259259259262
ATSC3pe,0.5214050370370324
ATSC3se,0.26660649481481624
ATSC4dv,-46.903703703703684
ATSC4pe,-0.826141481481485
ATSC4se,-0.6440967703703682
ATSC5dv,-84.03901234567897
ATSC5pe,-2.265871160493831
ATSC5se,-1.4988581708641953
ATSC6dv,-68.7027160493827
ATSC6pe,1.9015500246913566
ATSC6se,1.6478690409876553
ATSC7dv,-87.96296296296296
ATSC7pe,-1.0620496296296278
ATSC7se,0.15936672592592674
ATSC8dv,-33.28148148148148
ATSC8pe,-0.2845703703703656
ATSC8se,-0.3834904592592617
AXp-0dv,0.5478738818096531
AXp-1dv,0.27648373202966814
AXp-2dv,0.13881460070519425
AXp-3dv,0.06999014207311059
AXp-4dv,0.03568736197662434
AXp-5dv,0.018450073596936938
AXp-6dv,0.008969895396009684
AXp-7dv,0.004545614262224831
BertzCT,1239.6138554118506
ECIndex,546
ETA_eta,20.136045814246224
GATS1dv,0.4362784512617515
GATS1pe,0.8324624558467428
GATS1se,0.9233155446843834
GATS2dv,0.7204707711882377
GATS2pe,0.7948419368932397
GATS2se,0.9124488419010214
GATS3dv,0.895436625113725
GATS3pe,0.8782794102436273
GATS3se,0.9305653693030982
GATS4dv,1.074185339647982
GATS4pe,1.046048581012962
GATS4se,1.1163986460260118
GATS5dv,1.1528519510655357
GATS5pe,1.1850718421659427
GATS5se,1.2367209340949155
GATS6dv,1.0951505098109195
GATS6pe,0.8320918944349747
GATS6se,0.7860586216512726
GATS7dv,1.1797377535873328
GATS7pe,1.1896591822113278
GATS7se,1.0935491546590417
GATS8dv,1.0893475648547393
GATS8pe,0.9630499784721462
GATS8se,0.9225038288040114
LogEE_A,4.276369200038382
LogEE_D,134.37312871330727
MATS1dv,0.35789058634339443
MATS1pe,-0.044831754800394426
MATS1se,-0.06789879608422776
MATS2dv,0.19991710417242337
MATS2pe,0.06472209450193878
MATS2se,-0.0026580710388600277
MATS3dv,0.05686661026958873
MATS3pe,0.05254503351550775
MATS3se,0.04286291593038415
MATS4dv,-0.11189651516222515
MATS4pe,-0.07374023709201578
MATS4se,-0.09171824971013594
MATS5dv,-0.18147703424388734
MATS5pe,-0.18306976422103258
MATS5se,-0.1931952686938212
MATS6dv,-0.14106289695897983
MATS6pe,0.14607884417859243
MATS6se,0.20195601835715063
MATS7dv,-0.18361887679366648
MATS7pe,-0.08294743587132786
MATS7se,0.019856849322674727
MATS8dv,-0.07939845903725169
MATS8pe,-0.025400354601300558
MATS8se,-0.05460836837230293
MAXaaCH,1.9140236401672188
MAXaaaC,0.6510704837490553
MAXaasC,0.8176128012933571
MAXaasN,1.6834332482993197
MAXsCH3,1.8348391439909297
MAXsNH2,6.124578058075082
MDEC-11,0.12499999999999997
MDEC-12,2.7787033545367117
MDEC-13,4.818388237104975
MDEC-22,8.213247344633341
MDEC-23,20.971290250886334
MDEC-33,17.467443053613565
MDEN-11,0.25
MDEN-12,1.0162654963092295
MDEN-13,0.40824829046386313
MDEN-22,0.33333333333333337
MDEN-23,1.4142135623730951
MDEO-12,0.33333333333333337
MINaaCH,1.6457081968589904
MINaaaC,0.5114999055177627
MINaasC,-0.06920267489711907
MINaasN,1.6834332482993197
MINsCH3,1.4714488063744016
MINsNH2,6.124578058075082
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2142857142857144
SM1_Dzi,1.4725162990448415
SM1_Dzm,1.2110320506083252
SM1_Dzp,-4.755497619587395
SM1_Dzv,-2.3946120973331952
SddssSe,0
SpAD_Dt,590.63378229132
SpAbs_A,36.65000411326224
SpAbs_D,268.7462574266144
SpMAD_A,1.3089287183307943
SpMAD_D,9.59808062237909
SpMax_A,2.572878683986364
SpMax_D,134.37312871330727
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,109.98
TpiPC10,9.839795339845182
VAdjMat,5.954196310386875
VE1_DzZ,5.202976659325769
VE1_Dzi,5.198880895296299
VE1_Dzm,5.202961129714938
VE1_Dzp,5.165206287966949
VE1_Dzv,5.187876427018443
VE2_DzZ,0.18582059497592032
VE2_Dzi,0.18567431768915355
VE2_Dzm,0.18582004034696206
VE2_Dzp,0.18447165314167677
VE2_Dzv,0.18528130096494438
VE3_DzZ,2.678850313476143
VE3_Dzi,2.678062807164
VE3_Dzm,2.678847328716644
VE3_Dzp,2.6715644585422145
VE3_Dzv,2.6759438643498368
VR1_DzZ,179.9235742666483
VR1_Dzi,180.34312763770959
VR1_Dzm,179.9257801374227
VR1_Dzp,184.03634681581383
VR1_Dzv,181.85153291915944
VR2_DzZ,6.425841938094583
VR2_Dzi,6.440825987061056
VR2_Dzm,6.425920719193668
VR2_Dzp,6.572726671993351
VR2_Dzv,6.494697604255694
VR3_DzZ,6.222151590501104
VR3_Dzi,6.224480718108572
VR3_Dzm,6.2221638504690455
VR3_Dzp,6.244752692324738
VR3_Dzv,6.232810018158828
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025
Xch-6dv,0.13128704091808624
Xch-7dv,0.1683681870032739
Xpc-4dv,1.66970323188037
Xpc-5dv,2.4754705208995946
Xpc-6dv,3.483664595176308
Zagreb1,152.0
Zagreb2,187.0
fragCpx,205.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,0
nBondsM,23
nBondsO,31
nBondsS,25
nBondsT,1
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,2
AATS0are,6.336766666666664
AATS1are,6.512664583333335
AATS2are,6.39843896103896
AATS3are,6.488364516129032
AATS4are,6.472406666666667
AATS5are,6.430412931034482
AATS6are,6.3862278688524565
AATS7are,6.255925000000001
AATS8are,5.8835047619047645
AATSC0dv,3.9920987654320994
AATSC0pe,0.10669906172839504
AATSC0se,0.06688150913580246
AATSC1dv,1.428734567901235
AATSC1pe,-0.004783506172839555
AATSC1se,-0.004541173950617267
AATSC2dv,0.7980888247554917
AATSC2pe,0.006905786756453382
AATSC2se,-0.00017777580246912888
AATSC3dv,0.22701712465153354
AATSC3pe,0.005606505774591747
AATSC3se,0.002866736503385121
AATSC4dv,-0.4467019400352732
AATSC4pe,-0.007868014109347477
AATSC4se,-0.006134254955908268
AATSC5dv,-0.7244742443593014
AATSC5pe,-0.019533372073222678
AATSC5se,-0.012921191128139614
AATSC6dv,-0.5631370167982188
AATSC6pe,0.015586475612224234
AATSC6se,0.01350712328678406
AATSC7dv,-0.7330246913580247
AATSC7pe,-0.008850413580246899
AATSC7se,0.0013280560493827227
AATSC8dv,-0.3169664902998236
AATSC8pe,-0.0027101940035272913
AATSC8se,-0.0036522900881834444
AETA_eta,0.7191444933659366
ATSC0are,5.15311111111111
ATSC1are,-0.28689629629629876
ATSC2are,0.40673209876542893
ATSC3are,0.4192148148148105
ATSC4are,-0.915003703703708
ATSC5are,-2.541241975308645
ATSC6are,2.455120987654317
ATSC7are,-0.6322962962962955
ATSC8are,-0.4384814814814757
BCUTZ-1h,8.011563852580096
BCUTZ-1l,5.672258899184399
BCUTc-1h,0.4410967922646508
BCUTc-1l,-0.5243348226759075
BCUTd-1h,3.3269571407894265
BCUTd-1l,0.9113312279054633
BCUTi-1h,14.692623956613785
BCUTi-1l,10.935285391410059
BCUTm-1h,16.005034047494192
BCUTm-1l,11.685437318415099
BCUTp-1h,2.017066699912977
BCUTp-1l,0.7759484249757411
BCUTs-1h,6.027326839616309
BCUTs-1l,1.355025211901497
BCUTv-1h,20.91643420551999
BCUTv-1l,14.706004452913945
BalabanJ,1.6150667510271761
Diameter,12
ETA_beta,42.5
GATS1are,0.8661361529173314
GATS2are,0.8288363324975512
GATS3are,0.9154407192509239
GATS4are,1.0736877706794474
GATS5are,1.215853719287236
GATS6are,0.815954639318105
GATS7are,1.1592763810427356
GATS8are,0.9403565730056735
HybRatio,0.1
Lipinski,True
LogEE_Dt,295.31689114566
MATS1are,-0.0521947367286218
MATS2are,0.04612758624358917
MATS3are,0.03936376952921187
MATS4are,-0.07609858122385652
MATS5are,-0.19130707782078626
MATS6are,0.175734113616617
MATS7are,-0.04601319591185471
MATS8are,-0.03646741373680824
NsssssAs,0
RotRatio,0.0967741935483871
SM1_Dzpe,1.3233629130966953
SM1_Dzse,1.1983045659983018
SMR_VSA1,9.843390348640755
SMR_VSA2,5.261891554738487
SMR_VSA3,14.76446326439343
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,12.84346501843972
SMR_VSA7,59.788316034238335
SMR_VSA8,0.0
SMR_VSA9,34.38253423743764
SpAD_DzZ,191.28894083200706
SpAD_Dzi,188.22162318851588
SpAD_Dzm,191.32220753110778
SpAD_Dzp,253.05141027639655
SpAD_Dzv,228.7316889145814
SpAbs_Dt,590.63378229132
SpDiam_A,5.069544447882528
SpDiam_D,188.42140569803826
SpMAD_Dt,21.09406365326143
SpMax_Dt,295.31689114566
SsssssAs,0
VE1_Dzpe,5.202912885503998
VE1_Dzse,5.202976850796708
VE2_Dzpe,0.1858183173394285
VE2_Dzse,0.18582060181416815
VE3_Dzpe,2.6788380562209615
VE3_Dzse,2.678850350276411
VMcGowan,273.35000000000025
VR1_Dzpe,179.91728126551664
VR1_Dzse,179.92552273042506
VR2_Dzpe,6.425617188054166
VR2_Dzse,6.425911526086609
VR3_Dzpe,6.222116613921677
VR3_Dzse,6.222162419839251
mZagreb1,9.222222222222221
mZagreb2,6.277777777777777
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,37
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11451358024691355
AATSC1are,-0.005977006172839558
AATSC2are,0.005282235048901674
AATSC3are,0.0045076861808044134
AATSC4are,-0.008714320987654362
AATSC5are,-0.021907258407833145
AATSC6are,0.020123942521756696
AATSC7are,-0.005269135802469129
AATSC8are,-0.0041760141093473875
AETA_beta,1.5178571428571428
BCUTdv-1h,6.007480921609901
BCUTdv-1l,0.9955240416288605
BCUTpe-1h,3.4661417349130708
BCUTpe-1l,2.218327979242441
BCUTse-1h,3.679589959594304
BCUTse-1l,2.4137840009018072
ETA_alpha,13.16666666666667
ETA_dBeta,6.5
ETA_eta_B,0.35213295445915804
ETA_eta_F,34.15713165608672
ETA_eta_L,5.029941388484154
ETA_eta_R,54.29317747033294
ETA_psi_1,0.5691642651296834
LabuteASA,160.78921320464173
LogEE_DzZ,95.68783776294231
LogEE_Dzi,94.14172391416488
LogEE_Dzm,95.70435491021847
LogEE_Dzp,125.67585607772651
LogEE_Dzv,113.9382351541955
PEOE_VSA1,15.57705782580294
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,10.360573363039524
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,25.122838405075452
PEOE_VSA8,11.126902983393991
PEOE_VSA9,23.877336025274353
SM1_Dzare,1.4997673336435549
SpAD_Dzpe,190.11319438249802
SpAD_Dzse,191.46055236652842
SpAbs_DzZ,190.22109156870476
SpAbs_Dzi,186.95946636076314
SpAbs_Dzm,190.25713195125883
SpAbs_Dzp,256.1072097750405
SpAbs_Dzv,230.2710824057242
SpDiam_Dt,407.6356177885416
SpMAD_DzZ,6.831747886857395
SpMAD_Dzi,6.722200828161282
SpMAD_Dzm,6.832935983253849
SpMAD_Dzp,9.037550367014163
SpMAD_Dzv,8.16898888980648
SpMax_DzZ,95.68783776294231
SpMax_Dzi,94.14172391416488
SpMax_Dzm,95.70435491021847
SpMax_Dzp,125.67585607772651
SpMax_Dzv,113.9382351541955
VE1_Dzare,5.203265890279374
VE2_Dzare,0.18583092465283477
VE3_Dzare,2.678905901446979
VR1_Dzare,179.8531291588748
VR2_Dzare,6.4233260413883855
VR3_Dzare,6.221759985886336
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47023809523809534
AETA_dBeta,0.23214285714285715
AETA_eta_B,0.01257617694496993
AETA_eta_F,1.2198975591459542
AETA_eta_L,0.1796407638744341
AETA_eta_R,1.9390420525118908
BCUTare-1h,3.5231698054373584
BCUTare-1l,2.169284837774519
ETA_beta_s,18.0
ETA_dPsi_A,0.14483573487031653
ETA_dPsi_B,0.0
ETA_eta_BR,0.696132954459158
ETA_eta_FL,8.532139219429784
ETA_eta_RL,13.562080607913938
LogEE_Dzpe,95.10386015243103
LogEE_Dzse,95.773072774907
PEOE_VSA10,17.4505355823243
PEOE_VSA11,17.14620088733554
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,10.470530430962235
SlogP_VSA2,26.980788200511668
SlogP_VSA3,0.0
SlogP_VSA4,18.254850067221383
SlogP_VSA5,11.257379486545457
SlogP_VSA6,48.53093654769288
SlogP_VSA7,0.0
SlogP_VSA8,27.847690693310078
SlogP_VSA9,0.0
SpAD_Dzare,188.26616550355865
SpAbs_Dzpe,188.95786242359438
SpAbs_Dzse,190.40576036519522
SpDiam_DzZ,134.86648291931226
SpDiam_Dzi,132.76622893250482
SpDiam_Dzm,134.8868621623732
SpDiam_Dzp,173.03539758870127
SpDiam_Dzv,158.38254871556433
SpMAD_Dzpe,6.7897569422320725
SpMAD_Dzse,6.837876870233158
SpMax_Dzpe,95.10386015243103
SpMax_Dzse,95.773072774907
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,28
AETA_beta_s,0.6428571428571429
AETA_eta_BR,0.024861891230684215
AETA_eta_FL,0.304719257836778
AETA_eta_RL,0.48436002171121206
DetourIndex,4064
EState_VSA1,0.0
EState_VSA2,17.130826102815927
EState_VSA3,33.60374424675888
EState_VSA4,5.687386274683562
EState_VSA5,7.109797541277533
EState_VSA6,22.880904140530017
EState_VSA7,37.255572541998674
EState_VSA8,16.15188164204052
EState_VSA9,10.470530430962235
ETA_beta_ns,24.5
ETA_shape_p,0.16202531645569615
ETA_shape_x,0.0
ETA_shape_y,0.4101265822784809
GhoseFilter,True
LogEE_Dzare,94.18664587083802
SlogP_VSA10,5.817862777835028
SlogP_VSA11,11.49902366656781
SpAbs_Dzare,186.969623018704
SpDiam_Dzpe,134.11838367396177
SpDiam_Dzse,134.97558020141253
SpMAD_Dzare,6.723791625127094
SpMax_Dzare,94.18664587083802
TopoPSA(NO),109.98
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6834332482993197
VSA_EState9,64.98323341836733
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.875
EState_VSA10,10.368418949579192
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029761904761904656
FilterItLogS,-5.149086821139548
SpDiam_Dzare,132.9702074255369
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6274074074074074
ETA_epsilon_2,0.8261904761904758
ETA_epsilon_3,0.4435897435897435
ETA_epsilon_4,0.5415300546448087
ETA_epsilon_5,0.7752688172043007
AETA_beta_ns_d,0.05357142857142857
ETA_dEpsilon_A,0.1838176638176639
ETA_dEpsilon_B,0.08587735276259867
ETA_dEpsilon_C,-0.09794031105506523
ETA_dEpsilon_D,0.05092165898617507
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.75
MDEDescriptor,"0.12499999999999997,2.7787033545367117,4.818388237104975,0.0,8.213247344633341,20.971290250886334,0.0,17.467443053613565,0.0,0.0,0.0,0.33333333333333337,0.0,0.25,1.0162654963092295,0.4082482904638629,0.33333333333333337,1.4142135623730951,0.0"
APolDescriptor,55.399480999999994
BCUTDescriptor,"11.99614620324374,15.998269170409984,-0.3819085354910053,0.15674121558578102,4.877013743555806,12.286002428266102"
BPolDescriptor,23.800518999999998
TPSADescriptor,109.98
ALOGPDescriptor,"3.646300000000001,13.295503690000007,108.5993"
XLogPDescriptor,3.9910000000000014
VAdjMaDescriptor,5.954196310386876
WeightDescriptor,371.13822491999997
ChiPathDescriptor,"19.836134335324456,13.56208060791394,12.000778018487646,10.9358189837658,9.726078388036148,8.031126528129857,5.892813982497448,4.283169583258243,15.340468690670289,8.57099569291971,6.246657031733741,4.6193493768253,3.3546120258026897,2.324709273214053,1.3275445186094341,0.7954824958893462"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4403091935352914,0.7555864283783068,0.0,0.0,0.025,0.13128704091808624,0.1683681870032739"
AtomCountDescriptor,45
BondCountDescriptor,31
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.7637412200282803,0.0,0.6463016678180766,0.0,0.7253847687468498,0.0,0.1630410703208522,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,12,4,1,0,0,0"
ZagrebIndexDescriptor,152.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"57.476476839252996,2.052731315687607,20.232041951255184,5.3567657321003335,14.875276219154852"
FractionalPSADescriptor,0.29633164307908877
WienerNumbersDescriptor,"1813.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.08789901164754,9.202143391591981,14.158540666816977,1.66970323188037,2.475470520899595,3.160541227146472"
FractionalCSP3Descriptor,0.09523809523809523
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,8,2,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,26
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.240374609781476,9.013333333333334,3.879706152433425"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1548.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.1
AutocorrelationDescriptorMass,"31.348839577464297,33.5195297649373,49.04251170924854,57.620002086547785,59.731403697511915"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.48241937582947275,-0.18246073178557282,-0.06624527100815335,0.042351845153527246,0.07309943514098628"
EccentricConnectivityIndexDescriptor,546
AutocorrelationDescriptorPolarizability,"2087.7238449707793,2554.6178187666383,3825.777310457187,4228.955143689208,4137.567269301033"
