DLiP-ID,T006XK
SdS,0
Spe,50.870588235294115
SsF,0
SsI,0
Sse,52.629278951201755
StN,0
fMF,0.23076923076923078
nBr,0
nCl,0
AMID,1.9903784249926548
BIC0,0.2711248925977004
BIC1,0.6228285396270806
BIC2,0.812833261173326
BIC3,0.9097267874946966
BIC4,0.9161863559161213
BIC5,0.9161863559161213
CIC0,4.086108882981826
CIC1,1.991996325489883
CIC2,0.8606709135031432
CIC3,0.28374783658006475
CIC4,0.24528629811852642
CIC5,0.24528629811852642
GGI1,6.5
GGI2,2.4444444444444455
GGI3,1.625
GGI4,1.4044444444444446
GGI5,0.8194444444444444
GGI6,0.5853061224489796
GGI7,0.4045138888888889
GGI8,0.25018896447467875
GGI9,0.22125000000000006
JGI1,0.2241379310344827
JGI2,0.06432748538011698
JGI3,0.042763157894736836
JGI4,0.036959064327485386
JGI5,0.02101139601139601
JGI6,0.018290816326530613
JGI7,0.014981995884773659
JGI8,0.010424540186444946
JGI9,0.009619565217391308
MIC0,15.428331994461548
MIC1,32.339985491182276
MIC2,39.85283301694439
MIC3,41.857333016944395
MIC4,41.89610224771362
MIC5,41.89610224771362
MPC2,38
MPC3,44
MPC4,54
MPC5,66
MPC6,64
MPC7,72
MPC8,81
MPC9,86
Mare,0.9929230769230771
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.15281469376591342
RPCG,0.10388291016850497
SIC0,0.2831940894001239
SIC1,0.6505539179459174
SIC2,0.8490167502755722
SIC3,0.9502235177267001
SIC4,0.9569706355567752
SIC5,0.9569706355567752
SaaN,0
SaaO,0
SaaS,0
Sare,51.63200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.162647929131001
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,83.94520342828181
TIC1,192.83905641786285
TIC2,251.66797784117333
TIC3,281.6679778411734
TIC4,283.6679778411734
TIC5,283.6679778411734
Vabc,363.38306519656965
WPol,38
apol,57.01103199999998
bpol,27.820967999999993
nRot,8
ABCGG,16.330440514510045
ATS0Z,1196.0
ATS0d,158.0
ATS0i,8560.676164831977
ATS0m,4718.3241560000015
ATS0p,73.86152571637598
ATS0s,305.72222222222223
ATS0v,11055.167702073084
ATS1Z,1285.0
ATS1d,192.0
ATS1i,7970.87579444985
ATS1m,4847.7265290000005
ATS1p,92.66248706600001
ATS1s,186.66666666666669
ATS1v,13663.398507513528
ATS2Z,1824.0
ATS2d,292.0
ATS2i,13579.927511487142
ATS2m,6766.362473999999
ATS2p,135.24376363394302
ATS2s,337.0833333333333
ATS2v,19063.716797509504
ATS3Z,1928.0
ATS3d,335.0
ATS3i,19104.47326100893
ATS3m,6873.256925999999
ATS3p,156.93008971013094
ATS3s,373.02777777777777
ATS3v,21521.044303201386
ATS4Z,1947.0
ATS4d,326.0
ATS4i,19997.022947094578
ATS4m,6945.109861999999
ATS4p,155.157022535225
ATS4s,400.75000000000006
ATS4v,21343.35378976775
ATS5Z,2031.0
ATS5d,310.0
ATS5i,19470.907261842378
ATS5m,7341.083502999999
ATS5p,148.700057352376
ATS5s,515.8333333333333
ATS5v,20768.16273047492
ATS6Z,1710.0
ATS6d,282.0
ATS6i,18199.23948443048
ATS6m,5995.6725559999995
ATS6p,136.41412780013098
ATS6s,399.6111111111111
ATS6v,18782.887969144143
ATS7Z,1437.0
ATS7d,250.0
ATS7i,16064.798354838429
ATS7m,5026.570323
ATS7p,122.84985220898001
ATS7s,315.0555555555556
ATS7v,16429.99527417846
ATS8Z,1275.0
ATS8d,229.0
ATS8i,14783.34491034713
ATS8m,4460.179947999999
ATS8p,111.81246023582898
ATS8s,263.86111111111114
ATS8v,14748.835413516847
C1SP1,0
C1SP2,1
C1SP3,2
C2SP1,0
C2SP2,9
C2SP3,3
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.25
GGI10,0.14457708397102337
JGI10,0.006571685635046515
JGT10,0.449087637898405
Kier1,24.271105826397147
Kier2,12.6398891966759
Kier3,8.729338842975206
MAXdO,11.78890512993993
MID_C,41.216144980724565
MID_N,7.642640159506314
MID_O,6.8718107595634645
MID_X,0.0
MID_h,14.514450919069779
MINdO,10.923376585075761
MPC10,87
MWC01,29.0
MWC02,4.90527477843843
MWC03,5.700443573390687
MWC04,6.543911845564792
MWC05,7.364547014255642
MWC06,8.212025804623437
MWC07,9.043931533642278
MWC08,9.893689710056018
MWC09,10.731842844242117
MWC10,11.583449164142351
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5491
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.351858133476067
SRW05,0.0
SRW06,6.80128303447162
SRW07,0.0
SRW08,8.333991247194975
SRW09,0.0
SRW10,9.91338837721339
SaaCH,14.716168971942952
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.2415656124936088
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-2.2821094641421764
SdssS,0
SsCH3,1.9793543159163292
SsNH2,5.01255274512856
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,7.74646018507649
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.370526437019268
VE1_D,5.197778268139847
VE2_A,0.1560902298935453
VE2_D,0.18563493814785167
VE3_A,2.504502885170327
VE3_D,2.677850695341682
VR1_A,338.224449083624
VR1_D,166.94998366451838
VR2_A,12.079444610129428
VR2_D,5.962499416589942
VR3_A,6.85332914282344
VR3_D,6.147313685724266
WPath,2447
Xc-3d,1.9385050488558722
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,20.518297090128673
Xp-1d,13.384249150759292
Xp-2d,11.925967040154902
Xp-3d,8.52067319310234
Xp-4d,6.783816775633782
Xp-5d,5.62276792814449
Xp-6d,3.365116939771553
Xp-7d,2.458210172510395
ZMIC0,93.0586212576288
ZMIC1,49.81519124720965
ZMIC2,28.751428623578743
ZMIC3,23.458309143933647
ZMIC4,23.31598453938976
ZMIC5,23.31598453938976
nAcid,1
nAtom,52
nBase,0
nRing,2
piPC1,3.6635616461296463
piPC2,4.1588830833596715
piPC3,4.5591262474866845
piPC4,5.075173815233827
piPC5,5.620853661740282
piPC6,5.79434656107127
piPC7,6.208086881431926
piPC8,6.581418999548815
piPC9,6.874440839405172
AATS0Z,23.0
AATS0d,3.0384615384615383
AATS0i,164.62838778523033
AATS0m,90.73700300000003
AATS0p,1.4204139560841536
AATS0s,5.879273504273504
AATS0v,212.59937888602084
AATS1Z,24.245283018867923
AATS1d,3.6226415094339623
AATS1i,150.39388291414812
AATS1m,91.46653828301888
AATS1p,1.748348812566038
AATS1s,3.5220125786163528
AATS1v,257.7999718398779
AATS2Z,20.727272727272727
AATS2d,3.3181818181818183
AATS2i,154.31735808508117
AATS2m,76.89048265909089
AATS2p,1.536860950385716
AATS2s,3.830492424242424
AATS2v,216.63314542624437
AATS3Z,16.201680672268907
AATS3d,2.8151260504201683
AATS3i,160.54179210931875
AATS3m,57.7584615630252
AATS3p,1.3187402496649658
AATS3s,3.13468720821662
AATS3v,180.8491117916083
AATS4Z,15.701612903225806
AATS4d,2.629032258064516
AATS4i,161.2663140894724
AATS4m,56.0089505
AATS4p,1.2512663107679436
AATS4s,3.231854838709678
AATS4v,172.12382088522378
AATS5Z,16.925
AATS5d,2.5833333333333335
AATS5i,162.25756051535316
AATS5m,61.17569585833333
AATS5p,1.2391671446031334
AATS5s,4.298611111111111
AATS5v,173.06802275395768
AATS6Z,15.267857142857142
AATS6d,2.517857142857143
AATS6i,162.493209682415
AATS6m,53.53279067857142
AATS6p,1.2179832839297409
AATS6s,3.567956349206349
AATS6v,167.70435686735843
AATS7Z,14.37
AATS7d,2.5
AATS7i,160.6479835483843
AATS7m,50.26570323
AATS7p,1.2284985220898001
AATS7s,3.150555555555556
AATS7v,164.29995274178458
AATS8Z,13.858695652173912
AATS8d,2.489130434782609
AATS8i,160.68853163420795
AATS8m,48.480216826086945
AATS8p,1.215352828650315
AATS8s,2.868055555555556
AATS8v,160.3134284077918
AMID_C,1.47200517788302
AMID_N,0.27295143426808266
AMID_O,0.24542181284155232
AMID_X,0.0
AMID_h,0.518373247109635
ATS0dv,396.0
ATS0pe,330.5107999999999
ATS0se,406.2668639999999
ATS1dv,368.0
ATS1pe,348.385
ATS1se,416.24267599999996
ATS2dv,488.0
ATS2pe,562.8552
ATS2se,681.9033359999999
ATS3dv,458.0
ATS3pe,742.4012000000001
ATS3se,916.4242879999998
ATS4dv,486.0
ATS4pe,768.2219999999999
ATS4se,952.6604960000001
ATS5dv,529.0
ATS5pe,757.7019000000001
ATS5se,935.2721720000001
ATS6dv,394.0
ATS6pe,704.3085000000002
ATS6se,872.728192
ATS7dv,324.0
ATS7pe,609.9074999999999
ATS7se,759.8199960000001
ATS8dv,288.0
ATS8pe,552.3584999999999
ATS8se,690.495928
ATSC0Z,395.69230769230774
ATSC0c,1.4796875873242061
ATSC0d,28.692307692307693
ATSC0i,77.3800973861716
ATSC0m,1876.1888079999999
ATSC0p,11.356568606663998
ATSC0s,121.0299145299145
ATSC0v,2509.041043630266
ATSC1Z,-9.917159763313595
ATSC1c,-1.2508121419690987
ATSC1d,6.832840236686392
ATSC1i,2.8985060899770225
ATSC1m,-40.2071719999998
ATSC1p,0.9452942399560003
ATSC1s,-13.00591715976331
ATSC1v,167.20628541812667
ATSC2Z,28.136094674556215
ATSC2c,0.9244050890771605
ATSC2d,-3.2485207100591698
ATSC2i,11.07388988717279
ATSC2m,112.5072210000003
ATSC2p,-0.9172113294949998
ATSC2s,48.4472386587771
ATSC2v,-319.3515308781055
ATSC3Z,-77.29585798816566
ATSC3c,-0.2936797472731415
ATSC3d,1.7233727810650896
ATSC3i,13.670726967706244
ATSC3m,-359.2484369999999
ATSC3p,0.9701119550949998
ATSC3s,-28.83021038790269
ATSC3v,-71.18645688838293
ATSC4Z,-12.727810650887571
ATSC4c,-0.5327810195412143
ATSC4d,-2.727810650887573
ATSC4i,-9.721215041036567
ATSC4m,-51.470084999999976
ATSC4p,-0.02332168264899978
ATSC4s,-29.522189349112413
ATSC4v,84.63939053894305
ATSC5Z,56.786982248520694
ATSC5c,0.7699007733000659
ATSC5d,-1.8668639053254434
ATSC5i,-2.4821251594771336
ATSC5m,259.7058460000002
ATSC5p,-0.08705438789400001
ATSC5s,55.33481262327414
ATSC5v,86.75078323672159
ATSC6Z,-124.49112426035501
ATSC6c,-0.4219319161600248
ATSC6d,-0.8757396449704145
ATSC6i,-3.576362178198642
ATSC6m,-575.484599
ATSC6p,-0.2166641143590002
ATSC6s,-41.55802103879027
ATSC6v,-262.52576978903414
ATSC7Z,-52.56213017751478
ATSC7c,0.0336026152371272
ATSC7d,-1.2159763313609464
ATSC7i,-14.752865278830315
ATSC7m,-247.75113000000005
ATSC7p,-1.5999121755539996
ATSC7s,-17.02333990795529
ATSC7v,-331.1060080019412
ATSC8Z,-4.224852071005914
ATSC8c,0.01727173038816828
ATSC8d,-2.686390532544379
ATSC8i,-18.417965377410745
ATSC8m,-23.32708100000002
ATSC8p,-1.7895914314009993
ATSC8s,-6.798652202498354
ATSC8v,-240.06972961784743
AXp-0d,0.7327963246474526
AXp-1d,0.4615258327848032
AXp-2d,0.3138412378988132
AXp-3d,0.19365166347959864
AXp-4d,0.12562623658581076
AXp-5d,0.0851934534567347
AXp-6d,0.052579952183930516
AXp-7d,0.034141807951533265
GATS1Z,0.8535791836614923
GATS1c,1.8925895278980103
GATS1d,0.9558146593150892
GATS1i,1.2438186652547027
GATS1m,0.8565886685436044
GATS1p,1.032045922872715
GATS1s,0.7090416605319209
GATS1v,0.9491196883296596
GATS2Z,0.8238581136010178
GATS2c,0.5205081929340577
GATS2d,1.3129112844260298
GATS2i,1.083617801615166
GATS2m,0.8366674431328681
GATS2p,1.1305199189904345
GATS2s,0.38201174200962357
GATS2v,1.0974686475946958
GATS3Z,1.024605643190402
GATS3c,0.955415663235471
GATS3d,1.0231711987744159
GATS3i,0.9670479491417567
GATS3m,1.0253770798987274
GATS3p,0.9756318037254134
GATS3s,0.9253418715037305
GATS3v,1.0078413821882337
GATS4Z,0.973936123513771
GATS4c,1.0920321596157654
GATS4d,1.0607541295511547
GATS4i,1.0472051113959153
GATS4m,0.9733469307821804
GATS4p,1.0077748855704154
GATS4s,1.0112635841863615
GATS4v,0.9830224562458045
GATS5Z,0.9183271772939345
GATS5c,0.7815378029873566
GATS5d,1.0294571045576408
GATS5i,1.014396591003431
GATS5m,0.9197923217291145
GATS5p,0.9893351991983372
GATS5s,0.8601781805021012
GATS5v,0.9600773432726883
GATS6Z,1.1364011122528326
GATS6c,1.1194162021841685
GATS6d,0.9680917273075449
GATS6i,1.0021314268223593
GATS6m,1.130870104150958
GATS6p,0.9919621867750198
GATS6s,1.2729813534378833
GATS6v,1.0179792679163675
GATS7Z,1.0169265163297043
GATS7c,0.8129144719578325
GATS7d,0.9687265415549599
GATS7i,1.0749132510722001
GATS7m,1.0194917732155024
GATS7p,1.0957456079305667
GATS7s,0.9353541541612233
GATS7v,1.0846455952985024
GATS8Z,0.9393415291770909
GATS8c,0.6572155767019323
GATS8d,1.0433034153164706
GATS8i,1.1061670723306
GATS8m,0.9454602308369783
GATS8p,1.1175940033222396
GATS8s,0.7553603256455881
GATS8v,1.0866636704146435
MATS1Z,-0.02458992341324566
MATS1c,-0.8293723103365159
MATS1d,0.23364864181293948
MATS1i,0.03675127573999053
MATS1m,-0.021025893526813614
MATS1p,0.08166714187199488
MATS1s,-0.10543279771727493
MATS1v,0.06538412365181479
MATS2Z,0.042017178000848296
MATS2c,0.3691585815125437
MATS2d,-0.06690226663417007
MATS2i,0.08456518442203524
MATS2m,0.035434354686662416
MATS2p,-0.047724672095528206
MATS2s,0.23653585036481115
MATS2v,-0.07521109440225479
MATS3Z,-0.08536011605264188
MATS3c,-0.0867282032819657
MATS3d,0.026246423502376832
MATS3i,0.07720025234524361
MATS3m,-0.08367095551169829
MATS3p,0.03732768959136594
MATS3s,-0.10409058930941466
MATS3v,-0.012397839055934962
MATS4Z,-0.01348893794210605
MATS4c,-0.15099423718307514
MATS4d,-0.03986854622502809
MATS4i,-0.05268329587711924
MATS4m,-0.01150429482444092
MATS4p,-0.0008611809433327138
MATS4s,-0.10229101624122529
MATS4v,0.01414641584204163
MATS5Z,0.06218895800933123
MATS5c,0.2254689917574676
MATS5d,-0.02819481680071492
MATS5i,-0.013900054477044036
MATS5m,0.05998287563248987
MATS5p,-0.0033217399897768358
MATS5s,0.1981197697821404
MATS5v,0.014982619022786144
MATS6Z,-0.14607170628749164
MATS6c,-0.13239075785487098
MATS6d,-0.014170815779394871
MATS6i,-0.021458410166670393
MATS6m,-0.14241065556294635
MATS6p,-0.008857785884040873
MATS6s,-0.159421706255328
MATS6v,-0.04857910350025747
MATS7Z,-0.06907465007776047
MATS7c,0.011808816991500283
MATS7d,-0.022037533512064337
MATS7i,-0.09914035009165957
MATS7m,-0.06866611028200954
MATS7p,-0.07325754460725854
MATS7s,-0.07314007273754458
MATS7v,-0.06862188428448095
MATS8Z,-0.006034890797214141
MATS8c,0.006597529422387152
MATS8d,-0.052919920736682606
MATS8i,-0.1345327118393401
MATS8m,-0.0070274760265840105
MATS8p,-0.08906811867129802
MATS8s,-0.03175013778376162
MATS8v,-0.05408105485170193
MAXsOH,9.162647929131001
MINsOH,9.162647929131001
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.583736161753066
SpAD_D,364.305918705724
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.587486554973057
SssNH2,0
SsssAs,0
SsssCH,-1.0856379026155085
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,649
TMWC10,130.97911626835577
TSRW10,62.478058236261774
VE1_Dt,5.2419417328345785
VE2_Dt,0.1872122047440921
VE3_Dt,2.686311406575075
VR1_Dt,162.87540919118007
VR2_Dt,5.816978899685003
VR3_Dt,6.122604964924961
Xc-3dv,0.6325744318900585
Xc-4dv,0.0
Xc-5dv,0.04641167759027602
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.21407617506269555
Xp-0dv,15.566781502347451
Xp-1dv,8.91720090015901
Xp-2dv,6.262164866861424
Xp-3dv,3.9976777956256933
Xp-4dv,2.6311143186009454
Xp-5dv,1.7542383531046848
Xp-6dv,0.9380618220261893
Xp-7dv,0.5840340095330802
Xpc-4d,3.311430064883089
Xpc-5d,4.578891644534453
Xpc-6d,6.867960433233211
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,53
nFRing,0
nHBAcc,3
nHBDon,5
nHRing,0
nSpiro,0
naRing,2
piPC10,7.136924390093879
AATS0dv,7.615384615384615
AATS0pe,6.355976923076922
AATS0se,7.812824307692305
AATS1dv,6.943396226415095
AATS1pe,6.573301886792453
AATS1se,7.853635396226414
AATS2dv,5.545454545454546
AATS2pe,6.396081818181818
AATS2se,7.748901545454544
AATS3dv,3.8487394957983194
AATS3pe,6.238665546218488
AATS3se,7.701044436974788
AATS4dv,3.9193548387096775
AATS4pe,6.195338709677419
AATS4se,7.682745935483871
AATS5dv,4.408333333333333
AATS5pe,6.314182500000001
AATS5se,7.793934766666667
AATS6dv,3.517857142857143
AATS6pe,6.288468750000002
AATS6se,7.792216000000001
AATS7dv,3.24
AATS7pe,6.099074999999999
AATS7se,7.5981999600000005
AATS8dv,3.130434782608696
AATS8pe,6.003896739130434
AATS8se,7.505390521739131
AATSC0Z,7.609467455621303
AATSC0c,0.028455530525465504
AATSC0d,0.5517751479289941
AATSC0i,1.4880787958879154
AATSC0m,36.080554
AATSC0p,0.21839555012815381
AATSC0s,2.3274983563445097
AATSC0v,48.250789300582035
AATSC1Z,-0.18711622194931313
AATSC1c,-0.02360022909375658
AATSC1d,0.12892151389974324
AATSC1i,0.05468879415050986
AATSC1m,-0.758625886792449
AATSC1p,0.017835740376528308
AATSC1s,-0.24539466339176058
AATSC1v,3.1548355739269183
AATSC2Z,0.31972834857450244
AATSC2c,0.010504603284967733
AATSC2d,-0.0369150080688542
AATSC2i,0.1258396578087817
AATSC2m,1.2784911477272762
AATSC2p,-0.010422856016988634
AATSC2s,0.5505368029406489
AATSC2v,-3.628994669069381
AATSC3Z,-0.6495450251106358
AATSC3c,-0.0024678970359087522
AATSC3d,0.014482124210631005
AATSC3i,0.11488005855215332
AATSC3m,-3.0188944285714276
AATSC3p,0.008152201303319326
AATSC3s,-0.24227067552859402
AATSC3v,-0.5982055200704448
AATSC4Z,-0.10264363428135138
AATSC4c,-0.004296621125332373
AATSC4d,-0.021998472991028816
AATSC4i,-0.07839689549223038
AATSC4m,-0.4150813306451611
AATSC4p,-0.0001880780858790305
AATSC4s,-0.2380821721702614
AATSC4v,0.6825757301527665
AATSC5Z,0.4732248520710058
AATSC5c,0.006415839777500549
AATSC5d,-0.015557199211045362
AATSC5i,-0.020684376328976115
