DLiP-ID,T005D7
DLiP-Mol-ID,22292
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H26N2O3/c1-22(14-17(22)13-20(25)26)16-5-8-19(9-6-16)27-12-10-18-7-4-15-3-2-11-23-21(15)24-18/h4-9,17H,2-3,10-14H2,1H3,(H,23,24)(H,25,26)"
Standard Inchi Key(RDKit),QWFBDKQUFNWYSN-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC1(c2ccc(OCCc3ccc4c(n3)NCCC4)cc2)CC1CC(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),366.461
MW Monoisotopic(RDKit),366.194342692
MolLogP(RDKit),3.8135
XLogP(SDF),
XLogP(CDK),3.9
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.779534705245036
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2456201.8357622083
qed,0.7795347052450362
Chi0,18.855160383312146
Chi1,13.04266188845343
TPSA,71.45
Chi0n,15.70212312456086
Chi0v,15.70212312456086
Chi1n,9.722733294366398
Chi1v,9.722733294366398
Chi2n,7.879865796067737
Chi2v,7.879865796067737
Chi3n,5.924906631789505
Chi3v,5.924906631789505
Chi4n,4.02811368717284
Chi4v,4.02811368717284
MolMR,104.40050000000008
MolWt,366.4610000000001
fr_SH,0
Kappa1,17.833976999379512
Kappa2,7.217404045117947
