DLiP-ID,T0027Z
DLiP-Mol-ID,18335
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H18O5/c1-19(2,22)18-7-11-3-10-6-15(23-16(10)9-17(11)24-18)12-4-13(20)8-14(21)5-12/h3-6,8-9,18,20-22H,7H2,1-2H3/t18-/m1/s1"
Standard Inchi Key(RDKit),HMTMYIWMPJSCAZ-GOSISDBHSA-N
Canonical SMILES(RDKit),CC(C)(O)[C@H]1Cc2cc3cc(-c4cc(O)cc(O)c4)oc3cc2O1
SMILES(SDF),
MW(SDF),
MW(RDKit),326.348
MW Monoisotopic(RDKit),326.115423676
MolLogP(RDKit),3.5854
XLogP(SDF),
XLogP(CDK),3.172
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.06
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.670216956060001
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,345751.82766108704
qed,0.6702169560600013
Chi0,17.060113453385565
Chi1,11.291844901323602
TPSA,83.06
Chi0n,13.40669603294153
Chi0v,13.40669603294153
Chi1n,7.783473520130954
Chi1v,7.783473520130954
Chi2n,6.810773436999598
Chi2v,6.810773436999598
Chi3n,4.348969870239984
Chi3v,4.348969870239984
Chi4n,3.0529465974782837
Chi4v,3.0529465974782837
MolMR,89.3974
MolWt,326.34800000000007
fr_SH,0
Kappa1,14.902363909258659
Kappa2,4.915810998402983
Kappa3,2.4679900459656277
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,869.5655227094579
MolLogP,3.5854000000000017
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.7456008818909354
SMR_VSA1,24.473596075375514
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,31.973313221039245
