DLiP-ID,C000MJ
DLiP-Mol-ID,31054
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H30O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h12-16,20H,3-11H2,1-2H3/t12-,13-,14-,15-,16-,18-,19-/m0/s1"
Standard Inchi Key(RDKit),QGXBDMJGAMFCBF-LUJOEAJASA-N
Canonical SMILES(RDKit),C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),290.447
MW Monoisotopic(RDKit),290.2245802
MolLogP(RDKit),3.9591
XLogP(SDF),
XLogP(CDK),4.3
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),37.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.732972735378759
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,85969.52181428958
qed,0.732972735378759
Chi0,14.828062645816686
Chi1,9.949160848322624
TPSA,37.3
Chi0n,13.606174262590882
Chi0v,13.606174262590882
Chi1n,9.163413310457061
Chi1v,9.163413310457061
Chi2n,9.003127504939815
Chi2v,9.003127504939815
Chi3n,8.347077650797935
Chi3v,8.347077650797935
Chi4n,7.0064770373540615
Chi4v,7.0064770373540615
MolMR,82.74080000000005
MolWt,290.447
fr_SH,0
Kappa1,14.236799994770557
Kappa2,4.565586686358275
Kappa3,1.837078375399089
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,458.4827066363416
MolLogP,3.959100000000003
NOCount,2
