DLiP-ID,T0041O
DLiP-Mol-ID,21161
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H30N2O3/c26-21(28-15-16-5-2-1-3-6-16)20-7-4-8-25(20)22(27)24-23-12-17-9-18(13-23)11-19(10-17)14-23/h1-3,5-6,17-20H,4,7-15H2,(H,24,27)/t17-,18+,19-,20-,23?/m0/s1"
Standard Inchi Key(RDKit),MXNQDLGJCICNLU-SDIBUPNGSA-N
Canonical SMILES(RDKit),O=C(OCc1ccccc1)[C@@H]1CCCN1C(=O)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
SMILES(SDF),
MW(SDF),
MW(RDKit),382.504
MW Monoisotopic(RDKit),382.22564282
MolLogP(RDKit),3.8726
XLogP(SDF),
XLogP(CDK),4.392
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.64
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),6
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.804386630480123
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,4529802.943576242
qed,0.8043866304801235
Chi0,19.139617433688315
Chi1,13.600886748174155
TPSA,58.64
Chi0n,16.43917870146366
Chi0v,16.43917870146366
Chi1n,10.895136227934083
Chi1v,10.895136227934083
Chi2n,9.572767979106892
Chi2v,9.572767979106892
Chi3n,7.4199919882904934
Chi3v,7.4199919882904934
Chi4n,6.64210210992125
Chi4v,6.64210210992125
MolMR,105.40070000000006
MolWt,382.50400000000025
fr_SH,0
Kappa1,18.018151411494813
Kappa2,7.088683780600549
Kappa3,3.3989178222800893
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,712.189935362241
MolLogP,3.872600000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.2132808395355674
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,10.216698334856808
SMR_VSA4,17.75371813848418
SMR_VSA5,69.55422102945232
SMR_VSA6,6.544756405912575
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,166.35837973352824
NHOHCount,1
PEOE_VSA1,14.953561288656857
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,74.68374261358926
PEOE_VSA8,12.08368165829592
PEOE_VSA9,0.0
RingCount,6
SMR_VSA10,12.000419800289922
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,382.22564282
NumHDonors,1
PEOE_VSA10,12.648722793660879
