DLiP-ID,J000EL
AATSC3v,-0.9805367198474406
AATSC4Z,-0.8074340942808907
AATSC4c,0.0010383997507681995
AATSC4d,-0.04669576133452441
AATSC4i,-0.08427180823991177
AATSC4m,-3.836415576446305
AATSC4p,-0.021217523347779044
AATSC4s,-0.012284444407784959
AATSC4v,-4.589789787816242
AATSC5Z,-0.09395248811005759
AATSC5c,-0.001967485799181115
AATSC5d,-0.006381866641131212
AATSC5i,-0.1888860814850698
AATSC5m,-0.4443430811189335
AATSC5p,-0.016783154061524655
AATSC5s,0.019604279734588004
AATSC5v,-1.1930108904923822
AATSC6Z,0.08115384996384292
AATSC6c,0.0010975629921678204
AATSC6d,0.014643037573428165
AATSC6i,-0.07486149567658805
AATSC6m,0.2105227349097061
AATSC6p,-0.02874896533784764
AATSC6s,-0.009019384399011177
AATSC6v,-4.361588831235606
AATSC7Z,1.409190006020943
AATSC7c,0.0015159126741545812
AATSC7d,-0.005948141181285489
AATSC7i,0.22338954838755215
AATSC7m,6.626023686613827
AATSC7p,0.02703270357236998
AATSC7s,-0.0019936802349300887
AATSC7v,6.368391164988837
AATSC8Z,-1.280717300510464
AATSC8c,-0.0016301933972718476
AATSC8d,-0.026349634278390374
AATSC8i,-0.27652367712970427
AATSC8m,-6.068178779912932
AATSC8p,-0.03556927398341471
AATSC8s,-0.05155894530051478
AATSC8v,-7.105707445878222
ATS0are,360.3074
ATS1are,398.904
ATS2are,710.2159000000001
ATS3are,897.4369000000002
ATS4are,869.0069000000003
ATS5are,855.7160000000001
ATS6are,876.8408999999999
ATS7are,874.5029
ATS8are,793.4229999999998
ATSC0dv,211.1387319522913
ATSC0pe,6.183298305084743
ATSC0se,4.112125999999997
ATSC1dv,61.159248974148895
ATSC1pe,0.15132723355358252
ATSC1se,-0.14048800000000178
ATSC2dv,-28.256500012413078
ATSC2pe,-0.677554380925012
ATSC2se,-0.5054480000000038
ATSC3dv,-90.60407645028921
ATSC3pe,-2.039053404194191
ATSC3se,-0.8628270000000015
ATSC4dv,-31.658849982799026
ATSC4pe,-0.9575534329215771
ATSC4se,-0.5631139999999967
ATSC5dv,28.59276637549165
ATSC5pe,0.020829560471124248
ATSC5se,-0.3597479999999964
ATSC6dv,16.55442419341682
ATSC6pe,1.3247973858086766
ATSC6se,1.1165340000000001
ATSC7dv,-2.145144186607375
ATSC7pe,1.7230380925021507
ATSC7se,1.1316540000000017
ATSC8dv,-46.81771237866229
ATSC8pe,-1.1801589773053678
ATSC8se,-0.787276000000001
AXp-0dv,0.6009496097117959
AXp-1dv,0.32565370387116704
AXp-2dv,0.17881920446685098
AXp-3dv,0.10071493261260528
AXp-4dv,0.05339039066953655
AXp-5dv,0.02900780199911036
AXp-6dv,0.015427368993618244
AXp-7dv,0.008523072548492803
BertzCT,1149.7087618032447
ECIndex,912
ETA_eta,30.71301937165278
GATS1dv,0.5924937236719221
GATS1pe,0.6915670033012377
GATS1se,0.7274649009620169
GATS2dv,1.1251092258614004
GATS2pe,1.0037627647150766
GATS2se,0.993386324862924
GATS3dv,1.2103727298306997
GATS3pe,1.1158339244172824
GATS3se,1.0555749666489123
GATS4dv,1.0137870914285732
GATS4pe,0.8879684759972918
GATS4se,0.8090889844608531
GATS5dv,0.9020217658001816
GATS5pe,0.8553550252344313
GATS5se,0.8289026787954568
GATS6dv,0.9446366418508036
GATS6pe,0.8919899587352039
GATS6se,0.8296283236457251
GATS7dv,1.082578459572321
GATS7pe,0.9083669964572508
GATS7se,0.8561463646851771
GATS8dv,1.1460218994350717
GATS8pe,1.086804456501804
GATS8se,1.0877648821670727
LogEE_A,4.4415517935034305
LogEE_D,216.69238645540597
MATS1dv,0.27127245449260995
MATS1pe,0.02291966976850842
MATS1se,-0.031995159434348254
MATS2dv,-0.06987535482179821
MATS2pe,-0.05721336965782453
MATS2se,-0.06417762439091321
MATS3dv,-0.17223226215380502
MATS3pe,-0.1323558307583693
MATS3se,-0.08421549200722815
MATS4dv,-0.06059354784300523
MATS4pe,-0.06258092447919279
MATS4se,-0.05533871460244323
MATS5dv,0.05548528055711922
MATS5pe,0.0013802235284561808
MATS5se,-0.03584441478690065
MATS6dv,0.03190290127157718
MATS6pe,0.08717927899021444
MATS6se,0.11048149655014437
MATS7dv,-0.004105704944177083
MATS7pe,0.1126091902909826
MATS7se,0.11121065669600429
MATS8dv,-0.10063543765022011
MATS8pe,-0.08662215315353623
MATS8se,-0.08688989214226055
MAXaaCH,2.1550533256359374
MAXaasC,1.1516054433938292
MAXaasN,2.2399956735094166
MAXdssC,-0.06232608327485645
MAXssNH,3.080086057571177
MAXsssN,2.320331242230593
MDEC-22,21.49165174624123
MDEC-23,29.791625005637314
MDEC-33,7.769967707485853
MDEN-22,0.16666666666666669
MDEN-23,0.9342759554564002
MDEN-33,0.14285714285714285
MDEO-12,0.1111111111111111
MINaaCH,1.7170017856486248
MINaasC,0.45484840042379737
MINaasN,2.2399956735094166
MINdssC,-0.06232608327485645
MINssNH,3.080086057571177
MINsssN,2.320331242230593
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.365546218487395
SM1_Dzi,1.5105885387780726
SM1_Dzm,2.39090140668185
SM1_Dzp,-3.7694258931486955
SM1_Dzv,-1.9087102096145476
SddssSe,0
SpAD_Dt,739.2645695381535
SpAbs_A,43.54368325010273
SpAbs_D,433.3847729108119
SpMAD_A,1.3195055530334163
SpMAD_D,13.13287190638824
SpMax_A,2.460825400392747
SpMax_D,216.69238645540597
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,59.39
TpiPC10,8.82407568781733
VAdjMat,6.20945336562895
VE1_DzZ,5.656698997530588
VE1_Dzi,5.650493089840282
VE1_Dzm,5.656818625945401
VE1_Dzp,5.648233898563428
VE1_Dzv,5.650568592053672
VE2_DzZ,0.17141512113729054
VE2_Dzi,0.17122706332849338
VE2_Dzm,0.17141874624076972
VE2_Dzp,0.17115860298677055
VE2_Dzv,0.17122935127435368
VE3_DzZ,2.9267629745669352
VE3_Dzi,2.925665282360861
VE3_Dzm,2.9267841224395594
VE3_Dzp,2.925265380441064
VE3_Dzv,2.925678644329057
VR1_DzZ,225.95374427317165
VR1_Dzi,226.89123528598782
VR1_Dzm,225.932436759462
VR1_Dzp,227.62406720441257
VR1_Dzv,227.27458235237873
VR2_DzZ,6.847083159793081
VR2_Dzi,6.875491978363267
VR2_Dzm,6.846437477559455
VR2_Dzp,6.89769900619432
VR2_Dzv,6.887108556132689
VR3_DzZ,6.614252775439033
VR3_Dzi,6.618393231420423
VR3_Dzm,6.614158470657785
VR3_Dzp,6.621617908563046
VR3_Dzv,6.620081368847511
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10792445496369077
Xch-6dv,0.23001354018545084
Xch-7dv,0.2754755630026047
Xpc-4dv,2.408714949400044
Xpc-5dv,2.9874745627627717
Xpc-6dv,3.6351149424754676
Zagreb1,178.0
Zagreb2,210.0
fragCpx,313.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,1
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,17
nBondsD,1
nBondsM,18
nBondsO,37
nBondsS,45
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.106905084745763
AATS1are,6.3318095238095236
AATS2are,6.285096460176993
AATS3are,6.105012925170069
AATS4are,5.952102054794523
AATS5are,5.942472222222223
AATS6are,6.047178620689655
AATS7are,5.989745890410958
AATS8are,6.103253846153844
AATSC0dv,3.5786225754625645
AATSC0pe,0.104801666187877
AATSC0se,0.06969705084745759
AATSC1dv,0.9707817297483952
AATSC1pe,0.0024020195802155957
AATSC1se,-0.0022299682539682823
AATSC2dv,-0.25005752223374406
AATSC2pe,-0.0059960564683629375
AATSC2se,-0.004472991150442512
AATSC3dv,-0.6163542615665932
AATSC3pe,-0.013871111593157763
AATSC3se,-0.005869571428571438
AATSC4dv,-0.2168414382383495
AATSC4pe,-0.006558585156997103
AATSC4se,-0.003856945205479429
AATSC5dv,0.1985608776075809
AATSC5pe,0.0001446497254939184
AATSC5se,-0.002498249999999975
AATSC6dv,0.11416844271321945
AATSC6pe,0.009136533695232252
AATSC6se,0.0077002344827586215
AATSC7dv,-0.014692768401420376
AATSC7pe,0.011801630770562677
AATSC7se,0.00775105479452056
AATSC8dv,-0.360136249066633
AATSC8pe,-0.00907814597927206
AATSC8se,-0.006055969230769238
AETA_eta,0.9306975567167509
ATSC0are,5.718762711864403
ATSC1are,0.0802872737719123
ATSC2are,-0.6716251939097831
ATSC3are,-2.2380274346452085
ATSC4are,-0.7876721344441279
ATSC5are,-0.014295432347030929
ATSC6are,1.1834424877908662
ATSC7are,1.2516770180982453
ATSC8are,-0.8999076702097042
BCUTZ-1h,17.002141829820136
BCUTZ-1l,5.68600834193257
BCUTc-1h,0.38378303488843596
BCUTc-1l,-0.44420952576063555
BCUTd-1h,3.2086348689193933
BCUTd-1l,0.9779139787724903
BCUTi-1h,14.558134362941482
BCUTi-1l,10.947612736746198
BCUTm-1h,35.4515317571569
BCUTm-1l,11.697910288260642
BCUTp-1h,2.217185605614525
BCUTp-1l,0.7518851369406118
BCUTs-1h,7.0082723471705055
BCUTs-1l,1.2845593701303772
BCUTv-1h,22.457535875962257
BCUTv-1l,14.70250773506148
BalabanJ,1.157947667882487
Diameter,16
ETA_beta,40.75
GATS1are,0.7625617189470341
GATS2are,1.104020912639028
GATS3are,1.1823703095893654
GATS4are,0.893591366485523
GATS5are,0.8876269279798255
GATS6are,0.9640337041021675
GATS7are,1.0156815509710622
GATS8are,1.1490440032364475
HybRatio,0.36
Lipinski,True
LogEE_Dt,369.63228476907676
MATS1are,0.013147891052025901
MATS2are,-0.06131948099444712
MATS3are,-0.15707172239892955
MATS4are,-0.05565991781560855
MATS5are,-0.0010241999194513579
MATS6are,0.08420329566165018
MATS7are,0.08844827297108872
MATS8are,-0.0714174823330231
MAXssCH2,1.1614041340282848
MINssCH2,0.2472552910052912
NsssssAs,0
RotRatio,0.16216216216216217
SM1_Dzpe,1.5482546519374685
SM1_Dzse,1.4776099182099578
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,32.35197768060318
SMR_VSA6,31.203186471701468
SMR_VSA7,69.59162009125932
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,346.20095262122294
SpAD_Dzi,341.4547824615148
SpAD_Dzm,346.1170569154093
SpAD_Dzp,443.36461445332475
SpAD_Dzv,414.41560214426386
SpAbs_Dt,739.2645695381533
SpDiam_A,4.858194264863125
SpDiam_D,311.6926779873644
SpMAD_Dt,22.40195665267132
SpMax_Dt,369.63228476907676
SsssssAs,0
VE1_Dzpe,5.652072167779002
VE1_Dzse,5.652382744871582
VE2_Dzpe,0.17127491417512128
VE2_Dzse,0.17128432560216916
VE3_Dzpe,2.9259447017515923
VE3_Dzse,2.925999649485925
VMcGowan,346.25000000000114
VR1_Dzpe,226.68143370863552
VR1_Dzse,226.65389794116618
VR2_Dzpe,6.869134354807137
VR2_Dzse,6.868299937611097
VR3_Dzpe,6.617468124566961
VR3_Dzse,6.6173466437752335
mZagreb1,8.972222222222223
mZagreb2,7.138888888888888
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,1
n8FHRing,1
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,54
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.09692818155702378
AATSC1are,0.001274401170982735
AATSC2are,-0.00594358578681224
AATSC3are,-0.015224676426157881
AATSC4are,-0.005395014619480328
AATSC5are,-9.927383574327033e-05
AATSC6are,0.008161672329592182
AATSC7are,0.008573130260946886
AATSC8are,-0.006922366693920801
AETA_beta,1.2348484848484849
BCUTdv-1h,6.0220070975083875
BCUTdv-1l,0.772904064190269
BCUTpe-1h,3.489110677892419
BCUTpe-1l,2.234560218362385
BCUTse-1h,3.7020442936763445
BCUTse-1l,2.4303427236075485
ETA_alpha,16.195238095238096
ETA_dBeta,-3.75
ETA_eta_B,0.35053027886028687
ETA_eta_F,31.2370388172171
ETA_eta_L,8.202398950944827
ETA_eta_R,61.95005818886988
ETA_psi_1,0.5866827669484219
LabuteASA,203.0134258942142
LogEE_DzZ,173.1415786197981
LogEE_Dzi,170.6992780143702
LogEE_Dzm,173.10145513101824
LogEE_Dzp,221.11118209133681
LogEE_Dzv,206.91860255552365
PEOE_VSA1,19.520660936448213
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.33461391738825
PEOE_VSA7,41.81319288016644
PEOE_VSA8,50.04752858456994
PEOE_VSA9,35.37378017428296
SM1_Dzare,1.5473151289037386
SpAD_Dzpe,348.2549100475761
SpAD_Dzse,350.75992186420035
SpAbs_DzZ,344.1221392777037
SpAbs_Dzi,340.12729556380066
SpAbs_Dzm,344.01596173984035
SpAbs_Dzp,445.99179007582245
SpAbs_Dzv,415.7459153206619
SpDiam_Dt,510.97497021668926
SpMAD_DzZ,10.490937958218877
SpMAD_Dzi,10.347114620045904
SpMAD_Dzm,10.488395664103312
SpMAD_Dzp,13.435291347070446
SpMAD_Dzv,12.558048549826177
SpMax_DzZ,173.1415786197981
SpMax_Dzi,170.6992780143702
SpMax_Dzm,173.10145513101824
SpMax_Dzp,221.11118209133681
SpMax_Dzv,206.91860255552365
VE1_Dzare,5.651062516011721
VE2_Dzare,0.17124431866702183
VE3_Dzare,2.9257660518817623
VR1_Dzare,226.7982130490572
VR2_Dzare,6.8726731226987035
VR3_Dzare,6.617983161322582
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,1
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4907647907647908
AETA_dBeta,-0.11363636363636363
AETA_eta_B,0.010622129662432936
AETA_eta_F,0.9465769338550637
AETA_eta_L,0.24855754396802507
AETA_eta_R,1.8772744905718146
BCUTare-1h,3.5438915150271573
BCUTare-1l,2.184910336896889
ETA_beta_s,22.25
ETA_dPsi_A,0.12731723305157805
ETA_dPsi_B,0.0
ETA_eta_BR,0.7805302788602868
ETA_eta_FL,7.8612843325679815
ETA_eta_RL,16.06368328351281
LogEE_Dzpe,174.10780160321931
LogEE_Dzse,175.36887253160003
PEOE_VSA10,5.824404497999927
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
SlogP_VSA1,10.216698334856808
SlogP_VSA2,41.76153463894105
SlogP_VSA3,35.46255619554904
SlogP_VSA4,0.0
SlogP_VSA5,23.372129104319928
SlogP_VSA6,42.595045982382736
SlogP_VSA7,10.045266627482652
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,345.7866690942094
SpAbs_Dzpe,346.8943226261765
SpAbs_Dzse,349.4614161785006
SpDiam_DzZ,253.61722650516032
SpDiam_Dzi,249.1727870067279
SpDiam_Dzm,253.57708959838743
SpDiam_Dzp,321.605557570016
SpDiam_Dzv,301.4918914019004
SpMAD_Dzpe,10.553179092350792
SpMAD_Dzse,10.629088541339405
SpMax_Dzpe,174.10780160321931
SpMax_Dzse,175.36887253160003
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6742424242424242
AETA_eta_BR,0.023652432692735963
AETA_eta_FL,0.2382207373505449
AETA_eta_RL,0.48677828131857
DetourIndex,5894
EState_VSA1,0.0
EState_VSA2,12.328001352277514
EState_VSA3,29.803786962421064
EState_VSA4,66.37198570621268
EState_VSA5,0.0
EState_VSA6,12.13273413692322
EState_VSA7,6.06636706846161
EState_VSA8,39.179742759646075
EState_VSA9,32.92272125521229
ETA_beta_ns,18.5
ETA_shape_p,0.10879153190238164
ETA_shape_x,0.0
ETA_shape_y,0.3272566892090562
GhoseFilter,False
LogEE_Dzare,172.856699815971
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,344.4269073142639
SpDiam_Dzpe,254.39726467880996
SpDiam_Dzse,256.25465450281195
SpMAD_Dzare,10.47838391194574
SpMax_Dzare,172.856699815971
TopoPSA(NO),59.39
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.2399956735094166
VSA_EState9,56.40265122742852
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5606060606060606
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.009235209235209202
FilterItLogS,-7.280212142489398
SpDiam_Dzare,252.4979108998774
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6000807102502012
ETA_epsilon_2,0.8365079365079362
ETA_epsilon_3,0.44505494505494425
ETA_epsilon_4,0.5425309849967374
ETA_epsilon_5,0.8207282913165264
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.1550257651952569
ETA_dEpsilon_B,0.0575497252534638
ETA_dEpsilon_C,-0.0974760399417931
ETA_dEpsilon_D,0.01577964519140984
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9090909090909091
MDEDescriptor,"0.0,0.0,0.0,0.0,21.49165174624123,29.791625005637314,0.0,7.769967707485853,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.16666666666666669,0.9342759554564002,0.14285714285714285"
APolDescriptor,71.70061799999998
BCUTDescriptor,"11.994267360892426,34.96985545366943,-0.37810507967163587,0.20486392237899792,5.133905494469889,11.042438854656979"
BPolDescriptor,38.07738199999999
TPSADescriptor,59.39
ALOGPDescriptor,"4.058300000000002,16.469798890000014,130.22719999999998"
XLogPDescriptor,4.843999999999998
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,484.14328164000005
ChiPathDescriptor,"22.785881803630282,16.063683283512805,14.629573640827186,12.504016930487627,10.318450989587625,8.1555608570908,5.702349906994502,4.346897942276294,19.831337120489266,12.049187043233182,9.29859863227625,6.949330350269767,4.805135160258295,3.190858219902143,1.8667116482278088,1.2102763018859786"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.5964498218140967,0.8264238111085098,0.0,0.0,0.10792445496369077,0.23001354018545084,0.27547556300260473"
AtomCountDescriptor,59
BondCountDescriptor,37
SmallRingDescriptor,"5,3,4,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"2.1002865641057307,0.0,0.46941609682128765,0.0,1.1056427699345013,0.0,0.2161541198010668,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,6,3,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.33
WeightedPathDescriptor,"68.38127732659268,2.072159918987657,23.73982159879401,5.56106281925633,13.152638005324102"
FractionalPSADescriptor,0.12267029669155112
WienerNumbersDescriptor,"3449.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.994861590278823,7.464892241994491,9.80372209733648,2.4087149494000437,2.9874745627627743,3.3533589787685365"
FractionalCSP3Descriptor,0.36
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,12
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"24.68371073776479,11.372781065088757,6.049149338374291"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,2913.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.36
AutocorrelationDescriptorMass,"51.41475909188537,43.561636542078325,63.710983585658454,68.56567928191775,53.03929752674501"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6376663540240146,-0.3288232357364609,-0.10098722201938706,0.11147219518050773,0.09518850668291287"
EccentricConnectivityIndexDescriptor,912
AutocorrelationDescriptorPolarizability,"2433.4471457576255,2865.7104510066133,3999.8771189569925,3849.2350499709873,3383.587856809529"
