DLiP-ID,I000I6
AATSC4v,-2.337694620429713
AATSC5Z,0.5910378604919835
AATSC5c,0.001650846098745073
AATSC5d,0.002040201807913765
AATSC5i,0.009287766405359162
AATSC5m,2.7055285362842536
AATSC5p,0.0006985860180889054
AATSC5s,0.37306157783800065
AATSC5v,0.9088541305433272
AATSC6Z,0.6236469581935157
AATSC6c,0.0043147023239032
AATSC6d,-0.012405056384431578
AATSC6i,-0.06606497414397844
AATSC6m,2.903561942046081
AATSC6p,-0.010101718959026739
AATSC6s,0.0163560588189038
AATSC6v,0.4564907549090109
AATSC7Z,-1.187848684447324
AATSC7c,-0.0043663287822665675
AATSC7d,0.00932224741748551
AATSC7i,-0.005802413440730576
AATSC7m,-5.45719459536407
AATSC7p,0.006549150583245902
AATSC7s,-0.4062106324011087
AATSC7v,-1.0580305633238354
AATSC8Z,-0.3615394305870495
AATSC8c,0.00032421622730346614
AATSC8d,-0.0492567397329302
AATSC8i,0.19815625221908154
AATSC8m,-1.610775739770721
AATSC8p,0.023519110754510568
AATSC8s,0.008377425044091698
AATSC8v,2.8980401261833113
ATS0are,386.7344999999999
ATS1are,417.687
ATS2are,716.8668999999998
ATS3are,962.6456
ATS4are,1031.0220000000002
ATS5are,1023.1559000000002
ATS6are,970.8457000000003
ATS7are,937.4910000000003
ATS8are,879.526
ATSC0dv,238.984126984127
ATSC0pe,6.727698412698408
ATSC0se,4.160739428571428
ATSC1dv,76.31821617535903
ATSC1pe,-0.14327611489038172
ATSC1se,-0.2386605442176897
ATSC2dv,48.632149155958686
ATSC2pe,1.510123532375934
ATSC2se,1.068408662131516
ATSC3dv,16.975812547241127
ATSC3pe,1.9391975812547413
ATSC3se,1.2476277006802678
ATSC4dv,-21.624842529604432
ATSC4pe,-2.1713593096497603
ATSC4se,-1.543467256235836
ATSC5dv,96.43814562862181
ATSC5pe,3.244908893927964
ATSC5se,2.364072725623574
ATSC6dv,-0.8017132779037581
ATSC6pe,1.6151944318468283
ATSC6se,0.5276901859410364
ATSC7dv,-136.59788359788362
ATSC7pe,-5.176966137566094
ATSC7se,-3.3476718095238245
ATSC8dv,-67.36155202821868
ATSC8pe,-1.8411694885361256
ATSC8se,-0.9161836825396916
AXp-0dv,0.5698765416886239
AXp-1dv,0.3103171451415248
AXp-2dv,0.16595214875912556
AXp-3dv,0.0907305622984628
AXp-4dv,0.04829586105157459
AXp-5dv,0.02656457355672809
AXp-6dv,0.014233625744175202
AXp-7dv,0.007707895110155645
BertzCT,1238.683540598468
ECIndex,846
ETA_eta,30.624627606124093
GATS1dv,0.49724362380446335
GATS1pe,0.7204390970541333
GATS1se,0.7207849215046698
GATS2dv,0.8064934389872014
GATS2pe,0.6914689834829899
GATS2se,0.628928493968959
GATS3dv,0.9803515593067931
GATS3pe,0.8679413192594898
GATS3se,0.866220939152172
GATS4dv,1.130714809290296
GATS4pe,1.2749051134998062
GATS4se,1.343860008849678
GATS5dv,0.9349023807055286
GATS5pe,1.0166585259395047
GATS5se,1.0559768140448527
GATS6dv,1.1129113729126758
GATS6pe,1.0730753588639883
GATS6se,1.187960860614089
GATS7dv,1.4745236830119932
GATS7pe,1.7658782944573745
GATS7se,1.9429342994724366
GATS8dv,1.2638018065887353
GATS8pe,1.3366979556205691
GATS8se,1.3942848276693673
LogEE_A,4.448763736972692
LogEE_D,215.16618768254548
MATS1dv,0.3048286397449521
MATS1pe,-0.020328432671031665
MATS1se,-0.05475284900034189
MATS2dv,0.11148003973571133
MATS2pe,0.12296702598930158
MATS2se,0.1406726248288329
MATS3dv,0.02868649350118533
MATS3pe,0.11640496298991851
MATS3se,0.12109617941747468
MATS4dv,-0.0343412705017733
MATS4pe,-0.12248915585900427
MATS4se,-0.14078596551987907
MATS5dv,0.155015989087893
MATS5pe,0.1852817714943552
MATS5se,0.21826646539448114
MATS6dv,-0.0013461421309489228
MATS6pe,0.09633834715896795
MATS6se,0.05089198562153039
MATS7dv,-0.24496166691969035
MATS7pe,-0.32978585500426955
MATS7se,-0.34482248033699353
MATS8dv,-0.1268397980871413
MATS8pe,-0.12315151765385741
MATS8se,-0.09908879520590809
MAXaaCH,2.0911527738602054
MAXaasC,1.2418716695526
MAXaasN,1.3185041099773243
MAXdssC,-0.2825429369278576
MAXsCH3,1.6895717129450412
MAXssNH,3.093271996879049
MDEC-11,0.33333333333333337
MDEC-12,2.5903453411280815
MDEC-13,3.2905323068468757
MDEC-22,17.566352307619262
MDEC-23,27.496401214185386
MDEC-33,10.834605555861595
MDEN-22,1.2139244620058345
MDEN-23,1.2408064788027995
MDEO-11,0.5129927840030091
MINaaCH,1.343980954844952
MINaasC,0.03017882628768276
MINaasN,1.3185041099773243
MINdssC,-0.3577080789490943
MINsCH3,1.6597540938123967
MINssNH,2.6186407348496994
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4642857142857144
SM1_Dzi,1.6456504849231428
SM1_Dzm,1.460297629707019
SM1_Dzp,-5.837791883926547
SM1_Dzv,-2.793606575391221
SddssSe,0
SpAD_Dt,776.6168190994556
SpAbs_A,44.41699810736661
SpAbs_D,430.3323753650909
SpMAD_A,1.3063822972754886
SpMAD_D,12.656834569561498
SpMax_A,2.441293776933112
SpMax_D,215.16618768254548
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.12
TpiPC10,8.78548815179593
VAdjMat,6.20945336562895
VE1_DzZ,5.728703055283515
VE1_Dzi,5.727165932062318
VE1_Dzm,5.728715864384343
VE1_Dzp,5.739232225584285
VE1_Dzv,5.736830062594547
VE2_DzZ,0.1684912663318681
VE2_Dzi,0.1684460568253623
VE2_Dzm,0.16849164307012773
VE2_Dzp,0.1688009478113025
VE2_Dzv,0.16873029595866315
VE3_DzZ,2.96926459384689
VE3_Dzi,2.9689962382586548
VE3_Dzm,2.9692668297956524
VE3_Dzp,2.971100874398101
VE3_Dzv,2.9706822355018487
VR1_DzZ,232.53015876794504
VR1_Dzi,232.9289924029008
VR1_Dzm,232.52898880871535
VR1_Dzp,231.49397895846684
VR1_Dzv,231.5319472990558
VR2_DzZ,6.839122316704266
VR2_Dzi,6.850852717732376
VR2_Dzm,6.839087906138687
VR2_Dzp,6.808646439954907
VR2_Dzv,6.809763155854582
VR3_DzZ,6.672795363368193
VR3_Dzi,6.674509085105371
VR3_Dzm,6.67279033192548
VR3_Dzp,6.668329295991452
VR3_Dzv,6.66849329691892
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.12531758577048052
Xch-7dv,0.16669047374203438
Xpc-4dv,1.9433710705752738
Xpc-5dv,2.5755719352097866
Xpc-6dv,3.315757511605956
Zagreb1,176.0
Zagreb2,207.0
fragCpx,247.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,3
nBondsM,21
nBondsO,37
nBondsS,45
nBondsT,0
nFARing,1
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.138642857142856
AATS1are,6.328590909090909
AATS2are,6.233625217391302
AATS3are,6.170805128205128
AATS4are,6.210975903614459
AATS5are,6.238755487804879
AATS6are,6.183730573248409
AATS7are,6.377489795918369
AATS8are,6.282328571428571
AATSC0dv,3.7933988410178885
AATSC0pe,0.10678886369362553
AATSC0se,0.06604348299319726
AATSC1dv,1.156336608717561
AATSC1pe,-0.002170850225611844
AATSC1se,-0.0036160688517831775
AATSC2dv,0.42288825353007553
AATSC2pe,0.013131508977182035
AATSC2se,0.009290510105491444
AATSC3dv,0.10881931120026363
AATSC3pe,0.01243075372599193
AATSC3se,0.007997613465899153
AATSC4dv,-0.13027013572050863
AATSC4pe,-0.01308047776897446
AATSC4se,-0.009297995519492988
AATSC5dv,0.5880374733452549
AATSC5pe,0.01978602984102417
AATSC5se,0.014415077595265694
AATSC6dv,-0.0051064539993869945
AATSC6pe,0.010287862623228205
AATSC6se,0.0033610839868855823
AATSC7dv,-0.9292373033869634
AATSC7pe,-0.03521745671813669
AATSC7se,-0.02277327761580833
AATSC8dv,-0.48115394305870485
AATSC8pe,-0.013151210632400897
AATSC8se,-0.006544169160997797
AETA_eta,0.900724341356591
ATSC0are,7.105571428571427
ATSC1are,-0.2747891156462482
ATSC2are,1.7398172335601012
ATSC3are,2.2761136054421853
ATSC4are,-2.50523582766438
ATSC5are,3.621975963718835
ATSC6are,1.552569614512482
ATSC7are,-5.702166666666635
ATSC8are,-1.9871825396825205
BCUTZ-1h,8.0246730157541
BCUTZ-1l,5.686725169793111
BCUTc-1h,0.474222236236156
BCUTc-1l,-0.42153792999933365
BCUTd-1h,3.2701124054399098
BCUTd-1l,0.9771587575746655
BCUTi-1h,14.558186187145116
BCUTi-1l,10.947167910292254
BCUTm-1h,16.012328930149316
BCUTm-1l,11.697823509267874
BCUTp-1h,1.9970478680292187
BCUTp-1l,0.748270405189811
BCUTs-1h,7.0104532100724395
BCUTs-1l,1.2449085206645563
BCUTv-1h,20.903908522994676
BCUTv-1l,14.701763954583516
BalabanJ,1.4113598286439346
Diameter,15
ETA_beta,43.5
GATS1are,0.7393314922075047
GATS2are,0.6818673825193596
GATS3are,0.8636250329282957
GATS4are,1.310209268284057
GATS5are,1.0329638150168265
GATS6are,1.1036372411760087
GATS7are,1.8357661277583268
GATS8are,1.3724008323448396
HybRatio,0.3076923076923077
Lipinski,True
LogEE_Dt,388.30840954972774
MATS1are,-0.03691451193411289
MATS2are,0.1341366104981053
MATS3are,0.1293632376389373
MATS4are,-0.13380799581041858
MATS5are,0.19581378208884606
MATS6are,0.08767847142978126
MATS7are,-0.3439252900138706
MATS8are,-0.12584943404571747
MAXssCH2,0.9968852810569774
MAXsssCH,-0.09662026777602195
MINssCH2,-0.20831380700428292
MINsssCH,-0.4895201744416413
NsssssAs,0
RotRatio,0.1891891891891892
SM1_Dzpe,1.5820838433292537
SM1_Dzse,1.44679936621724
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,20.184655376751223
SMR_VSA4,0.0
SMR_VSA5,44.814640132677155
SMR_VSA6,12.36446058668352
SMR_VSA7,82.27485425028539
SMR_VSA8,0.0
SMR_VSA9,11.387855989696924
SpAD_DzZ,344.13651571857963
SpAD_Dzi,329.00867430215226
SpAD_Dzm,344.20759977618764
SpAD_Dzp,476.98906763798914
SpAD_Dzv,435.06873577341094
SpAbs_Dt,776.6168190994558
SpDiam_A,4.882587553866223
SpDiam_D,304.37240588543705
SpMAD_Dt,22.841671149983988
SpMax_Dt,388.30840954972774
SsssssAs,0
VE1_Dzpe,5.728222858875543
VE1_Dzse,5.728771207178521
VE2_Dzpe,0.1684771429081042
VE2_Dzse,0.16849327079936827
VE3_Dzpe,2.9691807674502018
VE3_Dzse,2.969276490342303
VMcGowan,353.9700000000012
VR1_Dzpe,232.6033966165945
VR1_Dzse,232.52008954668062
VR2_Dzpe,6.841276371076309
VR2_Dzse,6.838826163137665
VR3_Dzpe,6.673110274422908
VR3_Dzse,6.672752059569077
mZagreb1,10.722222222222221
mZagreb2,7.611111111111111
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,55
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.11278684807256233
AATSC1are,-0.004163471449185579
AATSC2are,0.015128845509218272
AATSC3are,0.014590471829757598
AATSC4are,-0.015091782094363735
AATSC5are,0.022085219290968506
AATSC6are,0.009888978436385237
AATSC7are,-0.03879024943310636
AATSC8are,-0.014194160997732288
AETA_beta,1.2794117647058822
BCUTdv-1h,6.024558682596924
BCUTdv-1l,0.9934612139001544
BCUTpe-1h,3.4941778443203275
BCUTpe-1l,2.236569445641428
BCUTse-1h,3.7067398026097296
BCUTse-1l,2.43254638762004
ETA_alpha,16.0
ETA_dBeta,-0.5
ETA_eta_B,0.44064801413676236
ETA_eta_F,37.617215176879
ETA_eta_L,7.915429281467281
ETA_eta_R,68.2418427830031
ETA_psi_1,0.5693950177935946
LabuteASA,197.9726018215057
LogEE_DzZ,172.1113250861806
LogEE_Dzi,164.5527386359268
LogEE_Dzm,172.14674981837933
LogEE_Dzp,237.60684747010347
LogEE_Dzv,217.12354339032441
PEOE_VSA1,15.950365812018994
PEOE_VSA2,18.95071120000682
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,54.59730361615449
PEOE_VSA7,44.36077703453984
PEOE_VSA8,5.563451491696996
PEOE_VSA9,18.280525229909
SM1_Dzare,1.7854816193578404
SpAD_Dzpe,340.6363415244449
SpAD_Dzse,344.63347079315247
SpAbs_DzZ,342.7583644580755
SpAbs_Dzi,327.4800315582635
SpAbs_Dzm,342.8332020070517
SpAbs_Dzp,481.05148682413346
SpAbs_Dzv,437.0406933560399
SpDiam_Dt,549.5230453004389
SpMAD_DzZ,10.121662227017048
SpMAD_Dzi,9.676725714769184
SpMAD_Dzm,10.123752934593753
SpMAD_Dzp,14.029090224646739
SpMAD_Dzv,12.796139287453263
SpMax_DzZ,172.1113250861806
SpMax_Dzi,164.5527386359268
SpMax_Dzm,172.14674981837933
SpMax_Dzp,237.60684747010347
SpMax_Dzv,217.12354339032441
VE1_Dzare,5.727446336907662
VE2_Dzare,0.16845430402669595
VE3_Dzare,2.969045197549256
VR1_Dzare,232.69856816522014
VR2_Dzare,6.84407553427118
VR3_Dzare,6.673519348775291
n10AHRing,0
n10FARing,1
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47058823529411764
AETA_dBeta,-0.014705882352941176
AETA_eta_B,0.012960235709904774
AETA_eta_F,1.1063886816729118
AETA_eta_L,0.2328067435725671
AETA_eta_R,2.0071130230295027
BCUTare-1h,3.548257020772969
BCUTare-1l,2.186607004309909
ETA_beta_s,22.0
ETA_dPsi_A,0.14460498220640539
ETA_dPsi_B,0.0
ETA_eta_BR,0.7846480141367623
ETA_eta_FL,8.558136266769052
ETA_eta_RL,16.473565548236333
LogEE_Dzpe,170.36470263996742
LogEE_Dzse,172.35928831911204
PEOE_VSA10,18.056547178596066
PEOE_VSA11,0.0
PEOE_VSA12,11.814359458703011
PEOE_VSA13,5.559266895052008
SlogP_VSA1,21.509632707071002
SlogP_VSA2,34.454950439266725
SlogP_VSA3,22.554652396982227
SlogP_VSA4,0.0
SlogP_VSA5,36.934124258084594
SlogP_VSA6,65.58868437183939
SlogP_VSA7,0.0
SlogP_VSA8,11.387855989696924
SlogP_VSA9,0.0
SpAD_Dzare,335.8844858291649
SpAbs_Dzpe,339.1473214366057
SpAbs_Dzse,343.27177727200683
SpDiam_DzZ,247.3231703887147
SpDiam_Dzi,235.55785822850672
SpDiam_Dzm,247.37691879531587
SpDiam_Dzp,346.68536068220703
SpDiam_Dzv,315.9644535390747
SpMAD_Dzpe,10.018715927189556
SpMAD_Dzse,10.136278552739778
SpMax_Dzpe,170.36470263996742
SpMax_Dzse,172.35928831911204
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6470588235294118
AETA_eta_BR,0.023077882768728304
AETA_eta_FL,0.2517098901990898
AETA_eta_RL,0.4845166337716569
DetourIndex,6338
EState_VSA1,11.601107724199968
EState_VSA2,30.088342968447108
EState_VSA3,11.387855989696924
EState_VSA4,24.825916360475023
EState_VSA5,16.327394711101427
EState_VSA6,13.971409182367815
EState_VSA7,48.53093654769288
EState_VSA8,27.00071140142781
EState_VSA9,0.0
ETA_beta_ns,21.5
ETA_shape_p,0.12499999999999999
ETA_shape_x,0.0
ETA_shape_y,0.3375
GhoseFilter,False
LogEE_Dzare,167.99475707985764
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,334.20812939010636
SpDiam_Dzpe,244.63790793150685
SpDiam_Dzse,247.704077468419
SpMAD_Dzare,9.878955465563672
SpMax_Dzare,167.99475707985764
TopoPSA(NO),105.12
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.3185041099773243
VSA_EState9,78.18149589002266
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6323529411764706
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029411764705882353
FilterItLogS,-6.279134697349961
SpDiam_Dzare,241.01445845221542
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5841269841269833
ETA_epsilon_2,0.8264705882352936
ETA_epsilon_3,0.4416666666666657
ETA_epsilon_4,0.5324675324675313
ETA_epsilon_5,0.7837837837837834
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.14246031746031756
ETA_dEpsilon_B,0.05165945165945196
ETA_dEpsilon_C,-0.0908008658008656
ETA_dEpsilon_D,0.042686804451510185
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.7352941176470589
MDEDescriptor,"0.33333333333333337,2.5903453411280815,3.2905323068468757,0.0,17.566352307619262,27.496401214185386,0.0,10.834605555861595,0.0,0.0,0.5129927840030091,0.0,0.0,0.0,0.0,0.0,1.2139244620058345,1.2408064788027995,0.0"
APolDescriptor,73.00299699999998
BCUTDescriptor,"11.988362777769943,16.006153025500137,-0.34673447919530287,0.32609477288695576,5.124443230516165,11.309817143820853"
BPolDescriptor,39.85700299999999
TPSADescriptor,105.12
ALOGPDescriptor,"1.2695999999999987,1.6118841599999967,121.0076"
XLogPDescriptor,3.494
VAdjMaDescriptor,6.20945336562895
WeightDescriptor,459.22704001999995
ChiPathDescriptor,"24.078775022443736,16.473565548236333,14.49681518537917,12.487721571232708,10.046734604107952,8.307240046908959,5.481474301168589,3.9897877307715666,19.37580241741321,11.481734370236417,8.463559586715407,6.169678236295468,4.201739911486987,2.948667664796818,1.6368669605801467,1.0020263643202332"
ChiChainDescriptor,"0.0,0.0,0.0,0.30899234324883185,0.4764992105700066,0.0,0.0,0.0,0.12531758577048052,0.16669047374203438"
AtomCountDescriptor,63
BondCountDescriptor,37
SmallRingDescriptor,"4,3,3,3,0,0,0,4,0,0,0"
ChiClusterDescriptor,"2.02744470224625,0.0,0.6011388324509299,0.0,0.8930919995552635,0.0,0.15660417969376372,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,5,10,3,2,5,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"69.44429446368788,2.0424792489319965,23.13495698733918,7.67117216018642,15.463784827152777"
FractionalPSADescriptor,0.2289063814609477
WienerNumbersDescriptor,"3530.0,56.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.246495613216944,8.086770286127544,11.693748878924843,1.943371070575274,2.575571935209786,3.041278513951804"
FractionalCSP3Descriptor,0.3076923076923077
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,10,2,0,0,2,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.04601899196494,12.9919261822376,6.865051903114187"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,3234.08
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.3076923076923077
AutocorrelationDescriptorMass,"38.123308613005236,39.824277196382596,56.17700615521979,62.92085912408603,59.699474232459806"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.7024892662492547,-0.37631856382627565,0.004429709316898331,0.24850285679009904,-0.5145877260692926"
EccentricConnectivityIndexDescriptor,846
AutocorrelationDescriptorPolarizability,"2421.6715976074956,2838.3892217308507,3931.5696284497776,4201.150668765412,3852.862642996957"
