DLiP-ID,C100PW
AATSC6c,-0.00040657118147538403
AATSC6d,-0.022222222222222216
AATSC6i,0.16100474199705395
AATSC6m,-3.928964757222219
AATSC6p,-0.0022622141962250182
AATSC6s,-0.009783950617283956
AATSC6v,-2.6109208717776897
AATSC7Z,-0.8496732026143792
AATSC7c,0.0002095959469961275
AATSC7d,-0.08986928104575163
AATSC7i,0.7919990753614428
AATSC7m,-4.066654894575161
AATSC7p,0.015423300712998219
AATSC7s,-0.02111837327523602
AATSC7v,-1.581311113005214
AATSC8Z,0.402777777777778
AATSC8c,-0.00034206961379790765
AATSC8d,-0.12847222222222224
AATSC8i,-0.02124593172829578
AATSC8m,1.8605607898611065
AATSC8p,-0.004614095507571216
AATSC8s,0.11331790123456786
AATSC8v,-0.09060317504684168
ATS0are,190.6845
ATS1are,206.7248
ATS2are,311.4289
ATS3are,384.40100000000007
ATS4are,385.8759999999999
ATS5are,335.53389999999996
ATS6are,260.2078
ATS7are,214.8997
ATS8are,186.71
ATSC0dv,104.6666666666667
ATSC0pe,2.286666666666666
ATSC0se,1.1926534666666662
ATSC1dv,25.888888888888907
ATSC1pe,0.5270222222222214
ATSC1se,0.35201643555555556
ATSC2dv,-8.555555555555552
ATSC2pe,0.09691111111111075
ATSC2se,0.08453893777777789
ATSC3dv,-19.444444444444443
ATSC3pe,-0.26187777777777754
ATSC3se,-0.18984516444444513
ATSC4dv,-17.888888888888886
ATSC4pe,-0.8161222222222229
ATSC4se,-0.5726725822222215
ATSC5dv,-19.555555555555554
ATSC5pe,-0.86348888888889
ATSC5se,-0.556302008888887
ATSC6dv,-26.555555555555557
ATSC6pe,-0.41595555555555586
ATSC6se,-0.14755315555555407
ATSC7dv,-8.555555555555555
ATSC7pe,0.1001777777777785
ATSC7se,0.26677647111111125
ATSC8dv,11.222222222222218
ATSC8pe,0.3506222222222233
ATSC8se,0.19173416888888667
AXp-0dv,0.5205819238193536
AXp-1dv,0.2710450271927708
AXp-2dv,0.1420352197548558
AXp-3dv,0.07367362539490098
AXp-4dv,0.03823665061934512
AXp-5dv,0.020170685150828007
AXp-6dv,0.009753773876828006
AXp-7dv,0.005016624920931447
BertzCT,807.9232609837889
ECIndex,414
ETA_eta,10.336370762943499
GATS1dv,0.424263535031847
GATS1pe,0.45636160714285706
GATS1se,0.46236130436211653
GATS2dv,0.7774925256726892
GATS2pe,0.6715233236151603
GATS2se,0.6879349475192628
GATS3dv,0.9987928908978835
GATS3pe,0.908588709677419
GATS3se,0.9075088809562224
GATS4dv,1.13780411402318
GATS4pe,1.3014344262295083
GATS4se,1.3799070700891538
GATS5dv,1.2361587457128855
GATS5pe,1.4914285714285715
GATS5se,1.603064846235173
GATS6dv,1.2087181528662416
GATS6pe,1.3011160714285714
GATS6se,1.338368054604517
GATS7dv,1.0267890595728735
GATS7pe,0.9540756302521005
GATS7se,0.8129968649835514
GATS8dv,0.7619426751592354
GATS8pe,0.43499999999999944
GATS8se,0.2786529233246963
LogEE_A,3.976695585400018
LogEE_D,97.77744674371449
MATS1dv,0.23188694267515933
MATS1pe,0.21607142857142828
MATS1se,0.2767068704840893
MATS2dv,-0.050045495905368484
MATS2pe,0.025947521865889125
MATS2se,0.04339779724783994
MATS3dv,-0.08989110334908565
MATS3pe,-0.055414746543778766
MATS3se,-0.07702200681778976
MATS4dv,-0.08405554975462042
MATS4pe,-0.1755269320843093
MATS4se,-0.23614759980455263
MATS5dv,-0.10779029887310138
MATS5pe,-0.21785714285714317
MATS5se,-0.2691003511385976
MATS6dv,-0.1902866242038216
MATS6pe,-0.13642857142857157
MATS6se,-0.0927887854767752
MATS7dv,-0.07212439115773696
MATS7pe,0.038655462184874236
MATS7se,0.19736747554967532
MATS8dv,0.10051751592356681
MATS8pe,0.14375000000000046
MATS8se,0.1507150135032221
MAXaaCH,1.8758873456790124
MAXaasC,0.8303127624506594
MAXaasN,1.606369992441421
MDEC-22,12.991238658271763
MDEC-23,16.783198259893748
MDEC-33,2.9398657698051562
MDEN-11,0.08333333333333334
MDEN-12,0.6172133998483676
MDEN-13,0.33806170189140655
MDEN-22,1.0
MDEN-23,1.4142135623730951
MINaaCH,1.7338595486403927
MINaasC,0.5657665459306878
MINaasN,1.606369992441421
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7142857142857145
SM1_Dzi,1.1262479272882393
SM1_Dzm,0.7125008924109377
SM1_Dzp,-2.5909090909090904
SM1_Dzv,-1.5966231412171439
SddssSe,0
SpAD_Dt,338.75398729667825
SpAbs_A,28.118102608856706
SpAbs_D,195.554893487429
SpMAD_A,1.3389572670884147
SpMAD_D,9.312137785115667
SpMax_A,2.4019270110620505
SpMax_D,97.77744674371449
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,78.29
TpiPC10,8.854544505821043
VAdjMat,5.523561956057013
VE1_DzZ,4.512455993962015
VE1_Dzi,4.508928724163051
VE1_Dzm,4.512470835094021
VE1_Dzp,4.5307255969336095
VE1_Dzv,4.527495433971983
VE2_DzZ,0.21487885685533406
VE2_Dzi,0.21471089162681198
VE2_Dzm,0.21487956357590576
VE2_Dzp,0.2157488379492195
VE2_Dzv,0.2155950206653325
VE3_DzZ,2.248778916310247
VE3_Dzi,2.247996936583428
VE3_Dzm,2.2487822052304316
VE3_Dzp,2.2528194473210603
VE3_Dzv,2.2521062469945226
VR1_DzZ,113.22841565486333
VR1_Dzi,113.49677267030098
VR1_Dzm,113.2272996431234
VR1_Dzp,111.92009704235062
VR1_Dzv,112.15545474507303
VR2_DzZ,5.391829316898254
VR2_Dzi,5.404608222395285
VR2_Dzm,5.391776173482067
VR2_Dzp,5.329528430588125
VR2_Dzv,5.340735940241573
VR3_DzZ,5.47134450068386
VR3_Dzi,5.473711746623664
VR3_Dzm,5.471334644348475
VR3_Dzp,5.459722542155121
VR3_Dzv,5.461823242453718
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.08137544453027167
Xch-7dv,0.0903584784853417
Xpc-4dv,0.8395456134154012
Xpc-5dv,1.0158531298563749
Xpc-6dv,1.1533806831875726
Zagreb1,108.0
Zagreb2,126.0
fragCpx,109.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,0
nBondsM,19
nBondsO,23
nBondsS,13
nBondsT,2
nFARing,0
nFHRing,0
nFaRing,0
nHetero,5
naHRing,1
AATS0are,6.35615
AATS1are,6.46015
AATS2are,6.355691836734694
AATS3are,6.200016129032259
AATS4are,6.325836065573769
AATS5are,6.4525749999999995
AATS6are,6.5051950000000005
AATS7are,6.320579411764705
AATS8are,5.8346875
AATSC0dv,3.48888888888889
AATSC0pe,0.0762222222222222
AATSC0se,0.03975511555555554
AATSC1dv,0.8090277777777783
AATSC1pe,0.01646944444444442
AATSC1se,0.011000513611111111
AATSC2dv,-0.17460317460317454
AATSC2pe,0.0019777777777777706
AATSC2se,0.0017252844444444468
AATSC3dv,-0.3136200716845878
AATSC3pe,-0.004223835125448025
AATSC3se,-0.003062018781362018
AATSC4dv,-0.2932604735883424
AATSC4pe,-0.013379052823315129
AATSC4se,-0.009388075118397074
AATSC5dv,-0.376068376068376
AATSC5pe,-0.016605555555555575
AATSC5se,-0.01069811555555552
AATSC6dv,-0.663888888888889
AATSC6pe,-0.010398888888888897
AATSC6se,-0.0036888288888888517
AATSC7dv,-0.25163398692810457
AATSC7pe,0.0029464052287581912
AATSC7se,0.007846366797385625
AATSC8dv,0.3506944444444443
AATSC8pe,0.010956944444444477
AATSC8se,0.005991692777777708
AETA_eta,0.49220813156873805
ATSC0are,2.433749999999998
ATSC1are,0.638449999999998
ATSC2are,0.14507499999999882
ATSC3are,-0.3168999999999985
ATSC4are,-1.0087250000000008
ATSC5are,-1.0379000000000025
ATSC6are,-0.3873500000000026
ATSC7are,0.29634999999999956
ATSC8are,0.388100000000004
BCUTZ-1h,7.226358479095657
BCUTZ-1l,5.685574821056994
BCUTc-1h,0.39061215653554554
BCUTc-1l,-0.39846526536392585
BCUTd-1h,3.157742093125036
BCUTd-1l,0.9108647710003396
BCUTi-1h,14.751081673272285
BCUTi-1l,10.947539671026123
BCUTm-1h,14.2266856131112
BCUTm-1l,11.697759754723162
BCUTp-1h,1.9992430494704683
BCUTp-1l,0.8725001779443506
BCUTs-1h,6.028457544934864
BCUTs-1l,1.4759922425890615
BCUTv-1h,20.9023706185288
BCUTv-1l,15.384314954433613
BalabanJ,1.5032590222871316
Diameter,12
ETA_beta,34.75
GATS1are,0.45326463790446847
GATS2are,0.673107134995755
GATS3are,0.9043779511904172
GATS4are,1.3400843668695852
GATS5are,1.5512954841768403
GATS6are,1.3237673343605547
GATS7are,0.8935774494697725
GATS8are,0.35557395993836666
HybRatio,0.0
Lipinski,True
LogEE_Dt,169.37699364833912
MATS1are,0.24593605546995317
MATS2are,0.03649570768214809
MATS3are,-0.06300511953874423
MATS4are,-0.20383945035237092
MATS5are,-0.24603532061159258
MATS6are,-0.11936825885978515
MATS7are,0.10744131242635721
MATS8are,0.149499229583977
NsssssAs,0
RotRatio,0.08695652173913043
SM1_Dzpe,0.8059210526315791
SM1_Dzse,0.7013149655604256
SMR_VSA1,0.0
SMR_VSA2,10.523783109476973
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,29.083208386813563
SpAD_DzZ,139.74534920446192
SpAD_Dzi,136.23699599485445
SpAD_Dzm,139.76070097819417
SpAD_Dzp,171.04683502051495
SpAD_Dzv,161.43211380636512
SpAbs_Dt,338.75398729667836
SpDiam_A,4.704252666902845
SpDiam_D,148.50457427527851
SpMAD_Dt,16.131142252222773
SpMax_Dt,169.37699364833912
SsssssAs,0
VE1_Dzpe,4.5116886963847875
VE1_Dzse,4.512563756617259
VE2_Dzpe,0.21484231887546607
VE2_Dzse,0.21488398841034564
VE3_Dzpe,2.2486088619493283
VE3_Dzse,2.2488027971788163
VMcGowan,202.01999999999978
VR1_Dzpe,113.28626466269678
VR1_Dzse,113.22031471629614
VR2_Dzpe,5.39458403155699
VR2_Dzse,5.391443557918864
VR3_Dzpe,5.471855275605909
VR3_Dzse,5.471272953022211
mZagreb1,5.916666666666667
mZagreb2,4.805555555555556
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,22
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08112499999999993
AATSC1are,0.019951562499999936
AATSC2are,0.0029607142857142614
AATSC3are,-0.005111290322580621
AATSC4are,-0.016536475409836077
AATSC5are,-0.019959615384615433
AATSC6are,-0.009683750000000064
AATSC7are,0.008716176470588222
AATSC8are,0.012128125000000125
AETA_beta,1.6547619047619047
BCUTdv-1h,5.223351436509649
BCUTdv-1l,2.7770562381491977
BCUTpe-1h,3.27917440907565
BCUTpe-1l,2.2332699177893036
BCUTse-1h,3.4353665013907033
BCUTse-1l,2.4288692294402323
ETA_alpha,10.000000000000002
ETA_dBeta,9.25
ETA_eta_B,0.1178572668392519
ETA_eta_F,22.286333558315842
ETA_eta_L,3.41340683530153
ETA_eta_R,32.62270432125934
ETA_psi_1,0.5988023952095811
LabuteASA,120.85597012966778
LogEE_DzZ,69.90668820767314
LogEE_Dzi,68.17212885110764
LogEE_Dzm,69.9142791030214
LogEE_Dzp,84.90653439337434
LogEE_Dzv,80.3359085362261
PEOE_VSA1,0.0
PEOE_VSA2,0.0
PEOE_VSA3,4.681802935145185
PEOE_VSA4,10.523783109476973
PEOE_VSA5,5.098681808301038
PEOE_VSA6,23.4124863010397
PEOE_VSA7,30.33183534230805
PEOE_VSA8,5.563451491696996
PEOE_VSA9,35.149575455275176
SM1_Dzare,0.9283387622149836
SpAD_Dzpe,138.9589471063156
SpAD_Dzse,139.8569446795018
SpAbs_DzZ,139.09909070106062
SpAbs_Dzi,135.32482285109273
SpAbs_Dzm,139.11605731363187
SpAbs_Dzp,172.4039778776578
SpAbs_Dzv,162.26844021366938
SpDiam_Dt,246.46957067578882
SpMAD_DzZ,6.65454043830771
SpMAD_Dzi,6.487475999754974
SpMAD_Dzm,6.655271475152103
SpMAD_Dzp,8.145087381929283
SpMAD_Dzv,7.687243514588816
SpMax_DzZ,69.90668820767314
SpMax_Dzi,68.17212885110764
SpMax_Dzm,69.9142791030214
SpMax_Dzp,84.90653439337434
SpMax_Dzv,80.3359085362261
VE1_Dzare,4.510647778498488
VE2_Dzare,0.21479275135707088
VE3_Dzare,2.2483781195260515
VR1_Dzare,113.36521296347844
VR2_Dzare,5.398343474451354
VR3_Dzare,5.472551924970841
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4761904761904763
AETA_dBeta,0.44047619047619047
AETA_eta_B,0.005612250801869138
AETA_eta_F,1.0612539789674211
AETA_eta_L,0.1625431826334062
AETA_eta_R,1.553462110536159
BCUTare-1h,3.3057985183853504
BCUTare-1l,2.183882849750359
ETA_beta_s,12.75
ETA_dPsi_A,0.11519760479041885
ETA_dPsi_B,0.0
ETA_eta_BR,0.3758572668392519
ETA_eta_FL,6.8829494602323145
ETA_eta_RL,10.296356295533844
LogEE_Dzpe,69.51785074614025
LogEE_Dzse,69.96186829049188
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,14.993869839101091
SlogP_VSA3,0.0
SlogP_VSA4,22.66222573506152
SlogP_VSA5,11.126902983393991
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
SpAD_Dzare,137.91378343829592
SpAbs_Dzpe,138.229780439649
SpAbs_Dzse,139.22242161542334
SpDiam_DzZ,107.20013841812235
SpDiam_Dzi,104.38165826972295
SpDiam_Dzm,107.21247450944041
SpDiam_Dzp,131.63622780815183
SpDiam_Dzv,124.16165821681122
SpMAD_Dzpe,6.617092719348362
SpMAD_Dzse,6.6598545085477046
SpMax_Dzpe,69.51785074614025
SpMax_Dzse,69.96186829049188
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6071428571428571
AETA_eta_BR,0.017897965087583425
AETA_eta_FL,0.3277594981063007
AETA_eta_RL,0.49030268073970684
DetourIndex,1739
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,16.82083097824245
EState_VSA4,11.250837766380558
EState_VSA5,0.0
EState_VSA6,41.21048184906631
EState_VSA7,18.19910120538483
EState_VSA8,22.450509529540454
EState_VSA9,10.523783109476973
ETA_beta_ns,22.0
ETA_shape_p,0.07999999999999999
ETA_shape_x,0.0
ETA_shape_y,0.2899999999999999
GhoseFilter,True
LogEE_Dzare,69.0010983268725
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,137.07385789153
SpDiam_Dzpe,106.56825063695658
SpDiam_Dzse,107.28981280676231
SpMAD_Dzare,6.5673230208712345
SpMax_Dzare,69.0010983268725
TopoPSA(NO),78.29
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.606369992441421
VSA_EState9,49.726963340891906
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,1.0476190476190477
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.023809523809523725
FilterItLogS,-3.8819138659480252
SpDiam_Dzare,105.72855014528142
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6466666666666667
ETA_epsilon_2,0.7952380952380951
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5363636363636366
ETA_epsilon_5,0.7952380952380951
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.20429378531073422
ETA_dEpsilon_B,0.11030303030303013
ETA_dEpsilon_C,-0.0939907550077041
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8095238095238095
MDEDescriptor,"0.0,0.0,0.0,0.0,12.991238658271763,16.783198259893748,0.0,2.9398657698051562,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.6172133998483676,0.33806170189140655,1.0,1.4142135623730951,0.0"
APolDescriptor,39.661137000000004
BCUTDescriptor,"11.850000000000003,14.007114563911504,-0.2572416887585527,0.1720466038492462,4.328259734480141,9.712753624540156"
BPolDescriptor,13.138862999999997
TPSADescriptor,78.29
ALOGPDescriptor,"3.3389999999999995,11.148920999999996,81.7068"
XLogPDescriptor,2.9250000000000007
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,271.08579536
ChiPathDescriptor,"14.656489770562878,10.296356295533846,8.735130379981955,7.648521335114252,6.172053420496429,4.844208395773787,3.269909779838025,2.3277987347759894,10.932220400206425,6.234035625433728,4.403091812400531,3.02061864119094,1.9883058322059461,1.2707531645021641,0.6437490758706483,0.3611969943070643"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4458099748584902,0.0,0.0,0.025819888974716113,0.08137544453027167,0.09035847848534172"
AtomCountDescriptor,30
BondCountDescriptor,23
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.0749149571305296,0.0,0.16666666666666666,0.0,0.44682034860574577,0.0,0.040761583118584285,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"2,0,1,10,3,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"43.05456077131659,2.0502171795865043,14.667605752627287,0.0,14.667605752627287"
FractionalPSADescriptor,0.2888015578095172
WienerNumbersDescriptor,"991.0,30.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7317394272870366,4.10868857667678,5.2837854736556285,0.839545613415401,1.0158531298563749,1.0553575890187985"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.513007284079085,3.8548483045806066"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,604.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"22.799901506382398,24.55087026845519,33.021799633080946,32.1603651313458,29.65891093088714"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.2581597705595547,-0.0462182282740592,-0.054919557924205685,-0.004882325972679386,-0.02373063869007039"
EccentricConnectivityIndexDescriptor,414
AutocorrelationDescriptorPolarizability,"1265.278332087269,1477.6404178971993,2012.1199736049846,1860.3807337831508,1618.2543481291673"
