DLiP-ID,C1009U
DLiP-Mol-ID,34753
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25BrN2O4S/c1-3-28-19(26)17-12-29-21(24(17)18(25)13-7-5-4-6-8-13)15-11-14(22)9-10-16(15)23(2)20(21)27/h9-11,13,17H,3-8,12H2,1-2H3/t17-,21-/m0/s1"
Standard Inchi Key(RDKit),WFYPZXQUWSTUMQ-UWJYYQICSA-N
Canonical SMILES(RDKit),CCOC(=O)[C@@H]1CS[C@@]2(C(=O)N(C)c3ccc(Br)cc32)N1C(=O)C1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),481.412
MW Monoisotopic(RDKit),480.07184038
MolLogP(RDKit),3.6657
XLogP(SDF),
XLogP(CDK),3.719
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),66.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.616936017047838
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,4915948.75253961
qed,0.6169360170478377
Chi0,20.758784066134826
Chi1,13.912756578556628
TPSA,66.92000000000002
Chi0n,16.650131930582422
