DLiP-ID,T0084A
DLiP-Mol-ID,26586
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H23F3N2O5S/c1-14(29)28-13-34-12-20(28)21(30)27-19(22(31)32)10-15-6-8-17(9-7-15)33-11-16-4-2-3-5-18(16)23(24,25)26/h2-9,19-20H,10-13H2,1H3,(H,27,30)(H,31,32)/t19-,20+/m0/s1"
Standard Inchi Key(RDKit),ZSWDOGGMMOVIDK-VQTJNVASSA-N
Canonical SMILES(RDKit),CC(=O)N1CSC[C@@H]1C(=O)N[C@@H](Cc1ccc(OCc2ccccc2C(F)(F)F)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),496.507
MW Monoisotopic(RDKit),496.127977496
MolLogP(RDKit),3.3177
XLogP(SDF),
XLogP(CDK),3.433
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),95.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.582372774000427
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,30242151.47381849
qed,0.5823727740004273
Chi0,24.88010440969447
Chi1,16.057569213703694
TPSA,95.94000000000001
Chi0n,18.17149187898936
Chi0v,18.98798845991709
Chi1n,10.30945518562422
Chi1v,11.464155724003474
Chi2n,7.695561400430544
Chi2v,8.695341913974902
Chi3n,5.284299539333318
Chi3v,6.296484494104108
Chi4n,3.4794715156928118
