DLiP-ID,C003DG
nH,16
nI,0
nN,0
nO,6
nP,0
nS,0
nX,0
ABC,17.44272820085501
AMW,8.00249179557896
IC0,1.4713544870139292
IC1,3.592826118980925
IC2,4.418722908066561
IC3,4.734512381750774
IC4,4.734512381750774
IC5,4.734512381750774
MID,44.59284201706251
Mpe,0.9973168214654279
Mse,1.0285966190056355
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,80.05560000000003
SdO,11.355496859658565
SdS,0
Spe,37.89803921568626
SsF,0
SsI,0
Sse,39.08667152221415
StN,0
fMF,0.34210526315789475
nBr,0
nCl,0
AMID,2.026947364411932
BIC0,0.2663778371129657
BIC1,0.6504545703594604
BIC2,0.7999770697278211
BIC3,0.8571484160794132
BIC4,0.8571484160794132
BIC5,0.8571484160794132
CIC0,3.7765730264296558
CIC1,1.65510139446266
CIC2,0.8292046053770239
CIC3,0.5134151316928115
CIC4,0.5134151316928115
CIC5,0.5134151316928115
GGI1,6.0
GGI2,3.3333333333333344
GGI3,1.5
GGI4,1.2888888888888892
GGI5,0.7261111111111112
GGI6,0.7639909297052156
GGI7,0.58421910430839
GGI8,0.2907769589317208
GGI9,0.106875
JGI1,0.25
JGI2,0.09259259259259263
JGI3,0.042857142857142864
JGI4,0.04296296296296295
JGI5,0.026893004115226337
JGI6,0.028295960359452425
JGI7,0.0224699655503227
JGI8,0.016154275496206707
JGI9,0.021374999999999998
MIC0,13.56781463662183
MIC1,33.92681093384351
MIC2,40.0305261389867
MIC3,40.92794719161828
MIC4,40.92794719161828
MIC5,40.92794719161828
MPC2,36
MPC3,46
MPC4,59
MPC5,76
MPC6,92
MPC7,108
MPC8,120
MPC9,114
Mare,1.012631578947369
NaaN,0
NaaO,2
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,2
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1944459960258776
RPCG,0.13342562768053523
SIC0,0.28036867568097484
SIC1,0.6846180915756179
SIC2,0.8419938912546229
SIC3,0.9021680214946569
SIC4,0.9021680214946569
SIC5,0.9021680214946569
SaaN,0
SaaO,10.473124448853614
SaaS,0
Sare,38.48000000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,19.692788121804178
SsSH,0
SssO,5.6870205026455025
SssS,0
StCH,0
StsC,0
TIC0,55.91147050652931
TIC1,136.52739252127515
TIC2,167.91147050652933
TIC3,179.9114705065294
TIC4,179.9114705065294
TIC5,179.9114705065294
Vabc,252.44545370872558
WPol,35
apol,42.200687999999985
bpol,22.127311999999996
nRot,4
ABCGG,14.737578287069246
ATS0Z,976.0
ATS0d,136.0
ATS0i,6100.099844642984
ATS0m,3860.290966
ATS0p,55.59543047758401
ATS0s,224.00694444444446
ATS0v,8571.955000670305
ATS1Z,1072.0
ATS1d,167.0
ATS1i,5796.0895184578985
ATS1m,4095.1909319999986
ATS1p,70.54671631200002
ATS1s,145.5277777777778
ATS1v,10847.658935360534
ATS2Z,1669.0
ATS2d,267.0
ATS2i,10272.22250675274
ATS2m,6349.579519999999
ATS2p,105.14709678794298
ATS2s,259.26388888888886
ATS2v,16182.781020387545
ATS3Z,1819.0
ATS3d,280.0
ATS3i,13708.747392539197
ATS3m,6637.669119
ATS3p,118.568254544245
ATS3s,371.01388888888897
ATS3v,17768.95983831773
ATS4Z,1642.0
ATS4d,267.0
ATS4i,16266.534902924126
ATS4m,5895.347973999999
ATS4p,113.80071911637599
ATS4s,347.33333333333337
ATS4v,16202.177989815322
ATS5Z,1360.0
ATS5d,243.0
ATS5i,13585.782024253427
ATS5m,4938.068067
ATS5p,98.95671238237598
ATS5s,245.22222222222223
ATS5v,14157.872914523674
ATS6Z,1384.0
ATS6d,223.0
ATS6i,10652.600929797645
ATS6m,5067.628586999999
ATS6p,95.21714632109399
ATS6s,266.33333333333337
ATS6v,13900.789856635762
ATS7Z,1378.0
ATS7d,204.0
ATS7i,11407.574216201043
ATS7m,5027.295737999999
ATS7p,93.57867489849
ATS7s,294.6388888888889
ATS7v,13540.215721123759
ATS8Z,1140.0
ATS8d,162.0
ATS8i,11756.865336576242
ATS8m,3906.930478
ATS8p,84.84112136509398
ATS8s,293.1666666666667
ATS8v,11685.345826772358
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,7
C2SP3,1
C3SP2,2
C3SP3,1
C4SP3,0
FCSP3,0.3125
GGI10,0.0
JGI10,0.0
JGT10,0.5436009039339067
Kier1,16.84375
Kier2,6.481481481481482
Kier3,3.5916824196597354
MAXdO,11.355496859658565
MID_C,33.25945003645006
MID_N,0.0
MID_O,11.33339198061244
MID_X,0.0
MID_h,11.33339198061244
MINdO,11.355496859658565
MPC10,103
MWC01,24.0
MWC02,4.795790545596741
MWC03,5.652489180268651
MWC04,6.558197802812269
MWC05,7.440146680662688
MWC06,8.348774539791274
MWC07,9.24116051431607
MWC08,10.151791899508838
MWC09,11.049953058639625
MWC10,11.962030992106298
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.0498
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.262690188904886
SRW05,2.3978952727983707
SRW06,6.816735880594968
SRW07,4.59511985013459
SRW08,8.459775920546287
SRW09,6.6052979209482015
SRW10,10.15303931712664
SaaCH,7.740942342214662
SaaNH,0
SaaSe,0
SaaaC,2.1370719954648534
SaasC,0.43824074074074093
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,2.9932699599582717
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.941518641694957
VE1_D,4.622635195697019
VE2_A,0.17915993825886167
VE2_D,0.2101197816225918
VE3_A,2.160023451464964
VE3_D,2.3194222915271343
VR1_A,199.0691668155567
VR1_D,122.05792222224694
VR2_A,9.048598491616215
VR2_D,5.548087373738498
VR3_A,6.0821096966371
VR3_D,5.592953064742312
WPath,1019
Xc-3d,2.6004063074083787
Xc-4d,0.28867513459481287
Xc-5d,0.8595663102948599
Xc-6d,0.2041241452319315
Xp-0d,15.905412915006314
Xp-1d,10.35919191094603
Xp-2d,10.44097655088518
Xp-3d,8.138083804546898
Xp-4d,6.288636882962595
Xp-5d,5.037771935703847
Xp-6d,4.018531515557492
Xp-7d,3.0835562168716186
ZMIC0,79.03210599355171
ZMIC1,39.085094686617495
ZMIC2,26.99907047542271
ZMIC3,24.987330597803414
ZMIC4,24.987330597803414
ZMIC5,24.987330597803414
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.5115454388310208
piPC2,4.223177434065069
piPC3,4.858842942337124
piPC4,5.544933274047389
piPC5,6.183633294122761
piPC6,6.714265337308312
piPC7,7.2059425252392035
piPC8,7.693486982092561
piPC9,7.970361162237141
AATS0Z,25.68421052631579
AATS0d,3.5789473684210527
AATS0i,160.52894328007852
AATS0m,101.58660436842105
AATS0p,1.4630376441469477
AATS0s,5.894919590643275
AATS0v,225.57776317553433
AATS1Z,26.8
AATS1d,4.175
AATS1i,144.90223796144747
AATS1m,102.37977329999997
AATS1p,1.7636679078000004
AATS1s,3.638194444444445
AATS1v,271.19147338401336
AATS2Z,24.544117647058822
AATS2d,3.926470588235294
AATS2i,151.06209568754028
AATS2m,93.37616941176469
AATS2p,1.5462808351168087
AATS2s,3.8127042483660127
AATS2v,237.9820738292286
AATS3Z,20.670454545454547
AATS3d,3.1818181818181817
AATS3i,155.7812203697636
AATS3m,75.42805817045455
AATS3p,1.347366528911875
AATS3s,4.2160669191919204
AATS3v,201.91999816270146
AATS4Z,16.42
AATS4d,2.67
AATS4i,162.66534902924127
AATS4m,58.95347973999999
AATS4p,1.13800719116376
AATS4s,3.4733333333333336
AATS4v,162.02177989815323
AATS5Z,16.19047619047619
AATS5d,2.892857142857143
AATS5i,161.7355002887313
AATS5m,58.78652460714286
AATS5p,1.1780560997901903
AATS5s,2.9193121693121693
AATS5v,168.54610612528182
AATS6Z,20.057971014492754
AATS6d,3.2318840579710146
AATS6i,154.385520721705
AATS6m,73.44389256521738
AATS6p,1.3799586423346955
AATS6s,3.859903381642513
AATS6v,201.46072255993857
AATS7Z,18.876712328767123
AATS7d,2.7945205479452055
AATS7i,156.2681399479595
AATS7m,68.86706490410957
AATS7p,1.2818996561436986
AATS7s,4.036149162861492
AATS7v,185.48240713868162
AATS8Z,15.405405405405405
AATS8d,2.189189189189189
AATS8i,158.87655860238164
AATS8m,52.79635781081081
AATS8p,1.1465016400688377
AATS8s,3.961711711711712
AATS8v,157.910078740167
AMID_C,1.511793183475003
AMID_N,0.0
AMID_O,0.5151541809369291
AMID_X,0.0
AMID_h,0.5151541809369291
ATS0dv,366.0
ATS0pe,252.48160000000001
ATS0se,308.2539759999999
ATS1dv,353.0
ATS1pe,270.1615
ATS1se,322.00187999999986
ATS2dv,518.0
ATS2pe,455.4256000000001
ATS2se,549.0544879999999
ATS3dv,530.0
ATS3pe,595.1421999999999
ATS3se,723.4826759999999
ATS4dv,492.0
ATS4pe,642.6844
ATS4se,798.3512079999998
ATS5dv,380.0
ATS5pe,525.6295
ATS5se,655.528236
ATS6dv,400.0
ATS6pe,453.6307
ATS6se,553.1703
ATS7dv,347.0
ATS7pe,472.72119999999995
ATS7se,579.9009360000001
ATS8dv,201.0
ATS8pe,479.21070000000003
ATS8se,591.87328
ATSC0Z,302.31578947368416
ATSC0c,1.3608823421697869
ATSC0d,28.210526315789483
ATSC0i,50.87445052500124
ATSC0m,1423.520629052632
ATSC0p,8.729691854601263
ATSC0s,81.51991959064324
ATSC0v,1814.4901992698738
ATSC1Z,4.2991689750692625
ATSC1c,-0.6699465502077265
ATSC1d,9.304709141274241
ATSC1i,-1.2873803362537597
ATSC1m,24.113586681440978
ATSC1p,-0.0604887710009058
ATSC1s,-14.955909510618653
ATSC1v,68.49376404433552
ATSC2Z,82.96121883656512
ATSC2c,-0.064686840481262
ATSC2d,-4.955678670360108
ATSC2i,0.15596220313620535
ATSC2m,394.9982849058176
ATSC2p,0.4783890857601112
ATSC2s,6.257483071714372
ATSC2v,399.21918679053755
ATSC3Z,-132.4681440443213
ATSC3c,-0.10076994929514063
ATSC3d,2.459833795013851
ATSC3i,-9.621941155152236
ATSC3m,-622.7521925955673
ATSC3p,-1.9192462112652924
ATSC3s,-15.485457063711914
ATSC3v,-616.2379471477645
ATSC4Z,63.27423822714681
ATSC4c,0.551784436414665
ATSC4d,16.7617728531856
ATSC4i,16.453202275657105
ATSC4m,299.966082914127
ATSC4p,2.7461660735701474
ATSC4s,-10.468172899353647
ATSC4v,489.32511727545335
ATSC5Z,116.56509695290856
ATSC5c,-0.581602406057634
ATSC5d,4.639889196675899
ATSC5i,15.942341228656208
ATSC5m,568.4267580941823
ATSC5p,3.3938078666456275
ATSC5s,-2.331678978147116
ATSC5v,997.8229099969866
ATSC6Z,-45.36288088642658
ATSC6c,0.03040983846702927
ATSC6d,-12.434903047091412
ATSC6i,-9.923543443246194
ATSC6m,-222.19891580609388
ATSC6p,-1.900517403175029
ATSC6s,8.685504193598032
ATSC6v,-453.0448740974495
ATSC7Z,6.919667590027699
ATSC7c,0.27996369594516185
ATSC7d,-23.457063711911356
ATSC7i,-20.26888061704027
ATSC7m,17.505423872576316
ATSC7p,-3.415673213419162
ATSC7s,12.454788973530315
ATSC7v,-497.0025754307585
ATSC8Z,-183.87811634349032
ATSC8c,0.002090396723409025
ATSC8d,-15.462603878116347
ATSC8i,-32.6773520181582
ATSC8m,-886.3530735235455
ATSC8p,-6.166748844524039
ATSC8s,-21.252606571252695
ATSC8v,-1487.679772999654
AXp-0d,0.7229733143184688
AXp-1d,0.4316329962894179
AXp-2d,0.2900271264134772
AXp-3d,0.17691486531623693
AXp-4d,0.10658706581292533
AXp-5d,0.06628647283820852
AXp-6d,0.04367969038649448
AXp-7d,0.02855144645251499
GATS1Z,0.7404509052924791
GATS1c,1.4037832908652481
GATS1d,0.9344916044776116
GATS1i,1.1506343553226492
GATS1m,0.7432127859672086
GATS1p,1.107671916527719
GATS1s,0.8839565814870531
GATS1v,0.9249327035176712
GATS2Z,0.7028344154514173
GATS2c,1.016863499446548
GATS2d,1.5044446883230898
GATS2i,1.059858934338055
GATS2m,0.7032850255112829
GATS2p,1.013147720971696
GATS2s,0.7146056556577085
GATS2v,0.8363765902587981
GATS3Z,1.1265312420866043
GATS3c,1.172881304143459
GATS3d,1.0209358039348708
GATS3i,1.0900888857809479
GATS3m,1.1230701947749957
GATS3p,1.0785684058163618
GATS3s,1.1712256363404039
GATS3v,1.065641216357652
GATS4Z,0.9485114902506965
GATS4c,0.906079650230093
GATS4d,0.5705317164179102
GATS4i,0.8184448777292211
GATS4m,0.9464999489938433
GATS4p,0.8266508580668115
GATS4s,0.9713751437532088
GATS4v,0.8742962136431773
GATS5Z,0.8283084212097096
GATS5c,1.1832961059976412
GATS5d,0.8041155828002841
GATS5i,0.8094638450956629
GATS5m,0.8240564767936822
GATS5p,0.7917627719480445
GATS5s,0.6742486909958
GATS5v,0.7627485494055759
GATS6Z,0.9826561301521942
GATS6c,0.9239624061076541
GATS6d,1.2925589444083925
GATS6i,1.1285128980124728
GATS6m,0.9875161784629413
GATS6p,1.1317321788133798
GATS6s,0.7803063050822482
GATS6v,1.1019207388719046
GATS7Z,0.9162377895218836
GATS7c,0.7689182058626821
GATS7d,1.5990339398895925
GATS7i,1.203753718205689
GATS7m,0.9237114651053266
GATS7p,1.2000522299596141
GATS7s,0.9567810963037559
GATS7v,1.1221832418595183
GATS8Z,1.281772284122563
GATS8c,0.9041627133965954
GATS8d,1.1520522388059697
GATS8i,1.2935996677820798
GATS8m,1.2884854613737982
GATS8p,1.3240001520237428
GATS8s,1.318440538292717
GATS8v,1.3788896546262723
MATS1Z,0.013509749303621206
MATS1c,-0.4676739516530043
MATS1d,0.31333955223880594
MATS1i,-0.02403979417605792
MATS1m,0.016092430892704648
MATS1p,-0.006582630109741169
MATS1s,-0.1742900889308349
MATS1v,0.035860803143660774
MATS2Z,0.15335183516303466
MATS2c,-0.026562567081735763
MATS2d,-0.09816725197541692
MATS2i,0.0017131457521802245
MATS2m,0.1550622668739011
MATS2p,0.030623655655797888
MATS2s,0.04289539038960433
MATS2v,0.12295082941806595
MATS3Z,-0.18921325018992147
MATS3c,-0.03197506128057987
MATS3d,0.03765264586160108
MATS3i,-0.08167025082929431
MATS3m,-0.18890890236614996
MATS3p,-0.09493638758545472
MATS3s,-0.08202782764573671
MATS3v,-0.14665427788576244
MATS4Z,0.07953342618384401
MATS4c,0.15407510211592765
MATS4d,0.2257835820895522
MATS4i,0.12289502491387445
MATS4m,0.08007408475929702
MATS4p,0.11953951242925295
MATS4s,-0.04879673240270179
MATS4v,0.10247701786402232
MATS5Z,0.17442631648759782
MATS5c,-0.19333475217255788
MATS5d,0.07440476190476185
MATS5i,0.1417609710527963
MATS5m,0.1806404718957929
MATS5p,0.1758703583680209
MATS5s,-0.012939256590016407
MATS5v,0.24877294929099414
MATS6Z,-0.08263695450324976
MATS6c,0.012306315360808633
MATS6d,-0.2427536231884057
MATS6i,-0.10742405688704729
MATS6m,-0.08596322027443767
MATS6p,-0.11989675875198612
MATS6s,0.05867671575385718
MATS6v,-0.1375058262871968
MATS7Z,0.011914755599648948
MATS7c,0.10708826335715908
MATS7d,-0.4328358208955222
MATS7i,-0.20739141254470045
MATS7m,0.006401320950919379
MATS7p,-0.20367519293382372
MATS7s,0.07953043674104918
MATS7v,-0.14258201532662756
MATS8Z,-0.3123353158172101
MATS8c,0.0007887874894191103
MATS8d,-0.2814643001210165
MATS8i,-0.3298367190996194
MATS8m,-0.31973845106936555
MATS8p,-0.36275150587793353
MATS8s,-0.13387526296060032
MATS8v,-0.42102385977253515
MAXaaO,5.326686468568909
MAXsOH,9.914027515327119
MAXssO,5.6870205026455025
MINaaO,5.1464379802847064
MINsOH,9.778760606477057
MINssO,5.6870205026455025
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.44307159414376
SpAD_D,191.45383560314642
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.10910737906273615
SssNH2,0
SsssAs,0
SsssCH,-1.0690485113798613
SsssNH,0
SssssB,0
SssssC,-1.2850605342445616
SssssN,0
TMPC10,800
TMWC10,121.20033521370246
TSRW10,70.18237464916457
VE1_Dt,4.661769025243138
VE2_Dt,0.21189859205650627
VE3_Dt,2.3278523556155934
VR1_Dt,115.90445084796397
VR2_Dt,5.268384129452908
VR3_Dt,5.54122351245721
Xc-3dv,1.2231001712450966
Xc-4dv,0.12909944487358058
Xc-5dv,0.23642022443172828
Xc-6dv,0.040824829046386304
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2647770179839391
Xch-7d,0.4994339663805871
Xp-0dv,12.198628749179672
Xp-1dv,6.833769573346534
Xp-2dv,5.684810401439557
Xp-3dv,3.5097140113035135
Xp-4dv,2.1318715567644815
Xp-5dv,1.3996133998635514
Xp-6dv,0.8802385811140877
Xp-7dv,0.5624995177696094
Xpc-4d,4.813322443331664
Xpc-5d,6.041888775775398
Xpc-6d,8.591116533354121
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,1
nHBAcc,6
nHBDon,2
nHRing,2
nSpiro,0
naRing,3
piPC10,8.118014046896004
AATS0dv,9.631578947368421
AATS0pe,6.644252631578948
AATS0se,8.111946736842103
AATS1dv,8.825
AATS1pe,6.7540375
AATS1se,8.050046999999996
AATS2dv,7.617647058823529
AATS2pe,6.697435294117648
AATS2se,8.074330705882351
AATS3dv,6.0227272727272725
AATS3pe,6.762979545454544
AATS3se,8.221394045454543
AATS4dv,4.92
AATS4pe,6.426844
AATS4se,7.983512079999998
AATS5dv,4.523809523809524
AATS5pe,6.257494047619048
AATS5se,7.803907571428572
AATS6dv,5.797101449275362
AATS6pe,6.574357971014493
AATS6se,8.016960869565217
AATS7dv,4.7534246575342465
AATS7pe,6.475632876712329
AATS7se,7.943848438356166
AATS8dv,2.7162162162162162
AATS8pe,6.475820270270271
AATS8se,7.9982875675675675
AATSC0Z,7.9556786703601095
AATSC0c,0.03581269321499439
AATSC0d,0.7423822714681443
AATSC0i,1.3388013296052956
AATSC0m,37.46106918559558
AATSC0p,0.22972873301582272
AATSC0s,2.1452610418590328
AATSC0v,47.74974208604931
AATSC1Z,0.10747922437673156
AATSC1c,-0.016748663755193162
AATSC1d,0.23261772853185603
AATSC1i,-0.032184508406343994
AATSC1m,0.6028396670360244
AATSC1p,-0.001512219275022645
AATSC1s,-0.3738977377654663
AATSC1v,1.712344101108388
AATSC2Z,1.2200179240671343
AATSC2c,-0.0009512770659009117
AATSC2d,-0.0728776275052957
AATSC2i,0.002293561810826549
AATSC2m,5.808798307438495
AATSC2p,0.007035133614119282
AATSC2s,0.09202180987815253
AATSC2v,5.870870393978493
AATSC3Z,-1.5053198186854693
AATSC3c,-0.0011451130601720526
AATSC3d,0.027952656761521033
AATSC3i,-0.10934024039945722
AATSC3m,-7.076729461313264
AATSC3p,-0.021809616037105597
AATSC3s,-0.1759711029967263
AATSC3v,-7.0027039448609605
AATSC4Z,0.6327423822714681
AATSC4c,0.00551784436414665
AATSC4d,0.167617728531856
AATSC4i,0.16453202275657106
AATSC4m,2.9996608291412703
AATSC4p,0.027461660735701474
AATSC4s,-0.10468172899353646
AATSC4v,4.893251172754534
AATSC5Z,1.3876797256298639
AATSC5c,-0.006923838167352786
AATSC5d,0.055236776150903555
