DLiP-ID,P000GI
AATSC6i,0.315623052997781
AATSC6m,16.167040973130003
AATSC6p,0.08694168176876393
AATSC6s,0.12091503267973859
AATSC6v,23.836728756050597
AATSC7Z,-2.75318440133255
AATSC7c,0.007342468864812179
AATSC7d,-0.36664707035077415
AATSC7i,-0.7486949605060078
AATSC7m,-13.523297188712522
AATSC7p,-0.1450241352072628
AATSC7s,0.020833333333333284
AATSC7v,-31.545788621867786
AATSC8Z,-3.6504167985649465
AATSC8c,-0.006424960328736259
AATSC8d,0.09285638915268539
AATSC8i,0.30333763330158364
AATSC8m,-17.189936668565984
AATSC8p,-0.015235965826127322
AATSC8s,-0.27350427350427353
AATSC8v,-11.669676631516117
ATS0are,168.76470000000003
ATS1are,188.37400000000002
ATS2are,302.69789999999995
ATS3are,331.2000000000001
ATS4are,343.52700000000004
ATS5are,306.29789999999997
ATS6are,292.54400000000004
ATS7are,177.8989
ATS8are,153.472
ATSC0dv,111.4074074074074
ATSC0pe,2.7776740740740733
ATSC0se,1.6759199999999992
ATSC1dv,56.11796982167353
ATSC1pe,0.42796858710562513
ATSC1se,0.282846222222222
ATSC2dv,28.275720164609027
ATSC2pe,0.6822572016460899
ATSC2se,0.1564906666666666
ATSC3dv,-79.93278463648836
ATSC3pe,-1.3902945130315485
ATSC3se,-0.8103408888888882
ATSC4dv,-96.9039780521262
ATSC4pe,-1.9276768175582977
ATSC4se,-0.9668582222222216
ATSC5dv,4.245541838134432
ATSC5pe,-0.08348161865569143
ATSC5se,0.24807822222222217
ATSC6dv,51.52674897119344
ATSC6pe,1.1149341563785968
ATSC6se,0.22050666666666596
ATSC7dv,-48.311385459533604
ATSC7pe,0.22880466392318355
ATSC7se,0.35316977777777786
ATSC8dv,-26.0960219478738
ATSC8pe,-1.484337997256515
ATSC8se,-0.6879537777777776
AXp-0dv,0.5695047848888928
AXp-1dv,0.28437887903452796
AXp-2dv,0.14764109070216025
AXp-3dv,0.07561568659388226
AXp-4dv,0.04107614366693032
AXp-5dv,0.020386535980490034
AXp-6dv,0.010349852640364969
AXp-7dv,0.0055216682991656805
BertzCT,631.6349886775231
ECIndex,204
ETA_eta,9.81434104919039
GATS1dv,0.3701852531181218
GATS1pe,0.6589686014944557
GATS1se,0.7059205360802344
GATS2dv,0.7876496010638298
GATS2pe,0.7003881478241856
GATS2se,0.7975342896240077
GATS3dv,1.3374335106382977
GATS3pe,1.2576439520408762
GATS3se,1.3277358107785577
GATS4dv,1.4002659574468084
GATS4pe,1.3391511586129516
GATS4se,1.3337643801613444
GATS5dv,0.8938364361702128
GATS5pe,0.9314858154704438
GATS5se,0.8543703756742567
GATS6dv,0.8145337922403003
GATS6pe,0.7344387131629383
GATS6se,0.7396963119583603
GATS7dv,1.3377540843465043
GATS7pe,1.0230527653984791
GATS7se,0.9849399562202086
GATS8dv,1.2386968085106382
GATS8pe,1.7901668328950942
GATS8se,1.6086925390233426
LogEE_A,3.738434848175342
LogEE_D,52.99761350819443
MATS1dv,0.4689792736610419
MATS1pe,0.14344861978295503
MATS1se,0.15713135842217796
MATS2dv,0.1427651263297871
MATS2pe,0.13816224139034516
MATS2se,0.0525239868251468
MATS3dv,-0.3725386149754502
MATS3pe,-0.2598878306841402
MATS3se,-0.2510584771808457
MATS4dv,-0.42700072533849137
MATS4pe,-0.3406857856026624
MATS4se,-0.2832113053779959
MATS5dv,0.020578457446808522
MATS5pe,-0.016229432565482194
MATS5se,0.07993355291422027
MATS6dv,0.2448568523153944
MATS6pe,0.2125012667139566
MATS6se,0.06965656089157683
MATS7dv,-0.4181587196048632
MATS7pe,0.0794308701810586
MATS7se,0.2032057445633274
MATS8dv,-0.24324877250409171
MATS8pe,-0.5549347688467547
MATS8se,-0.4262814086958438
MAXaaCH,2.0886574074074074
MAXaaNH,3.0711085128495843
MAXaaaC,1.0949074074074077
MAXaasC,1.0447685185185187
MAXsCH3,1.9376476284958428
MDEC-11,0.25
MDEC-12,1.571258603602052
MDEC-13,4.205157689489642
MDEC-22,2.4980495329668133
MDEC-23,9.34849410712332
MDEC-33,6.585555701217671
MDEN-22,0.727928250960776
MINaaCH,1.8386574074074074
MINaaNH,3.0711085128495843
MINaaaC,0.8986205593348453
MINaasC,0.8279497354497354
MINsCH3,1.9133420729402872
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6785714285714287
SM1_Dzi,0.8488829422512447
SM1_Dzm,0.6767661145452564
SM1_Dzp,-2.636839718884606
SM1_Dzv,-1.356968362788312
SddssSe,0
SpAD_Dt,251.33177045087984
SpAbs_A,21.066513302420212
SpAbs_D,105.99522701638888
SpMAD_A,1.3166570814012633
SpMAD_D,6.624701688524307
SpMax_A,2.444072710552051
SpMax_D,52.99761350819443
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,54.71
TpiPC10,8.662065693908817
VAdjMat,5.169925001442312
VE1_DzZ,3.949094956053578
VE1_Dzi,3.9484107273034135
VE1_Dzm,3.949096629231093
VE1_Dzp,3.9403509535094376
VE1_Dzv,3.945462798075142
VE2_DzZ,0.24681843475334864
VE2_Dzi,0.24677567045646334
VE2_Dzm,0.2468185393269433
VE2_Dzp,0.24627193459433985
VE2_Dzv,0.24659142487969637
VE3_DzZ,1.8434900568558845
VE3_Dzi,1.8433167796771626
VE3_Dzm,1.8434904805421162
VE3_Dzp,1.841273423083462
VE3_Dzv,1.842569889229568
VR1_DzZ,77.04019651547418
VR1_Dzi,77.07513347906213
VR1_Dzm,77.04030130752545
VR1_Dzp,77.84440191836798
VR1_Dzv,77.49967106108164
VR2_DzZ,4.815012282217136
VR2_Dzi,4.817195842441383
VR2_Dzm,4.815018831720341
VR2_Dzp,4.865275119897999
VR2_Dzv,4.843729441317603
VR3_DzZ,4.814330947556265
VR3_Dzi,4.814784334823938
VR3_Dzm,4.814332307780988
VR3_Dzp,4.8247156163771665
VR3_Dzv,4.820277321222889
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06448843989604858
Xch-6dv,0.11837849391468569
Xch-7dv,0.12175659501514269
Xpc-4dv,1.0158686158193007
Xpc-5dv,1.4698326942250948
Xpc-6dv,1.5172439369320843
Zagreb1,88.0
Zagreb2,106.0
fragCpx,84.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,15
nBondsD,0
nBondsM,15
nBondsO,18
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,4
naHRing,3
AATS0are,6.250544444444445
AATS1are,6.495655172413794
AATS2are,6.306206249999999
AATS3are,6.3692307692307715
AATS4are,6.245945454545455
AATS5are,6.125958
AATS6are,5.736156862745099
AATS7are,6.3535321428571425
AATS8are,5.902769230769231
AATSC0dv,4.126200274348422
AATSC0pe,0.10287681755829901
AATSC0se,0.062071111111111084
AATSC1dv,1.935102407643915
AATSC1pe,0.014757537486400867
AATSC1se,0.009753318007662827
AATSC2dv,0.5890775034293547
AATSC2pe,0.014213691700960207
AATSC2se,0.003260222222222221
AATSC3dv,-1.5371689353170839
AATSC3pe,-0.026736432942914393
AATSC3se,-0.01558347863247862
AATSC4dv,-1.7618905100386584
AATSC4pe,-0.03504866941015087
AATSC4se,-0.017579240404040394
AATSC5dv,0.08491083676268865
AATSC5pe,-0.0016696323731138286
AATSC5se,0.004961564444444444
AATSC6dv,1.0103284111998714
AATSC6pe,0.021861454046639153
AATSC6se,0.00432366013071894
AATSC7dv,-1.7254066235547716
AATSC7pe,0.008171595140113699
AATSC7se,0.012613206349206351
AATSC8dv,-1.0036931518413001
AATSC8pe,-0.05708992297140442
AATSC8se,-0.026459760683760675
AETA_eta,0.6133963155743993
ATSC0are,2.9518074074074057
ATSC1are,0.4716290809327834
ATSC2are,0.5648312757201633
ATSC3are,-1.4822105624142667
ATSC4are,-1.9562224965706445
ATSC5are,0.190615912208505
ATSC6are,0.8301674897119353
ATSC7are,0.45890342935528083
ATSC8are,-1.4820145404663914
BCUTZ-1h,8.033276855322084
BCUTZ-1l,5.69030495056557
BCUTc-1h,0.3988928377151992
BCUTc-1l,-0.46599464757291653
BCUTd-1h,3.2518595846802247
BCUTd-1l,0.9929997820517087
BCUTi-1h,14.56527828860039
BCUTi-1l,10.953568490658675
BCUTm-1h,16.01588555103122
BCUTm-1l,11.703463885381987
BCUTp-1h,1.9966663993701264
BCUTp-1l,0.7157243297320426
BCUTs-1h,3.553783516773033
BCUTs-1l,1.408385344387623
BCUTv-1h,20.894036411559174
BCUTv-1l,14.681778595348431
BalabanJ,1.6656286499421793
Diameter,7
ETA_beta,22.75
GATS1are,0.6782740898794305
GATS2are,0.7384268175932387
GATS3are,1.2842724733622088
GATS4are,1.339617455173273
GATS5are,0.8797857182291327
GATS6are,0.7548250043767728
GATS7are,0.9793575938408106
GATS8are,1.7506562206708256
HybRatio,0.16666666666666666
Lipinski,True
LogEE_Dt,125.66588522543991
MATS1are,0.1487573126614805
MATS2are,0.1076349330228308
MATS3are,-0.2607247778269804
MATS4are,-0.3253353877348218
MATS5are,0.03487103946358044
MATS6are,0.14889197534600151
MATS7are,0.1499129042272728
MATS8are,-0.5213805940905972
NsssssAs,0
RotRatio,0.05555555555555555
SM1_Dzpe,0.7422735618115056
SM1_Dzse,0.6692837795551935
SMR_VSA1,4.523094936973348
SMR_VSA2,0.0
SMR_VSA3,15.124620299019863
SMR_VSA4,0.0
SMR_VSA5,13.847474399381248
SMR_VSA6,0.0
SMR_VSA7,35.98059669387228
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,75.61780104431173
SpAD_Dzi,74.54798802383101
SpAD_Dzm,75.62588483321663
SpAD_Dzp,87.64813474591634
SpAD_Dzv,83.64310782822146
SpAbs_Dt,251.3317704508798
SpDiam_A,4.785402190064468
SpDiam_D,79.32554591165706
SpMAD_Dt,15.70823565317999
SpMax_Dt,125.66588522543991
SsssssAs,0
VE1_Dzpe,3.9489874058278067
VE1_Dzse,3.9491083091023222
VE2_Dzpe,0.24681171286423792
VE2_Dzse,0.24681926931889514
VE3_Dzpe,1.8434628223397451
VE3_Dzse,1.8434934381435766
VMcGowan,157.36999999999975
VR1_Dzpe,77.04125104755526
VR1_Dzse,77.04018159183818
VR2_Dzpe,4.815078190472204
VR2_Dzse,4.815011349489886
VR3_Dzpe,4.814344635538792
VR3_Dzse,4.814330753843915
mZagreb1,4.666666666666667
mZagreb2,3.444444444444444
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,6
nBondsKS,23
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10932620027434836
AATSC1are,0.016263071756302875
AATSC2are,0.01176731824417007
AATSC3are,-0.02850404927719744
AATSC4are,-0.0355676817558299
AATSC5are,0.0038123182441701
AATSC6are,0.0162777939159203
AATSC7are,0.01638940819126003
AATSC8are,-0.05700055924870736
AETA_beta,1.421875
BCUTdv-1h,6.033247444112868
BCUTdv-1l,0.9950380821615177
BCUTpe-1h,3.5150487997332127
BCUTpe-1l,2.2366831472724096
BCUTse-1h,3.7232290056350217
BCUTse-1l,2.432155127438789
ETA_alpha,7.533333333333334
ETA_dBeta,1.25
ETA_eta_B,0.1601933669496063
ETA_eta_F,12.933986726945228
ETA_eta_L,3.146281514638055
ETA_eta_R,22.748327776135618
ETA_psi_1,0.5721518987341774
LabuteASA,92.29418803884289
LogEE_DzZ,37.85131123644158
LogEE_Dzi,37.32056466338643
LogEE_Dzm,37.8552402987674
LogEE_Dzp,43.65926489052788
LogEE_Dzv,41.73674339143646
PEOE_VSA1,9.507073457920557
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,25.980208536304467
PEOE_VSA8,28.906814341084942
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.8427175430432758
SpAD_Dzpe,75.29506953095523
SpAD_Dzse,75.66443497177471
SpAbs_DzZ,75.08064703892975
SpAbs_Dzi,73.91132581714257
SpAbs_Dzm,75.09009582689237
SpAbs_Dzp,89.95536949994039
SpAbs_Dzv,84.8304551456612
SpDiam_Dt,178.21691710279433
SpMAD_DzZ,4.726112565269483
SpMAD_Dzi,4.659249251489438
SpMAD_Dzm,4.726617802076039
SpMAD_Dzp,5.478008421619771
SpMAD_Dzv,5.227694239263841
SpMax_DzZ,37.85131123644158
SpMax_Dzi,37.32056466338643
SpMax_Dzm,37.8552402987674
SpMax_Dzp,43.65926489052788
SpMax_Dzv,41.73674339143646
VE1_Dzare,3.948808424856389
VE2_Dzare,0.2468005265535243
VE3_Dzare,1.8434174980555307
VR1_Dzare,77.04135553190433
VR2_Dzare,4.815084720744021
VR3_Dzare,4.81434599175091
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,14
nAromBond,15
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4708333333333334
AETA_dBeta,0.078125
AETA_eta_B,0.010012085434350393
AETA_eta_F,0.8083741704340768
AETA_eta_L,0.19664259466487843
AETA_eta_R,1.421770486008476
BCUTare-1h,3.5694759397938327
BCUTare-1l,2.187562892195461
ETA_beta_s,10.75
ETA_dPsi_A,0.1418481012658226
ETA_dPsi_B,0.0
ETA_eta_BR,0.4181933669496063
ETA_eta_FL,4.607738680785434
ETA_eta_RL,7.754020195423489
LogEE_Dzpe,37.69392686309083
LogEE_Dzse,37.87404772210955
PEOE_VSA10,11.40742463964217
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.124620299019863
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,11.454175413722904
SlogP_VSA6,29.04951621712272
SlogP_VSA7,0.0
SlogP_VSA8,22.160304418626517
SlogP_VSA9,0.0
SpAD_Dzare,74.81801555133876
SpAbs_Dzpe,74.71379269620317
SpAbs_Dzse,75.13385754951524
SpDiam_DzZ,57.44334573693196
SpDiam_Dzi,56.72520421881599
SpDiam_Dzm,57.44801623870697
SpDiam_Dzp,63.34896046413588
SpDiam_Dzv,61.33806032591947
SpMAD_Dzpe,4.705941845684702
SpMAD_Dzse,4.729027185735919
SpMax_Dzpe,37.69392686309083
SpMax_Dzse,37.87404772210955
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.671875
AETA_eta_BR,0.026137085434350393
AETA_eta_FL,0.2879836675490896
AETA_eta_RL,0.48462626221396804
DetourIndex,990
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,33.61447983234942
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,32.30752861106901
EState_VSA8,21.190987367481473
EState_VSA9,4.523094936973348
ETA_beta_ns,12.0
ETA_shape_p,0.1327433628318584
ETA_shape_x,0.0
ETA_shape_y,0.3982300884955752
GhoseFilter,True
LogEE_Dzare,37.46167762210959
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,74.16629810252172
SpDiam_Dzpe,57.244763064276896
SpDiam_Dzse,57.47192263711718
SpMAD_Dzare,4.6761259719586725
SpMax_Dzare,37.46167762210959
TopoPSA(NO),54.71
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.157645266439909
VSA_EState9,28.84235473356009
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.75
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02916666666666662
FilterItLogS,-4.445288055542419
SpDiam_Dzare,56.95965306264772
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6098765432098767
ETA_epsilon_2,0.8229166666666665
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5390476190476193
ETA_epsilon_5,0.7921568627450979
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1644219977553309
ETA_dEpsilon_B,0.07082892416225739
ETA_dEpsilon_C,-0.0935930735930735
ETA_dEpsilon_D,0.03075980392156863
PetitjeanIndex,0.42857142857142855
TopoShapeIndex,0.75
CDK Descriptors
FMFDescriptor,0.875
MDEDescriptor,"0.25,1.571258603602052,4.205157689489642,0.0,2.4980495329668133,9.34849410712332,0.0,6.585555701217671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727928250960776,0.0,0.0"
APolDescriptor,32.556723000000005
BCUTDescriptor,"11.849999999999998,15.994919168429604,-0.24929237775219099,0.13360532892640473,6.121132546498282,9.980857951471695"
BPolDescriptor,15.921276999999998
TPSADescriptor,54.71
ALOGPDescriptor,"1.9077000000000004,3.6393192900000013,62.44319999999999"
XLogPDescriptor,2.648
VAdjMaDescriptor,5.169925001442312
WeightDescriptor,213.09021206
ChiPathDescriptor,"11.120955864630139,7.75402019542349,7.13346346229025,6.266056467713595,5.489186641481098,3.6950836251532957,2.3775913013667958,1.88641788253519,9.112076558222284,5.1188198226215045,3.8386683582561667,2.722164717379761,1.971654896012654,1.0193267990245019,0.5485421899393433,0.347865102847438"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.48271369369607464,0.587375983668971,0.0,0.0,0.06448843989604858,0.11837849391468569,0.1217565950151427"
AtomCountDescriptor,27
BondCountDescriptor,18
SmallRingDescriptor,"3,3,2,2,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.082515631902143,0.0,0.2960237291525661,0.0,0.49893383759511667,0.0,0.09293360101857039,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,4,3,2,0,0,0"
ZagrebIndexDescriptor,88.0
LargestChainDescriptor,8
MannholdLogPDescriptor,2.3400000000000003
WeightedPathDescriptor,"32.98387239800685,2.0614920248754283,12.13645349443525,2.9764445589382547,9.160008935496998"
FractionalPSADescriptor,0.25674572037403226
WienerNumbersDescriptor,"413.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.741865511076541,4.798397337488196,5.434740108555024,1.0158686158193009,1.4698326942250945,1.3072244609591663"
FractionalCSP3Descriptor,0.16666666666666666
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.42857142857142855
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"11.11111111111111,4.349112426035503,1.9660493827160495"
AromaticAtomsCountDescriptor,14
AromaticBondsCountDescriptor,15
FragmentComplexityDescriptor,601.04
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.16666666666666666
AutocorrelationDescriptorMass,"17.854409939370388,19.71646324010141,28.519529764937296,24.9936394197087,20.495093620167356"
PetitjeanShapeIndexDescriptor,"0.75,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.20170346819022883,-0.06317585313416285,-3.158134506247283E-4,-0.031217263629300756,-0.04647063433927872"
EccentricConnectivityIndexDescriptor,204
AutocorrelationDescriptorPolarizability,"992.9127672504883,1181.4995330021975,1692.7258361777342,1455.2371539853518,1142.7739742880865"
