DLiP-ID,T003HX
DLiP-Mol-ID,20306
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H11F3N2O3/c19-18(20,21)12-8-6-11(7-9-12)10-14-15(24)22-17(26)23(16(14)25)13-4-2-1-3-5-13/h1-10H,(H,22,24,26)/b14-10-"
Standard Inchi Key(RDKit),LJPPZBAZUPSFBX-UVTDQMKNSA-N
Canonical SMILES(RDKit),O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccc(C(F)(F)F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),360.291
MW Monoisotopic(RDKit),360.072176872
MolLogP(RDKit),3.3718
XLogP(SDF),
XLogP(CDK),3.325
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.659617149046596
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,589586.7819461365
qed,0.6596171490465959
Chi0,18.89697674656903
Chi1,12.269875513468989
TPSA,66.48
Chi0n,13.079354577815488
Chi0v,13.079354577815488
Chi1n,7.409540615218076
Chi1v,7.409540615218076
Chi2n,5.413168868473655
Chi2v,5.413168868473655
Chi3n,3.6650853257453497
Chi3v,3.6650853257453497
Chi4n,2.4040111061967866
Chi4v,2.4040111061967866
MolMR,86.88770000000002
MolWt,360.291
fr_SH,0
Kappa1,17.404560509149317
Kappa2,6.471852782540055
Kappa3,3.3431489340497813
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,903.5286037703506
MolLogP,3.371800000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.953480304265586
SMR_VSA1,27.554856695239927
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,6.176298517443475
SMR_VSA6,4.899909730850478
SMR_VSA7,71.29731112961775
SMR_VSA8,0.0
