DLiP-ID,C100OZ
DLiP-Mol-ID,35896
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H10N4O4/c20-15(21)11-3-1-10(2-4-11)14-9-18(17-16-14)12-5-7-13(8-6-12)19(22)23/h1-9H,(H,20,21)"
Standard Inchi Key(RDKit),XQPPWPRYWXNXIK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1ccc(-c2cn(-c3ccc([N+](=O)[O-])cc3)nn2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.269
MW Monoisotopic(RDKit),310.0702048
MolLogP(RDKit),2.5407
XLogP(SDF),
XLogP(CDK),2.986
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),111.15
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.585206912549833
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,245989.48610528465
qed,0.5852069125498328
Chi0,16.396976746569035
Chi1,11.041713895658194
TPSA,111.14999999999999
Chi0n,11.656965271598015
Chi0v,11.656965271598015
Chi1n,6.55330814233577
